League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Australian A-League Men,2024-04-01,01:00:00,Macarthur FC,Western Sydney Wanderers,2.86,2.9,2.4,2.44,4.1,4.2,2.66,3.0,1.5,1.61,1.5,1.57,2.78,3.0,21.0,26.0,15.0,18.0,18.0,20.0,30.0,34.0,17.5,20.0,9.2,10.5,11.0,12.0,19.0,22.0,22.0,25.0,12.0,14.0,13.0,14.0,23.0,27.0,40.0,46.0,23.0,27.0,26.0,30.0,44.0,55.0,13.0,16.5,10.0,12.5,12.0,980.0,33117358,36700739.0,6480414.0,58805.0,1.226415192,1.226415196,1.226415271,1.226415193
Italian Serie A,2024-04-01,07:30:00,Bologna,Salernitana,1.29,1.3,15.5,16.5,6.0,6.2,2.18,2.26,1.8,1.85,2.44,2.54,1.65,1.69,17.0,18.0,34.0,38.0,48.0,170.0,150.0,980.0,7.2,7.8,12.5,13.5,48.0,55.0,70.0,310.0,6.4,6.8,10.0,11.0,36.0,40.0,55.0,260.0,8.6,9.0,14.0,15.0,44.0,50.0,110.0,280.0,5.3,5.4,120.0,500.0,36.0,1000.0,33099645,199545.0,60303.0,58805.0,1.226041722,1.226041706,1.226041721,1.226041731
Italian Serie B,2024-04-01,07:30:00,Modena,SSD Bari,2.02,2.12,4.4,5.1,3.1,3.35,1.53,1.68,2.46,2.9,2.12,2.46,1.68,1.9,7.2,9.2,10.0,980.0,6.2,980.0,7.2,980.0,5.9,7.6,6.2,8.2,5.7,980.0,7.0,980.0,9.2,980.0,9.4,980.0,6.0,980.0,7.0,980.0,6.0,980.0,6.0,980.0,6.8,980.0,7.2,1000.0,5.8,980.0,7.2,980.0,7.6,1000.0,33117373,60293.0,20830801.0,58805.0,1.226298755,1.2262988,0.0,0.0
Polish Ekstraklasa,2024-04-01,07:30:00,Puszcza Niepolomice,Radomiak Radom,2.6,2.98,2.54,2.94,3.1,3.75,1.76,1.96,2.04,2.32,1.77,2.04,1.96,2.3,9.0,15.0,8.8,13.0,14.0,22.0,4.3,55.0,8.2,980.0,6.4,9.4,10.0,980.0,4.2,40.0,15.0,980.0,9.6,980.0,15.0,980.0,4.0,980.0,4.0,980.0,4.2,980.0,4.0,980.0,4.1,980.0,3.8,980.0,3.75,36.0,4.2,1000.0,33134121,5751503.0,1306561.0,58805.0,1.226581512,1.226581557,0.0,0.0
Polish I Liga,2024-04-01,07:40:00,Znicz Pruszkow,Polonia Warszawa,2.04,2.24,3.5,4.2,3.25,3.85,1.8,2.0,2.0,2.24,1.79,2.02,1.98,2.28,4.6,980.0,1.67,980.0,1.22,1000.0,1.22,1000.0,4.0,980.0,3.9,980.0,1.19,980.0,1.22,1000.0,1.67,980.0,4.3,980.0,1.26,980.0,1.22,1000.0,1.22,1000.0,1.22,1000.0,1.22,1000.0,1.22,1000.0,1.22,980.0,1.22,1000.0,1.22,1000.0,33138036,3199858.0,10490469.0,58805.0,1.226667824,1.226667869,1.226667908,1.226667833
Swedish Superettan,2024-04-01,08:00:00,Gefle,Helsingborgs,3.55,3.85,2.1,2.22,3.55,3.9,1.93,2.16,1.86,2.08,1.76,1.87,2.14,2.3,13.0,18.0,9.2,12.5,12.0,16.5,4.2,32.0,13.0,17.5,7.6,8.6,9.6,13.5,19.0,27.0,4.2,32.0,13.5,18.5,16.0,22.0,4.4,44.0,4.6,85.0,4.5,55.0,4.5,65.0,4.7,120.0,4.4,48.0,3.85,18.0,4.8,990.0,33120019,151470.0,764222.0,58805.0,1.226356711,1.226356756,0.0,0.0
Swedish Superettan,2024-04-01,08:00:00,Orebro,Skovde Aik,1.77,1.88,4.2,5.0,3.85,4.2,2.04,2.44,1.7,1.96,1.68,1.93,2.08,2.48,14.0,980.0,15.0,980.0,5.6,980.0,6.2,980.0,8.4,11.5,7.6,10.5,15.0,980.0,5.9,980.0,9.8,13.0,8.4,11.5,15.0,980.0,5.9,980.0,16.0,980.0,14.5,980.0,5.5,980.0,6.0,980.0,4.1,11.5,5.8,980.0,6.4,1000.0,33120050,42617.0,14112862.0,58805.0,1.226356435,1.22635648,0.0,0.0
Belgian First Division A,2024-04-01,08:30:00,Cercle Brugge,Club Brugge,3.6,4.0,2.04,2.14,3.8,4.0,2.1,2.32,1.76,1.91,1.68,1.84,2.2,2.46,14.0,18.5,9.2,12.5,11.5,15.5,20.0,28.0,13.5,18.0,7.8,9.4,8.8,12.0,16.5,23.0,5.7,32.0,12.5,17.0,14.0,19.0,5.8,36.0,6.4,980.0,6.0,980.0,6.2,55.0,6.4,980.0,5.9,38.0,4.6,14.0,6.8,1000.0,33125243,259394.0,10762.0,58805.0,1.226434695,1.226434705,0.0,0.0
English Championship,2024-04-01,08:30:00,Leicester,Norwich,1.72,1.73,5.3,5.4,4.3,4.4,2.32,2.52,1.66,1.75,1.73,1.76,2.3,2.38,18.0,21.0,21.0,23.0,38.0,44.0,80.0,130.0,10.0,11.5,9.2,9.8,18.5,19.5,50.0,60.0,10.5,11.5,9.2,10.5,17.0,18.5,50.0,60.0,16.5,18.0,14.5,16.0,25.0,29.0,70.0,85.0,7.4,8.4,42.0,55.0,100.0,980.0,33135748,48461.0,47998.0,58805.0,1.226620989,1.226620999,1.226620988,1.226620998
Armenian Premier League,2024-04-01,09:00:00,BKMA Yerevan,West Armenia,1.18,1000.0,1.18,1000.0,1.25,950.0,1.2,29.0,1.05,6.6,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33154361,25763207.0,25189384.0,58805.0,1.226926268,1.226926313,1.226926352,1.226926277
Irish Premier Division,2024-04-01,09:00:00,Dundalk,Drogheda,1.99,2.12,3.85,4.3,3.6,3.95,1.91,2.14,1.88,2.1,1.8,1.91,2.08,2.24,10.5,980.0,10.5,980.0,20.0,980.0,4.3,980.0,8.8,980.0,6.4,10.5,11.5,980.0,4.2,980.0,9.6,15.5,7.8,13.0,13.5,980.0,4.2,980.0,18.5,29.0,15.5,26.0,4.4,44.0,4.4,980.0,3.6,17.5,4.1,980.0,4.5,1000.0,33151221,198746.0,184329.0,58805.0,1.226870367,1.226870412,1.226870451,1.226870376
Swedish Allsvenskan,2024-04-01,09:00:00,Sirius,Halmstads,1.93,2.0,4.0,4.4,3.8,4.0,2.12,2.26,1.8,1.9,1.74,1.82,2.22,2.34,14.5,17.0,15.0,17.5,24.0,32.0,11.0,100.0,9.2,10.5,8.0,9.0,15.0,17.0,10.0,60.0,11.0,13.0,9.2,10.5,16.0,18.5,10.0,65.0,19.5,23.0,17.0,19.5,24.0,40.0,11.0,110.0,6.0,12.0,9.6,46.0,12.0,980.0,32979448,4638067.0,10765.0,58805.0,1.224190076,1.224190121,0.0,0.0
Swedish Allsvenskan,2024-04-01,09:00:00,IFK Goteborg,Djurgardens,3.55,3.75,2.22,2.26,3.4,3.6,1.8,1.93,2.08,2.26,1.8,1.99,2.02,2.24,10.0,13.5,7.8,9.8,11.0,15.0,21.0,32.0,10.5,14.5,7.0,8.2,9.6,12.5,18.5,28.0,17.5,30.0,13.0,16.5,14.0,24.0,6.0,46.0,6.2,80.0,6.0,55.0,6.0,70.0,6.4,140.0,5.9,55.0,5.2,24.0,6.6,1000.0,32979446,30689.0,232104.0,58805.0,1.224190256,1.224190301,0.0,0.0
