League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Liga MX,2024-04-20,00:00:00,Atletico San Luis,Toluca,3.5,3.8,1.98,2.08,4.1,4.5,2.56,2.98,1.51,1.64,1.54,1.62,2.62,2.84,18.0,32.0,11.0,18.0,14.0,19.5,4.4,30.0,15.0,26.0,9.2,10.5,9.8,11.5,4.3,22.0,4.5,38.0,13.5,19.0,14.0,19.5,4.4,32.0,4.6,80.0,4.6,42.0,4.5,46.0,4.7,75.0,4.2,28.0,3.4,11.0,4.9,420.0,33176364,10781957.0,230914.0,58805.0,1.227341709,1.227341754,1.227341793,1.227341718
Mexican Liga MX,2024-04-20,00:10:00,Tijuana,Puebla,1.59,1.63,5.6,6.4,4.5,4.9,2.4,2.6,1.63,1.71,1.74,1.82,2.22,2.34,17.5,24.0,20.0,28.0,6.4,55.0,6.8,160.0,9.8,12.0,8.8,12.0,18.5,25.0,6.6,75.0,9.0,12.0,9.0,11.0,6.0,22.0,6.6,75.0,14.0,17.5,13.5,17.0,6.6,32.0,6.6,100.0,3.65,7.4,6.6,70.0,7.2,1000.0,33176365,5687741.0,328956.0,58805.0,1.227341619,1.227341664,1.227341703,1.227341628
Japanese J League,2024-04-20,02:00:00,Tosu,Kashima,4.2,5.2,1.81,2.06,3.35,4.2,1.75,1.91,2.1,2.34,1.94,2.14,1.89,2.08,10.0,13.0,7.2,8.8,9.6,12.0,18.5,23.0,12.0,16.0,7.0,9.2,8.8,11.5,19.0,24.0,6.2,38.0,15.5,21.0,18.5,25.0,6.2,980.0,6.8,980.0,6.6,75.0,6.6,980.0,6.8,980.0,6.6,90.0,5.0,17.0,7.2,1000.0,33191730,3455676.0,441079.0,58805.0,1.227585418,1.227585467,1.227585506,1.227585431
Japanese J League 2,2024-04-20,02:00:00,Fujieda Myfc,Tokushima,2.48,2.88,2.7,3.3,3.3,4.0,1.88,2.06,1.94,2.14,1.7,1.96,2.04,2.42,11.0,16.5,10.0,15.0,3.85,25.0,4.2,60.0,9.4,13.5,6.6,8.4,11.0,16.0,4.1,42.0,13.5,21.0,10.0,15.0,14.5,22.0,4.2,55.0,4.1,46.0,4.0,36.0,4.2,55.0,4.4,120.0,3.9,28.0,4.0,36.0,4.5,1000.0,33191618,14196415.0,5026012.0,58805.0,1.227583796,1.227583841,1.227583880,1.227583805
Japanese J League 2,2024-04-20,02:00:00,Kofu,Thespakusatsu Gunma,1.51,1.64,6.8,8.8,4.1,5.0,1.83,2.06,1.95,2.2,2.0,2.38,1.73,1.99,11.0,15.5,17.5,24.0,6.2,70.0,6.6,260.0,6.2,8.2,8.2,11.0,5.6,32.0,6.4,140.0,7.0,9.2,8.4,11.5,22.0,30.0,6.4,140.0,11.5,15.5,14.5,19.5,5.9,48.0,6.6,200.0,4.1,10.5,6.6,200.0,6.8,1000.0,33192758,1405179.0,7078090.0,58805.0,1.227607100,1.227607145,1.227607184,1.227607109
Japanese J League 2,2024-04-20,02:00:00,Okayama,Kumamoto,2.06,2.18,3.85,4.2,3.4,3.65,1.74,1.93,2.08,2.36,1.94,2.06,1.95,2.06,10.5,12.5,11.5,14.0,24.0,32.0,7.0,95.0,7.8,9.4,7.2,8.8,14.5,18.0,6.6,60.0,10.5,13.5,9.8,12.5,18.0,23.0,6.8,70.0,21.0,27.0,20.0,26.0,6.4,48.0,7.2,980.0,5.4,19.0,6.8,70.0,7.4,1000.0,33192759,5561025.0,5021204.0,58805.0,1.227607010,1.227607055,1.227607094,1.227607019
Japanese J League 2,2024-04-20,02:00:00,Shimizu,Sendai,1.86,2.06,4.1,4.8,3.45,4.0,1.86,2.0,2.0,2.18,1.89,2.06,1.95,2.14,11.0,16.5,12.5,19.0,4.5,42.0,4.6,130.0,7.6,9.4,7.6,9.6,13.5,23.0,4.6,75.0,9.4,13.5,9.0,12.5,17.0,26.0,4.5,85.0,15.0,26.0,17.0,26.0,4.6,48.0,4.6,160.0,3.7,17.0,4.5,85.0,4.7,1000.0,33189300,441086.0,442179.0,58805.0,1.227540021,1.227540066,1.227540105,1.227540030
Japanese J League 2,2024-04-20,02:00:00,Yamagata,Ehime,2.0,2.14,3.8,4.2,3.7,4.0,1.97,2.12,1.9,2.04,1.78,1.9,2.12,2.28,4.8,980.0,4.9,980.0,5.7,32.0,6.4,85.0,4.3,11.0,7.0,980.0,5.0,980.0,6.0,55.0,10.0,14.5,9.0,980.0,5.2,980.0,6.2,60.0,5.5,27.0,5.4,24.0,5.9,40.0,6.4,110.0,4.8,15.5,5.9,50.0,6.6,1000.0,33192756,3718961.0,3455675.0,58805.0,1.227607190,1.227607235,1.227607274,1.227607199
South Korean K League 1,2024-04-20,02:00:00,Suwon FC,Jeju Utd,2.46,2.98,2.66,3.25,3.15,3.75,1.78,1.99,2.02,2.3,1.76,2.04,1.97,2.32,10.0,13.5,9.2,12.5,15.5,21.0,5.9,50.0,8.8,11.5,6.4,8.6,10.5,14.5,5.7,38.0,14.0,19.0,10.0,14.0,15.0,980.0,5.9,55.0,5.8,44.0,5.6,34.0,5.9,55.0,6.2,120.0,5.4,30.0,5.6,34.0,6.6,1000.0,33200183,7394845.0,5342583.0,58805.0,1.227739747,1.227739792,1.227739831,1.227739756
South Korean K League 2,2024-04-20,02:00:00,Bucheon FC 1995,Busan IPark,3.0,3.5,2.24,2.58,3.4,3.75,1.74,1.93,2.08,2.36,1.89,2.04,1.98,2.14,3.35,980.0,7.0,980.0,3.5,980.0,3.9,980.0,3.3,980.0,3.15,980.0,3.3,980.0,3.85,980.0,3.7,980.0,3.5,980.0,3.7,980.0,4.0,980.0,4.0,980.0,4.0,980.0,4.0,980.0,4.2,1000.0,4.0,980.0,3.75,980.0,4.3,1000.0,33200237,7345624.0,16224040.0,58805.0,1.227739005,1.227739050,1.227739089,1.227739014
Japanese J League,2024-04-20,02:00:00,Sapporo,Hiroshima,4.8,5.3,1.76,1.88,3.85,4.3,1.96,2.2,1.84,2.04,1.84,1.95,2.04,2.2,13.5,18.5,8.2,11.0,9.6,13.5,13.5,23.0,16.0,22.0,8.2,11.0,9.2,12.5,16.5,23.0,4.0,46.0,17.5,24.0,18.0,25.0,4.0,44.0,4.2,140.0,4.1,80.0,4.2,85.0,4.2,140.0,4.2,85.0,3.3,13.5,4.4,1000.0,33201167,2245760.0,744103.0,58805.0,1.227754184,1.227754229,1.227754268,1.227754193
Japanese J League,2024-04-20,02:00:00,Kyoto,Albirex Niigata,2.5,2.74,2.98,3.3,3.0,3.45,1.67,1.8,2.26,2.48,1.92,2.1,1.91,2.1,8.8,12.0,8.6,12.0,16.0,22.0,6.4,60.0,8.0,9.8,6.8,8.0,11.5,15.5,6.2,46.0,12.5,17.0,10.0,13.5,17.0,23.0,6.4,65.0,6.0,42.0,5.9,36.0,6.4,60.0,6.8,150.0,5.8,32.0,6.2,48.0,7.0,1000.0,33201164,441085.0,5712145.0,58805.0,1.227754274,1.227754319,1.227754358,1.227754283
Australian A-League Men,2024-04-20,02:30:00,Western Sydney Wanderers,Melbourne City,3.35,3.45,2.14,2.16,4.1,4.2,2.68,2.88,1.53,1.6,1.52,1.59,2.68,2.92,20.0,29.0,13.0,18.0,14.5,21.0,24.0,34.0,18.0,23.0,8.8,12.5,10.0,14.0,16.5,23.0,24.0,34.0,12.5,17.5,13.5,15.5,20.0,32.0,4.7,70.0,27.0,36.0,28.0,40.0,4.7,70.0,4.1,23.0,3.5,11.5,4.9,980.0,33191651,6480414.0,8586946.0,58805.0,1.227633432,1.227633436,1.227633511,1.227633433
Japanese J League,2024-04-20,03:00:00,Shonan,Kobe,4.5,5.0,1.85,1.94,3.5,3.95,1.85,2.04,1.98,2.18,1.89,2.08,1.94,2.14,10.5,14.5,7.4,9.4,8.8,12.0,16.5,23.0,13.5,17.5,7.4,9.4,8.6,11.5,17.0,23.0,6.0,38.0,16.5,21.0,17.5,23.0,6.0,44.0,6.6,120.0,6.4,70.0,6.4,80.0,6.6,140.0,6.4,80.0,4.7,14.5,7.0,1000.0,33189192,4546954.0,441082.0,58805.0,1.227539159,1.227539204,1.227539243,1.227539168
