League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Ukrainian Premier League,2024-04-18,09:30:00,Zorya,Shakhtar,8.6,10.5,1.4,1.47,5.0,6.2,2.34,2.5,1.67,1.74,1.12,9.4,1.12,9.4,1.03,21.0,1.68,9.8,3.95,9.4,1.78,13.5,1.03,32.0,4.5,13.0,2.38,11.5,4.8,16.5,1.03,1000.0,1.03,1000.0,1.03,30.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.05,7.0,1.03,1000.0,33192612,2017903.0,52495027.0,58805.0,1.227602750,1.227602795,1.227602834,1.227602759
Armenian Premier League,2024-04-18,10:00:00,Alashkert,West Armenia,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.2,110.0,1.03,6.4,1.01,1000.0,1.01,1000.0,1.39,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,20.0,1000.0,33200575,9686394.0,25189384.0,58805.0,1.227749552,1.227749597,1.227749636,1.227749561
Egyptian Premier,2024-04-18,11:00:00,Ceramica Cleopatra,Al Ittihad (EGY),1.92,2.2,4.0,5.0,3.2,3.6,1.71,1.91,2.06,2.46,1.88,2.2,1.84,2.14,3.35,980.0,3.5,980.0,3.95,38.0,4.2,1000.0,3.05,980.0,6.0,980.0,3.65,980.0,4.1,75.0,3.35,14.0,3.3,980.0,3.75,980.0,4.2,1000.0,3.8,29.0,7.0,29.0,9.2,55.0,4.3,1000.0,3.65,21.0,4.2,1000.0,4.4,1000.0,33192836,37456793.0,7023879.0,58805.0,1.227605479,1.227605524,1.227605563,1.227605488
Slovenian Premier League,2024-04-18,11:00:00,Domzale,Koper,2.86,480.0,1.96,2.96,3.2,7.2,1.31,13.0,1.08,4.3,1.12,1000.0,1.12,1000.0,1.49,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,21.0,1000.0,1.03,1000.0,1.03,1000.0,1.1,1000.0,33195286,503208.0,166903.0,58805.0,1.227657314,1.227657359,1.227657398,1.227657323
Saudi Professional League,2024-04-18,12:00:00,Al-Taawoun Buraidah,Al-Khaleej Saihat,1.65,1.75,5.2,5.9,4.0,4.6,2.06,2.34,1.75,1.93,1.81,1.94,2.06,2.24,13.0,19.0,5.3,23.0,6.0,48.0,6.4,140.0,8.4,10.5,8.6,11.0,5.4,24.0,6.2,75.0,8.8,11.5,8.8,11.0,6.0,980.0,6.2,80.0,14.0,18.5,14.0,19.0,5.8,38.0,6.4,120.0,4.0,10.0,6.2,80.0,6.8,1000.0,33184953,12157288.0,10369569.0,58805.0,1.227468098,1.227468108,1.227468097,1.227468107
Danish 1st Division,2024-04-18,13:00:00,SonderjyskE,Vendsyssel FF,1.67,1.79,4.9,5.6,4.1,4.6,2.32,2.52,1.66,1.75,1.66,1.88,2.14,2.52,15.0,22.0,5.3,24.0,5.8,48.0,6.2,130.0,8.8,12.0,8.4,11.0,5.3,23.0,6.0,65.0,9.4,12.5,8.4,11.5,5.6,21.0,6.0,65.0,13.0,20.0,4.9,18.5,5.5,34.0,6.2,95.0,3.85,9.2,6.0,65.0,6.4,1000.0,33192486,2364082.0,7431787.0,58805.0,1.227600422,1.227600467,1.227600506,1.227600431
UEFA Europa Conference League,2024-04-18,13:45:00,Lille,Aston Villa,2.46,2.5,3.05,3.15,3.6,3.7,2.22,2.28,1.79,1.82,1.66,1.7,2.44,2.52,15.0,17.0,13.5,14.5,20.0,22.0,46.0,48.0,12.0,13.0,7.8,8.4,12.0,13.0,28.0,30.0,16.0,16.5,10.5,11.5,15.0,16.5,34.0,38.0,30.0,34.0,22.0,25.0,30.0,36.0,55.0,75.0,15.5,17.5,22.0,24.0,24.0,980.0,33185425,44790.0,63908.0,58805.0,1.227478222,1.227478206,1.227478221,1.227478231
UEFA Europa Conference League,2024-04-18,13:45:00,Fiorentina,Plzen,1.41,1.44,10.0,11.5,4.9,5.2,1.91,1.97,2.02,2.1,2.4,2.52,1.66,1.72,12.5,17.5,24.0,34.0,12.0,95.0,12.5,980.0,6.4,7.0,10.0,11.0,30.0,42.0,12.5,230.0,6.6,7.2,9.8,11.0,30.0,36.0,12.0,210.0,10.0,11.0,15.5,16.5,13.5,65.0,12.5,320.0,7.2,8.0,12.0,380.0,12.5,1000.0,33185236,676467.0,52613879.0,58805.0,1.227472120,1.227472104,1.227472119,1.227472129
Egyptian Premier,2024-04-18,14:00:00,Ismaily,ZED FC,2.42,2.9,2.94,3.8,2.86,3.65,1.55,1.75,2.34,2.8,1.94,2.28,1.78,2.06,3.15,13.0,3.3,12.0,3.9,25.0,3.95,75.0,3.2,10.5,3.0,8.8,3.65,18.0,3.85,55.0,3.7,19.0,3.55,15.5,3.95,27.0,3.95,1000.0,3.85,50.0,3.8,44.0,3.95,75.0,4.1,1000.0,3.8,44.0,3.9,65.0,4.1,1000.0,33193352,5170870.0,38208152.0,58805.0,1.227617785,1.227617830,1.227617869,1.227617794
Egyptian Premier,2024-04-18,14:00:00,Future FC,Pharco FC,1.94,2.16,4.5,5.8,2.96,3.55,1.45,1.61,2.64,3.2,2.2,2.64,1.61,1.83,3.85,8.6,3.0,13.5,1.29,40.0,1.31,1000.0,5.3,7.0,3.8,8.4,2.62,25.0,1.31,1000.0,4.3,11.5,3.0,13.0,2.48,32.0,1.31,1000.0,2.44,27.0,1.33,34.0,1.33,1000.0,1.31,1000.0,1.33,29.0,1.3,1000.0,1.31,1000.0,33193360,41860831.0,10539864.0,58805.0,1.227617695,1.227617740,1.227617779,1.227617704
