League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Ukrainian Premier League,2024-04-15,09:30:00,LNZ-Lebedyn,Veres Rivne,2.12,2.7,3.05,4.2,2.84,4.2,1.73,2.0,2.0,4.6,1.73,2.24,1.8,2.38,3.25,14.0,3.3,14.5,3.75,29.0,3.15,1000.0,3.1,11.5,2.94,9.4,3.45,18.5,3.95,1000.0,3.45,17.5,3.25,14.0,3.65,24.0,1.87,1000.0,3.85,38.0,3.8,34.0,2.0,1000.0,1.89,1000.0,1.79,28.0,1.3,1000.0,1.27,1000.0,33176305,19748479.0,10053070.0,58805.0,1.227341529,1.227341574,1.227341613,1.227341538
Egyptian Premier,2024-04-15,11:00:00,Al Mokawloon,Pyramids,5.7,8.6,1.58,1.76,3.2,4.8,1.7,1.87,2.14,2.44,1.95,2.62,1.61,2.06,9.6,14.0,5.8,8.4,7.2,10.5,3.55,20.0,3.6,22.0,8.0,11.0,9.2,13.0,3.7,25.0,4.0,65.0,3.85,34.0,3.85,34.0,4.0,60.0,4.2,1000.0,4.2,1000.0,4.2,1000.0,4.2,1000.0,4.2,1000.0,3.4,15.5,4.3,1000.0,33179795,6754306.0,19918253.0,58805.0,1.227393966,1.227394011,1.227394050,1.227393975
Serbian Super League,2024-04-15,11:00:00,FK Novi Pazar,Radnicki Nis,1.86,2.38,3.4,5.2,3.1,210.0,1.27,2.04,1.96,4.6,1.01,2.34,1.01,2.28,1.01,13.5,1.01,16.5,1.01,1000.0,1.01,1000.0,1.01,10.0,1.01,9.6,1.01,1000.0,1.01,1000.0,1.01,14.5,1.01,13.5,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33181415,9899252.0,6555084.0,58805.0,1.227420395,1.227420440,1.227420479,1.227420404
Turkish 1 Lig,2024-04-15,11:00:00,Erzurum BB,Sakaryaspor,2.5,2.98,2.78,3.4,3.0,3.8,1.66,1.91,2.1,2.5,1.82,2.14,1.89,2.22,1.19,12.0,1.08,12.0,1.16,21.0,1.01,1000.0,1.24,11.0,3.65,8.2,1.84,15.0,1.03,1000.0,1.03,18.5,2.14,14.0,1.16,22.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33176991,7692068.0,508781.0,58805.0,1.227348333,1.227348378,1.227348417,1.227348342
Serbian First League,2024-04-15,11:00:00,FK Vrsac,Tekstilac Odzaci,1.24,1.85,2.54,180.0,2.2,890.0,1.07,110.0,1.1,15.5,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33192141,13082362.0,59056225.0,58805.0,1.227593506,1.227593551,1.227593590,1.227593515
Bulgarian A League,2024-04-15,11:30:00,CSKA 1948 Sofia,Lokomotiv Sofia,1.5,1.67,6.8,9.4,3.6,4.8,1.68,1.88,2.12,3.5,1.01,2.48,1.61,1.83,1.49,12.5,1.01,22.0,1.01,1000.0,1.01,1000.0,1.87,7.0,1.22,10.5,1.01,1000.0,1.01,1000.0,3.8,8.6,1.1,12.0,1.01,1000.0,1.01,1000.0,1.1,16.0,1.01,22.0,1.01,1000.0,1.01,1000.0,1.01,13.0,1.01,1000.0,1.01,1000.0,33184765,20732043.0,1255223.0,58805.0,1.227465376,1.227465421,1.227465460,1.227465385
Romanian Liga II,2024-04-15,11:30:00,CS Mioveni,CSC 1599 Selimbar,1.18,900.0,1.18,900.0,1.02,1000.0,1.27,1000.0,1.08,4.6,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,18.5,1000.0,33179078,5525359.0,48459989.0,58805.0,1.227381909,1.227381954,1.227381993,1.227381918
Ukrainian Premier League,2024-04-15,12:00:00,Metalist 1925,Dnipro-1,4.5,6.0,1.77,1.92,3.35,4.1,1.65,1.84,2.18,4.6,2.0,2.38,1.72,1.99,1.47,11.5,1.43,8.0,1.05,11.0,1.01,23.0,1.08,16.0,3.85,9.0,1.05,12.0,1.01,26.0,1.01,1000.0,1.01,24.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,19.0,1.01,1000.0,33178449,13177944.0,14997146.0,58805.0,1.227374895,1.227374940,1.227374979,1.227374904
Slovenian Premier League,2024-04-15,12:30:00,NK Aluminij,NK Radomlje,3.55,4.6,2.0,2.28,3.35,3.9,1.85,2.12,1.9,2.18,1.76,2.04,1.01,2.32,10.0,14.5,1.28,10.5,9.8,14.0,1.98,1000.0,1.15,16.0,6.6,9.0,1.17,12.0,1.07,25.0,1.87,32.0,1.07,18.0,1.07,22.0,1.9,1000.0,1.26,1000.0,1.25,1000.0,1.26,1000.0,1.28,1000.0,1.03,1000.0,1.01,17.5,1.01,1000.0,33184653,5664283.0,7862107.0,58805.0,1.227461725,1.227461770,1.227461809,1.227461734
Estonian Esiliiga,2024-04-15,13:00:00,Levadia Tallinn II,Paide Linnameeskond II,1.06,1000.0,1.08,900.0,1.01,1000.0,1.2,1000.0,1.01,6.4,1.01,1000.0,1.01,1000.0,1.48,1000.0,20.0,1000.0,20.0,1000.0,20.0,1000.0,8.8,1000.0,9.8,1000.0,20.0,1000.0,20.0,1000.0,8.6,1000.0,8.0,1000.0,18.5,1000.0,20.0,1000.0,10.5,1000.0,11.0,1000.0,20.0,1000.0,20.0,1000.0,1.01,1000.0,1.01,1000.0,36.0,1000.0,33191389,5412337.0,7624550.0,58805.0,1.227586946,1.227586991,1.227587030,1.227586955
