League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Romanian Liga I,2024-04-25,10:45:00,UTA Arad,Otelul Galati,2.46,2.68,3.2,3.6,3.0,3.35,1.56,1.71,2.42,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33203992,2311174.0,866238.0,58805.0,1.227809482,1.227809527,0.0,0.0
Saudi Professional League,2024-04-25,12:00:00,Al-Feiha,Al Taee,2.26,2.46,3.05,3.6,3.35,3.9,1.96,2.22,1.83,2.06,1.66,1.91,2.1,2.52,12.5,16.5,4.7,15.5,5.4,980.0,6.2,980.0,9.4,12.5,7.0,9.0,12.0,15.5,5.8,980.0,12.5,17.0,9.6,12.5,14.0,19.0,6.0,980.0,5.7,980.0,5.4,980.0,5.8,980.0,6.4,980.0,5.0,19.0,5.7,980.0,6.8,1000.0,33208490,13886091.0,14116284.0,58805.0,1.227885177,1.227885187,1.227885176,1.227885186
Romanian Liga I,2024-04-25,13:00:00,Hermannstadt,ACS Petrolul 52,2.2,2.44,4.0,4.8,2.94,3.3,1.46,1.62,2.62,3.2,2.12,2.52,1.65,1.89,6.8,8.2,9.4,980.0,5.8,980.0,4.2,1000.0,3.75,980.0,6.0,980.0,6.0,980.0,3.7,1000.0,10.0,980.0,10.0,980.0,5.9,980.0,3.25,1000.0,4.8,980.0,6.0,980.0,7.4,1000.0,3.35,1000.0,1.22,980.0,1.22,1000.0,7.2,1000.0,33211951,13144766.0,14299496.0,58805.0,1.227933342,1.227933387,1.227933426,1.227933351
Danish 1st Division,2024-04-25,13:00:00,Fredericia,AAB,3.4,3.75,2.04,2.2,3.9,4.7,2.38,2.6,1.63,1.72,1.59,1.68,2.48,2.68,3.8,980.0,11.5,16.5,13.5,980.0,3.85,980.0,3.65,980.0,7.6,12.0,9.8,13.5,3.95,980.0,4.1,980.0,13.0,980.0,14.0,980.0,4.1,980.0,4.2,980.0,3.95,980.0,4.1,980.0,4.4,980.0,3.8,980.0,3.25,13.0,4.3,1000.0,33212002,151003.0,28212.0,58805.0,1.227945719,1.227945764,1.227945803,1.227945728
Polish I Liga,2024-04-25,13:00:00,Nieciecza,Odra Opole,1.93,2.1,4.0,4.5,3.55,4.1,1.91,2.1,1.91,2.1,1.81,1.95,2.04,2.24,11.0,980.0,5.0,980.0,5.5,980.0,6.0,980.0,8.2,10.5,7.0,9.4,5.2,980.0,5.9,980.0,9.8,980.0,9.0,12.0,15.0,980.0,6.0,980.0,5.2,980.0,5.5,980.0,5.7,980.0,6.2,980.0,4.6,980.0,5.9,980.0,6.4,1000.0,33212751,4871645.0,2618007.0,58805.0,1.227948157,1.227948202,1.227948241,1.227948166
Polish I Liga,2024-04-25,13:00:00,LKP Motor Lublin,Chrobry Glogow,1.72,1.84,4.7,5.7,3.75,4.3,1.88,2.14,1.87,2.14,1.89,2.06,1.95,2.12,11.5,980.0,5.1,980.0,6.0,980.0,6.6,980.0,7.4,9.4,7.6,9.8,5.5,980.0,6.4,980.0,8.4,11.5,8.6,11.5,16.0,980.0,6.4,980.0,5.4,980.0,15.5,980.0,6.0,980.0,6.6,980.0,4.5,980.0,6.4,980.0,6.8,1000.0,33211957,6635878.0,5822815.0,58805.0,1.227948609,1.227948654,1.227948693,1.227948618
Romanian Liga II,2024-04-25,13:00:00,Gloria Buzau,FC Hunedoara,2.08,2.7,3.1,5.3,3.05,5.1,1.58,2.24,1.81,2.72,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33213100,2487031.0,7223889.0,58805.0,1.227955864,1.227955909,1.227955948,1.227955873
Dutch Eredivisie,2024-04-25,13:45:00,Heerenveen,PSV,8.6,9.2,1.38,1.4,5.9,6.0,3.05,3.2,1.46,1.49,1.74,1.79,2.26,2.36,27.0,32.0,11.5,13.5,9.8,11.0,12.0,13.0,36.0,42.0,13.0,14.5,9.8,10.5,12.0,13.0,16.0,90.0,29.0,32.0,20.0,22.0,23.0,26.0,18.0,280.0,16.5,110.0,15.5,85.0,16.0,90.0,15.5,80.0,4.0,4.3,21.0,980.0,33193020,3630179.0,48451.0,58805.0,1.227614952,1.227614962,1.227614951,1.227614961
Swedish Allsvenskan,2024-04-25,14:00:00,Halmstads,Hammarby,4.1,4.4,1.98,2.02,3.7,3.85,1.88,1.99,2.02,2.14,1.88,1.97,2.04,2.14,11.5,16.0,7.4,9.8,9.8,13.5,17.0,29.0,13.0,18.0,7.6,9.2,9.4,12.0,18.0,27.0,25.0,38.0,14.0,21.0,16.5,25.0,29.0,48.0,4.8,110.0,5.0,70.0,4.8,80.0,4.9,150.0,6.2,75.0,3.95,18.5,6.6,1000.0,33212280,10765.0,30679.0,58805.0,1.227942558,1.227942568,1.227942557,1.227942567
Swedish Allsvenskan,2024-04-25,14:00:00,Djurgardens,Malmo FF,3.5,3.7,2.18,2.28,3.5,3.7,1.98,2.06,1.95,2.04,1.79,1.87,2.16,2.28,12.5,15.5,9.4,10.5,12.5,15.5,23.0,32.0,12.5,15.5,7.2,8.4,9.8,11.5,20.0,26.0,20.0,28.0,13.5,16.5,16.0,20.0,7.4,42.0,7.0,70.0,7.2,46.0,7.0,60.0,7.4,110.0,6.6,42.0,5.5,18.5,8.4,980.0,33211742,232104.0,174383.0,58805.0,1.227928918,1.227928928,1.227928917,1.227928927
