League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Australian A-League Men,2024-04-16,06:00:00,Western United,Adelaide United,2.54,2.64,2.5,2.58,4.5,4.8,3.45,3.8,1.36,1.41,1.38,1.43,3.35,3.65,8.2,42.0,19.5,27.0,20.0,28.0,8.2,40.0,20.0,27.0,10.5,13.0,11.0,14.0,17.0,23.0,7.8,28.0,11.0,14.5,12.0,15.0,19.0,26.0,8.4,42.0,18.5,23.0,19.5,26.0,8.2,42.0,5.0,9.6,5.0,9.6,10.0,190.0,33189104,24301731.0,571273.0,58805.0,1.227633117,1.227633121,1.227633196,1.227633118
Norwegian Eliteserien,2024-04-16,14:00:00,Kfum Oslo,Stromsgodset,2.82,3.05,2.5,2.66,3.5,3.85,1.98,2.18,1.86,2.02,1.66,1.91,2.1,2.52,12.5,16.5,9.6,13.0,13.5,21.0,5.0,44.0,11.0,14.0,7.0,9.2,10.5,13.5,21.0,34.0,16.5,25.0,11.5,14.5,15.0,19.0,5.0,48.0,5.1,60.0,23.0,40.0,5.1,55.0,5.1,110.0,4.6,32.0,4.4,25.0,5.3,910.0,33181040,14136987.0,31319.0,58805.0,1.227410772,1.227410817,1.227410856,1.227410781
Swedish Superettan,2024-04-16,14:00:00,Osters,Orebro,1.55,1.6,6.2,7.2,4.4,4.8,2.1,2.38,1.72,1.91,1.87,2.0,2.0,2.16,16.0,18.5,20.0,24.0,10.0,70.0,11.0,220.0,8.2,9.4,9.4,11.0,19.5,26.0,10.5,110.0,8.6,9.8,8.8,10.0,20.0,23.0,10.5,110.0,13.0,15.0,14.0,16.0,25.0,34.0,11.0,150.0,4.7,7.8,10.5,120.0,12.0,1000.0,33181621,780885.0,42617.0,58805.0,1.227422436,1.227422481,1.227422520,1.227422445
Northern Irish Premiership,2024-04-16,15:45:00,Crusaders,Cliftonville,2.16,2.38,3.15,3.55,3.6,4.1,2.06,2.34,1.75,1.94,1.67,1.79,2.26,2.5,5.3,980.0,5.1,980.0,5.7,27.0,3.8,65.0,4.9,980.0,7.0,980.0,5.1,980.0,6.2,40.0,5.1,17.0,4.7,980.0,5.3,980.0,6.2,48.0,5.9,32.0,5.6,25.0,6.0,38.0,3.85,90.0,5.0,16.5,3.6,32.0,3.0,1000.0,33192005,539982.0,539979.0,58805.0,1.227591911,1.227591956,1.227591995,1.227591920
Northern Irish Premiership,2024-04-16,15:45:00,Dungannon,Loughgall,1.65,1.71,3.95,6.2,4.3,1000.0,2.3,3.25,1.44,1.76,1.5,1.85,2.16,3.0,3.75,32.0,3.75,30.0,1.81,55.0,1.62,1000.0,3.35,16.0,3.25,13.5,3.6,24.0,1.82,1000.0,3.35,16.0,3.2,13.0,3.55,22.0,1.93,1000.0,3.6,23.0,3.5,19.0,3.75,32.0,2.28,1000.0,2.84,8.4,1.53,1000.0,1.19,1000.0,33190676,539981.0,908795.0,58805.0,1.227573304,1.227573349,1.227573388,1.227573313
Northern Irish Premiership,2024-04-16,15:45:00,Linfield,Coleraine,1.42,1.5,6.4,10.5,4.9,5.7,2.4,2.76,1.57,1.72,1.81,1.97,2.04,2.24,17.0,980.0,3.9,980.0,4.1,85.0,4.3,1000.0,7.8,13.0,9.8,15.0,3.9,980.0,4.2,120.0,7.2,12.0,3.4,12.5,3.8,980.0,4.2,110.0,3.6,16.0,3.55,17.5,3.9,38.0,4.2,140.0,2.68,6.8,4.2,130.0,4.3,1000.0,33190886,44330.0,166863.0,58805.0,1.227573124,1.227573169,1.227573208,1.227573133
Northern Irish Premiership,2024-04-16,15:45:00,Glentoran,Larne,3.05,3.6,2.16,2.4,3.55,4.1,2.0,2.3,1.77,1.99,1.64,1.88,2.14,2.58,12.0,21.0,9.4,14.0,3.8,18.5,4.2,38.0,3.8,18.0,7.4,10.5,9.4,14.0,4.1,28.0,17.5,29.0,11.0,18.0,12.0,22.0,3.95,42.0,4.0,70.0,3.95,44.0,4.0,55.0,4.2,110.0,3.8,36.0,3.45,18.5,4.2,1000.0,33191347,46944.0,539984.0,58805.0,1.227587232,1.227587277,1.227587316,1.227587241
Northern Irish Premiership,2024-04-16,15:45:00,Ballymena,Glenavon,2.86,3.35,2.26,2.58,3.55,4.4,2.0,2.34,1.75,2.0,1.62,1.85,2.16,2.62,2.48,18.5,4.7,13.5,2.88,18.0,2.66,1000.0,4.6,15.5,7.0,9.6,9.4,13.0,2.42,27.0,2.66,25.0,11.0,15.0,5.4,19.0,16.5,40.0,2.54,55.0,2.48,36.0,2.66,1000.0,2.66,1000.0,2.42,28.0,2.32,18.5,2.66,1000.0,33190445,539985.0,46955.0,58805.0,1.227573394,1.227573439,1.227573478,1.227573403
Northern Irish Premiership,2024-04-16,15:45:00,Newry,Carrick Rangers,4.0,5.1,1.74,1.82,3.95,5.8,2.18,2.64,1.61,1.84,1.61,1.84,2.18,2.64,1.93,22.0,1.82,13.0,2.1,14.0,1.87,23.0,2.04,22.0,4.3,11.0,4.2,11.5,2.12,19.0,2.04,1000.0,2.46,19.5,4.9,19.5,2.04,1000.0,1.73,1000.0,2.04,1000.0,2.04,1000.0,1.73,1000.0,1.73,1000.0,1.7,10.5,1.35,1000.0,33190682,539986.0,2757225.0,58805.0,1.227573214,1.227573259,1.227573298,1.227573223
Irish Division 1,2024-04-16,15:45:00,Wexford F.C,Longford,1.54,1.75,4.7,7.4,3.55,5.6,2.12,2.6,1.62,1.9,1.81,2.16,1.86,2.24,3.85,22.0,3.65,27.0,3.95,1000.0,3.6,1000.0,3.15,11.5,3.4,12.5,3.65,27.0,4.0,1000.0,3.4,12.5,4.9,12.5,3.65,26.0,4.0,1000.0,3.5,20.0,3.5,21.0,3.8,40.0,3.55,1000.0,3.0,10.5,3.5,1000.0,3.5,1000.0,33190717,22975264.0,184330.0,58805.0,1.227572206,1.227572251,1.227572290,1.227572215
