League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
South Korean K League 2,2024-04-10,02:00:00,Seongnam FC,Seoul E-Land FC,1.41,1000.0,1.41,990.0,1.21,3.45,1.21,110.0,1.07,5.7,1.15,8.2,1.15,8.2,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33177177,12479164.0,10299726.0,58805.0,1.227350036,1.227350081,1.227350120,1.227350045
South Korean K League 2,2024-04-10,02:00:00,Cheongju FC,Gimpo Citizen,2.3,3.95,2.32,4.4,3.0,3.45,1.52,1.98,2.02,2.92,1.15,8.2,1.15,8.2,1.47,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.03,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.03,1000.0,1.1,1000.0,1.01,1000.0,1.01,1000.0,1.1,1000.0,33177090,23787194.0,19825802.0,58805.0,1.227349619,1.227349664,1.227349703,1.227349628
South Korean K League 2,2024-04-10,02:00:00,Suwon Bluewings,Jeonnam Dragons,1.97,2.72,3.3,6.2,3.05,3.65,1.42,2.16,1.86,3.35,1.15,8.2,1.15,8.2,1.49,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.03,1000.0,1.03,980.0,1.1,980.0,1.03,1000.0,1.1,1000.0,1.1,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.1,1000.0,33177092,5339134.0,8349517.0,58805.0,1.227349529,1.227349574,1.227349613,1.227349538
South Korean K League 2,2024-04-10,04:30:00,FC Anyang,Bucheon FC 1995,2.0,2.5,3.4,4.7,3.3,3.65,1.27,5.8,1.21,4.6,1.15,8.2,1.15,8.2,1.49,1000.0,1.01,1000.0,2.76,1000.0,1.01,1000.0,1.01,1000.0,2.9,1000.0,5.4,1000.0,1.01,1000.0,3.6,1000.0,3.2,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,7.0,1000.0,7.6,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33170335,7564870.0,7345624.0,58805.0,1.227214301,1.227214346,0.0,0.0
South Korean K League 2,2024-04-10,04:30:00,Cheonan City,Busan IPark,2.74,5.7,1.92,2.22,3.3,8.8,1.23,1000.0,1.04,5.4,1.15,8.2,1.15,8.2,1.48,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.01,1000.0,1.01,1000.0,1.1,1000.0,33177091,14164093.0,16224040.0,58805.0,1.227349713,1.227349758,1.227349797,1.227349722
South Korean K League 2,2024-04-10,04:30:00,Ansan Greeners FC,Chungnam Asan,3.25,6.6,1.84,2.24,3.0,6.8,1.45,2.1,1.9,3.2,1.15,8.2,1.15,8.2,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,4.1,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33177089,12765833.0,41061425.0,58805.0,1.227349823,1.227349868,1.227349907,1.227349832
Japanese J League,2024-04-10,07:00:00,Yokohama FM,G-Osaka,1.94,1.99,3.9,4.2,4.0,4.3,2.24,2.54,1.65,1.81,1.63,1.77,2.3,2.6,16.0,22.0,15.0,21.0,6.0,36.0,6.4,85.0,9.8,13.5,8.2,9.8,13.0,18.0,6.0,46.0,11.0,15.0,9.0,11.5,14.0,19.0,6.2,50.0,18.5,25.0,15.0,21.0,6.2,32.0,6.4,85.0,4.3,11.5,5.9,38.0,6.8,590.0,33172810,441087.0,441083.0,58805.0,1.227270083,1.227270128,0.0,0.0
Chinese Super League,2024-04-10,08:00:00,Qingdao Youth Island,Tianjin Jinmen Tiger FC,2.96,3.6,2.28,2.66,3.3,4.1,1.86,2.16,1.87,2.16,1.71,1.97,2.02,2.42,4.9,980.0,4.5,980.0,4.9,17.0,5.7,36.0,4.6,980.0,4.0,980.0,4.6,980.0,5.5,29.0,5.2,24.0,5.1,980.0,5.0,980.0,5.8,44.0,6.0,60.0,5.8,40.0,6.0,55.0,6.2,110.0,5.7,36.0,5.1,22.0,6.6,1000.0,33175209,40285964.0,50443178.0,58805.0,1.22731326,1.227313305,0.0,0.0
Chinese Super League,2024-04-10,08:35:00,Cangzhou Mighty Lions,Changchun Yatai,2.2,2.32,3.2,3.55,3.75,4.1,2.06,2.28,1.78,1.95,1.68,1.8,2.24,2.46,3.9,980.0,3.8,980.0,4.1,30.0,4.5,70.0,3.6,14.0,3.2,980.0,3.85,980.0,4.4,46.0,3.8,18.0,3.6,13.5,3.95,980.0,4.4,55.0,4.3,36.0,4.1,27.0,4.3,42.0,11.5,100.0,3.8,18.0,4.3,38.0,3.15,1000.0,33167574,50443413.0,2899297.0,58805.0,1.227164828,1.227164838,0.0,0.0
Chinese Super League,2024-04-10,08:35:00,Chengdu Rongcheng,Zhejiang Greentown,1.81,2.0,4.3,5.3,3.6,4.1,1.92,2.12,1.9,2.1,1.79,2.04,1.98,2.28,10.5,17.5,13.5,21.0,4.8,42.0,4.9,120.0,7.6,10.0,7.2,9.4,4.3,17.0,4.8,70.0,9.8,14.0,8.8,12.5,16.0,24.0,4.8,80.0,17.0,26.0,16.0,25.0,4.8,46.0,5.0,140.0,3.9,15.5,4.8,75.0,5.1,1000.0,33175208,50443280.0,23257633.0,58805.0,1.22731335,1.227313395,0.0,0.0
