League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Armenian Premier League,2024-04-11,09:00:00,FC Van Yerevan,FC Noah,1.01,1000.0,1.01,1000.0,1.01,950.0,1.07,110.0,1.01,15.5,1.14,1000.0,1.14,1000.0,1.47,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33179950,25541480.0,25068897.0,58805.0,1.227395719,1.227395764,1.227395803,1.227395728
Egyptian Premier,2024-04-11,11:00:00,Al-Masry,Future FC,2.22,2.54,3.35,4.2,2.92,3.65,1.6,1.76,2.26,2.68,2.02,2.18,1.84,1.99,4.2,980.0,2.46,980.0,2.44,980.0,2.28,1000.0,3.95,980.0,3.7,980.0,2.22,980.0,2.28,1000.0,2.56,980.0,4.6,980.0,2.44,980.0,2.22,1000.0,2.28,980.0,2.28,980.0,2.28,1000.0,7.2,1000.0,2.34,980.0,1.57,1000.0,1.45,1000.0,33166486,11162123.0,41860831.0,58805.0,1.227143073,1.227143118,0.0,0.0
Slovenian Premier League,2024-04-11,11:45:00,Koper,NK Aluminij,1.63,2.02,4.2,6.6,3.35,5.2,1.67,2.42,1.7,2.5,1.81,2.48,1.68,2.94,13.0,980.0,3.6,980.0,4.0,980.0,4.2,1000.0,3.1,980.0,3.1,980.0,3.65,980.0,4.1,1000.0,9.4,980.0,3.15,980.0,3.95,980.0,4.1,1000.0,3.6,980.0,3.85,980.0,3.95,980.0,4.1,1000.0,3.2,980.0,4.0,1000.0,4.2,1000.0,33171632,166903.0,5664283.0,58805.0,1.227239822,1.227239867,1.227239906,1.227239831
Finnish Veikkausliiga,2024-04-11,12:00:00,HJK Helsinki,Lahti,1.41,1.45,7.8,8.6,5.2,5.8,2.26,2.48,1.68,1.8,1.95,2.14,1.88,2.06,16.0,25.0,6.8,38.0,7.6,95.0,7.8,980.0,7.8,9.6,10.5,12.5,7.2,40.0,7.8,160.0,7.6,9.0,8.6,10.5,21.0,34.0,7.6,140.0,10.5,12.5,13.0,15.5,6.8,44.0,7.8,980.0,3.5,6.2,7.8,980.0,8.0,1000.0,33171564,6390.0,139506.0,58805.0,1.227234613,1.227234658,1.227234697,1.227234622
Bulgarian A League,2024-04-11,12:45:00,CSKA 1948 Sofia,Ludogorets,7.2,9.8,1.44,1.52,4.3,5.2,1.96,2.3,1.76,2.04,2.04,2.94,1.81,1.96,4.2,980.0,7.2,980.0,7.4,980.0,10.5,980.0,5.7,980.0,9.2,980.0,8.2,980.0,5.0,980.0,1.33,1000.0,2.88,1000.0,5.4,980.0,1.55,1000.0,1.32,1000.0,4.1,1000.0,6.8,1000.0,1.33,1000.0,1.19,1000.0,1.99,980.0,1.33,1000.0,33174307,20732043.0,5112599.0,58805.0,1.227294947,0.0,0.0,0.0
Romanian Liga II,2024-04-11,13:00:00,Gloria Buzau,CSC 1599 Selimbar,1.04,520.0,1.04,990.0,1.21,950.0,1.2,26.0,1.06,6.4,1.14,1000.0,1.14,9.4,1.47,980.0,1.1,980.0,2.5,1000.0,3.6,1000.0,1.1,980.0,1.1,980.0,4.4,980.0,4.3,1000.0,1.1,1000.0,1.1,980.0,8.0,980.0,6.6,1000.0,3.55,1000.0,5.2,1000.0,6.2,1000.0,15.5,1000.0,1.01,1000.0,1.01,1000.0,1.1,1000.0,33178319,2487031.0,48459989.0,58805.0,1.227373396,1.227373441,1.22737348,1.227373405
UEFA Europa Conference League,2024-04-11,13:45:00,Olympiakos,Fenerbahce,2.46,2.54,3.0,3.15,3.6,3.7,2.12,2.18,1.85,1.88,1.64,1.79,2.28,2.56,13.5,16.0,12.5,14.0,19.5,22.0,44.0,50.0,10.5,12.0,7.6,8.2,12.0,13.0,25.0,32.0,15.0,16.5,10.5,11.5,15.0,17.0,36.0,40.0,30.0,34.0,22.0,25.0,29.0,34.0,16.5,75.0,15.5,18.0,21.0,26.0,19.5,980.0,33111892,55243.0,46726.0,58805.0,1.226204079,1.226204063,1.226204078,1.226204088
UEFA Europa Conference League,2024-04-11,13:45:00,Plzen,Fiorentina,4.2,4.5,2.02,2.08,3.5,3.65,1.83,1.9,2.12,2.22,1.89,2.02,1.99,2.12,11.0,12.5,8.0,8.6,11.0,12.0,21.0,24.0,13.0,14.5,7.4,7.8,9.8,11.0,20.0,23.0,26.0,30.0,15.5,17.5,18.5,20.0,13.0,42.0,16.0,95.0,15.0,60.0,15.0,70.0,16.5,980.0,15.0,65.0,14.5,16.0,17.5,1000.0,33111910,52613879.0,676467.0,58805.0,1.226203579,1.226203563,1.226203578,1.226203588
Egyptian Premier,2024-04-11,14:00:00,ZED FC,Al Ahly Cairo,6.0,9.6,1.49,1.72,3.85,5.6,1.81,2.24,1.81,2.24,2.0,2.36,1.73,2.0,10.5,980.0,6.2,980.0,7.0,980.0,3.5,980.0,3.9,980.0,8.4,980.0,3.25,980.0,3.9,980.0,4.1,980.0,4.2,980.0,3.85,980.0,4.0,980.0,4.2,1000.0,4.2,1000.0,4.2,1000.0,4.2,1000.0,4.2,1000.0,3.15,980.0,4.3,1000.0,33177315,38208152.0,4768314.0,58805.0,1.227352398,1.227352443,1.227352482,1.227352407
Egyptian Premier,2024-04-11,14:00:00,Zamalek,Al Ittihad (EGY),1.68,1.82,4.9,6.4,3.6,4.8,1.86,2.18,1.84,2.16,1.91,2.06,1.94,2.1,10.5,980.0,5.2,980.0,5.9,980.0,2.4,1000.0,6.8,980.0,7.6,980.0,5.4,980.0,3.0,1000.0,8.4,980.0,8.8,980.0,5.4,980.0,2.38,1000.0,5.4,980.0,5.1,980.0,5.8,980.0,2.44,1000.0,4.3,980.0,1.68,1000.0,3.1,1000.0,33169767,5174134.0,7023879.0,58805.0,1.227192784,1.227192829,1.227192868,1.227192793
English National League,2024-04-11,15:45:00,AFC Fylde,Gateshead,2.24,19.0,1.94,4.6,3.1,950.0,1.21,29.0,1.08,6.0,1.14,1000.0,1.14,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33149958,4317866.0,18571.0,58805.0,1.226850483,1.226850528,0.0,0.0
English National League,2024-04-11,15:45:00,Wealdstone,Dorking Wanderers,1.99,2.78,2.92,5.1,2.98,6.6,1.2,26.0,1.13,6.0,1.14,1000.0,1.14,1000.0,1.48,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.1,1000.0,33171651,2608900.0,13959120.0,58805.0,1.227239912,0.0,0.0,0.0
UEFA Europa League,2024-04-11,16:00:00,Benfica,Marseille,1.88,1.89,4.6,4.7,3.9,3.95,2.12,2.3,1.77,1.89,1.75,1.81,2.24,2.34,15.0,17.0,17.5,19.0,32.0,36.0,38.0,100.0,9.4,10.5,8.2,8.8,16.5,18.0,46.0,55.0,11.0,12.0,9.4,10.0,16.5,18.5,50.0,60.0,18.5,21.0,16.5,18.0,28.0,30.0,70.0,90.0,9.6,11.0,38.0,50.0,19.0,980.0,33111923,48783.0,52457652.0,58805.0,1.226203339,1.226203323,1.226203338,1.226203348
UEFA Europa League,2024-04-11,16:00:00,Leverkusen,West Ham,1.46,1.47,7.8,8.0,5.1,5.3,2.38,2.52,1.66,1.72,1.87,1.93,2.08,2.16,18.5,21.0,27.0,32.0,60.0,70.0,48.0,250.0,9.2,10.0,10.0,11.5,26.0,29.0,38.0,980.0,8.6,9.4,9.4,9.8,21.0,23.0,36.0,95.0,11.5,13.0,13.0,14.0,27.0,30.0,40.0,120.0,5.7,6.2,40.0,120.0,23.0,990.0,33111920,44787.0,48756.0,58805.0,1.226203459,1.226203443,1.226203458,1.226203468
UEFA Europa League,2024-04-11,16:00:00,Liverpool,Atalanta,1.34,1.35,9.8,10.5,6.4,6.6,3.05,3.15,1.46,1.48,1.79,1.85,2.18,2.28,29.0,34.0,36.0,44.0,70.0,100.0,55.0,350.0,12.0,13.0,13.0,14.5,32.0,36.0,40.0,130.0,9.4,10.0,9.8,10.5,22.0,25.0,36.0,95.0,11.0,11.5,11.0,12.0,24.0,26.0,38.0,100.0,3.95,4.2,40.0,110.0,26.0,980.0,33111902,56323.0,215817.0,58805.0,1.226203699,1.226203683,1.226203698,1.226203708
UEFA Europa Conference League,2024-04-11,16:00:00,Club Brugge,PAOK,1.78,1.81,5.2,5.5,3.9,4.0,2.04,2.14,1.89,1.95,1.85,2.0,2.0,2.18,14.0,15.5,16.5,19.5,32.0,38.0,15.5,120.0,8.6,9.4,8.2,9.0,18.5,20.0,14.0,65.0,9.8,11.5,9.2,10.0,17.5,19.5,13.5,70.0,17.0,18.5,16.5,18.5,30.0,32.0,15.0,110.0,9.2,11.0,14.0,70.0,16.5,1000.0,33111891,10762.0,232095.0,58805.0,1.226204199,1.226204183,1.226204198,1.226204208
UEFA Europa Conference League,2024-04-11,16:00:00,Aston Villa,Lille,1.66,1.68,5.7,6.0,4.3,4.4,2.2,2.26,1.79,1.82,1.84,1.93,2.08,2.18,15.5,17.0,19.0,21.0,40.0,46.0,6.2,160.0,8.6,9.4,8.8,9.6,20.0,22.0,17.5,75.0,9.4,10.5,9.2,9.8,18.5,21.0,17.5,75.0,15.0,16.5,15.0,17.0,29.0,30.0,17.5,100.0,7.2,9.0,16.5,75.0,6.4,1000.0,33111899,63908.0,44790.0,58805.0,1.226203819,1.226203803,1.226203818,1.226203828
UEFA Europa League,2024-04-11,16:00:00,AC Milan,Roma,1.85,1.86,5.2,5.3,3.65,3.7,1.78,1.8,2.24,2.28,2.06,2.16,1.87,1.95,10.0,11.0,15.5,16.0,34.0,38.0,40.0,130.0,7.2,7.6,8.0,8.2,18.5,20.0,65.0,80.0,9.4,9.8,9.8,10.5,21.0,23.0,36.0,90.0,18.0,19.5,19.5,21.0,40.0,44.0,44.0,160.0,14.0,15.0,38.0,110.0,26.0,1000.0,33111898,127991.0,56967.0,58805.0,1.226203939,1.226203923,1.226203938,1.226203948
CONMEBOL Copa Libertadores,2024-04-11,19:00:00,Bolivar,Millonarios,1.59,1.67,5.6,6.8,4.3,4.7,2.16,2.32,1.76,1.87,1.83,1.93,2.08,2.2,14.5,22.0,17.0,27.0,4.9,980.0,5.2,980.0,8.4,10.5,9.2,10.5,16.0,980.0,5.0,980.0,9.2,12.5,8.8,12.5,15.0,980.0,5.0,980.0,14.0,980.0,11.5,980.0,4.7,980.0,5.1,980.0,3.4,9.2,5.0,980.0,5.3,1000.0,33167034,329419.0,900849.0,58805.0,1.227153256,1.227153266,1.227153255,1.227153265
CONMEBOL Copa Libertadores,2024-04-11,19:00:00,LDU,Botafogo,1.71,1.8,5.1,5.7,3.75,4.2,1.98,2.22,1.82,2.02,1.85,1.95,2.04,2.18,13.5,16.5,6.0,21.0,7.0,44.0,8.0,980.0,7.8,9.8,8.0,980.0,18.0,22.0,7.6,980.0,4.9,980.0,8.8,980.0,17.5,980.0,7.6,980.0,16.0,980.0,15.0,980.0,26.0,980.0,7.8,980.0,4.8,980.0,4.4,980.0,3.3,1000.0,33167025,474678.0,198128.0,58805.0,1.227153736,1.227153746,1.227153735,1.227153745
CONMEBOL Copa Sudamericana,2024-04-11,19:00:00,Metropolitanos,Cuiaba,4.1,5.3,1.85,2.16,3.3,3.95,1.72,1.88,2.14,2.4,1.95,2.22,1.83,2.06,9.0,980.0,6.4,8.6,9.0,980.0,18.5,1000.0,11.5,980.0,6.6,9.8,8.8,980.0,19.0,1000.0,23.0,1000.0,15.5,980.0,16.0,27.0,4.2,1000.0,1.5,1000.0,4.3,1000.0,1.41,980.0,1.43,1000.0,1.38,1000.0,1.38,980.0,1.38,1000.0,33174680,8761113.0,5327095.0,58805.0,1.227305774,1.227305784,1.227305773,1.227305783
CONMEBOL Copa Sudamericana,2024-04-11,19:00:00,Lanus,Deportivo Garcilaso,1.24,1.28,16.0,22.0,6.0,7.6,2.08,2.36,1.74,1.92,2.56,2.8,1.56,1.64,13.5,980.0,1.69,50.0,1.73,1000.0,1.75,1000.0,6.0,7.6,5.2,980.0,1.72,980.0,1.74,980.0,5.5,980.0,8.8,980.0,1.71,980.0,1.74,980.0,7.2,980.0,5.3,980.0,1.72,980.0,1.74,1000.0,1.75,980.0,1.75,1000.0,1.75,1000.0,33174670,194513.0,12104874.0,58805.0,1.227305882,1.227305892,1.227305881,1.227305891
CONMEBOL Copa Sudamericana,2024-04-11,21:00:00,Cruzeiro MG,Alianza Petrolera,1.28,1.36,12.0,20.0,4.9,7.0,1.73,2.14,1.89,4.6,2.66,3.25,1.45,1.6,3.85,980.0,4.5,980.0,2.16,1000.0,2.18,1000.0,4.7,980.0,3.85,980.0,2.14,980.0,2.18,1000.0,4.8,7.4,8.8,980.0,2.18,980.0,2.18,1000.0,3.5,980.0,4.1,980.0,2.18,1000.0,2.18,1000.0,1.75,980.0,2.18,1000.0,2.18,1000.0,33174323,10901767.0,5615116.0,58805.0,1.227300806,1.227300816,1.227300805,1.227300815
