League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Bulgarian A League,2024-04-04,08:30:00,CSKA 1948 Sofia,Botev Vratsa,1.43,7.6,5.7,8.0,3.8,9.6,1.28,21.0,1.09,4.6,1.13,9.4,1.13,8.8,1.49,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33136167,20732043.0,5618938.0,58805.0,1.226629225,1.22662927,0.0,0.0
Chinese Super League,2024-04-04,08:35:00,Wuhan Three Towns,Cangzhou Mighty Lions,1.43,1.89,3.75,1000.0,3.95,330.0,2.18,3.15,1.5,1.84,1.13,9.4,1.13,20.0,1.49,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33152130,23228754.0,50443413.0,58805.0,1.226888706,1.226888716,0.0,0.0
Ukrainian Premier League,2024-04-04,09:30:00,Zorya,Dynamo Kiev,6.2,8.2,1.5,1.63,3.75,5.4,1.73,3.25,1.7,2.38,1.58,2.62,1.62,2.74,1.23,980.0,4.1,980.0,4.2,980.0,1.48,980.0,1.17,980.0,1.15,980.0,4.2,980.0,1.23,1000.0,3.1,1000.0,1.22,980.0,1.22,980.0,14.0,1000.0,3.2,1000.0,1.15,1000.0,6.2,1000.0,10.0,1000.0,1.15,1000.0,1.1,980.0,1.63,1000.0,33155081,2017903.0,238549.0,58805.0,1.226939934,1.226939979,0.0,0.0
Bulgarian A League,2024-04-04,11:00:00,Beroe Stara Za,Botev Plovdiv,3.45,5.2,1.88,2.34,2.88,4.4,1.67,1.92,2.08,2.5,1.87,2.2,1.84,2.16,3.4,980.0,3.1,980.0,3.6,980.0,4.0,980.0,3.65,980.0,3.2,980.0,3.45,980.0,4.0,980.0,4.1,980.0,3.8,980.0,4.0,980.0,3.3,980.0,4.4,1000.0,3.2,1000.0,3.35,1000.0,4.3,1000.0,3.35,1000.0,3.85,980.0,4.4,1000.0,33136158,4127866.0,1255220.0,58805.0,1.226629405,0.0,0.0,0.0
Romanian Liga II,2024-04-04,11:00:00,CS Mioveni,Gloria Buzau,1.14,1000.0,1.13,1000.0,1.23,950.0,1.27,110.0,1.08,4.6,1.12,1000.0,1.12,1000.0,1.49,1000.0,2.42,1000.0,2.7,1000.0,3.55,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,3.65,1000.0,1.01,1000.0,1.01,1000.0,12.0,1000.0,1.01,1000.0,4.8,1000.0,7.6,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33159744,5525359.0,2487031.0,58805.0,1.227032399,1.227032444,0.0,0.0
Croatian 2 HNL,2024-04-04,11:30:00,Vukovar,BSK Bijelo Brdo,1.07,1000.0,1.12,990.0,1.23,950.0,1.27,29.0,1.05,4.6,1.12,1000.0,1.12,1000.0,1.49,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33159716,11791684.0,4940518.0,58805.0,1.227031336,1.227031381,0.0,0.0
Serbian Super League,2024-04-04,12:30:00,FK Napredak,FK Javor Ivanjica,1.33,3.05,2.0,870.0,1.76,950.0,1.4,2.32,1.76,3.5,1.12,20.0,1.12,9.4,1.49,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33159484,2531444.0,13504616.0,58805.0,1.227028447,1.227028492,0.0,0.0
Bulgarian A League,2024-04-04,13:30:00,Cherno More,Lokomotiv Sofia,1.25,1.31,15.0,26.0,5.1,8.0,1.92,2.12,1.89,2.62,2.2,4.8,1.48,1.59,1.25,980.0,1.25,1000.0,1.25,1000.0,1.25,1000.0,1.64,980.0,1.99,980.0,1.25,1000.0,1.25,1000.0,3.65,980.0,1.15,980.0,1.25,1000.0,1.25,1000.0,1.25,980.0,1.98,980.0,1.25,1000.0,1.25,1000.0,1.25,980.0,1.25,1000.0,1.26,1000.0,33136168,427650.0,1255223.0,58805.0,1.226630355,0.0,0.0,0.0
Dutch Eredivisie,2024-04-04,13:45:00,FC Volendam,Feyenoord,26.0,38.0,1.11,1.13,11.5,15.5,4.2,5.4,1.22,1.31,2.02,2.22,1.83,1.99,6.6,95.0,15.5,24.0,9.2,12.5,8.4,10.0,7.0,980.0,6.0,40.0,11.5,19.5,11.5,17.0,10.5,980.0,6.8,130.0,6.4,65.0,6.2,50.0,7.2,1000.0,29.0,980.0,7.0,980.0,7.0,980.0,7.0,980.0,1.76,2.32,7.2,1000.0,33128809,14170968.0,55264.0,58805.0,1.22649423,0.0,0.0,0.0
Turkish Super League,2024-04-04,14:30:00,Basaksehir,Besiktas,2.68,2.72,2.9,2.94,3.5,3.55,1.87,2.08,1.93,2.16,1.74,1.87,2.16,2.34,11.0,14.0,10.0,12.0,16.0,22.0,7.4,50.0,9.4,11.5,7.0,8.4,11.5,14.5,7.0,36.0,14.0,19.0,10.0,12.5,14.5,19.5,7.4,48.0,7.2,42.0,7.0,32.0,7.4,46.0,8.2,110.0,6.4,25.0,6.8,30.0,8.8,980.0,33117439,10071088.0,232068.0,58805.0,1.226295786,1.226295796,1.226295785,1.226295795
