League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Ukrainian Premier League,2024-04-22,07:00:00,FC Minaj,Rukh Vynnyky,6.0,8.2,1.54,1.73,3.6,5.3,1.71,1.93,2.08,2.42,2.04,2.44,1.7,1.95,4.5,13.5,6.0,7.8,7.2,9.4,4.8,17.0,1.03,22.0,1.14,10.5,1.1,11.5,1.25,21.0,1.03,1000.0,1.03,30.0,1.03,30.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,12.5,1.01,1000.0,33200814,20830749.0,10282851.0,58805.0,1.227750660,1.227750705,1.227750744,1.227750669
Ukrainian Premier League,2024-04-22,09:30:00,Metalist 1925,Obolon-Brovar Kiev,2.12,2.4,3.75,4.6,3.0,3.5,1.46,1.6,2.12,3.15,1.75,3.65,1.38,2.34,6.8,8.8,4.3,12.5,1.07,32.0,1.03,1000.0,6.0,7.8,6.2,8.0,1.34,21.0,1.03,1000.0,4.5,13.5,4.5,13.5,1.11,1000.0,1.03,1000.0,1.11,1000.0,1.08,1000.0,1.03,1000.0,1.03,1000.0,1.02,1000.0,1.02,1000.0,1.03,1000.0,33201182,13177944.0,9460511.0,58805.0,1.227755653,1.227755698,1.227755737,1.227755662
Armenian Premier League,2024-04-22,10:00:00,West Armenia,FC Ararat Yerevan,1.06,110.0,1.07,110.0,1.13,950.0,1.2,1000.0,1.03,6.4,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33211652,25189384.0,7180004.0,58805.0,1.227924835,1.227924880,1.227924919,1.227924844
Serbian Super League,2024-04-22,11:00:00,FK IMT Novi Beograd,Zeleznicar Pancevo,2.16,2.44,3.05,3.7,3.5,4.2,2.02,2.28,1.78,1.99,1.68,1.84,2.18,2.48,4.9,18.0,4.7,16.0,5.3,26.0,1.63,65.0,4.3,12.5,7.0,9.4,4.7,15.5,1.77,40.0,4.8,17.0,4.3,12.5,5.0,19.0,1.68,1000.0,2.7,34.0,5.3,26.0,2.18,38.0,1.65,1000.0,1.52,17.5,1.45,34.0,1.17,1000.0,33205685,17203916.0,17203915.0,58805.0,1.227831569,1.227831614,1.227831653,1.227831578
Egyptian Premier,2024-04-22,11:00:00,ZED FC,El Gounah,1.84,2.02,4.6,5.6,3.15,3.6,1.59,1.81,2.24,2.68,2.0,2.36,1.73,2.0,8.0,11.0,12.0,16.0,5.7,40.0,6.4,140.0,6.0,8.0,6.4,8.6,17.5,24.0,6.2,90.0,8.4,11.5,8.8,12.0,19.0,26.0,6.2,110.0,18.0,25.0,19.5,27.0,6.0,60.0,6.4,190.0,5.1,21.0,6.4,130.0,6.6,1000.0,33204270,38208152.0,5202561.0,58805.0,1.227809953,1.227809998,1.227810037,1.227809962
Serbian First League,2024-04-22,11:00:00,FK Vrsac,FK Mladost Novi Sad,2.32,1000.0,1.52,1.75,2.32,950.0,1.07,1000.0,1.01,15.5,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33211419,13082362.0,40492492.0,58805.0,1.227921959,1.227922004,1.227922043,1.227921968
Croatian 1 HNL,2024-04-22,12:00:00,Rudes,Varazdin,3.25,5.5,1.5,2.54,2.76,200.0,1.7,2.7,1.59,2.42,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33201070,4940512.0,5611653.0,58805.0,1.227754073,1.227754118,1.227754157,1.227754082
Ukrainian Premier League,2024-04-22,12:00:00,Shakhtar,Zorya,1.24,1.27,12.0,22.0,6.0,9.4,2.26,2.86,1.54,1.79,1.99,1000.0,1.59,1000.0,3.85,32.0,1.54,1000.0,1.37,1000.0,1.37,1000.0,3.25,12.0,3.65,20.0,2.24,1000.0,1.37,1000.0,3.05,9.4,3.4,14.0,2.14,1000.0,1.36,1000.0,3.25,11.5,3.6,17.5,4.0,55.0,1.49,1000.0,2.34,4.9,1.11,1000.0,1.11,1000.0,33203597,52495027.0,2017903.0,58805.0,1.227799816,1.227799861,1.227799900,1.227799825
Romanian Liga I,2024-04-22,13:00:00,ACS Petrolul 52,UTA Arad,2.08,2.44,3.3,4.7,2.78,4.1,1.54,1.92,2.08,2.84,1.83,1000.0,1.71,1000.0,3.25,12.0,3.45,14.5,1.61,32.0,1.09,1000.0,3.1,9.8,3.0,9.0,3.65,20.0,1.09,1000.0,3.5,15.5,3.4,14.0,1.59,27.0,1.09,1000.0,1.62,36.0,1.61,34.0,1.09,1000.0,1.05,1000.0,1.09,29.0,1.04,1000.0,1.05,1000.0,33195807,14299496.0,2311174.0,58805.0,1.227673763,1.227673808,1.227673847,1.227673772
Serbian Super League,2024-04-22,13:00:00,Mladost Lucani,FK Napredak,2.16,2.28,3.7,4.3,3.2,3.7,1.63,1.79,2.26,2.66,1.99,2.24,1.81,2.02,2.92,11.5,2.2,13.0,2.44,29.0,2.58,1000.0,3.9,8.2,6.4,8.2,2.32,18.5,2.56,65.0,9.8,13.5,2.18,12.5,2.4,25.0,2.58,1000.0,2.46,32.0,2.44,30.0,2.14,1000.0,2.62,1000.0,2.04,26.0,1.87,1000.0,1.59,1000.0,33205682,2503610.0,2531444.0,58805.0,1.227831659,1.227831704,1.227831743,1.227831668
