League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Japanese J League 3,2024-08-30,07:00:00,FC Osaka,Kanazawa,1.01,3.45,1.01,3.7,2.8,950.0,1.24,2.84,1.54,7.8,1.12,1000.0,1.12,1000.0,1.48,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33536145,9301693.0,9280258.0,58805.0,1.232398167,1.232398212,1.232398251,1.232398176,1.2,1000.0,1.28,1.97,1.7,13.5,1.08,2.44,1.7,13.5,1.08,2.44,1.37,990.0,1.4,990.0,1.4,1.56,1.232398168,1.232398170,1.232398171,1.232398215
Thai Division 1,2024-08-30,09:00:00,Lampang FC,Bangkok FC,1.01,600.0,1.01,870.0,1.24,950.0,1.05,1000.0,1.02,36.0,1.12,1000.0,1.12,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,2.96,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,2.92,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33536008,7276211.0,7547345.0,58805.0,1.232396273,1.232396318,1.232396357,1.232396282,1.2,1000.0,1.01,20.0,11.5,110.0,1.01,1.1,1.14,1000.0,1.02,990.0,1.01,990.0,1.01,990.0,1.01,5.2,1.232396274,1.232396276,1.232396277,1.232396321
Ukrainian Premier League,2024-08-30,09:30:00,Obolon-Brovar Kiev,Zorya,1.04,600.0,1.95,870.0,1.23,950.0,1.56,1.89,2.12,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33525959,9460511.0,2017903.0,58805.0,1.232267324,1.232267369,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Azerbaijan Premier League,2024-08-30,10:45:00,PFK Turan Tovuz,Sabail,1.04,2.18,1.92,870.0,1.23,950.0,1.04,26.0,1.04,55.0,1.01,1000.0,1.01,1000.0,1.49,1000.0,2.9,1000.0,2.58,1000.0,2.98,1000.0,2.54,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33536395,6658940.0,14003203.0,58805.0,1.232403228,1.232403273,1.232403312,1.232403237,3.0,3.6,1.39,1.5,11.0,26.0,1.04,1.1,1.04,26.0,1.04,55.0,1.01,2.1,1.84,36.0,1.01,2.1,1.232403229,1.232403231,1.232403232,1.232403276
Bulgarian A League,2024-08-30,11:00:00,Slavia Sofia,Arda,1.79,1000.0,2.96,13.5,2.62,1000.0,1.34,1.94,2.06,3.95,1.12,1000.0,1.12,1000.0,1.11,1000.0,1.12,1000.0,1.12,1000.0,1.11,1000.0,1.12,8.2,2.88,1000.0,1.11,1000.0,1.11,1000.0,1.11,12.5,1.11,12.0,1.11,1000.0,1.11,1000.0,1.07,30.0,1.07,30.0,1.11,1000.0,1.11,1000.0,1.07,29.0,1.11,1000.0,1.11,1000.0,33525442,1255221.0,20731976.0,58805.0,1.232255331,1.232255376,1.232255415,1.232255340,1.2,1000.0,1.29,1.86,7.8,12.5,1.09,1.15,2.24,12.5,1.09,1.8,1.08,1.51,1.02,2.3,1.05,1.61,1.232255332,1.232255334,1.232255335,1.232255379
English Premier League 2 - Div 1,2024-08-30,11:00:00,Reading U21,Nottingham Forest U21,1.75,4.4,1.59,2.82,2.38,950.0,2.2,990.0,1.01,1.83,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33536987,6586874.0,6692741.0,58805.0,1.232417676,1.232417721,1.232417760,1.232417685,1.01,1000.0,1.01,1000.0,23.0,1000.0,1.01,1.05,2.2,1000.0,1.01,1.83,1.54,2.74,1.29,2.34,1.01,1.72,1.232417677,1.232417679,1.232417680,1.232417724
English Premier League 2 - Div 1,2024-08-30,11:00:00,Fulham U21,Leicester U21,1.34,2.06,1.98,870.0,1.23,950.0,1.76,1000.0,1.01,2.3,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33536614,6721906.0,6843888.0,58805.0,1.232407339,1.232407384,1.232407423,1.232407348,1.01,1000.0,1.01,1000.0,40.0,1000.0,1.01,1.03,1.76,1000.0,1.01,2.3,1.01,1.41,1.94,4.1,1.01,1.29,1.232407340,1.232407342,1.232407343,1.232407387
Polish III Liga,2024-08-30,11:00:00,MKS Pogon Szczecin II,Gryf Slupsk SA,1.01,110.0,1.01,1000.0,1.01,950.0,1.05,1000.0,1.01,110.0,1.01,1000.0,1.01,1000.0,20.0,1000.0,20.0,1000.0,20.0,1000.0,20.0,1000.0,13.0,1000.0,9.0,1000.0,14.0,1000.0,20.0,1000.0,14.0,1000.0,9.0,1000.0,11.5,1000.0,20.0,1000.0,20.0,1000.0,14.5,1000.0,19.0,1000.0,20.0,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33537302,15348299.0,48535636.0,58805.0,1.232423101,1.232423146,1.232423185,1.232423110,3.9,5.2,1.24,1.35,21.0,1000.0,1.01,1.05,1.05,1000.0,1.01,110.0,1.01,990.0,1.01,110.0,1.01,110.0,1.232423102,1.232423104,1.232423105,1.232423149
Ukrainian Premier League,2024-08-30,12:00:00,Rukh Vynnyky,Inhulets Petrove,1.68,1.98,4.7,7.4,3.2,4.9,1.67,2.14,1.87,2.48,1.12,9.4,1.12,9.4,3.45,15.5,3.65,22.0,4.0,1000.0,3.4,1000.0,3.05,9.6,3.1,11.0,3.75,28.0,3.35,1000.0,3.25,12.0,3.3,12.5,3.8,29.0,3.35,1000.0,3.65,22.0,3.7,24.0,3.2,55.0,3.4,1000.0,3.35,15.0,3.35,1000.0,3.35,1000.0,33534465,10282851.0,10159088.0,58805.0,1.232379025,1.232379070,1.232379109,1.232379034,2.52,3.6,1.38,1.66,10.0,21.0,1.05,1.12,3.0,4.2,1.32,1.5,1.17,1.23,2.12,2.74,1.31,1.45,1.232379026,1.232379028,1.232379029,1.232379073
Romanian Liga II,2024-08-30,12:00:00,Bihor Oradea,CSM Scolar Resita,1.09,1000.0,1.1,1000.0,1.24,1000.0,1.06,13.5,1.08,21.0,1.12,1000.0,1.12,1000.0,1.49,1000.0,2.72,1000.0,2.8,1000.0,2.9,1000.0,2.42,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33533321,5525110.0,12623697.0,58805.0,1.232362464,1.232362509,1.232362548,1.232362473,2.72,3.0,1.5,1.58,8.8,13.5,1.08,1.13,1.14,13.5,1.08,990.0,1.06,11.0,1.07,15.0,1.01,5.2,1.232362465,1.232362467,1.232362468,1.232362512
