League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Japanese J League,2024-06-22,03:00:00,FC Machida,Fukuoka,1.8,1.84,5.7,6.0,3.45,3.7,1.54,1.72,2.4,2.86,2.28,2.54,1.65,1.79,6.8,11.0,12.0,18.0,4.6,55.0,5.0,980.0,5.2,6.8,7.0,10.0,20.0,32.0,4.9,150.0,7.4,11.0,9.0,12.0,23.0,36.0,4.9,980.0,15.5,23.0,20.0,30.0,4.7,75.0,5.0,980.0,4.1,22.0,5.0,980.0,5.1,1000.0,33352113,6207339.0,1405180.0,58805.0,1.229932100,1.229932145,1.229932184,1.229932109
Japanese J League 2,2024-06-22,05:00:00,Yamagata,Sendai,2.46,2.84,2.84,3.55,3.2,3.9,1.77,1.95,2.04,2.3,1.69,2.06,1.85,2.3,8.8,14.5,8.4,14.0,14.5,25.0,4.0,65.0,7.6,12.5,5.9,9.4,10.0,16.5,3.9,46.0,11.5,20.0,9.0,15.0,14.0,23.0,4.0,65.0,3.9,46.0,21.0,36.0,4.0,60.0,4.1,140.0,3.8,32.0,3.9,42.0,4.3,1000.0,33352299,3718961.0,442179.0,58805.0,1.229936956,1.229937001,1.229937040,1.229936965
Japanese J League,2024-06-22,06:00:00,Tokyo-V,Nagoya,2.82,2.96,2.88,3.0,3.1,3.2,1.63,1.72,2.4,2.58,2.02,2.14,1.87,1.97,8.2,9.4,8.4,9.4,15.5,19.5,8.0,55.0,8.4,9.4,6.4,7.4,12.0,15.0,7.6,44.0,15.5,19.5,12.0,15.0,19.0,24.0,8.2,70.0,8.0,55.0,7.6,42.0,8.2,70.0,8.8,170.0,7.6,44.0,7.8,46.0,9.4,1000.0,33352318,263080.0,441084.0,58805.0,1.229935211,1.229935256,1.229935295,1.229935220
Japanese J League,2024-06-22,06:00:00,Albirex Niigata,Kawasaki,2.96,3.1,2.44,2.52,3.7,3.8,2.14,2.28,1.78,1.87,1.54,1.75,2.08,2.52,12.5,21.0,9.4,15.5,12.5,21.0,3.9,42.0,10.5,17.5,6.6,10.5,8.6,14.5,17.5,30.0,16.0,27.0,9.8,16.5,12.0,21.0,3.9,42.0,4.0,60.0,3.85,38.0,3.9,48.0,4.1,95.0,3.7,29.0,3.5,20.0,4.2,710.0,33352306,5712145.0,1080507.0,58805.0,1.229935481,1.229935526,1.229935565,1.229935490
Japanese J League 2,2024-06-22,06:00:00,Kofu,Ehime,1.67,1.88,4.2,6.0,3.95,4.9,2.18,2.56,1.64,1.85,1.58,1.89,2.0,2.54,14.0,24.0,14.5,25.0,3.9,48.0,4.1,130.0,8.0,13.5,7.2,12.0,13.5,23.0,4.0,70.0,8.8,14.5,7.6,12.5,13.5,23.0,4.0,70.0,14.0,24.0,12.5,21.0,21.0,38.0,4.1,1000.0,3.05,11.0,3.95,60.0,4.2,1000.0,33352315,1405179.0,3455675.0,58805.0,1.229936686,1.229936731,1.229936770,1.229936695
Japanese J League 2,2024-06-22,06:00:00,Yokohama FC,Kumamoto,1.53,1.68,6.2,8.8,3.9,4.7,1.81,2.08,1.94,2.22,1.89,2.36,1.66,2.02,9.8,16.0,14.5,25.0,4.1,70.0,4.3,260.0,5.7,9.0,7.0,11.5,19.5,34.0,4.2,140.0,6.6,10.5,7.6,12.5,19.0,32.0,4.2,140.0,11.0,18.5,13.5,23.0,4.1,55.0,4.3,210.0,3.25,12.5,4.3,200.0,4.4,1000.0,33352307,2319612.0,5021204.0,58805.0,1.229936866,1.229936911,1.229936950,1.229936875
South Korean K League 1,2024-06-22,06:00:00,Daegu FC,Jeonbuk Motors,2.6,2.92,2.78,3.05,3.2,3.75,1.89,2.04,1.98,2.12,1.78,1.89,2.12,2.28,10.5,15.0,9.6,13.0,15.5,21.0,1.03,50.0,9.2,12.5,6.6,8.8,10.5,14.5,1.03,36.0,14.0,19.0,10.0,13.5,14.5,20.0,1.03,50.0,1.03,44.0,1.03,32.0,1.03,48.0,1.03,1000.0,1.01,27.0,1.01,32.0,1.03,1000.0,33352386,13712494.0,2224159.0,58805.0,1.229937611,1.229937657,1.229937697,1.229937620
Japanese J League,2024-06-22,06:30:00,G-Osaka,Kobe,4.0,4.2,2.1,2.16,3.45,3.6,1.72,1.88,2.14,2.4,1.94,2.14,1.89,2.08,9.0,12.0,6.8,9.0,10.0,13.0,21.0,28.0,10.5,14.5,6.4,8.6,9.0,12.0,20.0,27.0,20.0,32.0,14.0,19.0,17.0,24.0,6.4,50.0,6.8,95.0,6.6,65.0,6.6,80.0,7.0,150.0,6.6,75.0,5.4,21.0,7.2,1000.0,33352319,441083.0,441082.0,58805.0,1.229935121,1.229935166,1.229935205,1.229935130
Japanese J League,2024-06-22,06:30:00,Iwata,C-Osaka,3.5,3.65,2.24,2.28,3.5,3.6,1.83,1.99,2.02,2.2,1.84,2.04,1.98,2.2,9.4,15.0,7.8,10.5,11.0,17.0,4.2,36.0,10.0,15.5,6.6,8.6,9.4,14.0,21.0,32.0,19.5,29.0,12.0,18.5,15.5,24.0,4.4,55.0,4.5,80.0,4.4,55.0,4.5,70.0,4.6,140.0,4.4,55.0,4.0,24.0,4.8,1000.0,33352310,263079.0,361742.0,58805.0,1.229935391,1.229935436,1.229935475,1.229935400
South Korean K League 2,2024-06-22,07:00:00,Chungnam Asan,Gyeongnam,2.42,2.9,2.8,3.4,3.25,3.8,1.7,1.96,2.04,2.44,1.71,2.1,1.82,2.26,8.4,14.0,8.2,13.5,14.0,24.0,4.0,65.0,7.4,12.5,6.6,9.2,10.0,16.5,20.0,46.0,13.5,20.0,10.0,15.0,14.0,24.0,4.0,65.0,20.0,48.0,20.0,38.0,20.0,60.0,4.2,150.0,3.85,34.0,3.95,44.0,4.3,1000.0,33352400,41061425.0,5293481.0,58805.0,1.229937973,1.229938018,1.229938057,1.229937982
