League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Japanese J League,2024-08-07,07:00:00,G-Osaka,FC Tokyo,2.24,2.3,3.7,3.8,3.4,3.5,1.84,1.9,2.12,2.18,1.86,1.95,2.06,2.18,10.5,12.0,12.0,13.5,22.0,26.0,14.0,980.0,8.6,9.4,7.2,7.6,13.0,16.0,12.5,46.0,12.0,13.5,10.0,11.0,17.0,19.0,13.5,60.0,24.0,32.0,22.0,25.0,32.0,44.0,15.5,110.0,17.0,980.0,13.0,980.0,11.5,1000.0,33453214,441083.0,350849.0,58805.0,1.231220362,1.231220372,1.231220361,1.231220371,2.9,3.2,1.46,1.53,10.5,15.5,1.08,1.11,3.45,3.75,1.37,1.41,1.35,1.38,1.77,1.81,1.4,1.42,1.231220353,1.231220365,1.231220366,1.231220376
Japanese J League,2024-08-07,07:00:00,Albirex Niigata,Iwata,1.86,1.9,4.5,4.8,3.85,4.1,2.12,2.3,1.78,1.9,1.75,1.84,2.2,2.34,1.31,980.0,1.14,1000.0,1.25,1000.0,1.25,1000.0,1.25,980.0,1.43,1000.0,1.43,1000.0,1.25,1000.0,1.43,1000.0,8.8,1000.0,1.43,1000.0,1.25,1000.0,1.25,1000.0,1.34,980.0,1.25,1000.0,1.25,1000.0,1.14,980.0,1.14,1000.0,1.25,1000.0,33453212,5712145.0,263079.0,58805.0,1.231219624,1.231219634,1.231219623,1.231219633,3.2,3.55,1.39,1.45,4.2,1000.0,1.01,1.31,4.2,4.7,1.27,1.31,1.27,1.29,2.1,2.18,1.32,1.36,1.231219615,1.231219627,1.231219628,1.231219638
Japanese J League,2024-08-07,07:00:00,C-Osaka,FC Machida,3.15,3.25,2.48,2.52,3.4,3.5,1.84,1.91,2.1,2.18,1.86,1.93,2.08,2.18,10.5,12.5,9.0,10.0,13.5,16.0,25.0,42.0,10.5,12.0,7.0,8.0,10.5,12.0,23.0,34.0,19.5,27.0,12.5,14.0,17.0,24.0,7.8,55.0,8.0,70.0,28.0,48.0,8.0,65.0,8.6,140.0,12.0,38.0,6.6,24.0,8.8,1000.0,33453213,361742.0,6207339.0,58805.0,1.231219516,1.231219526,1.231219515,1.231219525,2.84,3.55,1.4,1.55,10.5,15.5,1.07,1.11,3.45,3.7,1.37,1.41,1.65,1.68,1.44,1.47,1.4,1.41,1.231219507,1.231219519,1.231219520,1.231219530
Japanese J League,2024-08-07,07:00:00,Kyoto,Nagoya,2.96,3.05,2.7,2.78,3.25,3.4,1.78,1.87,2.16,2.28,1.89,1.99,2.0,2.12,9.0,980.0,8.2,11.5,3.2,980.0,3.3,1000.0,8.6,12.0,6.4,8.2,3.0,15.0,6.0,1000.0,2.94,980.0,10.5,980.0,15.0,980.0,3.3,1000.0,3.3,1000.0,3.3,1000.0,3.3,1000.0,3.3,1000.0,3.1,980.0,3.0,980.0,3.3,1000.0,33453323,441085.0,441084.0,58805.0,1.231221386,1.231221396,1.231221385,1.231221395,2.76,3.05,1.49,1.57,3.25,26.0,1.08,1.42,3.2,3.55,1.4,1.45,1.56,1.59,1.5,1.52,1.41,1.44,1.231221377,1.231221389,1.231221390,1.231221400
Japanese J League,2024-08-07,07:00:00,Shonan,Fukuoka,2.42,2.48,3.45,3.5,3.25,3.35,1.65,1.71,2.42,2.54,2.04,2.14,1.88,1.97,8.4,1000.0,10.0,1000.0,19.5,22.0,16.5,70.0,7.8,9.4,6.4,7.2,13.0,17.0,5.1,980.0,12.5,18.5,11.0,12.0,16.0,22.0,40.0,980.0,27.0,34.0,26.0,32.0,40.0,85.0,5.5,160.0,24.0,32.0,38.0,60.0,29.0,1000.0,33453371,4546954.0,1405180.0,58805.0,1.231221062,1.231221072,1.231221061,1.231221071,2.54,2.76,1.57,1.65,8.8,12.5,1.09,1.13,2.94,3.15,1.47,1.52,1.4,1.41,1.67,1.7,1.43,1.45,1.231221053,1.231221065,1.231221066,1.231221076
Japanese J League,2024-08-07,07:00:00,Tokyo-V,Hiroshima,4.2,4.4,1.95,2.0,3.75,3.9,1.91,2.12,1.89,2.1,1.8,1.97,2.04,2.26,12.0,17.5,6.8,11.5,10.0,12.5,16.0,980.0,14.0,17.0,7.6,10.5,9.2,11.5,5.5,23.0,22.0,980.0,13.5,21.0,17.0,25.0,6.2,46.0,4.8,110.0,4.7,65.0,4.7,75.0,4.9,140.0,4.7,70.0,3.9,17.0,5.0,1000.0,33453366,263080.0,744103.0,58805.0,1.231221278,1.231221288,1.231221277,1.231221287,3.0,3.6,1.39,1.49,1.27,1000.0,1.02,1.38,3.45,4.2,1.32,1.38,2.0,2.06,1.29,1.32,1.34,1.37,1.231221269,1.231221281,1.231221282,1.231221292
Japanese J League,2024-08-07,07:00:00,Kawasaki,Kobe,3.3,3.4,2.2,2.24,3.9,4.0,2.26,2.48,1.68,1.79,1.56,1.75,2.34,2.76,16.0,24.0,11.0,16.0,13.0,17.0,20.0,36.0,14.0,18.0,7.6,9.8,9.6,12.5,15.0,25.0,18.5,32.0,12.5,15.5,13.5,18.0,6.4,38.0,5.5,70.0,6.6,40.0,5.6,48.0,5.5,85.0,4.8,26.0,4.1,14.0,5.8,980.0,33453252,1080507.0,441082.0,58805.0,1.231220254,1.231220264,1.231220253,1.231220263,3.35,4.5,1.28,1.43,4.4,1000.0,1.01,1.3,4.4,5.8,1.2,1.3,1.8,1.83,1.42,1.44,1.33,1.35,1.231220245,1.231220257,1.231220258,1.231220268
Japanese J League,2024-08-07,07:00:00,Kashima,Tosu,1.55,1.57,6.4,7.0,4.6,4.9,2.24,2.4,1.72,1.81,1.81,1.93,2.08,2.22,14.0,980.0,20.0,980.0,2.52,1000.0,3.55,1000.0,7.8,10.5,8.8,12.0,20.0,980.0,3.3,1000.0,8.0,980.0,8.6,11.0,19.0,980.0,2.52,1000.0,12.5,1000.0,13.0,980.0,3.25,980.0,3.3,1000.0,3.75,7.8,6.4,1000.0,6.8,1000.0,33453253,441079.0,3455676.0,58805.0,1.231220146,1.231220156,1.231220145,1.231220155,2.96,4.4,1.3,1.51,15.5,36.0,1.04,1.07,4.6,5.0,1.25,1.28,1.16,1.18,2.74,2.82,1.25,1.28,1.231220137,1.231220149,1.231220150,1.231220160
Japanese J League,2024-08-07,07:30:00,Urawa,Kashiwa,2.24,2.3,3.25,3.45,3.75,3.9,2.16,2.38,1.72,1.86,1.64,1.75,2.34,2.56,14.5,19.0,13.0,17.0,20.0,27.0,5.6,65.0,10.0,13.0,7.6,9.4,12.5,16.0,7.6,1000.0,13.5,17.0,9.6,12.0,14.0,18.0,5.4,46.0,24.0,32.0,19.5,24.0,24.0,36.0,5.7,85.0,4.4,16.0,5.1,32.0,6.0,1000.0,33453372,441088.0,441080.0,58805.0,1.231220954,1.231220964,1.231220953,1.231220963,3.3,3.7,1.37,1.43,1.27,1000.0,1.01,1.32,4.2,5.1,1.24,1.31,1.41,1.44,1.76,1.81,1.34,1.37,1.231220945,1.231220957,1.231220958,1.231220968
Japanese J League,2024-08-07,07:30:00,Yokohama FM,Sapporo,1.61,1.63,5.4,5.7,4.8,5.0,2.82,3.0,1.5,1.55,1.61,1.67,2.5,2.62,25.0,28.0,27.0,30.0,40.0,55.0,15.5,140.0,12.0,13.5,10.5,12.0,20.0,22.0,13.5,60.0,11.0,12.5,9.6,10.5,16.0,18.0,40.0,55.0,15.5,17.0,13.5,14.5,21.0,24.0,14.0,70.0,5.0,5.9,12.5,44.0,27.0,980.0,33453370,441087.0,2245760.0,58805.0,1.231221170,1.231221180,1.231221169,1.231221179,3.85,4.9,1.25,1.36,22.0,55.0,1.02,1.05,6.0,8.2,1.14,1.2,1.21,1.23,2.58,2.64,1.25,1.27,1.231221161,1.231221173,1.231221174,1.231221184
