League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Egyptian Premier,2024-07-30,11:30:00,El Daklyeh,El Geish,4.3,4.6,2.24,2.3,2.94,3.0,1.45,1.48,3.05,3.25,2.3,2.52,1.66,1.76,6.2,7.2,5.9,6.8,10.0,14.0,23.0,36.0,10.0,13.5,6.4,7.2,11.0,15.0,27.0,980.0,24.0,980.0,18.0,25.0,23.0,36.0,6.8,980.0,6.6,980.0,6.8,980.0,6.6,980.0,6.8,980.0,6.6,980.0,6.0,1000.0,7.2,1000.0,33442679,5907009.0,7024303.0,58805.0,1.231049700,1.231049745,1.231049784,1.231049709,2.42,2.5,1.66,1.71,6.4,7.6,1.16,1.19,2.42,2.52,1.66,1.7,1.76,1.81,1.27,1.31,1.5,1.52,1.231049701,1.231049703,1.231049704,1.231049748
Friendly Matches,2024-07-30,12:30:00,Perugia,Forli,1.33,1.45,6.0,30.0,4.8,11.0,2.42,18.0,1.25,1.7,1.52,1000.0,1.12,2.9,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,2.96,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.02,40.0,4.0,1000.0,1.05,1000.0,33453567,215828.0,1220428.0,58805.0,1.231226002,1.231226047,1.231226086,1.231226011,3.5,9.4,1.12,1.4,5.0,110.0,1.02,1.07,2.42,55.0,1.06,1.25,1.08,1.16,3.25,4.1,1.12,1.21,1.231226003,1.231226005,1.231226006,1.231226050
Norwegian 2nd Division,2024-07-30,13:00:00,Strindheim,Valerenga II,1.14,1.18,15.0,25.0,10.0,13.5,2.8,21.0,1.05,1.23,1.7,2.04,1.98,2.44,15.0,980.0,8.0,980.0,8.2,1000.0,8.4,1000.0,6.4,980.0,6.8,980.0,7.6,980.0,8.4,1000.0,10.5,980.0,10.5,980.0,7.0,980.0,8.4,1000.0,5.0,980.0,10.5,980.0,6.8,980.0,8.4,1000.0,1.77,2.24,4.2,1000.0,8.4,1000.0,33452624,398305.0,5481309.0,58805.0,1.231208203,1.231208250,1.231208291,1.231208213,7.2,8.6,1.13,1.16,1.27,1000.0,1.01,1.02,3.7,21.0,1.05,1.08,1.04,1.07,6.4,8.0,1.08,1.11,1.231208204,1.231208206,1.231208207,1.231208254
Friendly Matches,2024-07-30,13:00:00,Naesby,Tarup-Paarup,1.37,1.51,4.9,870.0,4.4,11.0,1.05,110.0,1.02,26.0,1.12,1000.0,1.12,1000.0,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.04,980.0,1.04,980.0,1.05,980.0,1.05,1000.0,1.04,1000.0,1.04,980.0,1.04,980.0,1.05,1000.0,1.04,1000.0,1.04,1000.0,1.04,1000.0,1.05,1000.0,1.01,40.0,3.0,1000.0,1.05,1000.0,33453565,150992.0,7557683.0,58805.0,1.231226182,1.231226227,1.231226266,1.231226191,1.05,980.0,1.14,980.0,1.27,980.0,1.01,1.04,1.2,110.0,1.02,990.0,1.09,1.18,2.96,3.75,1.14,1.24,1.231226183,1.231226185,1.231226186,1.231226230
Friendly Matches,2024-07-30,14:30:00,Aguilas,Hercules,3.95,7.2,1.9,2.16,3.55,4.6,1.2,6.0,1.2,6.0,1.12,1000.0,1.12,1000.0,1.39,980.0,1.06,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.07,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.55,980.0,1.55,980.0,1.1,1000.0,33453537,1254139.0,248015.0,58805.0,1.231226452,1.231226497,1.231226536,1.231226461,1.5,4.8,1.27,3.0,1.2,24.0,1.04,6.0,1.2,6.0,1.2,6.0,1.86,2.12,1.23,1.34,1.28,1.4,1.231226453,1.231226455,1.231226456,1.231226500
Friendly Matches,2024-07-30,14:30:00,NAC Breda,Aris,2.36,2.72,2.7,3.2,3.85,4.5,1.2,4.8,1.26,6.0,1.58,1.8,2.24,2.7,1.4,980.0,2.46,980.0,2.6,1000.0,1.05,1000.0,2.32,980.0,1.05,980.0,1.05,980.0,1.05,1000.0,2.8,1000.0,1.05,980.0,10.5,980.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.55,1000.0,1.55,1000.0,1.05,980.0,33453579,1328613.0,244704.0,58805.0,1.231225802,1.231225847,1.231225886,1.231225811,1.01,1000.0,1.01,980.0,1.2,980.0,1.01,5.9,1.2,1000.0,1.01,6.0,1.48,1.59,1.6,1.74,1.29,1.36,1.231225803,1.231225805,1.231225806,1.231225850
Friendly Matches,2024-07-30,15:00:00,SC Telstar,Noordwijk,1.65,1.82,4.3,6.0,4.4,6.2,1.06,980.0,1.01,21.0,1.12,1000.0,1.12,1000.0,1.46,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.03,980.0,1.55,1000.0,1.05,1000.0,33453578,11534958.0,4982238.0,58805.0,1.231225892,1.231225937,1.231225976,1.231225901,1.01,1000.0,1.01,980.0,1.2,980.0,1.01,990.0,1.14,1000.0,1.01,55.0,1.2,1.31,2.16,2.54,1.2,1.29,1.231225893,1.231225895,1.231225896,1.231225940
Friendly Matches,2024-07-30,15:00:00,Bristol Rovers,Plymouth,3.05,3.85,2.2,2.6,3.5,4.6,1.06,980.0,1.01,21.0,1.12,1000.0,1.12,1000.0,1.08,980.0,1.05,980.0,1.08,1000.0,1.08,1000.0,1.08,980.0,1.08,980.0,1.05,980.0,1.08,1000.0,1.08,1000.0,1.08,980.0,1.08,980.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.08,980.0,1.55,1000.0,1.55,1000.0,1.08,980.0,33453581,69821.0,148733.0,58805.0,1.231225621,1.231225666,1.231225705,1.231225630,1.01,1000.0,1.01,980.0,1.2,980.0,1.01,990.0,1.14,1000.0,1.01,55.0,1.65,1.84,1.35,1.49,1.28,1.4,1.231225622,1.231225624,1.231225625,1.231225669
Friendly Matches,2024-07-30,15:00:00,Drogheda,Walsall,3.35,7.6,1.68,1.72,3.55,8.2,1.06,980.0,1.01,21.0,1.12,1000.0,1.12,1000.0,1.12,980.0,1.08,980.0,1.12,1000.0,1.12,1000.0,1.12,980.0,1.12,980.0,1.09,980.0,1.1,980.0,1.12,1000.0,1.12,980.0,1.12,980.0,1.12,1000.0,1.12,1000.0,1.12,1000.0,1.12,1000.0,1.12,1000.0,1.55,1000.0,1.09,980.0,1.12,1000.0,33453580,184329.0,55213.0,58805.0,1.231225711,1.231225756,1.231225795,1.231225720,1.01,1000.0,1.01,980.0,1.2,980.0,1.01,990.0,1.14,1000.0,1.01,55.0,2.38,2.48,1.22,1.27,1.24,1.29,1.231225712,1.231225714,1.231225715,1.231225759
Friendly Matches,2024-07-30,15:00:00,VVSB,Rijnsburgse Boys,3.45,7.2,1.56,1.72,4.6,19.5,1.06,110.0,1.01,21.0,1.12,1000.0,1.12,1000.0,1.45,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.05,980.0,1.03,980.0,1.03,1000.0,1.05,1000.0,1.05,980.0,1.03,980.0,1.03,1000.0,1.05,1000.0,1.03,1000.0,1.03,1000.0,1.05,1000.0,1.55,1000.0,1.01,980.0,1.05,1000.0,33453666,2560599.0,1259882.0,58805.0,1.231226891,1.231226894,1.231226938,1.231226939,1.01,1000.0,1.01,980.0,1.2,980.0,1.01,990.0,1.14,110.0,1.01,55.0,2.4,2.82,1.23,1.33,1.13,1.21,1.231226940,1.231226901,1.231226892,1.231226893
Friendly Matches,2024-07-30,15:00:00,BVV Barendrecht,USV Hercules,1.77,1.99,3.8,5.0,3.6,8.6,1.06,980.0,1.01,21.0,1.12,1000.0,1.12,1000.0,12.0,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,70.0,1.05,1000.0,1.05,200.0,1.03,55.0,1.55,240.0,1.05,1000.0,33453583,7632628.0,10599567.0,58805.0,1.231225531,1.231225576,1.231225615,1.231225540,1.01,1000.0,1.01,980.0,1.2,980.0,1.01,990.0,1.14,1000.0,1.01,990.0,1.25,1.36,2.0,2.3,1.2,1.31,1.231225532,1.231225534,1.231225535,1.231225579
Icelandic Women's Matches,2024-07-30,15:00:00,Throttur Reykjavik (W),Keflavik (W),1.43,1.48,8.2,11.0,4.3,5.4,2.04,2.2,1.83,1.97,2.06,2.3,1.78,1.94,13.5,980.0,22.0,980.0,40.0,980.0,40.0,1000.0,6.8,980.0,9.2,980.0,27.0,980.0,40.0,1000.0,7.0,980.0,8.6,980.0,21.0,980.0,40.0,1000.0,10.0,980.0,13.0,980.0,29.0,980.0,40.0,1000.0,3.85,44.0,4.2,1000.0,8.0,1000.0,33452190,5306077.0,5232580.0,58805.0,1.231201615,1.231201660,1.231201699,1.231201624,3.45,3.75,1.37,1.41,1.27,36.0,1.05,1.08,3.95,4.9,1.27,1.32,1.1,1.14,2.96,3.5,1.23,1.3,1.231201616,1.231201618,1.231201619,1.231201663
Egyptian Premier,2024-07-30,15:00:00,Baladeyet Al-Mahalla,Ismaily,3.9,4.2,2.24,2.34,3.05,3.25,1.61,1.67,2.48,2.64,2.1,2.24,1.81,1.91,7.0,13.5,5.7,7.8,10.5,13.5,6.6,38.0,9.2,14.0,6.6,7.4,10.0,13.5,6.6,32.0,20.0,32.0,15.0,21.0,20.0,24.0,6.8,980.0,7.0,980.0,6.8,980.0,7.0,980.0,7.2,980.0,7.0,980.0,6.0,980.0,7.6,1000.0,33439431,26596726.0,5170870.0,58805.0,1.231010848,1.231010893,1.231010932,1.231010857,2.72,2.8,1.56,1.58,7.8,11.0,1.11,1.13,2.92,3.05,1.49,1.52,1.74,1.81,1.31,1.34,1.44,1.48,1.231010849,1.231010851,1.231010852,1.231010896
