League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
South Korean K League 1,2024-07-27,07:00:00,Gwangju FC,Suwon FC,1.04,110.0,1.04,110.0,1.13,950.0,1.34,110.0,1.04,3.95,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,2.68,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33433424,5348611.0,7394845.0,58805.0,1.230926256,1.230926301,1.230926340,1.230926265,3.15,3.75,1.37,1.47,11.5,1000.0,1.04,1.1,1.34,1000.0,1.04,3.95,1.34,1.42,1.08,26.0,1.01,110.0,1.230926257,1.230926259,1.230926260,1.230926304
South Korean K League 2,2024-07-27,07:00:00,FC Anyang,Chungnam Asan,1.13,990.0,1.18,980.0,1.32,980.0,1.15,980.0,1.05,8.2,1.01,1000.0,1.01,1000.0,10.0,1000.0,12.0,1000.0,20.0,1000.0,20.0,1000.0,8.0,1000.0,7.0,1000.0,14.5,1000.0,20.0,1000.0,10.0,1000.0,9.4,1000.0,17.5,1000.0,20.0,1000.0,20.0,1000.0,19.5,1000.0,20.0,1000.0,20.0,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33440752,7564870.0,41061425.0,58805.0,1.231025724,1.231025769,1.231025808,1.231025733,2.0,3.3,1.44,1.99,1.15,1000.0,1.05,7.8,1.15,990.0,1.05,8.2,1.01,7.0,1.08,9.4,1.01,4.3,1.231025725,1.231025727,1.231025728,1.231025772
South Korean K League 1,2024-07-27,07:30:00,Daegu FC,Daejeon Citizen,2.04,2.1,3.95,4.3,3.5,3.75,1.85,1.96,2.04,2.18,1.87,1.99,1.83,2.14,11.0,15.5,12.5,17.5,24.0,36.0,4.3,100.0,8.0,11.0,6.2,10.0,12.5,21.0,4.2,65.0,9.2,14.5,8.0,13.0,14.5,24.0,4.3,80.0,17.0,29.0,16.0,28.0,4.2,50.0,4.3,150.0,3.65,19.5,4.1,70.0,4.4,1000.0,33433426,13712494.0,5352230.0,58805.0,1.230926166,1.230926211,1.230926250,1.230926175,2.54,3.2,1.46,1.65,9.4,36.0,1.06,1.12,3.45,3.85,1.35,1.41,1.3,1.34,1.9,1.97,1.36,1.4,1.230926167,1.230926169,1.230926170,1.230926214
South Korean K League 1,2024-07-27,07:30:00,Incheon Utd,FC Seoul,1.04,110.0,1.04,990.0,1.01,3.9,1.34,990.0,1.01,3.95,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,2.9,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33433438,5348609.0,2479786.0,58805.0,1.230926051,1.230926096,1.230926135,1.230926060,3.0,3.2,1.46,1.5,1.34,1000.0,1.01,3.95,1.34,1000.0,1.01,3.95,1.01,26.0,1.01,26.0,1.34,110.0,1.230926052,1.230926054,1.230926055,1.230926099
South Korean K League 2,2024-07-27,07:30:00,Seongnam FC,Bucheon FC 1995,2.26,3.3,2.54,3.95,2.68,4.4,1.64,1.88,2.14,2.58,1.01,1000.0,1.01,1000.0,1.48,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,2.84,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33438419,12479164.0,7345624.0,58805.0,1.230999815,1.230999860,1.230999899,1.230999824,2.78,3.1,1.48,1.56,1.64,990.0,1.06,2.56,1.64,990.0,1.06,2.58,1.4,1.57,1.51,1.7,1.37,1.51,1.230999816,1.230999818,1.230999819,1.230999863
Swedish Superettan,2024-07-27,08:00:00,Utsiktens,Sandvikens,2.52,2.72,2.58,2.96,3.5,4.7,2.06,2.38,1.73,1.95,1.01,1000.0,1.01,1000.0,1.43,1000.0,2.62,1000.0,2.32,1000.0,1.01,1000.0,2.34,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33433679,2382931.0,792229.0,58805.0,1.230928019,1.230928064,1.230928103,1.230928028,3.25,1000.0,1.31,1000.0,13.0,55.0,1.04,1.09,2.06,990.0,1.04,1.95,1.51,1.64,1.58,1.65,1.32,1.39,1.230928020,1.230928022,1.230928023,1.230928067
Chinese Super League,2024-07-27,08:00:00,Changchun Yatai,Cangzhou Mighty Lions,1.58,1.61,5.7,7.0,4.5,5.2,2.5,2.98,1.51,1.67,1.01,1000.0,1.01,1000.0,16.5,32.0,22.0,40.0,40.0,70.0,40.0,200.0,8.8,16.0,8.2,13.5,17.5,28.0,40.0,90.0,8.2,14.5,7.8,11.5,14.0,23.0,40.0,80.0,12.0,19.5,11.0,17.0,18.5,32.0,40.0,100.0,4.4,8.2,3.9,75.0,4.1,1000.0,33434214,2899297.0,50443413.0,58805.0,1.230938447,1.230938457,1.230938446,1.230938456,1.01,1000.0,1.01,1000.0,19.5,1000.0,1.01,1.06,2.5,1000.0,1.01,1.67,1.16,1.22,2.62,2.74,1.23,1.29,1.230938438,1.230938450,1.230938451,1.230938461
Danish 1st Division,2024-07-27,08:00:00,Roskilde,B93 Copenhagen,2.52,2.92,2.52,2.78,3.8,4.4,2.36,2.74,1.58,1.73,1.51,1.69,2.44,2.94,5.8,24.0,5.3,17.0,5.7,22.0,6.4,40.0,5.3,17.5,7.8,10.5,4.9,13.5,5.9,26.0,5.7,23.0,10.0,14.0,12.0,17.0,6.2,34.0,6.4,42.0,6.0,27.0,6.2,34.0,6.8,70.0,5.2,16.5,5.1,15.5,7.6,1000.0,33436470,518517.0,342867.0,58805.0,1.230977894,1.230977939,1.230977978,1.230977903,1.01,1000.0,1.01,1000.0,16.5,1000.0,1.01,1.06,2.36,1000.0,1.01,1.73,1.56,1.66,1.52,1.61,1.29,1.36,1.230977895,1.230977897,1.230977898,1.230977942
Chinese Super League,2024-07-27,08:35:00,Tianjin Jinmen Tiger FC,Qingdao Youth Island,1.61,1.72,5.2,6.2,4.2,4.8,2.38,2.7,1.59,1.73,1.62,1.8,2.16,2.5,17.0,24.0,20.0,27.0,36.0,55.0,40.0,140.0,10.5,13.5,9.0,11.0,18.0,24.0,40.0,70.0,10.0,12.0,8.8,10.5,15.0,21.0,40.0,65.0,14.5,18.5,12.0,17.0,21.0,32.0,40.0,90.0,3.8,7.6,6.8,60.0,7.6,1000.0,33434213,50443178.0,40285964.0,58805.0,1.230938555,1.230938565,1.230938554,1.230938564,1.01,1000.0,1.01,1000.0,17.5,1000.0,1.01,1.06,2.38,1000.0,1.01,1.31,1.19,1.24,2.38,2.64,1.26,1.32,1.230938546,1.230938558,1.230938559,1.230938569
Danish 1st Division,2024-07-27,09:00:00,Fredericia,Vendsyssel FF,2.38,2.74,2.74,3.25,3.55,4.7,2.54,990.0,1.01,1.65,1.01,1000.0,1.01,1000.0,1.44,1000.0,2.46,1000.0,2.94,1000.0,1.01,1000.0,2.54,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33433945,151003.0,7431787.0,58805.0,1.230932969,1.230933014,1.230933053,1.230932978,1.01,1000.0,1.01,1000.0,19.5,1000.0,1.01,1.05,2.54,1000.0,1.01,1.65,1.44,1.58,1.57,1.73,1.27,1.4,1.230932970,1.230932972,1.230932973,1.230933017
