League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Chinese Super League,2024-08-02,08:35:00,Qingdao Youth Island,Cangzhou Mighty Lions,1.82,1.94,4.2,4.9,4.1,4.8,2.46,2.76,1.57,1.68,1.59,1.71,2.4,2.7,17.0,980.0,2.92,980.0,5.1,980.0,5.1,980.0,11.0,980.0,9.0,980.0,15.0,980.0,4.9,980.0,11.5,980.0,9.0,980.0,14.5,980.0,4.9,980.0,2.9,980.0,13.5,980.0,4.9,980.0,5.1,980.0,3.25,980.0,2.38,980.0,2.52,1000.0,33450611,40285964.0,50443413.0,58805.0,1.231183240,1.231183250,1.231183239,1.231183249,3.25,4.9,1.26,1.45,2.46,55.0,1.03,1.06,2.46,36.0,1.16,1.68,1.26,1.32,2.06,2.22,1.27,1.33,1.231183231,1.231183243,1.231183244,1.231183254
Friendly Matches,2024-08-02,09:00:00,Emmen,Den Bosch,1.63,1.79,3.65,10.0,3.5,950.0,1.06,110.0,1.01,21.0,1.01,1000.0,1.01,1000.0,1.48,1000.0,2.32,1000.0,2.44,1000.0,1.01,1000.0,2.28,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,2.86,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33459758,419126.0,48452.0,58805.0,1.231302274,1.231302319,1.231302358,1.231302283,1.01,1000.0,1.01,1000.0,1.06,110.0,1.01,21.0,1.06,110.0,1.01,21.0,1.18,1.27,2.26,2.6,1.21,1.31,1.231302275,1.231302277,1.231302278,1.231302322
Friendly Matches,2024-08-02,11:00:00,Dunkerque,Amiens,3.05,3.75,2.3,2.68,3.35,4.3,1.06,110.0,1.02,21.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,2.64,1000.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33459684,2250259.0,70467.0,58805.0,1.231302544,1.231302589,1.231302628,1.231302553,1.01,1000.0,1.01,1000.0,1.06,55.0,1.02,21.0,1.06,110.0,1.02,21.0,1.59,1.77,1.36,1.49,1.31,1.43,1.231302545,1.231302547,1.231302548,1.231302592
Finnish Veikkausliiga,2024-08-02,12:00:00,FC Inter,IFK Mariehamn,1.5,1.54,7.2,7.8,4.7,5.0,2.16,2.32,1.75,1.85,1.92,1.96,2.04,2.1,16.5,23.0,17.0,32.0,29.0,75.0,48.0,980.0,8.0,11.5,9.6,13.0,24.0,34.0,38.0,980.0,8.0,11.0,9.0,12.0,21.0,30.0,38.0,980.0,11.5,16.0,13.5,18.5,28.0,42.0,42.0,980.0,6.2,8.4,46.0,980.0,60.0,1000.0,33450153,139505.0,1099216.0,58805.0,1.231175175,1.231175220,1.231175259,1.231175184,3.3,3.75,1.37,1.44,14.0,21.0,1.05,1.08,4.5,4.9,1.25,1.29,1.14,1.16,2.86,3.0,1.25,1.28,1.231175176,1.231175178,1.231175179,1.231175223
Czech 1 Liga,2024-08-02,12:30:00,Slovan Liberec,Slavia Prague,5.4,6.4,1.57,1.67,4.5,4.9,2.34,2.5,1.67,1.74,1.68,1.91,2.1,2.46,15.0,24.0,9.0,11.5,9.6,980.0,11.5,980.0,5.4,980.0,9.2,11.5,7.4,9.8,11.5,980.0,6.4,980.0,19.0,26.0,16.0,24.0,22.0,980.0,6.2,980.0,6.0,980.0,6.0,980.0,6.2,980.0,4.5,980.0,3.6,980.0,3.0,1000.0,33450579,10503.0,10777.0,58805.0,1.231182295,1.231182340,1.231182379,1.231182304,3.2,4.5,1.34,1.45,12.0,26.0,1.04,1.07,2.34,26.0,1.18,1.52,2.48,2.74,1.19,1.23,1.25,1.29,1.231182296,1.231182298,1.231182299,1.231182343
Serbian First League,2024-08-02,12:30:00,Radnik Surdulica,Sloven Ruma,1.01,1000.0,1.01,1000.0,1.01,950.0,1.06,110.0,1.04,21.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33460510,8860947.0,72211343.0,58805.0,1.231315138,1.231315183,1.231315222,1.231315147,2.96,3.4,1.42,1.51,1.06,26.0,1.04,18.0,1.06,110.0,1.04,21.0,1.01,950.0,1.01,950.0,1.01,1000.0,1.231315139,1.231315141,1.231315142,1.231315186
Friendly Matches,2024-08-02,13:00:00,Zulte-Waregem,Charleroi-Marchienne,1.37,1.5,1.04,14.5,1.01,7.4,1.05,1000.0,1.01,110.0,1.01,1000.0,1.01,1000.0,25.0,1000.0,30.0,1000.0,40.0,1000.0,40.0,1000.0,9.6,1000.0,11.0,1000.0,25.0,1000.0,40.0,1000.0,8.8,1000.0,8.2,1000.0,17.5,1000.0,40.0,1000.0,10.5,1000.0,10.5,1000.0,19.5,1000.0,40.0,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33460584,505726.0,3247347.0,58805.0,1.231315759,1.231315804,1.231315843,1.231315768,1.01,1000.0,1.01,1000.0,1.05,1000.0,1.01,110.0,1.05,1000.0,1.01,110.0,1.07,1.16,3.0,3.75,1.16,1.25,1.231315760,1.231315762,1.231315763,1.231315807
Finnish Kakkonen,2024-08-02,13:00:00,Atlantis FC/Akatemia,Reipas,1.06,16.0,1.06,17.0,1.13,950.0,1.06,1000.0,1.01,21.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,2.94,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33460280,24439434.0,8619030.0,58805.0,1.231313200,1.231313245,1.231313412,1.231313209,1.01,1000.0,1.01,1000.0,1.06,1000.0,1.01,1.12,1.06,1000.0,1.01,21.0,1.06,16.0,1.06,17.0,1.28,8.4,1.231313201,1.231313203,1.231313204,1.231313376
Austrian Erste Liga,2024-08-02,13:00:00,SV Horn,Rapid Vienna (Am),2.76,3.25,2.34,2.62,3.6,4.2,2.16,2.46,1.68,1.87,1.6,1.74,2.34,2.66,5.3,980.0,11.5,980.0,5.4,980.0,5.9,980.0,5.1,980.0,7.4,9.8,10.0,980.0,5.7,980.0,5.4,980.0,10.5,980.0,12.0,980.0,5.8,980.0,6.0,980.0,5.8,980.0,5.9,980.0,6.4,980.0,5.3,980.0,5.0,980.0,6.8,1000.0,33458454,2192222.0,4902225.0,58805.0,1.231292578,1.231292623,1.231292662,1.231292587,1.01,4.1,1.33,1.45,12.0,26.0,1.04,1.08,4.3,5.3,1.23,1.3,1.61,1.7,1.47,1.55,1.32,1.37,1.231292579,1.231292581,1.231292582,1.231292626
Polish I Liga,2024-08-02,13:00:00,GKS Tychy,Warta Poznan,2.1,2.42,3.3,4.6,2.96,4.2,1.8,1.99,2.02,2.26,1.81,1.99,2.0,2.22,3.85,980.0,3.9,980.0,2.48,980.0,2.52,980.0,8.2,980.0,7.0,980.0,3.95,980.0,2.48,980.0,3.4,980.0,9.6,980.0,2.68,1000.0,2.16,1000.0,2.58,1000.0,2.58,1000.0,2.46,980.0,2.16,1000.0,1.97,980.0,2.1,980.0,2.16,1000.0,33458198,2618019.0,3348521.0,58805.0,1.231284644,1.231284689,1.231284728,1.231284653,2.96,3.55,1.44,1.51,3.05,1000.0,1.01,1.49,3.05,3.95,1.34,1.49,1.28,1.4,1.75,1.91,1.36,1.44,1.231284645,1.231284647,1.231284648,1.231284692
