League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Liga MX,2024-05-10,00:10:00,Tigres,Monterrey,2.48,2.6,2.94,3.15,3.55,3.7,2.02,2.2,1.83,1.91,1.7,1.72,2.4,2.44,14.5,16.0,13.0,15.0,19.0,22.0,42.0,55.0,11.0,12.0,7.6,8.4,12.5,14.0,28.0,36.0,14.0,17.0,10.5,11.5,14.5,16.5,34.0,44.0,25.0,36.0,21.0,25.0,30.0,36.0,28.0,80.0,15.5,18.5,21.0,25.0,13.0,980.0,33251425,328916.0,328949.0,58805.0,1.228588429,1.228588474,1.228588513,1.228588438
Australian A-League Men,2024-05-10,06:45:00,Sydney FC,Central Coast Mariners,2.08,2.1,3.65,3.8,3.95,4.0,2.24,2.34,1.75,1.81,1.65,1.75,2.34,2.54,16.0,18.0,16.0,18.0,25.0,29.0,60.0,70.0,10.5,12.0,8.2,9.0,14.0,15.5,34.0,40.0,13.0,14.5,9.8,10.5,15.0,16.5,38.0,46.0,23.0,25.0,17.5,19.5,27.0,30.0,13.5,75.0,10.5,12.5,25.0,34.0,16.0,980.0,33249153,1205121.0,1205126.0,58805.0,1.228579965,1.228579969,1.228580090,1.228579966
Chinese Super League,2024-05-10,08:00:00,Qingdao Jonoon,Nantong Zhiyun F.C,2.4,2.6,2.96,3.3,3.2,3.7,1.78,1.99,2.02,2.3,1.81,1.97,2.02,2.24,10.5,12.5,10.0,12.5,17.5,23.0,6.8,980.0,8.8,11.0,6.6,8.4,12.0,15.5,6.4,980.0,13.5,17.5,10.5,12.5,16.0,21.0,6.6,980.0,6.4,980.0,22.0,980.0,6.6,980.0,7.0,980.0,5.8,26.0,6.2,980.0,7.4,1000.0,33251616,9909548.0,13107045.0,58805.0,1.228590967,1.228591012,1.228591051,1.228590976
Chinese Super League,2024-05-10,08:35:00,Chengdu Rongcheng,Henan Songshan Longmen,1.38,1.43,10.0,12.5,4.5,5.5,2.08,2.48,1.67,1.92,1.95,2.22,1.81,2.06,15.5,20.0,25.0,980.0,6.6,980.0,7.0,980.0,7.4,9.4,9.6,12.5,7.0,980.0,6.8,980.0,7.2,9.0,8.4,11.5,21.0,30.0,6.8,980.0,10.0,13.0,12.0,16.5,6.8,980.0,6.8,980.0,3.45,6.6,6.8,980.0,7.0,1000.0,33251631,50443280.0,50443412.0,58805.0,1.228590517,1.228590562,1.228590601,1.228590526
Chinese Super League,2024-05-10,09:00:00,Shanghai Port FC,Changchun Yatai,1.19,1.22,14.5,21.0,7.8,9.6,3.2,3.8,1.36,1.46,1.98,2.18,1.85,2.02,4.7,980.0,4.5,980.0,4.7,980.0,4.7,1000.0,11.0,16.0,16.5,26.0,4.5,980.0,4.7,980.0,8.0,11.0,9.4,15.5,5.0,980.0,4.7,980.0,8.2,11.5,11.5,16.5,4.7,980.0,4.7,980.0,2.04,3.55,4.7,980.0,4.7,1000.0,33251623,51006167.0,2899297.0,58805.0,1.228590787,1.228590832,1.228590871,1.228590796
Armenian Premier League,2024-05-10,09:00:00,Alashkert,FC Shirak,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.07,1000.0,1.04,18.0,1.01,1000.0,1.01,1000.0,1.45,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,25.0,1000.0,33259438,9686394.0,866231.0,58805.0,1.228716354,1.228716399,1.228716438,1.228716363
Egyptian Premier,2024-05-10,10:00:00,Ceramica Cleopatra,El Geish,2.16,2.3,4.4,4.9,2.9,3.0,1.58,1.69,2.46,2.74,2.06,2.24,1.81,1.95,3.35,10.5,3.65,16.0,4.5,980.0,4.2,980.0,3.2,9.2,6.2,8.4,14.0,24.0,4.2,980.0,3.75,15.0,8.6,14.5,3.75,27.0,4.2,980.0,20.0,980.0,3.9,36.0,4.1,980.0,4.2,980.0,3.8,980.0,4.2,980.0,4.3,1000.0,33252614,37456793.0,7024303.0,58805.0,1.228612461,1.228612506,1.228612545,1.228612470
Bulgarian A League,2024-05-10,10:45:00,CSKA 1948 Sofia,Slavia Sofia,2.26,2.56,3.35,4.5,3.0,3.6,1.45,2.04,1.96,3.2,1.96,2.32,1.76,2.04,3.45,980.0,3.7,980.0,4.4,980.0,3.95,1000.0,6.6,980.0,6.2,980.0,4.1,980.0,2.78,1000.0,9.6,980.0,4.1,980.0,4.0,980.0,2.88,1000.0,4.5,980.0,4.5,980.0,2.84,1000.0,4.0,1000.0,3.6,980.0,2.8,1000.0,2.88,1000.0,33252833,20732043.0,1255221.0,58805.0,1.228615078,1.228615123,1.228615162,1.228615087
Croatian 2 HNL,2024-05-10,10:50:00,NK Sesvete,Sibenik,1.32,980.0,1.04,480.0,1.31,320.0,1.18,1000.0,1.03,8.2,1.12,1000.0,1.12,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33255160,10748838.0,2020490.0,58805.0,1.228651254,1.228651257,1.228651301,1.228651302
Saudi Professional League,2024-05-10,12:00:00,Abha,Dhamk,2.58,2.9,2.46,2.76,3.7,4.1,2.14,2.38,1.73,1.88,1.59,1.81,2.24,2.68,14.0,18.0,11.5,14.5,16.5,20.0,32.0,980.0,11.5,15.0,7.6,8.8,11.0,12.5,21.0,980.0,17.0,21.0,11.0,12.5,14.0,16.5,28.0,38.0,34.0,46.0,22.0,980.0,27.0,40.0,9.6,80.0,13.5,30.0,13.0,21.0,9.8,1000.0,33245442,10732580.0,16398677.0,58805.0,1.228487594,1.228487604,1.228487593,1.228487603
