League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Chinese Cup,2024-08-21,08:35:00,Shandong Taishan,Henan Songshan Longmen,1.82,1.92,4.6,5.5,3.6,4.0,1.81,2.0,2.0,2.22,1.87,2.1,1.92,2.16,9.6,14.5,13.5,18.0,27.0,40.0,40.0,130.0,7.0,9.0,7.0,8.8,18.5,22.0,40.0,75.0,8.6,11.0,8.6,11.5,18.5,23.0,40.0,85.0,15.5,21.0,17.0,22.0,34.0,44.0,40.0,140.0,5.2,14.0,7.4,85.0,8.2,1000.0,33499230,50443279.0,50443412.0,58805.0,1.231873079,1.231873124,1.231873163,1.231873088,2.74,3.4,1.42,1.58,3.5,15.5,1.07,1.11,3.45,3.8,1.36,1.4,1.22,1.25,2.06,2.22,1.33,1.4,1.231873080,1.231873082,1.231873083,1.231873127
Chinese Cup,2024-08-21,08:35:00,Nanjing Fengfan,Chengdu Rongcheng,16.5,26.0,1.17,1.23,7.8,9.6,2.7,3.15,1.47,1.59,2.12,2.46,1.69,1.89,6.0,40.0,8.2,11.5,6.2,8.4,6.6,9.2,40.0,980.0,14.0,24.0,9.2,15.0,11.0,17.0,40.0,240.0,40.0,980.0,6.2,980.0,29.0,55.0,40.0,1000.0,40.0,390.0,40.0,280.0,40.0,280.0,7.0,510.0,2.4,3.65,7.0,1000.0,33511274,25928050.0,50443280.0,58805.0,1.232062586,1.232062631,1.232062670,1.232062595,3.85,5.0,1.25,1.35,3.05,48.0,1.02,1.32,3.05,48.0,1.1,1.32,5.4,7.0,1.04,1.06,1.11,1.15,1.232062587,1.232062589,1.232062590,1.232062634
Polish III Liga,2024-08-21,11:00:00,KKS Lech Poznan II,Wda Swiecie,1.3,2.28,3.35,1000.0,3.7,950.0,1.92,36.0,1.3,2.1,1.12,1000.0,1.12,1000.0,1.49,980.0,1.08,980.0,1.08,1000.0,1.08,1000.0,1.04,980.0,1.08,980.0,1.08,980.0,1.08,1000.0,1.08,1000.0,1.05,980.0,1.08,980.0,1.08,1000.0,1.08,1000.0,1.06,70.0,1.08,1000.0,20.0,1000.0,1.08,1000.0,1.55,1000.0,1.08,1000.0,33511570,7444630.0,14395815.0,58805.0,1.232051748,1.232051793,1.232051832,1.232051757,3.55,4.5,1.29,1.39,18.5,36.0,1.03,1.06,1.92,36.0,1.03,2.1,1.05,1.43,1.78,4.4,1.11,1.38,1.232051749,1.232051751,1.232051752,1.232051796
Polish III Liga,2024-08-21,11:00:00,KKS Kalisz,WDA Swiecie,1.01,600.0,1.01,870.0,1.23,950.0,1.18,18.0,1.06,8.2,1.12,1000.0,1.12,1000.0,1.49,19.0,2.5,980.0,2.36,1000.0,2.96,1000.0,2.96,980.0,2.84,980.0,1.06,980.0,1.06,1000.0,1.06,1000.0,1.06,980.0,1.06,980.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,20.0,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,33511624,11478627.0,14395815.0,58805.0,1.232056169,1.232056214,1.232056253,1.232056178,2.92,3.35,1.43,1.52,10.0,18.0,1.06,1.12,1.18,18.0,1.06,8.0,1.01,990.0,1.01,110.0,1.01,110.0,1.232056170,1.232056172,1.232056173,1.232056217
Polish III Liga,2024-08-21,12:00:00,Mlawianka Mlawa,FC Legia Warsaw II,1.31,600.0,1.22,870.0,1.23,950.0,1.21,290.0,1.03,6.0,1.12,1000.0,1.12,1000.0,1.49,980.0,1.02,980.0,1.02,1000.0,2.98,1000.0,1.02,980.0,1.02,980.0,1.01,980.0,1.01,1000.0,1.02,1000.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,20.0,1000.0,1.55,1000.0,1.01,1000.0,1.02,1000.0,33511652,40018049.0,24489876.0,58805.0,1.232056079,1.232056124,1.232056163,1.232056088,3.45,4.4,1.3,1.4,17.0,55.0,1.03,1.07,1.21,55.0,1.03,6.0,1.01,5.6,1.01,4.3,1.03,15.5,1.232056080,1.232056082,1.232056083,1.232056127
Polish III Liga,2024-08-21,12:00:00,Goczalkowice-Zdroj,Pniowek Pawlowice Slaskie,1.3,600.0,1.72,870.0,2.42,950.0,1.18,26.0,1.04,8.2,1.12,1000.0,1.12,1000.0,1.49,980.0,2.76,980.0,2.6,1000.0,1.08,1000.0,2.98,980.0,2.84,980.0,1.08,980.0,1.08,1000.0,1.08,1000.0,1.05,980.0,1.08,980.0,1.08,1000.0,1.08,1000.0,1.06,70.0,1.08,1000.0,20.0,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,33511656,43717517.0,10427424.0,58805.0,1.232055989,1.232056034,1.232056073,1.232055998,3.4,4.3,1.31,1.41,16.0,55.0,1.04,1.07,1.18,26.0,1.04,8.0,1.12,2.4,1.44,7.4,1.14,1.52,1.232055990,1.232055992,1.232055993,1.232056037
Polish III Liga,2024-08-21,12:00:00,Gornik Zabrze II,Lgks 38,1.01,600.0,1.01,870.0,1.23,950.0,1.18,55.0,1.03,8.2,1.12,1000.0,1.12,1000.0,1.49,980.0,1.02,980.0,1.02,1000.0,1.01,1000.0,1.02,980.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.02,1000.0,2.96,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,33511639,10366729.0,72906031.0,58805.0,1.232056562,1.232056565,1.232056609,1.232056610,3.65,4.6,1.28,1.38,1.18,110.0,1.03,110.0,1.18,55.0,1.03,55.0,1.01,110.0,1.01,110.0,1.01,110.0,1.232056611,1.232056572,1.232056563,1.232056564
Polish III Liga,2024-08-21,12:00:00,Gornik Polkowice,KS Wielkopolski,1.01,600.0,1.01,870.0,1.23,950.0,1.18,55.0,1.03,8.2,1.12,1000.0,1.12,1000.0,1.49,980.0,1.02,980.0,1.02,1000.0,1.01,1000.0,1.02,980.0,2.76,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,33511636,502300.0,72906021.0,58805.0,1.232056472,1.232056475,1.232056519,1.232056520,3.65,4.6,1.28,1.38,1.18,110.0,1.03,110.0,1.18,55.0,1.03,8.0,1.01,110.0,1.01,110.0,1.01,110.0,1.232056521,1.232056482,1.232056473,1.232056474
Estonian Esiliiga,2024-08-21,12:00:00,Flora Tallinn II,Levadia Tallinn II,1.04,1000.0,1.04,1000.0,1.24,1000.0,1.34,110.0,1.02,3.95,1.12,1000.0,1.12,1000.0,1.49,980.0,2.56,980.0,2.3,1000.0,1.02,1000.0,2.38,980.0,1.02,980.0,1.01,980.0,1.02,1000.0,1.02,1000.0,2.96,980.0,1.01,980.0,1.02,1000.0,3.0,1000.0,1.02,1000.0,1.02,1000.0,20.0,1000.0,1.02,1000.0,1.02,1000.0,1.02,1000.0,33509897,5412351.0,5412337.0,58805.0,1.232031618,1.232031663,1.232031702,1.232031627,4.0,5.6,1.22,1.34,25.0,110.0,1.02,1.05,1.15,110.0,1.02,55.0,1.01,36.0,1.01,36.0,1.01,5.4,1.232031619,1.232031621,1.232031622,1.232031666
Finnish Veikkausliiga,2024-08-21,12:00:00,Gnistan,IFK Mariehamn,1.86,1.89,4.5,4.6,4.0,4.2,2.08,2.18,1.85,1.93,1.81,1.88,2.14,2.24,14.0,16.0,15.5,17.5,30.0,34.0,38.0,100.0,9.0,9.8,8.4,8.8,16.0,18.0,44.0,55.0,10.5,11.5,9.4,10.5,17.5,19.5,48.0,60.0,18.0,20.0,17.0,19.0,29.0,34.0,40.0,100.0,10.0,11.5,40.0,55.0,120.0,1000.0,33505774,495186.0,1099216.0,58805.0,1.231974339,1.231974384,1.231974423,1.231974348,3.3,3.75,1.37,1.44,14.0,18.0,1.06,1.08,4.1,4.5,1.29,1.33,1.27,1.29,2.12,2.18,1.31,1.34,1.231974340,1.231974342,1.231974343,1.231974387
