League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Serbian Super League,2024-05-07,09:00:00,FK IMT Novi Beograd,FK Novi Pazar,1.47,1000.0,1.5,1000.0,2.38,940.0,1.05,15.5,1.28,26.0,1.12,1000.0,1.12,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33252192,17203916.0,9899252.0,58805.0,1.228607035,1.228607080,1.228607119,1.228607044
Armenian Premier League,2024-05-07,12:00:00,Ararat Armenia,BKMA Yerevan,1.01,1.46,1.01,870.0,4.9,950.0,1.18,1000.0,1.03,8.2,1.12,1000.0,1.12,1000.0,1.48,1000.0,4.2,1000.0,4.2,1000.0,4.2,1000.0,1.1,1000.0,1.1,1000.0,4.2,1000.0,4.2,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,4.2,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,55.0,4.2,1000.0,1.1,1000.0,33251563,20740727.0,25763207.0,58805.0,1.228589628,1.228589673,1.228589712,1.228589637
Serbian First League,2024-05-07,12:00:00,Tekstilac Odzaci,FK Radnicki Sremska,1.36,480.0,1.36,870.0,3.35,4.0,1.07,110.0,1.05,15.5,1.12,1000.0,1.12,1000.0,1.49,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33251834,59056225.0,25742292.0,58805.0,1.228600808,1.228600853,1.228600892,1.228600817
Serbian First League,2024-05-07,12:00:00,FK Graficar,FK Jedinstvo Ub,1.37,480.0,1.56,870.0,2.44,950.0,1.07,1000.0,1.03,18.0,1.12,1000.0,1.12,1000.0,1.49,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33251826,25333291.0,25136298.0,58805.0,1.228600898,1.228600943,1.228600982,1.228600907
Serbian First League,2024-05-07,12:00:00,Indija,Fk Smederevo,1.01,480.0,1.01,870.0,1.24,950.0,1.07,110.0,1.05,18.0,1.12,1000.0,1.12,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33251824,4835211.0,15434416.0,58805.0,1.228600988,1.228601033,1.228601072,1.228600997
Serbian Super League,2024-05-07,13:00:00,FK Spartak,Radnicki Nis,1.9,3.55,3.0,4.3,2.6,950.0,1.39,2.22,1.83,3.55,1.12,1000.0,1.12,1000.0,1.49,1000.0,2.52,1000.0,1.01,1000.0,1.01,1000.0,2.28,1000.0,6.0,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,4.5,1000.0,8.2,1000.0,18.0,1000.0,3.25,1000.0,5.6,1000.0,5.8,1000.0,9.0,1000.0,1.55,1000.0,1.55,1000.0,1.03,1000.0,33252188,4104730.0,6555084.0,58805.0,1.228607239,1.228607284,1.228607323,1.228607248
Egyptian Premier,2024-05-07,13:00:00,Al Ahly Cairo,Al Ittihad (EGY),1.32,1.4,9.6,13.5,5.1,6.2,2.12,2.38,1.72,1.9,2.14,2.48,1.67,1.88,4.7,980.0,4.9,980.0,11.5,1000.0,4.2,1000.0,6.8,980.0,4.0,980.0,5.0,980.0,4.2,980.0,6.6,9.0,3.9,980.0,4.8,980.0,5.4,980.0,8.6,12.5,4.3,980.0,5.3,980.0,3.4,980.0,3.05,6.8,4.2,980.0,5.6,1000.0,33247552,4768314.0,7023879.0,58805.0,1.228531375,1.228531420,1.228531459,1.228531384
Serbian Super League,2024-05-07,13:00:00,Radnik Surdulica,FK Javor Ivanjica,4.1,6.8,1.88,1.91,3.1,4.6,1.06,1000.0,1.03,21.0,1.12,1000.0,1.12,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.55,1000.0,1.55,1000.0,1.03,1000.0,33252193,8860947.0,13504616.0,58805.0,1.228607125,1.228607170,1.228607209,1.228607134
German Bundesliga 2,2024-05-07,13:30:00,VfL Osnabruck,Schalke 04,4.3,4.5,1.85,1.88,4.2,4.4,2.58,2.76,1.58,1.64,1.59,1.65,2.54,2.7,20.0,23.0,12.0,13.5,12.5,14.5,19.0,21.0,20.0,23.0,9.2,10.5,9.6,10.5,15.0,17.0,32.0,36.0,16.0,17.5,14.5,15.5,23.0,26.0,19.5,85.0,32.0,44.0,34.0,44.0,44.0,65.0,25.0,32.0,7.4,8.2,16.5,980.0,33243179,13450471.0,44517.0,58805.0,1.228443762,1.228443772,1.228443761,1.228443771
Serbian Super League,2024-05-07,14:00:00,Vozdovac,Zeleznicar Pancevo,2.24,3.8,2.16,3.8,3.15,9.6,1.72,2.76,1.56,2.4,1.12,1000.0,1.12,1000.0,1.44,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,2.66,1000.0,6.2,1000.0,1.01,1000.0,1.01,1000.0,3.5,1000.0,4.2,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,5.2,1000.0,1.01,1000.0,1.01,1000.0,1.55,1000.0,1.55,1000.0,1.03,1000.0,33252191,2020583.0,17203915.0,58805.0,1.228607340,1.228607385,1.228607424,1.228607349
