League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Friendly Matches,2024-07-09,05:30:00,Samorin,Gyori,2.64,36.0,1.32,3.0,3.8,32.0,1.27,55.0,1.09,4.8,1.71,1.98,2.02,2.42,1.05,50.0,2.98,980.0,2.56,1000.0,2.92,1000.0,2.7,980.0,2.86,980.0,1.03,980.0,1.03,1000.0,2.88,1000.0,2.88,980.0,1.03,980.0,1.03,1000.0,2.98,1000.0,1.03,1000.0,1.03,1000.0,1.05,1000.0,1.02,1000.0,1.02,1000.0,1.05,1000.0,33402180,4985272.0,2017883.0,58805.0,1.230522064,1.230522109,1.230522148,1.230522073
Friendly Matches,2024-07-09,06:30:00,Rukh Vynnyky,Hajduk Split,2.38,600.0,1.62,10.0,3.25,32.0,1.73,26.0,1.4,2.38,1.63,1.92,2.08,2.6,1.05,29.0,2.92,980.0,2.58,1000.0,1.05,1000.0,2.84,980.0,2.94,980.0,1.04,980.0,1.04,1000.0,2.86,1000.0,1.04,980.0,1.04,980.0,1.04,1000.0,2.98,1000.0,1.04,1000.0,1.04,1000.0,1.05,1000.0,1.04,1000.0,1.04,1000.0,1.05,1000.0,33402093,10282851.0,46725.0,58805.0,1.230520910,1.230520955,1.230520994,1.230520919
Friendly Matches,2024-07-09,06:30:00,LKS Lodz,Puszcza Niepolomice,2.0,5.4,1.81,870.0,3.9,32.0,1.05,2.56,1.64,20.0,1.55,1000.0,1.12,2.8,1.08,34.0,1.07,980.0,1.11,1000.0,1.11,1000.0,1.11,980.0,1.11,980.0,1.08,980.0,1.09,70.0,1.11,1000.0,1.11,980.0,1.11,980.0,1.11,1000.0,1.11,1000.0,1.11,1000.0,1.11,1000.0,1.11,1000.0,1.11,1000.0,1.11,1000.0,1.11,1000.0,33402113,1533911.0,5751503.0,58805.0,1.230520808,1.230520853,1.230520892,1.230520817
South Korean K League 1,2024-07-09,07:30:00,Daegu FC,Incheon Utd,2.3,2.4,3.4,3.6,3.4,3.5,1.86,1.99,2.02,2.18,1.85,1.91,2.1,2.18,11.5,980.0,11.5,50.0,21.0,980.0,44.0,980.0,9.0,10.5,7.2,13.5,13.0,14.5,34.0,42.0,13.0,980.0,10.0,11.0,16.5,980.0,42.0,980.0,27.0,980.0,22.0,980.0,30.0,40.0,40.0,110.0,14.5,25.0,23.0,42.0,19.0,1000.0,33398091,13712494.0,5348609.0,58805.0,1.230467872,1.230467917,1.230467956,1.230467881
South Korean K League 1,2024-07-09,07:30:00,Gimcheon Sangmu,Suwon FC,2.14,2.22,3.55,3.75,3.65,3.75,2.02,2.14,1.88,1.99,1.75,1.82,2.22,2.34,13.5,15.0,14.0,14.5,23.0,25.0,50.0,65.0,9.8,10.5,7.6,8.2,13.5,15.0,36.0,40.0,12.5,14.0,10.0,11.0,16.0,17.0,42.0,48.0,24.0,28.0,20.0,22.0,30.0,36.0,65.0,90.0,13.5,15.5,30.0,50.0,110.0,980.0,33395875,41053763.0,7394845.0,58805.0,1.230434212,1.230434257,1.230434296,1.230434221
Friendly Matches,2024-07-09,07:30:00,Qarabag FK,Kaiserslautern,2.68,3.3,2.42,2.9,3.55,4.7,1.34,290.0,1.01,3.95,1.51,1000.0,1.12,2.94,1.49,980.0,2.46,980.0,2.46,1000.0,1.05,1000.0,2.94,980.0,1.05,980.0,1.03,980.0,1.03,1000.0,1.05,1000.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.05,1000.0,1.03,1000.0,1.03,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.05,1000.0,33403205,10583858.0,14075.0,58805.0,1.230536816,1.230536861,1.230536900,1.230536825
Friendly Matches,2024-07-09,08:00:00,Fredericia,Mafra,1.04,600.0,1.04,870.0,1.21,950.0,1.02,1000.0,1.02,55.0,1.12,1000.0,1.12,1000.0,1.49,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.05,980.0,1.03,980.0,1.03,1000.0,1.05,1000.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33403583,151003.0,2268747.0,58805.0,1.230538920,1.230538965,1.230539004,1.230538929
Friendly Matches,2024-07-09,09:00:00,PEC Zwolle,Silkeborg,2.1,4.3,2.14,4.3,3.3,7.8,1.05,1000.0,1.01,36.0,1.12,1000.0,1.12,1000.0,1.49,980.0,1.05,980.0,1.05,1000.0,1.03,1000.0,1.05,980.0,1.05,980.0,1.03,980.0,1.03,1000.0,1.05,1000.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.05,1000.0,1.03,1000.0,1.03,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.05,1000.0,33402279,8750569.0,28216.0,58805.0,1.230522888,1.230522933,1.230522972,1.230522897
Friendly Matches,2024-07-09,09:00:00,Servette,Westerlo,1.76,3.85,2.18,6.8,3.6,7.4,1.05,1000.0,1.01,36.0,1.12,1000.0,1.12,1000.0,1.49,980.0,1.06,980.0,1.06,1000.0,2.9,1000.0,1.05,980.0,1.06,980.0,1.06,980.0,1.06,1000.0,1.06,1000.0,1.03,980.0,1.06,980.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,33402316,51405.0,51406.0,58805.0,1.230523433,1.230523478,1.230523517,1.230523442
Friendly Matches,2024-07-09,11:30:00,Sleza Wroclaw,Odra Opole,3.5,10.5,1.15,1.97,4.1,32.0,1.06,1000.0,1.01,21.0,1.12,1000.0,1.12,1000.0,1.49,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.05,980.0,1.03,980.0,1.03,1000.0,1.05,1000.0,2.94,980.0,1.03,980.0,1.03,1000.0,2.96,1000.0,1.03,1000.0,1.03,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.05,1000.0,33402265,9854001.0,2618007.0,58805.0,1.230522684,1.230522729,1.230522768,1.230522693
