League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
US United Soccer League,2024-08-11,00:00:00,Phoenix Rising FC,Tampa Bay Rowdies,4.8,5.8,1.71,1.85,3.7,4.3,1.52,2.54,1.65,2.94,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,28.0,1000.0,1.01,1000.0,1.01,1000.0,29.0,1000.0,40.0,1000.0,40.0,1000.0,40.0,1000.0,40.0,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33469986,12765799.0,6295051.0,58805.0,1.231471153,1.231471198,1.231471237,1.231471162,2.7,7.2,1.01,1000.0,2.28,26.0,1.04,1.71,2.28,26.0,1.04,1.71,2.16,2.42,1.22,1.27,1.32,1.36,1.231471154,1.231471156,1.231471157,1.231471201
Austrian Erste Liga,2024-08-11,05:30:00,First Vienna Fc 1894,Admira Wacker,2.3,2.5,3.15,3.3,3.55,4.1,2.0,2.16,1.87,2.0,1.66,1.91,2.1,2.5,13.0,16.5,12.5,15.5,19.5,26.0,44.0,65.0,9.8,12.5,7.4,9.2,11.5,15.5,27.0,40.0,13.0,17.0,10.0,12.5,14.0,19.5,36.0,50.0,26.0,34.0,19.5,27.0,30.0,40.0,60.0,100.0,4.9,19.0,5.6,34.0,6.6,1000.0,33466960,14131892.0,729699.0,58805.0,1.231429077,1.231429122,1.231429161,1.231429086,2.98,3.7,1.37,1.51,12.0,21.0,1.05,1.09,3.9,4.7,1.27,1.35,1.43,1.47,1.66,1.77,1.32,1.4,1.231429078,1.231429080,1.231429081,1.231429125
Japanese J League,2024-08-11,06:00:00,FC Machida,Shonan,1.97,2.0,4.2,4.5,3.7,3.85,1.87,2.0,2.0,2.16,1.86,2.04,1.97,2.18,11.0,13.5,13.5,16.5,6.2,36.0,7.0,110.0,7.6,9.2,7.4,8.8,15.5,19.0,6.8,65.0,9.8,13.0,9.6,12.0,18.5,22.0,6.8,75.0,19.5,25.0,18.5,24.0,6.4,44.0,7.2,130.0,5.1,16.0,6.8,70.0,7.6,1000.0,33475181,6207339.0,4546954.0,58805.0,1.231542604,1.231542649,1.231542688,1.231542613,2.84,3.4,1.45,1.55,10.0,15.5,1.07,1.11,3.5,4.1,1.33,1.4,1.29,1.31,1.98,2.04,1.35,1.38,1.231542605,1.231542607,1.231542608,1.231542652
Japanese J League 2,2024-08-11,06:00:00,Blaublitz Akita,Kagoshima Utd,2.1,2.26,3.95,4.6,3.3,3.75,1.65,1.87,2.16,2.54,1.89,2.22,1.82,2.14,8.8,12.0,10.5,14.0,21.0,32.0,40.0,95.0,7.0,9.0,6.4,8.6,14.0,19.0,40.0,65.0,10.0,13.5,9.2,12.5,5.2,24.0,40.0,80.0,21.0,29.0,20.0,28.0,36.0,55.0,40.0,160.0,3.65,23.0,4.1,75.0,4.3,1000.0,33467075,5852914.0,10428848.0,58805.0,1.231432605,1.231432650,1.231432689,1.231432614,2.56,3.1,1.5,1.59,2.92,1000.0,1.06,1.13,2.92,3.5,1.4,1.52,1.28,1.34,1.79,1.91,1.37,1.44,1.231432606,1.231432608,1.231432609,1.231432653
Friendly Matches,2024-08-11,06:00:00,Atletico Madrid II,Zamora,1.55,1.72,1.04,14.5,1.03,290.0,1.05,1000.0,1.01,36.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33482250,10243043.0,565025.0,58805.0,1.231647929,1.231647974,1.231648013,1.231647938,1.01,1000.0,1.01,1000.0,1.05,1000.0,1.01,36.0,1.05,1000.0,1.01,36.0,1.1,1.2,2.2,5.0,1.2,1.32,1.231647930,1.231647932,1.231647933,1.231647977
Estonian Esiliiga,2024-08-11,06:30:00,Levadia Tallinn II,Tabasalu JK,1.04,1000.0,1.04,1000.0,1.01,1000.0,4.0,1000.0,1.01,1.34,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33482173,5412337.0,20827027.0,58805.0,1.231642442,1.231642487,1.231642526,1.231642451,4.7,7.0,1.17,1.28,4.0,1000.0,1.01,1.06,4.0,1000.0,1.01,1.34,1.01,36.0,1.01,36.0,1.01,1000.0,1.231642443,1.231642445,1.231642446,1.231642490
Japanese J League,2024-08-11,06:30:00,Hiroshima,C-Osaka,1.74,1.79,5.1,5.5,4.0,4.2,1.95,2.1,1.9,2.06,1.87,2.0,2.0,2.14,11.0,18.0,13.5,22.0,4.1,50.0,4.3,160.0,6.6,11.0,6.8,11.0,15.0,25.0,4.2,85.0,7.8,12.5,7.6,12.5,15.0,26.0,4.2,90.0,13.0,22.0,13.5,23.0,4.0,44.0,4.3,150.0,3.3,13.0,4.2,95.0,4.4,1000.0,33475183,744103.0,361742.0,58805.0,1.231542423,1.231542469,1.231542508,1.231542433,2.72,3.95,1.41,1.52,12.0,21.0,1.05,1.09,3.6,4.5,1.29,1.39,1.22,1.24,2.26,2.36,1.31,1.34,1.231542424,1.231542427,1.231542428,1.231542472
Portuguese Segunda Liga,2024-08-11,07:00:00,Penafiel,Oliveirense,2.04,2.26,3.75,4.6,3.45,4.2,1.7,1.99,2.0,2.42,1.69,2.18,1.85,2.44,11.5,16.0,12.5,17.0,3.75,34.0,4.0,95.0,8.4,11.5,7.2,10.0,14.5,20.0,3.95,60.0,11.0,15.5,9.8,13.5,17.0,24.0,4.0,75.0,22.0,32.0,19.5,28.0,3.9,50.0,4.1,1000.0,3.5,21.0,4.0,65.0,4.2,1000.0,33467241,505984.0,616886.0,58805.0,1.231436730,1.231436775,1.231436814,1.231436739,2.94,3.35,1.45,1.52,9.4,18.0,1.06,1.1,3.0,4.5,1.28,1.4,1.28,1.37,1.79,1.97,1.32,1.41,1.231436731,1.231436733,1.231436734,1.231436778
South Korean K League 2,2024-08-11,07:00:00,Gimpo Citizen,Gyeongnam,2.62,3.15,2.54,3.0,3.05,3.8,1.7,1.89,2.12,2.44,1.8,2.1,1.92,2.26,4.3,12.5,4.2,11.5,4.9,19.0,20.0,46.0,4.3,12.0,3.7,8.4,11.0,14.0,20.0,36.0,15.0,21.0,11.0,14.5,15.5,22.0,20.0,55.0,20.0,50.0,20.0,38.0,20.0,60.0,20.0,1000.0,1.41,36.0,1.35,34.0,1.28,1000.0,33467239,19825802.0,5293481.0,58805.0,1.231435740,1.231435785,1.231435824,1.231435749,2.92,3.25,1.45,1.52,3.0,990.0,1.05,1.47,3.0,3.8,1.36,1.47,1.5,1.65,1.46,1.62,1.35,1.49,1.231435741,1.231435743,1.231435744,1.231435788
South Korean K League 2,2024-08-11,07:00:00,Cheonan City,Jeonnam Dragons,3.25,3.7,2.1,2.28,3.65,4.2,2.12,2.24,1.8,1.9,1.64,1.78,2.28,2.58,13.5,18.0,9.6,12.5,12.0,16.5,20.0,32.0,12.5,16.5,7.2,9.4,9.0,12.0,18.0,24.0,20.0,28.0,11.5,16.0,14.0,18.5,20.0,36.0,20.0,65.0,20.0,40.0,20.0,48.0,20.0,90.0,6.0,34.0,5.0,15.5,7.4,1000.0,33467243,14164093.0,8349517.0,58805.0,1.231435650,1.231435695,1.231435734,1.231435659,3.15,3.8,1.36,1.45,4.2,1000.0,1.03,1.09,4.2,5.0,1.25,1.32,1.78,1.91,1.39,1.45,1.31,1.38,1.231435651,1.231435653,1.231435654,1.231435698
Polish I Liga,2024-08-11,07:00:00,Pogon Siedlce,Nieciecza,3.15,5.2,1.77,2.28,3.1,11.5,1.61,2.14,1.88,2.64,1.01,1000.0,1.01,1000.0,13.0,1000.0,9.4,1000.0,11.0,1000.0,20.0,1000.0,13.0,1000.0,7.4,1000.0,9.2,1000.0,18.0,1000.0,20.0,1000.0,13.5,1000.0,14.5,1000.0,20.0,1000.0,20.0,1000.0,20.0,1000.0,20.0,1000.0,20.0,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33473285,7186877.0,4871645.0,58805.0,1.231516251,1.231516297,1.231516336,1.231516261,3.05,3.75,1.4,1.48,3.7,1000.0,1.03,1.09,3.7,1000.0,1.03,1.38,1.83,2.02,1.31,1.38,1.29,1.4,1.231516252,1.231516254,1.231516255,1.231516300
Japanese J League 2,2024-08-11,07:00:00,Oita,Kumamoto,2.92,3.05,2.66,2.8,3.35,3.6,1.83,1.95,2.04,2.22,1.81,1.99,2.02,2.24,11.0,12.5,9.6,11.5,14.5,18.5,6.6,44.0,10.0,11.5,7.0,8.2,10.5,14.0,24.0,34.0,16.5,21.0,11.5,14.5,15.5,21.0,6.8,50.0,6.8,50.0,6.6,38.0,7.0,55.0,7.4,120.0,6.4,34.0,6.2,29.0,7.8,1000.0,33467242,441089.0,5021204.0,58805.0,1.231436040,1.231436085,1.231436124,1.231436049,2.76,3.35,1.46,1.58,3.35,1000.0,1.04,1.12,3.35,3.9,1.35,1.42,1.56,1.61,1.48,1.53,1.39,1.43,1.231436041,1.231436043,1.231436044,1.231436088
Japanese J League 2,2024-08-11,07:00:00,Yamagata,Tokushima,2.52,2.7,3.05,3.3,3.3,3.6,1.71,1.86,2.16,2.4,1.81,2.12,1.9,2.24,9.6,12.5,4.2,12.0,5.1,22.0,6.0,60.0,8.0,11.0,6.4,8.4,4.6,15.5,5.7,42.0,13.0,17.5,10.0,13.5,5.1,22.0,6.0,60.0,5.7,42.0,5.5,34.0,5.9,55.0,6.2,1000.0,4.4,32.0,4.5,42.0,3.3,1000.0,33467244,3718961.0,5026012.0,58805.0,1.231435950,1.231435995,1.231436034,1.231435959,2.6,3.2,1.46,1.63,3.15,1000.0,1.05,1.13,3.15,3.65,1.38,1.47,1.44,1.49,1.58,1.66,1.38,1.44,1.231435951,1.231435953,1.231435954,1.231435998
Japanese J League,2024-08-11,07:00:00,FC Tokyo,Kawasaki,3.1,3.2,2.3,2.36,3.85,4.1,2.28,2.48,1.67,1.79,1.59,1.72,2.38,2.7,16.0,21.0,11.0,14.5,13.5,18.5,6.0,34.0,14.5,17.5,7.8,10.0,9.6,12.5,17.5,24.0,20.0,26.0,11.5,15.0,13.0,18.0,24.0,34.0,40.0,55.0,24.0,34.0,28.0,42.0,40.0,75.0,5.7,25.0,4.9,14.5,7.2,520.0,33475179,350849.0,1080507.0,58805.0,1.231542785,1.231542830,1.231542869,1.231542794,1.01,1000.0,1.01,1000.0,12.0,26.0,1.04,1.07,4.6,5.6,1.21,1.28,1.73,1.77,1.45,1.47,1.32,1.36,1.231542786,1.231542788,1.231542789,1.231542833
Japanese J League,2024-08-11,07:00:00,Kashiwa,G-Osaka,2.24,2.32,3.5,3.65,3.5,3.6,1.84,1.93,2.06,2.2,1.86,1.97,2.06,2.16,11.0,12.5,11.0,13.0,21.0,24.0,8.6,80.0,8.6,9.6,7.0,8.0,13.0,15.0,8.2,55.0,12.5,14.5,10.0,11.5,17.0,19.5,8.6,70.0,7.6,36.0,21.0,26.0,8.2,55.0,9.0,140.0,6.8,24.0,8.2,55.0,9.8,1000.0,33475272,441080.0,441083.0,58805.0,1.231543860,1.231543906,1.231543946,1.231543869,1.01,1000.0,1.01,1000.0,9.2,15.5,1.07,1.11,3.4,3.75,1.36,1.41,1.38,1.4,1.75,1.8,1.38,1.4,1.231543861,1.231543863,1.231543864,1.231543910
Japanese J League,2024-08-11,07:00:00,Nagoya,Tokyo-V,2.34,2.4,3.7,3.85,3.15,3.25,1.59,1.67,2.48,2.7,2.1,2.2,1.84,1.91,7.4,9.0,9.4,12.0,20.0,26.0,7.8,90.0,7.2,8.2,6.6,7.6,14.5,18.5,7.6,65.0,11.5,14.5,10.5,13.0,18.5,25.0,7.8,90.0,7.0,36.0,25.0,34.0,7.6,65.0,8.2,190.0,6.8,32.0,7.8,80.0,8.6,1000.0,33475180,441084.0,263080.0,58805.0,1.231542694,1.231542739,1.231542778,1.231542703,2.42,2.88,1.53,1.73,2.78,990.0,1.08,1.18,2.78,3.0,1.5,1.56,1.35,1.37,1.71,1.75,1.44,1.47,1.231542695,1.231542697,1.231542698,1.231542742
Japanese J League,2024-08-11,07:00:00,Iwata,Kashima,5.1,5.5,1.76,1.79,3.95,4.1,1.92,2.0,2.0,2.1,1.95,2.04,1.98,2.06,12.5,13.5,7.6,8.4,9.2,10.5,16.0,22.0,15.5,18.0,8.0,8.8,9.4,10.5,17.5,19.0,36.0,40.0,19.0,21.0,19.5,22.0,34.0,38.0,12.0,140.0,12.5,75.0,40.0,85.0,13.5,130.0,11.5,150.0,10.0,12.5,26.0,1000.0,33475182,263079.0,441079.0,58805.0,1.231542514,1.231542559,1.231542598,1.231542523,2.6,3.75,1.36,1.62,11.5,15.5,1.07,1.1,3.7,4.1,1.33,1.37,2.26,2.32,1.22,1.25,1.32,1.34,1.231542515,1.231542517,1.231542518,1.231542562
Ukrainian Premier League,2024-08-11,07:00:00,Obolon-Brovar Kiev,Rukh Vynnyky,3.0,4.5,2.32,2.62,2.86,3.55,1.54,1.73,2.16,2.98,1.85,2.44,1.69,2.18,3.15,980.0,3.0,980.0,3.45,980.0,1.89,980.0,3.3,980.0,6.4,980.0,3.35,980.0,1.98,980.0,3.75,980.0,3.55,980.0,3.6,980.0,1.63,1000.0,1.61,1000.0,1.63,1000.0,1.63,1000.0,1.63,1000.0,1.6,1000.0,1.63,980.0,1.63,1000.0,33469491,9460511.0,10282851.0,58805.0,1.231467070,1.231467115,1.231467154,1.231467079,2.26,3.15,1.46,1.79,8.0,13.5,1.09,1.15,2.48,3.1,1.48,1.57,1.64,1.72,1.36,1.43,1.4,1.47,1.231467071,1.231467073,1.231467074,1.231467118
South Korean K League 1,2024-08-11,07:00:00,Pohang Steelers,FC Seoul,2.3,2.38,3.15,3.3,3.7,3.85,2.1,2.22,1.82,1.91,1.68,1.85,2.28,2.58,14.5,16.5,13.0,15.0,21.0,24.0,9.8,60.0,10.5,12.0,7.6,8.8,12.5,14.0,28.0,38.0,14.0,16.0,10.0,11.5,15.0,17.0,9.4,46.0,27.0,32.0,21.0,24.0,9.0,38.0,10.5,90.0,7.0,17.5,8.2,27.0,11.5,680.0,33467246,1363823.0,2479786.0,58805.0,1.231435440,1.231435485,1.231435524,1.231435449,3.25,3.6,1.39,1.45,12.0,21.0,1.05,1.08,4.2,4.6,1.27,1.31,1.43,1.46,1.72,1.77,1.35,1.38,1.231435441,1.231435443,1.231435444,1.231435488
Japanese J League,2024-08-11,07:00:00,Tosu,Urawa,4.0,4.3,1.93,1.96,4.0,4.3,2.2,2.38,1.73,1.84,1.7,1.79,2.28,2.44,13.5,23.0,8.2,13.5,9.4,15.5,15.5,27.0,13.5,23.0,7.0,9.4,7.8,10.5,13.5,23.0,4.4,40.0,12.5,21.0,13.0,22.0,4.4,38.0,4.7,100.0,4.6,60.0,4.6,65.0,4.8,110.0,4.5,50.0,3.6,13.0,5.0,770.0,33475269,3455676.0,441088.0,58805.0,1.231543952,1.231543997,1.231544036,1.231543961,1.01,1000.0,1.01,1000.0,12.0,26.0,1.04,1.07,4.5,5.9,1.2,1.29,2.04,2.08,1.31,1.34,1.3,1.34,1.231543953,1.231543955,1.231543956,1.231544000
Dutch Eredivisie,2024-08-11,07:15:00,Sparta Rotterdam,Heracles,1.52,1.54,6.4,7.4,4.8,5.1,2.56,2.76,1.57,1.65,1.71,1.8,2.26,2.42,21.0,24.0,27.0,34.0,9.6,65.0,10.5,190.0,10.0,12.0,10.5,11.5,22.0,27.0,10.0,85.0,9.6,11.5,9.2,10.5,18.0,21.0,9.8,75.0,13.0,15.0,13.0,14.5,23.0,27.0,10.0,95.0,4.5,6.2,9.8,75.0,11.0,980.0,33400550,111703.0,419132.0,58805.0,1.230504310,1.230504320,1.230504309,1.230504319,3.55,4.4,1.3,1.39,18.0,36.0,1.03,1.06,5.4,7.0,1.17,1.23,1.16,1.19,2.84,2.94,1.24,1.26,1.230504301,1.230504313,1.230504314,1.230504324
