League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Swedish Superettan,2024-08-13,14:00:00,Helsingborgs,Degerfors,2.56,2.7,2.86,3.05,3.4,3.55,1.91,2.06,1.95,2.1,1.75,1.87,2.14,2.32,11.0,15.0,10.5,980.0,15.5,22.0,34.0,1000.0,9.4,980.0,7.0,8.8,11.0,980.0,25.0,36.0,14.5,19.0,10.5,980.0,15.0,980.0,6.0,1000.0,6.0,1000.0,5.8,32.0,3.85,1000.0,75.0,1000.0,2.18,25.0,1.9,30.0,1.74,1000.0,33475862,764222.0,784612.0,58805.0,1.231555270,1.231555318,1.231555357,1.231555282,2.98,3.55,1.42,1.54,10.0,15.5,1.07,1.1,3.4,4.4,1.31,1.4,1.49,1.54,1.58,1.61,1.39,1.41,1.231555271,1.231555275,1.231555276,1.231555321
Egyptian Premier,2024-08-13,15:00:00,National Bank,Pharco FC,2.98,3.45,2.34,2.72,3.05,3.55,1.69,1.85,2.18,2.46,1.84,2.14,1.88,2.2,8.8,12.0,7.8,10.5,11.5,18.5,5.0,44.0,8.8,12.0,6.2,8.2,9.2,15.0,4.9,38.0,14.5,24.0,10.0,17.0,14.5,25.0,5.0,60.0,5.0,65.0,5.0,48.0,5.0,70.0,5.2,160.0,4.9,50.0,4.7,40.0,5.4,1000.0,33473387,10492935.0,10539864.0,58805.0,1.231517205,1.231517250,1.231517289,1.231517214,2.56,3.4,1.47,1.65,3.0,1000.0,1.01,1.49,3.0,3.5,1.4,1.49,1.58,1.75,1.4,1.49,1.39,1.49,1.231517206,1.231517208,1.231517209,1.231517253
Egyptian Premier,2024-08-13,15:00:00,El Gounah,Baladeyet Al-Mahalla,2.26,2.5,3.4,3.85,3.1,3.5,1.63,1.81,2.24,2.6,1.88,2.2,1.84,2.14,8.4,980.0,9.4,13.0,6.0,26.0,2.48,1000.0,7.2,9.4,6.2,8.2,12.5,980.0,3.4,1000.0,11.0,15.5,9.6,980.0,16.5,980.0,2.82,1000.0,5.9,36.0,5.7,32.0,2.92,1000.0,2.02,1000.0,1.77,28.0,1.77,1000.0,1.77,1000.0,33473718,5202561.0,26596726.0,58805.0,1.231522441,1.231522486,1.231522525,1.231522450,2.54,3.1,1.48,1.65,2.84,110.0,1.01,1.54,2.84,3.6,1.39,1.54,1.35,1.42,1.66,1.8,1.4,1.48,1.231522442,1.231522444,1.231522445,1.231522489
Egyptian Premier,2024-08-13,15:00:00,Ismaily,Al Mokawloon,2.16,2.38,3.7,4.2,3.1,3.45,1.64,1.77,2.3,2.56,1.99,2.16,1.87,2.02,8.8,12.0,3.45,14.5,4.0,32.0,4.3,100.0,7.2,9.8,6.8,9.0,3.7,20.0,4.2,70.0,10.5,15.5,10.0,14.0,3.85,980.0,4.3,90.0,4.0,36.0,4.0,34.0,4.2,65.0,4.4,180.0,3.95,29.0,4.3,80.0,4.5,1000.0,33473762,5170870.0,6754306.0,58805.0,1.231523784,1.231523829,1.231523868,1.231523793,2.56,2.94,1.52,1.64,2.88,18.0,1.08,1.53,2.88,3.35,1.43,1.53,1.31,1.38,1.72,1.87,1.41,1.48,1.231523785,1.231523787,1.231523788,1.231523832
Venezuelan Primera Division,2024-08-13,16:00:00,Rayo Zuliano,Zamora FC,2.1,2.5,3.25,870.0,2.96,950.0,1.46,2.18,1.84,3.15,1.12,1000.0,1.12,1000.0,9.2,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,980.0,6.6,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,980.0,19.0,980.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33485778,46783501.0,4129326.0,58805.0,1.231692989,1.231693034,1.231693073,1.231692998,1.1,1000.0,1.01,20.0,1.46,26.0,1.04,3.15,1.46,26.0,1.04,3.15,1.27,1.35,1.76,1.91,1.36,1.45,1.231692990,1.231692992,1.231692993,1.231693037
Colombian Primera B,2024-08-13,17:00:00,Bogota,Real Cartagena,2.7,6.2,1.82,2.76,3.35,980.0,1.48,2.2,1.83,3.05,1.12,1000.0,1.12,1000.0,1.03,980.0,1.03,980.0,11.5,1000.0,1.03,1000.0,1.03,980.0,1.03,980.0,9.8,980.0,20.0,1000.0,1.03,1000.0,1.03,980.0,16.0,980.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33478737,5340538.0,5284704.0,58805.0,1.231595011,1.231595056,1.231595095,1.231595020,1.1,1000.0,1.01,20.0,2.28,26.0,1.04,1.78,2.28,4.3,1.3,1.78,1.71,2.22,1.32,1.4,1.35,1.43,1.231595012,1.231595014,1.231595015,1.231595059
Venezuelan Primera Division,2024-08-13,18:45:00,Deportivo Tachira,Portuguesa FC,1.82,2.36,3.4,980.0,2.48,950.0,1.27,2.0,2.0,4.7,1.12,1000.0,1.12,1000.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,980.0,1.05,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.05,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33481959,712865.0,10939060.0,58805.0,1.231644846,1.231644891,1.231644930,1.231644855,1.1,1000.0,1.01,2.16,2.0,12.5,1.09,1.99,2.0,4.2,1.31,1.99,1.17,1.23,1.73,2.22,1.36,1.43,1.231644847,1.231644849,1.231644850,1.231644894
CONMEBOL Copa Libertadores,2024-08-13,19:00:00,Gremio,Fluminense,2.16,2.2,4.4,4.5,3.15,3.2,1.54,1.63,2.6,2.84,2.12,2.44,1.7,1.9,7.6,8.6,10.5,11.5,26.0,32.0,14.5,110.0,6.4,7.0,6.6,7.4,16.5,19.0,14.0,80.0,10.5,11.5,10.5,12.0,22.0,26.0,14.5,110.0,24.0,28.0,26.0,30.0,13.0,65.0,15.0,210.0,20.0,28.0,14.5,120.0,16.5,1000.0,33339089,198134.0,198133.0,58805.0,1.229801786,1.229801796,1.229801785,1.229801795,0.0,0.0,0.0,0.0,2.28,9.2,1.12,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.229801790,0.0
CONMEBOL Copa Sudamericana,2024-08-13,19:00:00,Huachipato,Racing Club,4.1,4.6,2.1,2.16,3.25,3.6,1.63,1.8,2.24,2.6,1.98,2.24,1.81,2.04,7.4,12.0,6.0,8.6,8.8,14.5,18.5,980.0,9.6,15.5,6.4,8.4,9.2,13.5,19.0,980.0,4.4,980.0,15.0,22.0,16.5,980.0,4.6,980.0,4.8,980.0,4.7,980.0,4.8,980.0,4.9,980.0,4.8,980.0,4.2,25.0,5.0,1000.0,33446447,2019917.0,198558.0,58805.0,1.231119918,1.231119928,1.231119917,1.231119927,0.0,0.0,0.0,0.0,1.64,18.0,1.08,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.231119922,0.0
Colombian Primera B,2024-08-13,19:30:00,Boca Juniors de Cali,Cucuta Deportivo,2.7,980.0,2.3,980.0,2.88,980.0,1.08,13.5,1.08,18.0,1.12,1000.0,1.12,1000.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,980.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33478742,25151541.0,2301978.0,58805.0,1.231594831,1.231594876,1.231594915,1.231594840,1.1,1000.0,1.01,20.0,1.16,13.5,1.08,990.0,1.14,13.5,1.08,55.0,1.67,1.77,1.38,1.45,1.34,1.41,1.231594832,1.231594834,1.231594835,1.231594879
