League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
South Korean K League 2,2024-05-27,07:30:00,Bucheon FC 1995,Chungnam Asan,2.48,2.86,2.92,3.5,3.05,3.5,1.66,1.81,2.24,2.52,1.92,2.18,1.84,2.1,9.0,980.0,9.6,980.0,3.95,980.0,4.4,980.0,8.2,980.0,6.4,8.8,11.5,980.0,20.0,980.0,13.0,980.0,10.5,980.0,17.5,980.0,4.3,980.0,20.0,980.0,20.0,980.0,4.4,980.0,4.3,1000.0,3.9,980.0,4.0,980.0,4.3,1000.0,33292859,7345624.0,41061425.0,58805.0,1.229211945,1.229211990,1.229212029,1.229211954
South Korean K League 2,2024-05-27,07:30:00,Ansan Greeners FC,Busan IPark,5.0,6.6,1.65,1.8,3.85,4.6,1.83,2.1,1.92,2.2,1.86,2.12,1.9,2.16,5.0,980.0,7.4,980.0,8.4,980.0,5.3,980.0,5.1,980.0,8.0,980.0,8.6,980.0,5.4,980.0,5.9,980.0,5.7,980.0,5.7,980.0,5.8,980.0,6.4,1000.0,6.2,1000.0,6.2,1000.0,6.4,1000.0,2.62,1000.0,4.3,980.0,2.64,1000.0,33295555,12765833.0,16224040.0,58805.0,1.229243671,1.229243716,1.229243755,1.229243680
Egyptian Premier,2024-05-27,10:00:00,Pyramids,El Gounah,1.3,1.34,10.5,13.5,5.5,6.6,2.34,2.74,1.58,1.75,2.0,2.22,1.81,1.99,6.8,980.0,6.8,980.0,7.6,980.0,8.0,1000.0,7.8,10.5,10.5,14.5,7.0,980.0,7.8,980.0,6.8,8.8,8.6,11.5,6.6,980.0,7.8,980.0,8.6,11.5,11.0,15.0,6.8,980.0,7.8,980.0,3.2,5.3,7.8,980.0,8.2,1000.0,33293639,19918253.0,5202561.0,58805.0,1.229218875,1.229218920,1.229218959,1.229218884
Finnish Veikkausliiga,2024-05-27,12:00:00,VPS,FC Inter,1.99,2.06,3.9,4.2,3.75,4.0,2.16,2.26,1.8,1.85,1.72,1.79,2.28,2.4,14.0,18.5,5.8,18.5,6.8,34.0,7.4,980.0,10.0,11.5,7.8,9.0,14.5,18.0,7.0,48.0,12.0,14.5,9.4,11.0,15.5,19.5,7.0,55.0,20.0,26.0,17.0,22.0,6.8,36.0,7.4,980.0,5.0,13.0,6.8,42.0,8.0,980.0,33289739,139511.0,139505.0,58805.0,1.229169939,1.229169984,1.229170023,1.229169948
Finnish Veikkausliiga,2024-05-27,12:00:00,Lahti,SJK,3.85,4.2,2.06,2.14,3.55,3.8,1.92,2.04,1.97,2.08,1.81,1.91,2.1,2.24,12.0,15.5,7.8,10.5,11.0,14.0,21.0,27.0,13.0,16.5,7.4,9.2,8.8,12.0,19.5,24.0,6.0,32.0,14.5,18.0,16.5,21.0,5.8,42.0,6.2,90.0,6.0,55.0,6.0,65.0,6.4,980.0,6.0,55.0,4.8,16.5,6.6,1000.0,33289738,139506.0,5418845.0,58805.0,1.229170030,1.229170075,1.229170114,1.229170039
Egyptian Premier,2024-05-27,13:00:00,Al Ittihad (EGY),Zamalek,3.85,5.2,2.0,2.24,3.2,4.2,1.73,2.02,1.98,2.38,1.81,2.12,1.89,2.22,3.35,980.0,6.4,980.0,3.35,980.0,3.75,980.0,3.4,980.0,3.1,980.0,3.25,980.0,3.75,980.0,3.85,980.0,3.55,980.0,3.65,980.0,4.0,980.0,4.1,1000.0,4.0,980.0,4.1,980.0,4.2,1000.0,4.0,980.0,3.55,980.0,4.2,1000.0,33299172,7023879.0,5174134.0,58805.0,1.229293201,1.229293246,1.229293285,1.229293210
Estonian Premier League,2024-05-27,13:00:00,Tammeka Tartu,Trans Narva,1.78,2.28,3.15,7.0,2.4,8.2,1.95,2.98,1.5,2.06,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,2.96,1000.0,3.4,1000.0,2.92,1000.0,1.03,1000.0,6.0,1000.0,8.2,1000.0,3.9,1000.0,3.55,1000.0,8.4,1000.0,6.8,1000.0,3.05,1000.0,4.1,1000.0,13.0,1000.0,9.8,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33305000,5407303.0,46983.0,58805.0,1.229372334,1.229372379,1.229372418,1.229372343
Norwegian 1st Division,2024-05-27,14:00:00,Raufoss,Lyn,2.56,2.86,2.62,2.94,3.55,4.3,2.02,2.26,1.8,1.99,1.66,1.8,1.8,3.8,2.22,980.0,2.5,980.0,3.0,980.0,1.92,1000.0,2.56,980.0,4.0,980.0,2.9,980.0,1.92,980.0,3.1,980.0,2.88,980.0,4.8,980.0,1.92,1000.0,1.92,1000.0,1.92,980.0,1.92,1000.0,1.92,1000.0,1.78,980.0,1.78,980.0,1.51,1000.0,33299328,152564.0,31318.0,58805.0,1.229295099,1.229295144,1.229295183,1.229295108
Norwegian 1st Division,2024-05-27,14:00:00,Bryne,Ranheim IL,1.95,2.1,3.85,4.2,3.75,4.4,2.22,2.5,1.67,1.82,1.59,1.81,2.22,2.68,3.9,980.0,3.85,980.0,3.95,980.0,4.2,1000.0,8.8,980.0,7.6,980.0,3.75,980.0,4.0,980.0,11.0,17.0,7.8,980.0,13.5,980.0,4.2,980.0,3.9,980.0,14.5,980.0,4.0,980.0,4.2,980.0,3.25,980.0,3.9,980.0,4.3,1000.0,33296320,7033.0,22623366.0,58805.0,1.229252987,1.229253032,1.229253071,1.229252996
Norwegian 1st Division,2024-05-27,14:00:00,Sandnes Ulf,Kongsvinger,3.6,4.5,1.76,1.9,4.8,6.0,2.74,3.75,1.41,1.57,1.46,1.65,2.48,3.4,3.85,980.0,3.5,980.0,3.5,980.0,3.7,980.0,3.75,980.0,3.3,980.0,3.25,980.0,3.5,980.0,3.9,980.0,3.55,980.0,3.55,980.0,3.75,980.0,4.1,1000.0,3.9,980.0,3.9,980.0,4.0,1000.0,3.75,980.0,2.82,980.0,2.8,1000.0,33299325,778909.0,774892.0,58805.0,1.229295210,1.229295258,1.229295299,1.229295221
Swedish Superettan,2024-05-27,14:00:00,Trelleborgs,Sundsvall,1.85,1.87,4.4,4.9,3.8,4.3,2.06,2.3,1.78,1.95,1.72,1.91,2.08,2.4,14.5,18.5,15.5,20.0,6.0,980.0,6.8,980.0,8.6,11.0,8.2,10.5,14.5,980.0,6.4,980.0,9.8,13.0,8.4,11.5,15.0,980.0,6.4,980.0,17.0,980.0,14.5,980.0,6.0,980.0,6.6,980.0,4.3,11.0,6.4,980.0,7.2,1000.0,33291389,767907.0,30680.0,58805.0,1.229194355,1.229194400,1.229194439,1.229194364
