League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Japanese J League 3,2024-10-12,00:55:00,FC Imabari,Yokohama SCC,1.3,1.37,9.6,16.0,5.4,7.2,2.12,2.4,1.72,1.89,2.24,2.52,1.65,1.81,14.5,1000.0,1.03,42.0,1.03,1000.0,1.03,1000.0,6.0,11.5,9.6,1000.0,1.03,1000.0,1.03,1000.0,5.6,1000.0,8.2,15.0,1.03,1000.0,1.03,1000.0,7.2,14.5,11.5,1000.0,1.03,1000.0,1.03,1000.0,1.01,8.0,1.01,1000.0,1.03,1000.0,33671771,6641602.0,7391084.0,58805.0,1.234175478,1.234175523,1.234175562,1.234175487,1.2,4.6,1.28,1.48,4.3,55.0,1.04,1.07,4.3,5.0,1.25,1.3,1.08,1.1,3.7,4.4,1.18,1.23,1.234175479,1.234175481,1.234175482,1.234175526
Japanese J League 3,2024-10-12,01:00:00,Kitakyushu,Vanraure Hachinohe,2.02,2.28,3.75,4.8,3.15,3.6,1.59,1.81,2.24,2.7,1.12,1000.0,1.12,1000.0,1.03,11.0,1.03,14.0,1.03,1000.0,1.03,1000.0,1.03,8.6,1.03,8.4,1.03,20.0,1.03,1000.0,1.03,13.0,1.03,12.5,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,25.0,1.01,1000.0,1.03,1000.0,33671756,5026013.0,7632116.0,58805.0,1.234175748,1.234175793,1.234175832,1.234175757,1.2,2.98,1.5,20.0,8.4,1000.0,1.05,1.14,2.16,21.0,1.42,1.57,1.28,1.35,1.78,1.97,1.39,1.47,1.234175749,1.234175751,1.234175752,1.234175796
Japanese J League 3,2024-10-12,04:00:00,Tegevajaro Miyazaki,Toyama,3.75,4.9,1.93,2.18,3.2,4.0,1.74,2.02,1.99,2.34,1.12,20.0,1.12,20.0,1.06,13.5,1.06,9.6,1.06,13.0,1.06,1000.0,1.06,15.5,1.06,9.0,1.06,12.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,18.0,1.06,1000.0,33671760,16139510.0,4296466.0,58805.0,1.234175658,1.234175703,1.234175742,1.234175667,1.2,3.3,1.01,20.0,9.2,18.0,1.06,1.12,3.0,18.0,1.33,1.46,1.84,2.08,1.28,1.36,1.34,1.45,1.234175659,1.234175661,1.234175662,1.234175706
Japanese J League 3,2024-10-12,05:00:00,FC Ryukyu,Sagamihara,2.24,2.76,2.98,3.85,2.78,3.65,1.7,1.96,2.04,2.58,1.12,20.0,1.12,20.0,8.8,14.5,8.8,14.5,16.5,1000.0,1.01,1000.0,7.2,11.5,5.5,8.8,10.0,17.0,1.01,1000.0,11.0,19.0,8.4,14.0,14.0,24.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33671750,7379405.0,9339232.0,58805.0,1.234176144,1.234176189,1.234176228,1.234176153,1.2,3.65,1.38,1.64,9.2,18.0,1.06,1.12,3.0,18.0,1.31,1.48,1.38,1.51,1.58,1.8,1.38,1.55,1.234176145,1.234176147,1.234176148,1.234176192
Portuguese Segunda Liga,2024-10-12,07:00:00,Tondela,Leixoes,2.54,2.82,3.0,3.4,3.0,3.4,1.62,1.79,2.28,2.6,1.88,2.06,1.96,2.14,8.6,11.0,9.2,11.0,6.0,23.0,7.0,65.0,8.2,9.6,6.2,7.2,11.5,15.0,7.0,46.0,5.7,18.0,5.2,13.5,6.0,23.0,7.0,70.0,7.0,46.0,6.8,38.0,7.0,60.0,7.6,160.0,6.6,38.0,6.8,55.0,8.0,1000.0,33663152,4240339.0,146050.0,58805.0,1.234045478,1.234045523,1.234045562,1.234045487,2.68,3.15,1.49,1.64,8.4,13.5,1.08,1.14,3.0,3.45,1.41,1.5,1.41,1.5,1.55,1.65,1.41,1.5,1.234045479,1.234045481,1.234045482,1.234045526
Danish 2nd Division,2024-10-12,08:00:00,Ishoj IF,AB,2.74,3.05,2.4,2.66,3.5,4.0,2.06,2.46,1.69,1.94,1.59,1.81,2.24,2.68,14.0,19.5,10.5,14.5,14.5,20.0,29.0,40.0,11.5,15.5,7.2,9.6,9.8,13.5,20.0,28.0,16.5,23.0,10.5,14.0,13.5,18.0,28.0,38.0,34.0,48.0,23.0,32.0,29.0,42.0,1.01,1000.0,1.01,23.0,1.01,19.5,1.01,1000.0,33669317,23446679.0,113194.0,58805.0,1.234144975,1.234145020,1.234145059,1.234144984,3.1,3.95,1.34,1.47,15.0,55.0,1.04,1.08,4.0,5.4,1.23,1.33,1.6,1.71,1.5,1.58,1.33,1.4,1.234144976,1.234144978,1.234144979,1.234145023
Danish Women's Matches,2024-10-12,08:00:00,Odense BK (W),Koge (W),1.47,1000.0,1.41,1000.0,1.41,1000.0,1.07,15.5,1.07,36.0,1.01,1000.0,1.01,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,33671620,25309073.0,26612874.0,58805.0,1.234180133,1.234180178,1.234180217,1.234180142,1.01,1000.0,1.01,1000.0,9.2,15.5,1.07,1.13,1.07,15.5,1.07,990.0,1.47,3.45,1.4,1.75,1.33,1.64,1.234180134,1.234180136,1.234180137,1.234180181
Slovenian Premier League,2024-10-12,08:00:00,NK Primorje,NK Radomlje,2.6,3.15,2.52,3.05,3.35,3.75,1.75,2.0,2.0,2.32,1.76,2.04,1.96,2.32,10.0,13.5,8.8,12.0,14.0,19.5,32.0,1000.0,9.0,12.0,6.4,8.6,10.0,14.0,25.0,1000.0,14.5,20.0,10.5,14.0,15.0,21.0,36.0,1000.0,1.01,1000.0,26.0,1000.0,1.01,1000.0,1.01,1000.0,1.01,32.0,1.01,32.0,1.01,1000.0,33665553,197965.0,7862107.0,58805.0,1.234086191,1.234086236,1.234086275,1.234086200,2.24,3.35,1.43,1.57,3.15,1000.0,1.01,1.46,3.15,10.5,1.33,1.46,1.5,1.66,1.48,1.61,1.36,1.43,1.234086192,1.234086194,1.234086195,1.234086239
Swedish Division 1,2024-10-12,08:00:00,Eskilsminne,Lunds BK,2.86,3.7,2.16,2.78,3.0,4.0,1.98,2.28,1.78,2.02,1.01,1.85,1.01,2.4,12.0,21.0,8.4,14.0,11.5,19.5,1.01,1000.0,10.0,17.0,6.0,9.8,8.2,13.5,17.5,1000.0,17.5,1000.0,9.8,16.5,12.0,21.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,22.0,1.01,1000.0,33676545,6415384.0,4638301.0,58805.0,1.234237856,1.234237901,1.234237940,1.234237865,2.9,4.3,1.34,1.48,13.5,36.0,1.04,1.08,3.5,36.0,1.25,1.4,1.66,1.86,1.4,1.52,1.33,1.47,1.234237857,1.234237859,1.234237860,1.234237904
Swedish Division 1,2024-10-12,08:00:00,Tvaakers,Torns,1.77,2.14,3.85,5.9,3.1,5.0,1.82,2.12,1.89,2.22,1.01,2.24,1.01,2.38,10.5,16.5,12.0,19.5,1.01,1000.0,1.01,1000.0,6.8,11.0,6.6,10.5,14.0,1000.0,1.01,1000.0,8.4,13.5,8.0,13.0,15.5,1000.0,1.01,1000.0,15.5,1000.0,15.0,1000.0,1.01,1000.0,1.01,1000.0,1.01,16.0,1.01,1000.0,1.01,1000.0,33676560,7179560.0,6431904.0,58805.0,1.234237586,1.234237631,1.234237670,1.234237595,2.6,3.75,1.36,1.62,11.0,1000.0,1.02,1.1,3.1,110.0,1.27,1.47,1.25,1.32,1.96,2.4,1.27,1.43,1.234237587,1.234237589,1.234237590,1.234237634
