League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Mexican Liga MX,2024-10-06,00:00:00,Leon,CF America,3.8,4.5,1.96,2.08,3.45,4.1,2.0,2.26,1.8,1.99,1.61,2.02,1.99,2.62,12.0,19.5,8.0,12.5,9.8,15.5,1.03,29.0,12.0,19.5,6.6,11.0,7.8,13.0,14.5,25.0,1.03,36.0,11.5,19.5,13.0,22.0,1.03,42.0,1.03,95.0,1.03,55.0,1.03,65.0,1.03,110.0,1.01,50.0,1.01,15.0,1.03,1000.0,33644959,4468457.0,328952.0,58805.0,1.233778456,1.233778501,1.233778540,1.233778465,3.2,3.8,1.36,1.46,14.0,36.0,1.04,1.08,3.9,5.0,1.25,1.35,1.92,2.06,1.29,1.36,1.32,1.36,1.233778457,1.233778459,1.233778460,1.233778504
Japanese J League 3,2024-10-06,00:55:00,Toyama,FC Imabari,2.32,2.96,2.52,3.6,2.8,4.7,1.61,2.06,1.94,4.4,1.01,2.24,1.01,2.38,1.03,13.5,1.03,13.0,1.03,1000.0,1.03,1000.0,1.03,12.5,1.03,9.2,1.03,16.5,1.03,1000.0,1.03,21.0,1.03,15.5,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33659835,4296466.0,6641602.0,58805.0,1.233999591,1.233999636,1.233999675,1.233999600,1.01,1000.0,1.01,1000.0,2.8,1000.0,1.01,1.55,2.8,990.0,1.32,1.55,1.45,1.55,1.6,1.7,1.37,1.45,1.233999592,1.233999594,1.233999595,1.233999639
Japanese J League 3,2024-10-06,01:00:00,Vanraure Hachinohe,Azul Claro Numazu,2.3,3.25,2.48,3.55,2.88,4.6,1.66,3.3,1.87,3.35,1.01,2.16,1.01,2.48,1.03,15.0,1.03,13.5,1.03,1000.0,1.03,1000.0,1.03,13.0,1.03,9.4,1.03,16.0,1.03,1000.0,1.03,21.0,1.03,15.5,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33659847,7632116.0,10376843.0,58805.0,1.233999681,1.233999726,1.233999765,1.233999690,1.01,1000.0,1.34,1.66,2.96,1000.0,1.01,1.52,2.42,990.0,1.3,1.52,1.46,1.68,1.51,1.72,1.36,1.49,1.233999682,1.233999684,1.233999685,1.233999729
Japanese J League 3,2024-10-06,01:00:00,Fukushima Utd,FC Gifu,2.24,2.38,2.86,3.6,3.3,4.7,1.88,2.2,1.83,2.14,1.01,1.89,1.01,2.54,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,8.6,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33659837,4271905.0,4270387.0,58805.0,1.233999795,1.233999840,1.233999879,1.233999804,2.2,1000.0,1.17,1000.0,3.0,1000.0,1.01,1.39,2.04,990.0,1.27,1.39,1.41,1.5,1.72,1.8,1.33,1.4,1.233999796,1.233999798,1.233999799,1.233999843
Japanese J League 3,2024-10-06,02:00:00,Sagamihara,Kitakyushu,2.6,3.3,2.72,3.4,2.66,3.9,1.5,2.68,1.6,5.2,1.01,2.32,1.01,2.04,1.03,9.4,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,7.4,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33660054,9339232.0,5026013.0,58805.0,1.234002584,1.234002629,1.234002668,1.234002593,1.01,4.6,1.01,1000.0,7.4,11.0,1.1,1.16,1.6,11.0,1.47,2.68,1.44,1.58,1.46,1.6,1.42,1.58,1.234002585,1.234002587,1.234002588,1.234002632
Japanese J League 3,2024-10-06,02:00:00,Kamatamare Sanuki,Tottori,1.63,1.97,4.3,6.8,1.03,5.9,1.89,2.22,1.83,2.12,1.01,2.22,1.01,2.4,1.03,18.5,1.03,23.0,1.03,1000.0,1.03,1000.0,1.03,11.0,1.03,11.0,1.03,1000.0,1.03,1000.0,1.03,13.0,1.03,12.5,1.03,1000.0,1.03,1000.0,1.03,22.0,1.03,23.0,1.03,1000.0,1.03,1000.0,1.01,13.0,1.01,1000.0,1.03,1000.0,33660052,4233864.0,5759566.0,58805.0,1.234002785,1.234002830,1.234002869,1.234002794,2.36,5.9,1.01,1000.0,3.0,1000.0,1.01,1.43,3.0,990.0,1.25,1.43,1.2,1.3,2.02,2.68,1.29,1.43,1.234002786,1.234002788,1.234002789,1.234002833
Japanese J League 2,2024-10-06,02:00:00,Tochigi SC,Ehime,2.0,2.22,3.65,4.6,3.45,4.2,1.87,2.16,1.86,2.16,1.7,1.96,2.04,2.42,1.03,16.5,1.03,17.0,1.03,34.0,1.03,95.0,1.03,11.0,6.6,8.8,1.03,17.5,1.03,55.0,1.03,14.5,1.03,11.5,1.03,21.0,1.03,60.0,1.03,27.0,1.03,24.0,1.03,40.0,1.03,1000.0,1.01,16.5,1.01,60.0,1.03,1000.0,33642397,5945153.0,3455675.0,58805.0,1.233738506,1.233738551,1.233738590,1.233738515,3.05,3.7,1.39,1.51,11.0,26.0,1.05,1.1,3.6,4.6,1.28,1.38,1.31,1.38,1.81,2.0,1.31,1.4,1.233738507,1.233738509,1.233738510,1.233738554
Japanese J League 2,2024-10-06,02:00:00,Kumamoto,Tokushima,2.08,2.34,3.6,4.3,3.25,3.55,1.72,1.85,2.18,2.4,1.92,2.18,1.91,2.16,9.0,12.0,10.0,13.5,1.03,28.0,1.03,85.0,7.0,9.4,6.4,8.4,13.0,18.0,1.03,60.0,10.5,14.5,9.4,12.5,16.5,23.0,1.03,75.0,1.03,32.0,1.03,29.0,1.03,55.0,1.03,150.0,1.01,24.0,1.01,65.0,1.03,1000.0,33642395,5021204.0,5026012.0,58805.0,1.233738596,1.233738641,1.233738680,1.233738605,2.72,3.15,1.46,1.64,9.4,15.5,1.07,1.12,3.1,3.6,1.39,1.47,1.3,1.39,1.74,1.92,1.39,1.45,1.233738597,1.233738599,1.233738600,1.233738644
Japanese J League 3,2024-10-06,02:00:00,Kanazawa,Tegevajaro Miyazaki,2.04,2.44,3.3,4.3,1.03,4.5,1.42,4.4,1.3,7.8,1.01,1.97,1.01,2.4,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,11.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,12.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33660053,9280258.0,16139510.0,58805.0,1.234002695,1.234002740,1.234002779,1.234002704,2.54,1000.0,1.21,1000.0,3.0,1000.0,1.01,1.42,2.42,990.0,1.3,1.42,1.33,1.43,1.7,1.95,1.35,1.46,1.234002696,1.234002698,1.234002699,1.234002743
Japanese J League 2,2024-10-06,02:00:00,Mito,Shimizu,5.4,6.6,1.65,1.75,4.0,4.4,2.02,2.18,1.85,1.99,1.86,1.99,2.02,2.18,13.5,18.5,7.4,9.8,8.4,11.5,13.0,18.0,16.0,22.0,7.6,10.0,8.2,11.0,14.5,20.0,1.03,55.0,17.0,23.0,17.0,24.0,1.03,40.0,1.03,1000.0,1.03,85.0,1.03,80.0,1.03,130.0,1.01,100.0,1.01,11.0,1.03,1000.0,33641796,3455677.0,441086.0,58805.0,1.233722328,1.233722373,1.233722412,1.233722337,3.1,3.9,1.35,1.48,3.8,36.0,1.04,1.09,3.8,4.9,1.26,1.36,2.32,2.54,1.17,1.23,1.29,1.34,1.233722329,1.233722331,1.233722332,1.233722376
