League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Egyptian Premier,2024-06-13,13:00:00,Future FC,El Gounah,1.88,2.14,4.2,5.3,3.25,4.1,1.76,1.95,2.06,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33332750,41860831.0,5202561.0,58805.0,1.229716860,1.229716905,0.0,0.0
Argentinian Primera Division,2024-06-13,15:00:00,Deportivo Riestra,River Plate,7.8,11.0,1.4,1.46,4.7,5.4,1.84,1.99,2.0,2.2,2.38,2.6,1.62,1.73,12.0,17.0,6.0,7.0,6.4,7.4,9.8,14.0,4.6,29.0,10.0,14.5,9.0,13.0,14.5,22.0,5.3,980.0,34.0,980.0,4.9,980.0,40.0,980.0,5.5,1000.0,5.4,980.0,5.4,980.0,5.4,980.0,5.5,980.0,3.55,9.8,5.5,1000.0,33322237,5994579.0,194515.0,58805.0,1.229604731,1.229604741,1.229604730,1.229604740
Irish Premier Division,2024-06-13,15:45:00,Waterford,Shelbourne,3.2,3.85,2.34,2.68,3.2,3.6,1.59,1.72,2.4,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33333624,364470.0,46928.0,58805.0,1.229723881,1.229723926,0.0,0.0
Irish Premier Division,2024-06-13,15:45:00,Dundalk,Sligo Rovers,1.87,2.06,4.1,5.6,3.55,950.0,1.71,1.88,2.14,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33333628,198746.0,387040.0,58805.0,1.229723701,1.229723746,0.0,0.0
Irish Premier Division,2024-06-13,15:45:00,St Patricks,Shamrock Rovers,2.96,5.6,1.89,2.26,2.76,4.7,1.85,2.16,1.86,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33333627,364471.0,184325.0,58805.0,1.229723791,1.229723836,0.0,0.0
Irish Division 1,2024-06-13,15:45:00,Cork City,Cobh Ramblers,0.0,0.0,0.0,0.0,0.0,0.0,1.06,990.0,1.01,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33333626,0.0,0.0,0.0,0.0,1.229723296,0.0,0.0
Irish Premier Division,2024-06-13,15:45:00,Galway Utd,Drogheda,1.61,1.83,4.3,980.0,3.2,5.3,1.76,1.99,2.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33333623,318841.0,184329.0,58805.0,1.229723971,1.229724016,0.0,0.0
Irish Division 1,2024-06-13,15:45:00,Wexford F.C,Treaty United,0.0,0.0,0.0,0.0,0.0,0.0,1.06,980.0,1.01,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33333621,0.0,0.0,0.0,0.0,1.229723566,0.0,0.0
Irish Division 1,2024-06-13,15:45:00,Kerry FC,Longford,0.0,0.0,0.0,0.0,0.0,0.0,1.06,980.0,1.01,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33333622,0.0,0.0,0.0,0.0,1.229723476,0.0,0.0
Irish Division 1,2024-06-13,15:45:00,Finn Harps,UCD,0.0,0.0,0.0,0.0,0.0,0.0,1.06,980.0,1.01,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33333610,0.0,0.0,0.0,0.0,1.229723656,0.0,0.0
