League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Liga MX,2024-05-09,00:16:00,Pachuca,CF America,3.2,3.4,2.2,2.32,3.75,4.1,2.34,2.46,1.69,1.74,1.62,1.67,2.5,2.64,17.5,23.0,11.5,13.0,14.5,19.5,24.0,38.0,14.5,19.0,8.0,9.0,10.0,11.5,19.0,26.0,17.5,29.0,12.0,14.0,14.5,19.0,23.0,34.0,7.0,60.0,6.8,34.0,28.0,40.0,7.2,70.0,8.4,26.0,5.0,13.0,12.0,590.0,33253505,328954.0,328952.0,58805.0,1.228624554,1.228624599,1.228624638,1.228624563
Armenian Premier League,2024-05-09,09:00:00,FC Pyunik,FC Van Yerevan,1.01,1.5,6.8,1000.0,5.3,950.0,2.38,5.0,1.25,1.73,1.01,1000.0,1.01,1000.0,1.48,1000.0,2.4,1000.0,3.0,1000.0,5.0,1000.0,1.01,1000.0,3.7,1000.0,3.4,1000.0,4.7,1000.0,1.01,1000.0,1.01,1000.0,5.9,1000.0,13.0,1000.0,1.01,1000.0,1.01,1000.0,5.7,1000.0,12.0,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33256405,1526911.0,25541480.0,58805.0,1.228671676,1.228671721,1.228671760,1.228671685
Ukrainian Premier League,2024-05-09,09:30:00,Kolos Kovalyovka,Zorya,2.94,3.3,2.96,3.3,2.66,2.96,1.56,1.65,2.54,2.8,2.0,2.16,1.86,2.0,4.2,8.4,8.2,10.5,5.9,19.5,7.0,55.0,8.6,11.0,5.8,6.8,5.7,15.5,6.8,46.0,5.8,21.0,11.5,16.0,5.8,21.0,7.2,75.0,7.0,60.0,6.8,48.0,7.2,75.0,7.6,1000.0,7.0,50.0,6.8,48.0,8.0,1000.0,33249252,10403841.0,2017903.0,58805.0,1.228557086,1.228557131,1.228557170,1.228557095
Egyptian Premier,2024-05-09,10:00:00,Ismaily,El Daklyeh,1.54,1.73,6.4,10.5,3.35,4.8,1.54,1.74,2.36,2.82,2.32,2.8,1.55,1.76,3.4,11.5,4.8,23.0,4.5,80.0,2.7,1000.0,2.8,6.2,7.8,11.0,4.3,42.0,2.68,1000.0,7.2,9.6,3.7,13.5,4.6,42.0,2.68,1000.0,13.0,19.0,4.3,28.0,2.62,80.0,2.7,1000.0,3.8,18.0,2.7,1000.0,2.72,1000.0,33247522,5170870.0,5907009.0,58805.0,1.228525372,1.228525417,1.228525456,1.228525381
Saudi Professional League,2024-05-09,12:00:00,Al-Feiha,Al-Fateh (KSA),2.64,2.86,2.5,2.68,3.75,4.0,2.42,2.8,1.56,1.71,1.54,1.63,2.6,2.84,3.8,28.0,3.9,19.5,3.7,25.0,3.9,980.0,3.95,21.0,7.6,12.0,10.5,15.0,4.3,29.0,3.8,27.0,11.0,15.5,11.0,19.0,4.0,980.0,4.0,980.0,4.1,980.0,3.9,980.0,4.1,980.0,3.5,19.0,3.45,17.0,4.2,980.0,33245449,13886091.0,7196232.0,58805.0,1.228487486,1.228487496,1.228487485,1.228487495
Saudi Professional League,2024-05-09,12:00:00,Al Riyadh SC,Al-Taawoun Buraidah,3.75,1000.0,1.61,2.26,3.1,950.0,1.9,3.0,1.5,2.1,1.4,2.3,1.77,20.0,1.36,980.0,1.33,980.0,1.33,980.0,1.46,1000.0,1.25,980.0,1.89,980.0,2.36,980.0,1.26,980.0,1.28,980.0,1.2,1000.0,1.25,980.0,1.2,1000.0,1.2,1000.0,1.33,1000.0,1.2,1000.0,1.2,1000.0,1.29,980.0,1.33,980.0,1.2,1000.0,33245136,5327845.0,12157288.0,58805.0,1.228487702,1.228487712,1.228487701,1.228487711
Armenian Premier League,2024-05-09,12:00:00,FC Ararat Yerevan,FC Noah,3.7,14.5,1.49,2.18,3.7,17.5,1.66,2.3,1.78,2.52,1.01,1000.0,1.01,1000.0,1.48,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,3.35,1000.0,3.3,1000.0,4.9,1000.0,11.5,1000.0,3.15,1000.0,9.0,1000.0,9.0,1000.0,20.0,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33256665,7180004.0,25068897.0,58805.0,1.228671586,1.228671631,1.228671670,1.228671595
Icelandic 1 Deild,2024-05-09,13:00:00,Thor,Afturelding,2.16,2.9,2.24,3.45,3.25,950.0,2.14,3.45,1.4,1.87,1.01,1000.0,1.01,1000.0,1.5,1000.0,2.5,1000.0,2.62,1000.0,2.92,1000.0,1.01,1000.0,2.86,1000.0,5.6,1000.0,5.1,1000.0,1.01,1000.0,1.01,1000.0,3.95,1000.0,14.0,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33256095,3965658.0,3968885.0,58805.0,1.228670227,1.228670272,1.228670311,1.228670236
Swiss Challenge League,2024-05-09,13:00:00,Stade Nyonnais,Bellinzona,2.1,2.3,3.3,3.95,3.5,3.85,2.0,2.34,1.75,1.99,1.63,1.86,2.16,2.58,2.46,18.5,1.22,17.0,1.22,29.0,1.15,1000.0,4.4,12.5,4.0,9.6,4.8,16.5,1.15,1000.0,1.66,16.0,1.66,12.0,2.84,19.0,1.15,1000.0,1.15,30.0,1.15,24.0,1.11,38.0,1.15,1000.0,1.15,15.5,1.15,36.0,1.11,1000.0,33245367,2597350.0,457840.0,58805.0,1.228486189,1.228486234,1.228486273,1.228486198
Icelandic 1 Deild,2024-05-09,13:00:00,Njardvik,Dalvik/Reynir,1.04,1000.0,1.04,1000.0,1.01,950.0,1.25,1000.0,1.01,5.6,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,2.9,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,18.5,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33256100,3968879.0,6410451.0,58805.0,1.228670134,1.228670179,1.228670218,1.228670143
