League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Finnish Veikkausliiga,2024-06-12,12:00:00,IFK Mariehamn,VPS,4.3,4.6,1.93,1.97,3.7,3.8,1.83,1.93,2.08,2.22,1.95,2.04,1.97,2.06,11.5,12.5,7.8,8.4,9.8,11.5,19.0,24.0,13.0,15.0,7.4,8.4,9.6,11.0,19.0,24.0,24.0,36.0,16.0,20.0,19.0,24.0,25.0,46.0,38.0,120.0,29.0,70.0,32.0,80.0,42.0,980.0,32.0,85.0,12.0,15.5,10.5,1000.0,33332970,1099216.0,139511.0,58805.0,1.229718846,1.229718891,1.229718930,1.229718855
Finnish Veikkausliiga,2024-06-12,12:00:00,FC Inter,Ilves,3.4,3.6,2.14,2.22,3.8,4.0,2.16,2.3,1.77,1.87,1.69,1.76,2.32,2.46,15.5,18.0,10.5,11.5,13.0,15.0,23.0,30.0,14.0,17.5,8.0,9.4,9.8,11.5,18.5,24.0,21.0,29.0,13.0,15.5,15.0,19.0,26.0,34.0,30.0,70.0,22.0,42.0,25.0,48.0,8.2,90.0,21.0,34.0,12.0,14.5,8.8,980.0,33332967,139505.0,1229635.0,58805.0,1.229718755,1.229718800,1.229718839,1.229718764
Finnish Veikkausliiga,2024-06-12,12:00:00,KuPS,Haka,1.58,1.6,6.4,7.0,4.4,4.6,2.02,2.12,1.9,1.98,1.99,2.08,1.93,2.02,14.0,980.0,19.0,22.0,27.0,65.0,46.0,980.0,7.6,8.6,9.0,10.0,21.0,25.0,38.0,120.0,8.2,9.2,9.2,10.5,21.0,25.0,38.0,120.0,13.0,15.0,15.0,17.5,24.0,48.0,42.0,170.0,7.8,8.8,40.0,150.0,12.0,1000.0,33334957,139510.0,516339.0,58805.0,1.229743653,1.229743698,1.229743737,1.229743662
Finnish Veikkausliiga,2024-06-12,12:00:00,SJK,EIF,1.41,1.44,8.6,9.6,5.3,5.6,2.36,2.52,1.66,1.74,1.95,2.04,1.98,2.06,19.5,22.0,25.0,38.0,34.0,100.0,8.0,980.0,8.8,9.8,10.5,13.5,27.0,40.0,40.0,160.0,8.0,9.2,9.2,11.0,21.0,29.0,38.0,140.0,11.0,13.5,12.5,15.0,22.0,42.0,7.8,170.0,5.2,6.0,7.8,190.0,8.2,1000.0,33335006,5418845.0,502408.0,58805.0,1.229744480,1.229744525,1.229744564,1.229744489
Finnish Veikkausliiga,2024-06-12,12:00:00,AC Oulu,Lahti,1.76,1.78,5.1,5.3,4.0,4.3,2.04,2.1,1.92,1.96,1.9,1.99,2.02,2.12,14.0,19.0,16.0,18.0,23.0,50.0,40.0,160.0,7.8,8.8,8.4,9.4,18.0,25.0,32.0,85.0,9.2,10.5,9.2,10.5,19.5,23.0,32.0,90.0,15.5,22.0,16.0,23.0,23.0,46.0,7.8,160.0,9.4,11.0,7.4,100.0,8.0,1000.0,33334959,396699.0,139506.0,58805.0,1.229743563,1.229743608,1.229743647,1.229743572
Finnish Ykkonen,2024-06-12,12:30:00,VIFK,RoPS,1.5,1000.0,1.59,34.0,1.34,32.0,1.34,980.0,1.01,4.1,1.01,1000.0,1.01,1000.0,1.49,1000.0,2.86,1000.0,2.54,1000.0,2.94,1000.0,2.5,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33340048,498148.0,396725.0,58805.0,1.229806911,1.229806956,1.229806995,1.229806920
Finnish Veikkausliiga,2024-06-12,13:00:00,Gnistan,HJK Helsinki,5.3,5.7,1.7,1.73,4.2,4.4,2.02,2.12,1.9,1.99,1.9,2.0,2.0,2.12,14.0,15.5,8.2,9.0,9.0,10.0,15.0,17.0,16.5,18.5,8.6,9.6,9.4,10.0,16.0,18.0,38.0,42.0,18.5,21.0,19.5,22.0,30.0,36.0,42.0,150.0,48.0,75.0,50.0,85.0,40.0,130.0,34.0,85.0,9.0,10.5,17.5,1000.0,33334960,495186.0,6390.0,58805.0,1.229743473,1.229743518,1.229743557,1.229743482
Finnish Ykkonen,2024-06-12,13:00:00,Atlantis,KuPS Akatemia,1.32,1.83,2.16,580.0,1.04,32.0,1.08,990.0,1.01,21.0,1.01,1000.0,1.01,1000.0,1.49,1000.0,2.5,1000.0,2.74,1000.0,1.03,1000.0,2.56,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33340049,174384.0,46147144.0,58805.0,1.229806821,1.229806866,1.229806905,1.229806830
Norwegian 1st Division,2024-06-12,14:00:00,Stabaek,Mjondalen,1.64,1.77,4.4,5.8,4.5,6.2,2.78,3.2,1.45,1.56,1.29,1.95,2.06,9.4,1.21,980.0,20.0,980.0,1.05,1000.0,1.03,1000.0,1.05,980.0,9.2,980.0,14.5,980.0,1.05,1000.0,10.0,1000.0,7.8,980.0,12.5,980.0,1.05,1000.0,13.5,1000.0,11.0,1000.0,17.0,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33334993,50045.0,3782270.0,58805.0,1.229744390,1.229744435,1.229744474,1.229744399
Spanish Segunda Division,2024-06-12,16:00:00,Eibar,Oviedo,1.96,2.02,4.5,4.9,3.4,3.6,1.68,1.75,2.34,2.48,2.02,2.2,1.84,1.97,9.4,10.5,12.0,15.0,21.0,38.0,38.0,980.0,6.8,7.6,7.2,8.0,17.0,21.0,46.0,80.0,9.8,11.0,9.8,11.5,19.5,26.0,9.2,100.0,19.5,25.0,21.0,27.0,27.0,55.0,9.6,980.0,14.0,20.0,9.2,980.0,10.0,1000.0,33336986,247969.0,21678.0,58805.0,1.229770397,1.229770407,1.229770396,1.229770406
Argentinian Primera Division,2024-06-12,17:00:00,Godoy Cruz,Rosario Central,2.14,2.22,4.2,4.7,3.05,3.2,1.46,1.53,2.88,3.15,2.36,2.54,1.65,1.74,6.8,7.6,9.8,10.5,24.0,30.0,75.0,130.0,5.9,6.4,6.8,7.2,18.0,20.0,60.0,140.0,10.0,11.5,11.0,12.5,25.0,30.0,95.0,230.0,25.0,29.0,29.0,34.0,50.0,130.0,100.0,270.0,24.0,34.0,16.5,290.0,19.0,1000.0,33322213,1551296.0,220949.0,58805.0,1.229604370,1.229604380,1.229604369,1.229604379
Argentinian Primera Division,2024-06-12,19:00:00,Argentinos Juniors,Central Cordoba (SdE),1.46,1.5,9.0,10.0,4.4,4.7,1.9,2.02,1.99,2.12,2.2,2.34,1.74,1.82,11.5,1000.0,1.01,1000.0,1.03,1000.0,1.01,1000.0,6.0,1000.0,1.01,1000.0,29.0,1000.0,1.01,1000.0,6.4,1000.0,9.0,1000.0,26.0,1000.0,1.01,1000.0,10.0,1000.0,14.5,1000.0,40.0,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33322212,453739.0,19641049.0,58805.0,1.229604479,1.229604489,1.229604478,1.229604488
