League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
China Chinese Super League,2024-05-16,08:35:00,12,Shandong Luneng,Sichuan Jiuniu,1.61,2.99,8.12,1.27,5.74,9.02,1.25,3.72,1.01,13.0,1.12,5.05,1.45,2.48,1.74,2.04,1.08,1.16,3.16,1.83,1.4,2.05,1.3,3.35,1.14,12.0,6.5,1.3,3.3,1.44,2.6,1.85,1.85,2.35,1.52,3.2,1.3
Serbia SuperLiga,2024-05-16,11:55:00,6,Radnički Kragujevac,Vojvodina,3.0,2.2,3.1,2.44,3.24,2.62,1.35,3.04,1.01,9.9,1.23,3.56,1.76,1.91,1.61,2.12,1.01,1.01,1.72,2.18,1.29,1.61,1.53,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway First Division,2024-05-16,12:00:00,8,Mjøndalen,Åsane,2.7,2.25,3.2,2.1,3.5,2.8,1.3,3.1,1.03,9.0,1.16,4.4,1.55,2.2,1.47,2.45,1.33,1.22,1.57,1.5,0.5,1.56,1.74,3.3,1.67,9.1,2.52,1.22,3.78,1.4,2.64,1.77,2.02,2.22,1.64,2.47,1.51
Czech Republic First League,2024-05-16,12:00:00,3,Bohemians 1905,Karviná,2.35,2.15,4.33,1.83,3.6,4.33,1.36,2.9,1.04,9.0,1.25,3.65,1.85,2.0,1.7,1.95,1.24,1.28,1.95,1.31,0.63,1.6,1.31,2.91,1.51,9.4,2.97,1.19,4.4,1.36,2.79,1.68,2.14,2.09,1.71,2.38,1.55
Czech Republic First League,2024-05-16,12:00:00,3,Jablonec,Pardubice,2.38,2.15,4.33,1.83,3.75,4.0,1.38,2.8,1.05,8.5,1.28,3.48,1.75,1.95,1.73,1.91,1.18,1.22,1.95,1.38,1.13,1.56,1.25,2.81,1.46,9.9,3.12,1.17,4.5,1.3,3.2,1.48,2.56,1.98,1.82,2.24,1.61
Czech Republic First League,2024-05-16,12:00:00,3,Zlín,České Budějovice,2.53,2.1,3.33,2.05,3.3,3.2,1.36,2.9,1.05,8.5,1.25,3.65,1.75,1.95,1.6,2.1,1.25,1.23,1.59,1.2,0.25,1.54,1.41,2.95,1.79,9.4,2.27,1.15,4.75,1.22,3.65,1.4,2.64,1.82,1.98,2.11,1.62
Norway Eliteserien,2024-05-16,13:00:00,8,Brann,Sandefjord,1.67,2.75,6.0,1.25,6.0,10.0,1.25,3.6,1.02,25.0,1.1,5.7,1.44,2.6,1.7,2.0,1.01,1.13,3.4,2.25,0.33,2.1,1.38,3.48,1.11,13.0,7.5,1.1,6.2,1.24,3.8,1.43,2.62,1.73,2.0,2.15,1.62
Norway Eliteserien,2024-05-16,13:00:00,8,Haugesund,Kristiansund,2.4,2.1,4.33,1.91,3.4,4.0,1.38,2.8,1.05,9.5,1.28,3.5,1.9,1.95,1.73,1.95,1.25,1.25,1.85,0.0,1.33,1.33,1.08,2.41,1.5,9.0,2.88,1.1,5.35,1.24,3.8,1.4,2.75,1.77,1.95,2.17,1.61
Norway Eliteserien,2024-05-16,13:00:00,8,Sarpsborg 08,HamKam,2.31,2.52,4.62,1.73,4.0,4.2,1.28,3.75,1.02,19.0,1.2,4.5,1.6,2.2,1.62,2.25,1.24,1.19,2.15,1.0,0.6,1.5,1.19,2.69,1.44,9.5,3.1,1.09,6.4,1.22,4.0,1.37,2.85,1.7,2.05,2.07,1.67
Norway Eliteserien,2024-05-16,13:00:00,8,Viking,Lillestrøm,2.15,2.45,3.9,1.73,4.0,4.2,1.27,3.4,1.02,10.0,1.17,5.33,1.53,2.35,1.5,2.4,1.16,1.22,2.05,2.0,2.0,1.46,1.38,2.84,1.44,9.0,3.2,1.1,5.4,1.26,3.65,1.44,2.6,1.77,1.95,2.27,1.56
Norway Eliteserien,2024-05-16,13:00:00,8,FK Bodo - Glimt,Tromsø,1.64,3.02,8.67,1.25,6.0,10.0,1.22,3.8,1.02,26.5,1.12,5.75,1.44,2.6,1.8,1.85,1.07,1.14,3.91,2.33,0.0,1.51,1.12,2.63,1.14,12.0,6.0,1.18,4.6,1.32,3.1,1.59,2.22,1.95,1.77,2.55,1.45
Norway Eliteserien,2024-05-16,13:00:00,8,Odd,Molde,5.44,2.55,2.12,5.5,4.0,1.57,1.3,3.2,1.04,10.0,1.2,4.33,1.55,2.3,1.62,2.1,2.35,1.18,1.14,0.5,1.33,1.19,1.28,2.47,3.25,9.0,1.4,1.17,4.8,1.3,3.25,1.48,2.47,1.9,1.8,2.35,1.52
Norway Eliteserien,2024-05-16,13:00:00,8,Rosenborg,KFUM,2.25,2.45,5.18,1.73,3.8,4.5,1.35,3.33,1.02,10.5,1.21,3.75,1.7,2.0,1.76,2.1,1.22,1.26,2.19,2.0,2.33,1.09,1.1,2.19,1.57,8.5,2.75,1.21,4.2,1.37,2.85,1.67,2.07,2.05,1.7,2.77,1.39
Norway First Division,2024-05-16,13:00:00,8,Aalesund,Sogndal,2.57,2.27,3.64,2.05,3.5,2.9,1.31,3.28,1.01,11.0,1.18,4.15,1.65,2.15,1.55,2.29,1.33,1.26,1.71,0.25,0.75,1.2,0.96,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,1.95,0.0,0.0
Norway First Division,2024-05-16,13:00:00,8,Levanger,Ranheim,2.3,2.34,4.1,1.95,3.5,3.1,1.28,3.44,1.03,12.0,1.15,4.45,1.57,2.15,1.55,2.29,1.23,1.23,1.97,1.33,0.5,1.49,1.45,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.0,0.0,0.0,0.0,0.0
Norway Eliteserien,2024-05-16,13:00:00,8,Fredrikstad,Strømsgodset,2.7,2.1,3.7,2.05,3.4,3.5,1.38,2.8,1.05,9.0,1.3,3.45,1.98,1.88,1.7,2.0,1.3,1.25,1.73,1.33,1.5,1.32,1.33,2.65,1.73,8.5,2.4,1.18,4.6,1.29,3.3,1.51,2.37,1.95,1.77,2.45,1.49
Egypt Egyptian Premier League,2024-05-16,13:00:00,23,ENPPI,Coca-Cola,3.5,1.83,3.6,2.5,2.8,2.7,1.63,2.24,1.14,5.52,1.55,2.2,2.77,1.39,2.25,1.57,1.37,1.36,1.44,1.45,1.6,1.19,1.41,2.6,2.3,8.2,1.78,1.36,2.79,1.71,2.09,2.16,1.67,2.84,1.35,3.7,1.23
Denmark Superliga,2024-05-16,13:00:00,8,AGF,Silkeborg,2.88,2.2,3.5,2.25,3.5,2.9,1.36,3.0,1.05,9.5,1.25,3.8,2.0,1.85,1.67,2.1,1.38,1.25,1.6,1.36,0.79,1.46,1.12,2.58,1.82,8.0,2.39,1.28,3.3,1.5,2.35,1.85,1.85,2.4,1.49,3.25,1.28
Denmark Superliga,2024-05-16,13:00:00,8,Hvidovre,OB,3.6,2.3,2.63,3.0,3.8,2.15,1.33,3.25,1.02,14.5,1.22,4.3,1.65,2.1,1.62,2.2,1.72,1.24,1.36,0.36,1.64,1.16,1.22,2.38,2.2,8.0,1.91,1.19,4.0,1.37,2.8,1.7,2.05,2.06,1.66,2.7,1.4
Egypt Egyptian Premier League,2024-05-16,13:00:00,23,National Bank of Egypt,Al Masry,1.06,2.02,2.86,3.4,3.05,2.26,1.42,2.81,1.06,8.8,1.38,2.84,2.04,1.72,1.81,1.9,1.6,1.35,1.29,0.91,1.8,1.52,1.1,2.62,1.89,8.5,2.12,1.21,3.74,1.4,2.64,1.75,2.04,2.18,1.66,2.88,1.34
Norway First Division,2024-05-16,13:00:00,8,Vålerenga,Kongsvinger,2.32,2.32,4.3,1.75,3.6,3.6,1.3,3.34,1.01,11.0,1.17,4.25,1.57,2.15,1.58,2.23,1.24,1.24,1.94,1.33,1.33,2.26,1.3,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway First Division,2024-05-16,13:00:00,8,Start,Egersund,2.84,2.36,3.04,2.37,3.4,2.5,1.26,3.62,1.02,19.5,1.13,4.85,1.46,2.41,1.45,2.55,1.48,1.25,1.53,0.67,2.5,1.75,1.5,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,1.82,0.0,0.0,0.0,0.0
Norway First Division,2024-05-16,13:00:00,8,Sandnes Ulf,Bryne,3.6,2.3,2.4,3.1,3.5,1.95,1.27,3.3,1.02,10.0,1.13,4.9,1.53,2.25,1.45,2.45,1.62,1.22,1.3,1.25,1.0,1.46,1.92,3.38,2.62,9.5,1.62,1.16,4.48,1.27,3.38,1.5,2.49,1.82,1.98,2.23,1.62
Norway First Division,2024-05-16,13:00:00,8,Stabæk,Lyn,2.39,2.33,3.9,1.89,3.94,3.35,1.28,3.44,1.03,12.0,1.15,4.45,1.6,2.3,1.53,2.34,1.28,1.25,1.83,3.0,1.33,1.79,1.94,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway First Division,2024-05-16,13:00:00,8,Raufoss,Moss,2.75,2.2,3.2,2.25,3.25,2.7,1.33,2.95,1.03,8.5,1.22,3.7,1.75,1.91,1.6,2.15,1.37,1.2,1.55,1.0,0.33,1.1,1.32,2.42,1.69,9.6,2.44,0.0,0.0,1.23,3.69,1.41,2.6,1.72,2.1,2.13,1.7
Sweden Allsvenskan,2024-05-16,14:00:00,9,Malmö FF,GAIS,1.7,2.65,6.75,1.29,5.5,9.5,1.24,3.8,1.02,24.0,1.15,5.6,1.44,2.6,1.8,1.95,1.09,1.15,3.4,3.0,1.5,2.17,1.58,3.75,1.21,11.0,5.17,1.1,5.35,1.25,3.7,1.45,2.63,1.8,2.0,2.28,1.58
Sweden Allsvenskan,2024-05-16,14:00:00,9,Sirius,IFK Göteborg,2.75,2.15,3.6,2.25,3.4,3.1,1.38,3.0,1.05,12.0,1.28,3.75,1.88,1.98,1.68,2.15,1.35,1.32,1.65,1.0,1.5,1.6,1.88,3.48,1.91,8.0,2.1,1.18,4.6,1.34,3.1,1.6,2.25,2.0,1.75,2.65,1.44
Sweden Allsvenskan,2024-05-16,14:00:00,9,Kalmar,Norrköping,2.8,2.34,3.85,2.2,3.4,3.25,1.36,3.27,1.05,10.0,1.28,3.7,1.83,2.03,1.62,2.1,1.38,1.25,1.7,0.75,1.0,1.31,1.17,2.48,1.83,8.0,2.2,1.18,4.6,1.34,3.1,1.6,2.25,2.0,1.75,2.65,1.44
Serbia SuperLiga,2024-05-16,14:00:00,6,Napredak,Red Star Belgrade,7.0,2.63,1.73,8.14,5.56,1.25,1.25,3.58,1.02,9.05,1.13,4.85,1.5,2.5,1.86,1.8,3.44,1.11,1.03,1.12,2.35,1.29,1.93,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden Allsvenskan,2024-05-16,14:00:00,9,Brommapojkarna,Djurgården,4.08,2.37,2.64,3.4,3.5,2.05,1.34,3.35,1.02,10.5,1.21,3.75,1.75,1.95,1.65,2.18,1.8,1.28,1.31,0.67,2.0,1.58,1.68,3.26,2.53,8.5,1.69,1.18,4.6,1.34,3.1,1.6,2.25,2.0,1.75,2.65,1.44
Spain La Liga,2024-05-16,14:30:00,36,UD Las Palmas,Real Betis,4.5,2.2,2.6,3.6,3.4,2.05,1.4,2.75,1.05,11.0,1.32,3.4,2.06,1.84,1.8,1.95,1.9,1.25,1.26,1.29,1.24,1.16,1.18,2.34,2.25,8.0,1.83,1.17,4.2,1.3,2.9,1.56,2.2,1.91,1.78,2.38,1.48
Denmark Superliga,2024-05-16,15:00:00,8,København,Midtjylland,2.4,2.25,4.33,1.83,3.6,4.2,1.36,3.0,1.05,9.5,1.25,3.85,1.75,1.95,1.7,2.05,1.22,1.22,1.95,2.0,1.79,1.95,1.45,3.4,1.82,8.0,2.33,1.29,3.2,1.54,2.3,1.9,1.8,2.5,1.46,3.4,1.26
Switzerland Super League,2024-05-16,15:30:00,3,Lugano,Winterthur,2.15,2.3,4.5,1.67,4.0,4.5,1.28,3.3,1.04,10.0,1.18,4.75,1.53,2.35,1.55,2.25,1.18,1.2,2.15,1.76,1.06,1.48,1.51,2.99,1.49,9.5,3.24,1.26,3.34,1.5,2.41,1.88,1.86,2.41,1.5,3.28,1.27
Switzerland Super League,2024-05-16,15:30:00,3,Young Boys,St. Gallen,2.55,2.4,3.2,2.15,3.75,3.0,1.22,4.1,1.01,28.0,1.11,6.25,1.33,3.0,1.33,3.0,1.38,1.2,1.7,2.41,1.0,2.07,1.73,3.8,1.77,9.9,2.38,1.09,6.4,1.17,4.25,1.33,2.93,1.58,2.23,1.82,1.98
Italy Serie B,2024-05-16,15:30:00,0,Bari 1908,Ternana,2.54,2.22,4.96,2.05,3.25,3.75,1.44,2.88,1.04,8.5,1.36,3.0,2.0,1.7,1.94,1.82,1.21,1.33,1.87,1.08,1.13,1.42,1.37,2.79,1.59,8.5,2.78,1.2,4.3,1.37,2.95,1.66,2.14,2.05,1.7,2.8,1.4
England Championship,2024-05-16,16:00:00,0,Leeds United,Norwich City,2.05,2.53,6.1,1.44,4.33,7.0,1.33,3.24,1.01,14.0,1.24,4.2,1.65,2.1,1.79,1.98,1.12,1.17,2.45,1.94,1.57,1.7,1.19,2.89,1.26,9.0,5.0,1.17,4.45,1.33,3.1,1.57,2.35,1.95,1.77,2.4,1.53
Portugal LigaPro,2024-05-16,16:15:00,34,FC Penafiel,Torreense,2.83,2.06,3.76,2.1,3.1,3.1,1.43,2.7,1.03,8.3,1.32,2.98,2.0,1.67,1.81,1.89,1.34,1.31,1.61,1.5,1.38,1.5,1.25,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain La Liga,2024-05-16,16:30:00,36,Almería,FC Barcelona,5.0,2.75,1.91,5.25,4.75,1.5,1.2,4.33,1.02,29.0,1.11,6.5,1.36,3.1,1.53,2.38,2.65,1.15,1.14,0.47,1.94,1.61,1.51,3.12,3.0,8.0,1.52,1.22,3.5,1.42,2.5,1.74,1.96,2.17,1.58,2.75,1.35
Spain La Liga,2024-05-16,17:00:00,36,Real Sociedad,Valencia CF,2.2,2.1,6.5,1.57,3.8,6.0,1.44,2.63,1.07,9.0,1.4,2.95,2.2,1.65,2.2,1.62,1.12,1.22,2.4,1.59,1.06,1.52,1.01,2.53,1.26,10.0,5.1,1.37,2.7,1.66,2.05,2.08,1.64,2.65,1.38,3.6,1.21
