League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
South Korea K League 2,2024-09-30,07:30:00,33,Jeonnam Dragons,Bucheon 1995,2.88,2.25,3.4,2.25,3.4,2.65,1.33,3.25,1.01,11.0,1.2,4.0,1.75,1.95,1.62,2.2,1.38,1.26,1.57,1.48,1.55,1.53,1.4,2.93,2.17,6.0,2.04,1.37,2.58,1.9,1.9,2.22,1.63,2.94,1.28,3.9,1.2
South Korea K League 2,2024-09-30,07:30:00,33,Seoul E-Land,Gimpo Citizen,2.5,2.2,4.5,1.73,3.6,3.75,1.4,2.75,1.02,10.0,1.25,3.6,1.85,1.85,1.8,1.91,1.21,1.21,1.85,1.66,1.33,1.53,1.3,2.83,1.58,7.7,2.82,1.65,2.19,1.98,1.82,2.72,1.33,3.84,1.17,5.0,1.12
Croatia Prva HNL,2024-09-30,11:00:00,8,Gorica,Slaven Koprivnica,3.25,2.05,3.5,2.5,3.1,2.7,1.47,2.5,1.05,8.0,1.3,3.2,2.1,1.7,1.83,1.83,1.4,1.28,1.52,1.25,0.0,1.08,1.36,2.44,2.13,6.1,2.12,1.36,2.9,1.95,1.85,2.07,1.72,3.05,1.33,3.6,1.25
Finland Veikkausliiga,2024-09-30,12:00:00,3,Inter Turku,Lahti,2.12,2.35,5.1,1.5,4.0,5.0,1.32,3.22,1.01,11.0,1.17,3.86,1.6,2.2,1.73,2.03,1.16,1.23,2.31,1.83,0.5,1.65,1.0,2.65,1.37,9.5,3.82,1.23,3.95,1.43,2.7,1.75,2.0,2.25,1.6,3.05,1.35
Sweden Allsvenskan,2024-09-30,14:00:00,25,Brommapojkarna,Västerås SK,2.75,2.3,3.5,2.0,3.65,3.25,1.3,3.4,1.03,9.0,1.25,3.6,1.85,1.85,1.62,2.2,1.41,1.29,1.63,1.0,0.73,1.52,1.61,3.13,1.77,6.75,2.08,1.17,4.9,1.3,3.1,1.42,2.35,1.83,1.85,2.23,1.57
Sweden Superettan,2024-09-30,14:00:00,25,Öster,Utsikten,1.81,2.64,6.93,1.36,4.5,6.75,1.29,3.5,1.01,12.0,1.13,4.5,1.6,2.2,1.7,2.05,1.08,1.18,2.7,2.08,1.08,2.07,1.31,3.38,1.29,7.5,3.45,1.16,4.4,1.28,3.2,1.48,2.45,1.74,1.98,2.12,1.63
Sweden Superettan,2024-09-30,14:00:00,25,Östersunds FK,Oddevold,2.66,2.29,3.94,2.05,3.3,3.25,1.34,3.18,1.05,9.9,1.25,3.82,1.8,1.9,1.67,2.1,1.3,1.29,1.7,1.83,0.83,1.67,1.34,3.01,1.58,6.75,2.4,1.18,4.1,1.32,3.05,1.53,2.32,1.84,1.84,2.25,1.55
Poland Ekstraklasa,2024-09-30,14:00:00,10,Cracovia Kraków,Stal Mielec,2.38,2.2,4.75,1.7,3.45,4.1,1.36,3.0,1.03,9.0,1.24,3.22,1.85,1.85,1.8,1.95,1.14,1.27,2.0,1.75,0.0,1.42,1.08,2.5,1.36,8.3,4.26,1.29,3.3,1.5,2.55,1.92,1.88,2.33,1.58,2.9,1.36
Denmark Superliga,2024-09-30,14:00:00,10,Nordsjælland,Brøndby,3.0,2.4,3.0,2.4,3.75,2.5,1.29,3.5,1.01,16.5,1.12,4.4,1.45,2.55,1.44,2.63,1.5,1.24,1.58,1.8,1.6,1.74,2.05,3.79,1.95,7.6,2.2,1.21,3.8,1.4,2.65,2.1,2.0,2.15,1.61,2.8,1.36
Bulgaria First League,2024-09-30,14:00:00,10,Septemvri Sofia,Spartak Varna,3.6,2.05,3.1,5.0,3.6,1.57,1.44,2.63,1.02,7.3,1.33,2.73,2.1,1.65,1.83,1.83,1.95,1.22,1.16,0.8,1.6,1.26,1.27,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
