League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Bulgaria First League,2024-10-25,08:00:00,13,Arda,Septemvri Sofia,2.05,2.2,7.5,1.44,3.9,6.5,1.44,2.63,1.02,7.3,1.38,2.9,2.1,1.65,2.25,1.57,1.08,1.2,2.35,2.6,1.2,1.32,1.19,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria First League,2024-10-25,10:30:00,13,Botev Plovdiv,Cherno More,3.25,1.95,3.75,2.4,3.1,2.7,1.53,2.38,1.03,6.6,1.48,2.45,2.3,1.53,2.0,1.73,1.4,1.34,1.49,1.75,1.4,1.38,1.37,2.75,0.0,0.0,0.0,0.0,0.0,1.46,2.59,1.79,2.0,2.24,1.61,0.0,0.0
Serbia SuperLiga,2024-10-25,11:30:00,13,IMT Novi Beograd,Tekstilac Odžaci,2.6,2.2,3.75,1.57,3.7,5.0,1.36,3.0,1.05,8.5,1.25,3.65,1.99,1.83,1.67,2.1,1.28,1.25,1.77,0.8,0.6,1.17,1.26,2.43,1.55,8.0,3.02,1.46,2.46,1.82,1.98,2.25,1.54,2.9,1.33,4.0,1.18
Poland Ekstraklasa,2024-10-25,13:00:00,13,Piast Gliwice,Lechia Gdańsk,2.1,2.25,6.0,1.5,3.9,5.5,1.38,2.8,1.03,9.0,1.25,3.6,1.9,1.8,2.0,1.75,1.11,1.2,2.5,1.6,0.67,1.42,1.17,2.59,1.22,8.6,5.9,1.24,3.22,1.48,2.33,2.0,1.8,2.38,1.46,3.14,1.25
Croatia Prva HNL,2024-10-25,13:00:00,11,Slaven Koprivnica,Šibenik,2.5,2.1,4.75,1.83,3.3,4.1,1.41,2.79,1.05,8.0,1.33,3.0,2.08,1.73,1.91,1.8,1.26,1.31,1.73,1.0,1.0,1.48,0.93,2.41,1.44,7.0,3.72,1.26,3.08,1.51,2.26,1.92,1.79,2.43,1.44,3.28,1.23
Bulgaria First League,2024-10-25,13:00:00,13,Levski Sofia,Beroe,1.73,2.4,12.0,1.2,5.0,13.0,1.44,2.63,1.01,8.0,1.3,3.25,2.0,1.7,3.0,1.36,1.0,1.13,3.92,3.0,1.67,2.02,1.23,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria 2. Liga,2024-10-25,13:00:00,11,Amstetten,Floridsdorfer AC,3.0,2.2,3.1,2.38,3.5,2.5,1.33,3.15,1.01,11.0,1.18,3.74,1.68,2.05,1.62,2.2,1.46,1.27,1.51,1.8,0.8,1.61,1.16,2.77,1.83,6.65,2.44,0.0,0.0,1.28,2.94,1.83,2.19,1.95,1.76,2.46,1.43
Austria 2. Liga,2024-10-25,13:00:00,11,Ried,Kapfenberger SV,1.8,2.5,6.5,1.29,5.0,8.0,1.24,3.7,1.01,17.0,1.12,4.45,1.5,2.41,1.83,1.83,1.03,1.1,3.3,1.4,2.4,1.24,1.2,2.44,1.2,11.25,5.6,1.23,3.28,1.45,2.41,1.83,1.87,2.3,1.49,3.02,1.27
Austria 2. Liga,2024-10-25,13:00:00,11,First Vienna,Voitsberg,2.38,2.3,3.75,1.65,3.9,4.0,1.28,3.48,1.01,13.0,1.13,4.3,1.55,2.25,1.57,2.25,1.21,1.22,2.05,1.2,1.0,1.17,1.4,2.57,1.53,6.95,3.24,0.0,0.0,1.34,2.69,2.1,2.04,2.09,1.66,2.69,1.36
Serbia SuperLiga,2024-10-25,13:30:00,13,Radnički Kragujevac,Jedinstvo Ub,1.83,2.4,7.0,1.29,4.8,9.0,1.33,3.25,1.04,9.5,1.22,3.95,1.7,2.03,2.0,1.73,1.04,1.14,3.0,1.33,0.17,1.54,1.0,2.54,1.26,9.5,4.66,1.4,2.65,1.7,2.03,2.1,1.61,2.7,1.39,3.7,1.22
