League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Japan J1 League,2024-11-16,02:00:00,29,Jubilo Iwata,Yokohama F. Marinos,4.0,2.3,2.3,2.5,3.8,2.3,1.28,3.4,1.01,13.0,1.13,4.85,1.5,2.4,1.48,2.4,1.93,1.2,1.25,1.12,1.35,1.24,1.48,2.72,2.15,8.5,1.83,1.13,5.0,1.25,3.6,1.42,2.62,1.77,1.95,2.09,1.73
England EFL League One,2024-11-16,09:30:00,16,Exeter City,Lincoln City,3.2,2.1,3.5,2.5,3.25,2.88,1.44,2.63,1.06,8.5,1.3,3.4,1.93,1.77,1.8,1.95,1.42,1.28,1.5,2.0,1.71,1.45,1.02,2.47,1.66,6.5,2.32,1.24,3.55,1.39,2.75,1.67,2.08,2.08,1.67,2.68,1.41
Spain Segunda División,2024-11-16,10:00:00,15,SD Eibar,Racing Club de Ferrol,2.5,2.0,5.5,1.7,3.5,4.8,1.5,2.5,1.09,7.0,1.45,2.7,2.28,1.56,2.2,1.62,1.15,1.25,2.05,1.86,1.0,1.43,0.85,2.28,1.49,6.25,2.8,1.47,2.4,1.79,1.87,2.28,1.53,2.95,1.33,3.95,1.18
England EFL League Two,2024-11-16,12:00:00,16,Newport County,Grimsby Town,3.5,2.2,3.0,3.0,3.4,2.38,1.36,3.0,1.05,9.5,1.28,3.65,1.8,1.95,1.67,2.1,1.57,1.25,1.4,1.86,1.88,1.11,1.08,2.19,2.43,8.5,1.75,1.2,4.0,1.36,2.88,1.62,2.16,1.99,1.73,2.55,1.45
England EFL League Two,2024-11-16,12:00:00,16,Barrow,AFC Wimbledon,3.4,2.0,3.5,2.7,3.1,2.8,1.5,2.5,1.08,7.5,1.42,2.85,2.2,1.61,1.91,1.8,1.44,1.3,1.48,1.88,0.67,1.39,1.14,2.53,2.1,8.0,1.91,1.29,3.25,1.52,2.36,1.87,1.83,2.39,1.51,3.2,1.3
England EFL League Two,2024-11-16,12:00:00,16,Bromley,Carlisle United,2.63,2.2,4.0,2.05,3.4,3.6,1.36,3.0,1.05,9.5,1.28,3.55,1.83,1.91,1.73,2.0,1.28,1.25,1.77,0.86,0.88,1.45,1.0,2.45,1.91,8.0,2.2,1.27,3.38,1.49,2.44,1.82,1.88,2.32,1.54,3.05,1.33
England EFL League Two,2024-11-16,12:00:00,16,Colchester United,Bradford City,3.4,2.1,3.2,2.8,3.3,2.5,1.4,2.75,1.06,8.5,1.33,3.25,1.91,1.8,1.73,2.0,1.5,1.28,1.42,1.14,1.0,1.66,1.31,2.97,1.91,8.0,2.2,1.25,3.58,1.45,2.55,1.75,1.96,2.21,1.59,2.9,1.36
England EFL League Two,2024-11-16,12:00:00,16,Crewe Alexandra,Notts County,3.4,2.2,3.1,2.88,3.3,2.45,1.4,2.75,1.06,8.5,1.3,3.45,1.85,1.83,1.73,2.0,1.53,1.25,1.42,2.0,1.75,1.19,1.2,2.39,2.05,8.0,1.95,0.0,0.0,1.36,2.88,1.62,2.16,1.99,1.72,2.55,1.45
England EFL League Two,2024-11-16,12:00:00,16,Doncaster Rovers,Salford City,2.3,2.2,5.0,1.7,3.7,5.0,1.4,2.75,1.05,9.5,1.28,3.6,1.83,1.85,1.83,1.83,1.18,1.2,2.1,1.75,1.14,1.38,1.13,2.51,1.51,8.5,3.07,1.25,3.58,1.45,2.55,1.75,1.96,2.21,1.59,2.9,1.36
England EFL League Two,2024-11-16,12:00:00,16,Milton Keynes Dons,Cheltenham Town,2.3,2.25,5.0,1.67,3.8,5.5,1.36,3.0,1.05,9.5,1.28,3.65,1.8,1.91,1.8,1.91,1.18,1.22,2.1,1.75,1.0,1.29,1.13,2.42,1.45,8.5,3.29,1.23,3.28,1.46,2.38,1.85,1.95,2.33,1.48,3.08,1.26
