League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Slovenia PrvaLiga,2024-04-10,09:45:00,30,Celje,Bravo,1.95,2.42,6.94,1.32,4.5,7.0,1.35,3.1,1.03,9.0,1.29,3.4,1.81,2.01,2.05,1.75,1.11,1.22,2.7,2.33,1.13,1.98,1.48,3.46,1.41,8.9,3.38,1.25,3.6,1.42,2.62,1.69,2.12,2.11,1.69,2.62,1.42
Slovenia PrvaLiga,2024-04-10,11:45:00,30,Domžale,Rogaška,2.5,2.13,4.05,1.95,3.3,3.3,1.38,2.9,1.01,9.3,1.26,3.34,1.85,1.85,1.71,1.97,1.26,1.26,1.74,1.14,1.07,1.55,1.27,2.82,1.9,8.7,2.1,1.29,3.3,1.48,2.5,1.75,1.95,2.2,1.62,2.8,1.38
Slovenia PrvaLiga,2024-04-10,13:45:00,30,Olimpija,Radomlje,1.8,2.5,6.0,1.36,4.4,6.1,1.3,3.2,1.03,10.0,1.2,4.33,1.62,2.18,1.87,1.87,1.05,1.12,3.0,1.79,1.07,2.12,1.36,3.48,1.19,10.75,5.35,1.25,3.6,1.44,2.6,1.74,2.06,2.19,1.65,2.62,1.42
England EFL League One,2024-04-10,15:45:00,33,Peterborough United,Port Vale,2.0,2.4,6.0,1.45,4.75,6.1,1.33,3.25,1.04,10.0,1.22,4.2,1.6,2.2,1.8,1.95,1.13,1.2,2.5,1.85,0.9,1.6,1.17,2.77,1.41,9.5,3.48,1.15,4.75,1.22,3.65,1.42,2.65,1.95,1.85,2.14,1.63
England EFL League One,2024-04-10,15:45:00,43,Wycombe Wanderers,Derby County,4.5,2.15,2.4,3.65,3.35,2.05,1.38,2.8,1.07,8.0,1.35,3.1,2.02,1.72,1.8,1.85,1.88,1.3,1.25,1.43,1.86,1.45,1.36,2.81,2.55,7.5,1.69,1.13,6.07,1.26,3.83,1.47,2.69,1.76,2.06,2.17,1.69
England Championship,2024-04-10,15:45:00,42,Birmingham City,Cardiff City,2.5,2.1,4.75,1.95,3.5,3.8,1.44,2.63,1.06,10.0,1.33,3.3,2.07,1.76,1.83,1.83,1.26,1.26,1.87,1.5,1.3,1.29,1.08,2.37,1.8,7.65,2.77,1.21,4.44,1.4,2.97,1.67,2.2,2.06,1.76,2.66,1.48
England Championship,2024-04-10,15:45:00,42,Bristol City,Blackburn Rovers,2.9,2.0,3.55,2.25,3.25,3.15,1.42,2.65,1.07,8.0,1.35,3.1,2.0,1.81,1.75,1.95,1.36,1.3,1.57,1.5,1.1,1.23,1.21,2.44,1.57,8.35,3.4,1.15,5.39,1.31,3.48,1.54,2.49,1.85,1.95,2.33,1.6
England Championship,2024-04-10,15:45:00,42,Hull City,Middlesbrough,2.75,2.15,3.5,2.25,3.4,3.05,1.36,2.9,1.05,9.5,1.25,3.75,1.79,2.02,1.62,2.15,1.35,1.25,1.62,1.4,1.5,1.53,1.36,2.89,2.04,7.43,2.33,1.22,4.36,1.41,2.93,1.69,2.18,2.08,1.75,2.7,1.46
England Championship,2024-04-10,15:45:00,42,Ipswich Town,Watford,1.85,2.6,5.75,1.41,4.75,7.0,1.28,3.3,1.03,18.25,1.19,4.75,1.58,2.38,1.75,1.95,1.13,1.19,2.7,2.45,1.4,1.8,1.18,2.98,1.21,11.7,7.4,1.23,4.2,1.43,2.84,1.72,2.13,2.13,1.72,2.78,1.44
England Championship,2024-04-10,16:00:00,42,West Bromwich Albion,Rotherham United,1.8,2.4,9.0,1.32,5.1,9.5,1.36,3.0,1.04,13.0,1.26,4.0,1.8,2.0,2.25,1.57,1.04,1.13,3.4,2.15,0.2,1.33,0.9,2.23,1.09,13.0,8.85,1.17,5.04,1.34,3.29,1.58,2.38,1.92,1.88,2.43,1.56
Scotland Premiership,2024-04-10,16:00:00,30,Dundee,Rangers,7.0,2.6,1.83,8.0,5.4,1.3,1.29,3.5,1.02,17.0,1.18,5.0,1.45,2.55,1.8,1.95,3.1,1.12,1.07,1.47,2.43,1.33,1.83,3.16,4.46,11.0,1.26,1.11,6.0,1.19,3.96,1.36,2.79,1.68,2.14,2.04,1.75
England Championship,2024-04-10,16:00:00,42,Swansea City,Stoke City,3.0,2.2,3.5,2.4,3.25,2.95,1.4,2.75,1.06,10.0,1.32,3.4,1.96,1.85,1.73,2.0,1.4,1.28,1.6,1.15,1.1,1.33,1.24,2.57,1.83,6.5,2.5,1.22,4.28,1.42,2.89,1.7,2.15,2.1,1.73,2.74,1.45
