League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Belgium Pro League,2024-01-31,14:45:00,23,OH Leuven,KRC Genk,4.66,2.55,2.26,4.51,4.45,1.58,1.26,3.5,1.02,19.0,1.17,5.0,1.64,2.25,1.57,2.3,2.2,1.18,1.2,1.09,1.64,1.3,1.77,3.07,3.35,7.9,1.53,1.16,5.0,1.28,3.4,1.55,2.41,1.86,1.94,2.28,1.61
Belgium Pro League,2024-01-31,14:45:00,23,Sporting Charleroi,AS Eupen,2.13,2.34,5.1,1.55,4.11,5.16,1.32,3.22,1.04,11.5,1.19,3.94,1.75,2.08,1.74,2.02,1.16,1.23,2.31,1.64,0.91,1.52,1.11,2.63,1.35,8.6,4.6,1.23,4.0,1.4,2.8,1.58,2.34,1.93,1.87,2.42,1.55
Spain La Liga,2024-01-31,15:00:00,20,FC Barcelona,CA Osasuna,1.73,2.63,8.5,1.25,5.25,9.21,1.29,3.5,1.02,19.0,1.15,4.45,1.57,2.43,1.95,1.8,1.06,1.14,3.5,2.18,1.1,2.04,1.25,3.29,1.28,10.0,4.8,1.24,3.3,1.45,2.43,1.79,1.9,2.23,1.55,2.88,1.33
Portugal Liga NOS,2024-01-31,15:45:00,19,Rio Ave FC,GD Estoril Praia,0.0,0.0,0.0,2.04,3.37,3.18,0.0,0.0,0.0,0.0,0.0,0.0,1.89,1.82,0.0,0.0,0.0,0.0,0.0,1.33,0.44,1.16,1.17,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland Super League,2024-01-31,16:30:00,21,Lugano,Grasshopper,2.3,2.4,4.33,1.67,4.01,3.82,1.3,3.4,1.01,16.5,1.16,4.35,1.58,2.3,1.62,2.2,1.2,1.22,2.1,1.6,0.7,1.52,1.41,2.93,1.75,8.0,2.52,1.21,3.74,1.42,2.65,1.78,2.02,2.22,1.65,2.91,1.33
Switzerland Super League,2024-01-31,16:30:00,21,St. Gallen,Servette,2.5,2.4,3.6,1.87,3.79,3.2,1.25,3.75,1.01,17.5,1.13,4.8,1.57,2.25,1.44,2.63,1.29,1.25,1.8,2.7,1.6,1.98,1.75,3.73,1.75,8.5,2.41,1.16,4.3,1.33,2.91,1.63,2.26,1.99,1.82,2.5,1.52
Switzerland Super League,2024-01-31,16:30:00,21,Zürich,Lausanne Sport,2.4,2.3,4.33,1.61,3.92,4.3,1.33,3.25,1.0,10.5,1.21,3.75,1.73,2.04,1.67,2.1,1.2,1.25,2.0,1.9,0.5,1.63,1.49,3.12,1.59,8.5,2.89,1.21,3.74,1.42,2.65,1.75,2.01,2.19,1.6,2.88,1.34
England Premier League,2024-01-31,16:30:00,22,Tottenham Hotspur,Brentford,2.1,2.5,4.75,1.62,3.81,4.51,1.25,3.75,1.03,22.0,1.16,5.6,1.62,2.31,1.57,2.25,1.18,1.22,2.2,2.1,0.78,2.03,1.33,3.36,1.49,8.5,3.1,1.17,4.1,1.32,2.9,1.57,2.2,1.93,1.76,2.43,1.46
England Premier League,2024-01-31,16:30:00,22,Manchester City,Burnley,1.4,3.4,15.0,1.11,7.31,15.43,1.2,4.33,1.01,26.0,1.09,8.0,1.36,2.81,2.38,1.53,1.01,1.06,8.0,2.33,0.8,1.67,1.08,2.75,1.1,17.0,10.5,1.18,4.0,1.33,2.85,1.57,2.18,1.93,1.76,2.4,1.46
England Championship,2024-01-31,16:45:00,29,Sheffield Wednesday,Watford,3.25,2.1,3.25,2.68,3.23,2.39,1.4,2.75,1.05,9.0,1.3,3.45,1.79,1.92,1.73,2.0,1.45,1.25,1.5,1.07,1.43,1.22,1.17,2.39,1.66,7.5,2.75,1.23,3.95,1.43,2.7,1.75,2.0,2.25,1.6,3.05,1.35
Belgium Pro League,2024-01-31,17:00:00,23,Standard Liège,Royal Antwerp FC,4.45,2.2,2.42,4.12,3.68,1.78,1.36,2.99,1.01,9.7,1.24,3.5,1.78,1.98,1.74,2.02,1.92,1.28,1.25,1.27,0.91,1.29,1.33,2.62,3.05,7.2,1.62,1.35,3.05,1.6,2.25,1.97,1.78,2.5,1.48,3.4,1.3
Belgium Pro League,2024-01-31,17:00:00,23,Union Saint-Gilloise,RWDM,1.55,2.9,7.5,1.18,6.58,10.77,1.22,3.9,1.02,13.0,1.13,6.0,1.36,2.74,1.95,1.73,1.04,1.09,4.33,2.55,0.73,2.0,1.01,3.01,1.07,15.0,13.0,1.22,4.1,1.38,2.85,1.65,2.2,2.0,1.75,2.55,1.46
Spain La Liga,2024-01-31,17:00:00,20,Atlético Madrid,Rayo Vallecano,1.95,2.4,6.5,1.32,4.8,7.4,1.33,3.25,1.04,17.5,1.22,4.33,1.66,2.23,1.91,1.91,1.11,1.19,2.7,2.82,1.45,1.65,1.17,2.82,1.47,8.5,3.2,1.29,3.05,1.53,2.25,1.91,1.78,2.43,1.46,3.2,1.26
England Premier League,2024-01-31,17:15:00,22,Liverpool,Chelsea,2.05,2.6,4.75,1.63,3.6,4.78,1.25,3.75,1.04,21.0,1.14,6.0,1.8,2.01,1.53,2.38,1.17,1.2,2.45,2.6,1.3,2.28,1.52,3.8,1.47,8.5,3.25,1.23,3.4,1.45,2.45,1.78,1.91,2.23,1.55,2.9,1.32
Portugal Liga NOS,2024-01-31,17:45:00,19,Sporting Braga,GD Chaves,0.0,0.0,0.0,1.23,5.59,9.27,0.0,0.0,0.0,0.0,0.0,0.0,1.44,2.52,0.0,0.0,0.0,0.0,0.0,1.75,0.44,1.78,1.28,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
