League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Switzerland Challenge League,2024-01-30,15:30:00,16,Wil,FC Schaffhausen,2.38,2.25,4.0,1.75,3.65,4.2,1.31,3.17,1.02,10.0,1.22,4.0,1.66,2.09,1.67,2.1,1.22,1.24,1.88,1.22,0.38,1.58,1.1,2.68,1.41,8.9,3.38,1.2,3.88,1.37,2.75,2.2,2.05,2.05,1.65,2.67,1.39
Switzerland Challenge League,2024-01-30,16:15:00,16,Baden,Aarau,4.0,2.38,2.25,3.95,3.85,1.77,1.29,3.5,1.03,11.0,1.17,4.5,1.52,2.36,1.57,2.25,1.87,1.2,1.22,0.63,1.0,1.42,1.52,2.94,2.55,8.6,1.64,0.0,0.0,1.23,3.56,1.36,2.79,1.62,2.1,2.03,1.7
Belgium Pro League,2024-01-30,16:30:00,23,Club Brugge,KV Kortrijk,1.44,3.53,11.83,1.12,9.5,15.0,1.17,4.6,1.01,42.0,1.09,8.3,1.4,2.82,2.05,1.68,1.03,1.06,6.5,2.09,0.45,1.73,0.99,2.72,1.06,17.0,10.7,1.16,4.4,1.33,3.04,1.59,2.27,1.95,1.76,2.5,1.44
Belgium Pro League,2024-01-30,16:30:00,23,KVC Westerlo,Cercle Brugge,3.92,2.33,2.45,3.4,4.0,1.95,1.3,3.34,1.02,10.0,1.16,4.3,1.6,2.25,1.56,2.33,1.84,1.27,1.3,1.0,1.27,1.35,1.76,3.11,2.66,9.3,1.64,1.19,3.92,1.39,2.76,1.7,2.08,2.14,1.63,2.79,1.36
Switzerland Super League,2024-01-30,16:30:00,21,Winterthur,Basel,2.75,2.3,3.3,2.35,3.55,2.85,1.3,3.2,1.02,10.0,1.2,4.0,1.7,2.03,1.55,2.3,1.4,1.33,1.57,1.8,0.8,1.59,1.35,2.94,1.68,9.4,2.61,1.18,4.1,1.37,2.84,1.67,2.13,2.07,1.67,2.67,1.39
Switzerland Super League,2024-01-30,16:30:00,21,Young Boys,Yverdon Sport,1.73,2.7,5.75,1.33,5.75,7.5,1.21,4.0,1.01,18.5,1.11,6.25,1.46,2.52,1.65,2.1,1.09,1.14,3.2,2.6,0.6,1.91,1.11,3.02,1.25,11.7,4.99,1.1,5.4,1.23,3.56,1.43,2.62,1.74,2.02,2.16,1.62
England Premier League,2024-01-30,16:30:00,22,Nottingham Forest,Arsenal,6.5,2.4,1.95,8.5,4.4,1.43,1.33,3.25,1.05,18.0,1.22,4.28,1.66,2.14,1.95,1.8,2.85,1.19,1.11,1.2,1.7,1.27,1.49,2.76,5.0,10.5,1.26,1.18,4.0,1.34,2.8,1.58,2.16,1.95,1.74,2.45,1.45
Scotland Premiership,2024-01-30,16:45:00,15,Livingston,Ross County,2.88,2.05,4.0,2.45,3.2,3.0,1.5,2.5,1.07,8.5,1.5,2.4,2.31,1.57,1.95,1.8,1.34,1.31,1.62,0.64,0.7,1.16,1.12,2.28,1.95,8.0,2.05,1.16,4.35,1.31,3.0,1.57,2.2,1.95,1.7,2.6,1.41
England EFL League Two,2024-01-30,16:45:00,21,Sutton United,Harrogate Town,2.63,2.2,4.0,2.35,3.25,2.7,1.36,3.0,1.05,9.0,1.25,3.75,1.92,1.88,1.73,2.0,1.27,1.27,1.85,1.0,1.77,1.27,1.11,2.38,1.59,8.0,2.8,1.24,3.5,1.46,2.45,1.85,1.95,2.4,1.47,3.3,1.27
England EFL League One,2024-01-30,16:45:00,18,Oxford United,Portsmouth,3.2,2.2,3.2,2.7,3.3,2.4,1.36,3.0,1.0,10.2,1.22,3.66,1.77,1.94,1.67,2.1,1.55,1.3,1.46,1.85,2.07,1.52,1.47,2.99,2.3,9.4,1.81,1.17,4.4,1.3,3.08,1.62,2.26,1.97,1.83,2.46,1.53
Scotland Premiership,2024-01-30,16:45:00,9,Aberdeen,Dundee,2.3,2.2,5.0,1.75,3.55,4.8,1.4,2.75,1.04,12.0,1.3,3.5,1.96,1.9,1.95,1.8,1.18,1.26,2.05,1.22,1.18,1.31,1.2,2.51,1.45,9.0,3.19,1.18,4.7,1.26,3.4,1.47,2.37,1.93,1.88,2.37,1.47
England Championship,2024-01-30,16:45:00,29,Coventry City,Bristol City,2.4,2.2,4.75,1.83,3.6,4.1,1.36,3.0,1.05,11.0,1.32,3.4,1.91,1.96,1.8,1.91,1.15,1.27,1.95,1.79,1.14,1.45,1.16,2.61,1.45,9.0,3.28,1.18,4.6,1.32,3.15,1.53,2.35,1.87,1.85,2.35,1.53
England Premier League,2024-01-30,16:45:00,22,Fulham,Everton,3.1,2.1,3.5,2.5,3.3,2.9,1.4,2.75,1.06,10.0,1.33,3.5,1.95,1.93,1.75,2.0,1.4,1.31,1.53,1.8,1.6,1.48,1.32,2.8,1.8,7.5,2.3,1.22,3.5,1.41,2.55,1.72,1.98,2.15,1.58,2.75,1.35
England Championship,2024-01-30,16:45:00,29,Leicester City,Swansea City,1.8,2.6,7.5,1.33,5.25,8.5,1.29,3.5,1.02,19.0,1.18,5.0,1.54,2.38,1.83,1.83,1.07,1.16,3.2,2.43,1.14,1.74,1.15,2.89,1.34,9.5,3.86,1.23,4.0,1.4,2.8,1.67,2.1,2.1,1.7,2.65,1.42
England Premier League,2024-01-30,16:45:00,22,Luton Town,Brighton & Hove Albion,4.75,2.4,2.2,4.6,4.2,1.67,1.3,3.4,1.05,17.5,1.21,4.7,1.6,2.25,1.67,2.1,2.2,1.23,1.18,0.8,1.2,1.36,1.48,2.84,2.8,8.0,1.58,1.21,3.6,1.41,2.55,1.71,1.98,2.12,1.61,2.7,1.36
England Premier League,2024-01-30,17:00:00,22,Crystal Palace,Sheffield United,2.25,2.1,6.0,1.65,3.75,5.75,1.44,2.63,1.08,11.0,1.37,3.25,2.03,1.73,2.05,1.7,1.14,1.25,2.25,0.9,0.2,1.3,0.8,2.1,1.42,8.5,3.5,1.29,3.0,1.54,2.25,1.91,1.78,2.43,1.46,3.2,1.26
England Premier League,2024-01-30,17:15:00,22,Aston Villa,Newcastle United,2.5,2.4,3.75,1.9,4.0,3.6,1.29,3.5,1.04,18.0,1.19,5.8,1.5,2.48,1.5,2.5,1.33,1.31,2.0,2.8,0.5,1.63,1.26,2.89,1.66,8.0,2.6,1.27,3.15,1.5,2.33,1.85,1.84,2.33,1.5,3.05,1.29
Portugal LigaPro,2024-01-30,17:15:00,19,Academico Viseu,CD Tondela,2.85,1.99,3.98,2.25,3.0,3.2,1.48,2.54,1.04,7.4,1.38,2.71,2.19,1.6,1.93,1.78,1.27,1.29,1.51,1.88,1.38,1.41,1.16,2.57,1.75,8.5,2.43,0.0,0.0,1.21,3.74,1.38,2.71,1.65,2.05,2.0,1.8
