League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Romania Liga I,2024-02-27,11:15:00,28,U Craiova 1948,CSM Iaşi,2.51,2.26,4.43,1.9,3.3,4.1,1.37,3.03,1.01,9.3,1.28,3.5,2.1,1.71,1.81,1.95,1.23,1.27,1.89,1.46,0.92,1.69,1.36,3.05,1.65,8.3,2.64,1.42,2.57,1.79,1.92,2.3,1.52,3.14,1.29,3.7,1.25
Romania Liga I,2024-02-27,13:30:00,28,Dinamo Bucureşti,Hermannstadt,3.06,2.03,4.02,2.46,2.82,2.51,1.5,2.55,1.05,7.1,1.45,2.6,2.4,1.5,2.0,1.75,1.28,1.3,1.5,0.92,0.77,1.47,1.23,2.7,1.67,8.2,2.6,1.56,2.36,1.97,1.83,2.54,1.49,3.48,1.24,4.8,1.16
Italy Serie B,2024-02-27,14:15:00,27,Reggiana,Südtirol,2.93,2.02,4.92,2.15,3.05,3.7,1.58,2.45,1.06,6.85,1.57,2.3,2.37,1.59,2.26,1.68,1.28,1.4,1.75,1.08,1.23,1.3,1.03,2.33,1.57,7.1,3.2,1.44,2.7,1.78,2.04,2.24,1.65,2.9,1.38,4.1,1.21
Italy Serie B,2024-02-27,14:15:00,27,Ascoli,Brescia,2.95,1.85,4.0,2.25,3.0,3.4,1.57,2.25,1.1,6.5,1.53,2.38,2.5,1.47,2.15,1.62,1.3,1.36,1.61,1.08,1.31,1.41,1.26,2.67,1.61,8.4,2.83,1.28,3.18,1.61,2.3,1.98,1.83,2.52,1.52,3.42,1.25
Romania Liga I,2024-02-27,16:00:00,28,Oţelul Galaţi,CFR Cluj,5.25,2.05,2.35,3.16,2.89,2.01,1.47,2.57,1.04,7.6,1.36,2.79,2.1,1.67,2.03,1.7,2.0,1.28,1.17,0.92,1.31,1.46,1.71,3.17,2.36,8.3,1.78,1.38,2.71,1.7,2.03,2.15,1.59,2.93,1.33,3.4,1.29
Italy Serie B,2024-02-27,16:30:00,27,Catanzaro,Bari 1908,2.8,2.23,4.32,2.15,3.2,3.55,1.44,2.73,1.04,7.8,1.33,3.1,2.38,1.53,1.83,1.9,1.28,1.28,1.68,1.85,0.92,1.31,1.13,2.44,1.57,7.6,3.1,1.32,3.2,1.6,2.31,1.97,1.83,2.5,1.52,3.3,1.3
Italy Serie B,2024-02-27,16:30:00,27,Palermo,Ternana,2.28,2.47,5.09,1.73,3.85,4.4,1.33,3.25,1.03,10.25,1.2,3.9,1.53,2.38,1.7,2.05,1.21,1.25,2.11,1.92,0.92,1.68,1.4,3.08,1.39,8.0,4.06,1.16,4.8,1.32,3.2,1.57,2.39,1.91,1.89,2.38,1.57
Italy Serie B,2024-02-27,16:30:00,27,Lecco,Como,4.73,2.37,2.45,4.0,3.65,1.85,1.38,2.92,1.01,9.3,1.26,3.55,1.91,1.9,1.91,1.91,1.91,1.28,1.25,0.83,1.62,1.55,1.43,2.98,2.1,6.8,2.1,1.26,3.6,1.51,2.51,1.83,1.97,2.27,1.61,2.9,1.37
Italy Serie B,2024-02-27,16:30:00,27,Sampdoria,Cremonese,3.89,2.21,3.05,3.1,3.35,2.25,1.45,2.7,1.03,8.4,1.33,3.1,1.95,1.78,1.8,1.95,1.63,1.25,1.36,1.15,2.0,1.5,1.6,3.1,2.3,7.0,1.92,1.32,3.2,1.61,2.3,1.97,1.83,2.48,1.53,3.3,1.3
Italy Serie B,2024-02-27,16:30:00,27,Parma,Cosenza,2.23,2.35,6.03,1.65,3.8,5.25,1.41,2.83,1.02,8.9,1.28,3.22,1.95,1.83,1.95,1.8,1.16,1.26,2.24,2.23,1.23,1.68,1.24,2.92,1.35,8.3,4.36,1.25,3.7,1.46,2.6,1.8,2.02,2.25,1.64,2.85,1.39
England EFL League Two,2024-02-27,16:45:00,30,Harrogate Town,Newport County,2.75,2.25,3.75,2.03,3.24,3.24,1.33,3.25,1.04,10.0,1.23,3.8,1.93,1.8,1.62,2.2,1.3,1.3,1.7,1.25,1.0,1.27,1.23,2.5,1.83,8.0,2.2,1.17,4.5,1.36,2.9,1.67,2.07,2.1,1.65,2.77,1.39
England EFL League One,2024-02-27,16:45:00,13,Derby County,Charlton Athletic,2.3,2.2,5.0,1.63,3.65,5.0,1.36,3.0,1.05,9.25,1.25,3.6,1.91,1.83,1.8,1.95,1.17,1.29,2.05,1.94,0.69,1.44,1.29,2.73,1.34,9.5,3.86,0.0,0.0,1.22,3.65,1.48,2.47,1.9,1.9,2.35,1.52
England EFL League Two,2024-02-27,16:45:00,21,Forest Green Rovers,Wrexham,4.5,2.38,2.3,3.5,3.4,1.97,1.3,3.4,1.03,11.0,1.17,4.5,1.75,2.0,1.62,2.2,2.05,1.24,1.21,0.71,1.24,1.4,1.34,2.74,3.06,9.0,1.51,1.13,5.0,1.26,3.4,1.47,2.4,1.93,1.88,2.35,1.49
