League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
South Korea K League 1,2024-08-16,07:30:00,27,Daegu,Sangju Sangmu,3.58,2.15,2.88,2.73,3.09,2.27,1.38,2.91,1.01,9.2,1.26,3.34,1.96,1.92,1.72,2.05,1.61,1.31,1.4,1.15,1.54,1.63,1.46,3.09,2.2,7.5,1.91,1.38,2.8,1.72,2.09,2.16,1.67,2.88,1.34,4.1,1.18
South Korea K League 1,2024-08-16,07:30:00,27,FC Seoul,Jeju United,2.5,2.15,4.0,1.92,3.17,3.42,1.36,2.85,1.05,9.0,1.28,3.55,1.92,1.96,1.67,2.05,1.25,1.25,1.83,1.58,0.67,1.56,1.55,3.11,1.85,7.5,2.33,1.36,2.9,1.7,2.05,2.13,1.68,2.9,1.36,4.05,1.18
Japan J1 League,2024-08-16,07:30:00,27,Consadole Sapporo,Sagan Tosu,2.5,2.38,3.6,2.04,3.35,2.94,1.29,3.3,1.01,12.0,1.18,4.33,1.61,2.14,1.53,2.38,1.35,1.29,1.73,0.77,0.83,1.3,1.26,2.56,1.73,8.0,2.4,1.18,3.9,1.36,2.75,1.63,2.06,2.05,1.64,2.7,1.38
China Chinese Super League,2024-08-16,08:00:00,23,Henan Jianye,Shijiazhuang Ever Bright,2.25,2.3,4.25,1.75,3.81,4.2,1.3,3.25,1.03,16.5,1.21,4.48,1.66,2.24,1.62,2.15,1.25,1.25,2.0,1.42,0.64,1.53,0.98,2.51,1.36,9.0,3.5,1.18,4.15,1.35,2.84,1.7,2.05,2.06,1.68,2.67,1.39
China Chinese Super League,2024-08-16,08:35:00,23,Tianjin Teda,Wuhan Three Towns,2.65,2.2,3.5,1.98,3.2,2.98,1.32,3.1,1.04,15.0,1.23,4.25,1.65,2.02,1.58,2.2,1.38,1.3,1.68,1.27,1.36,1.61,1.26,2.87,1.67,8.0,2.6,1.18,4.1,1.36,2.79,1.8,2.0,2.08,1.67,2.71,1.38
China Chinese Super League,2024-08-16,09:00:00,23,Nantong Zhiyun,Qingdao Youth Island,3.1,2.3,3.0,2.39,3.08,2.28,1.3,3.4,1.04,9.0,1.2,4.2,1.55,2.2,1.53,2.38,1.5,1.25,1.45,0.55,0.7,1.24,1.2,2.44,1.73,8.0,2.4,1.24,3.48,1.46,2.45,1.88,1.92,2.32,1.51,3.14,1.29
China Chinese Super League,2024-08-16,09:00:00,23,Beijing Guoan,Zhejiang FC,2.1,2.6,4.1,1.6,3.73,3.52,1.2,4.25,1.01,27.5,1.11,7.0,1.3,3.05,1.4,2.75,1.23,1.25,2.05,2.27,0.55,1.79,1.77,3.56,1.53,9.0,2.88,1.13,4.9,1.27,3.28,1.49,2.38,1.92,1.88,2.32,1.51
Finland Veikkausliiga,2024-08-16,12:15:00,20,Inter Turku,SJK,3.1,2.25,3.2,2.41,3.37,2.56,1.33,3.25,1.02,10.0,1.22,3.8,1.66,2.07,1.57,2.25,1.48,1.3,1.53,1.8,1.56,1.56,1.55,3.11,1.82,8.0,2.39,1.17,4.2,1.35,2.84,1.63,2.14,2.05,1.7,2.69,1.41
Austria 2. Liga,2024-08-16,13:00:00,3,SV Stripfing Weiden,First Vienna,3.6,2.38,2.4,3.35,3.65,1.97,1.28,3.48,1.03,10.0,1.15,4.5,1.57,2.25,1.53,2.38,1.84,1.24,1.28,0.0,3.0,0.71,1.36,2.07,2.42,6.7,1.84,0.0,0.0,1.29,3.14,1.6,2.3,1.95,1.84,2.45,1.53
Austria 2. Liga,2024-08-16,13:00:00,3,Liefering,Schwarz-Weiß Bregenz,2.1,2.4,4.33,1.65,4.1,4.5,1.25,3.6,1.02,10.0,1.15,4.75,1.5,2.4,1.57,2.25,1.2,1.2,2.3,0.0,1.0,1.17,1.3,2.47,1.44,7.4,3.62,0.0,0.0,1.27,3.28,1.83,2.43,1.88,1.92,2.33,1.56
