League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Egypt Egyptian Premier League,2024-04-17,11:00:00,18,El Gounah,Smouha SC,3.5,1.95,3.1,2.84,3.05,2.26,1.48,2.5,1.08,7.0,1.4,2.8,2.15,1.65,1.91,1.8,1.53,1.3,1.38,1.33,0.78,1.42,1.34,2.76,2.0,8.7,1.99,1.25,3.6,1.42,2.62,2.1,2.07,2.17,1.68,2.62,1.42
Croatia Prva HNL,2024-04-17,12:00:00,5,Dinamo Zagreb,Varaždin,1.6,2.7,8.0,1.19,6.67,12.58,1.25,3.5,1.01,11.0,1.17,4.8,1.54,2.43,2.1,1.6,1.04,1.1,4.33,2.38,1.0,1.94,1.31,3.25,1.09,14.5,8.6,1.27,3.28,1.5,2.35,1.87,1.83,2.4,1.48,3.2,1.28
Norway Eliteserien,2024-04-17,13:00:00,16,Brann,HamKam,1.83,2.63,6.5,1.31,5.3,7.8,1.22,4.0,1.02,22.5,1.15,5.25,1.5,2.4,1.67,2.1,1.07,1.13,2.95,1.5,0.33,2.34,0.94,3.28,1.17,12.0,6.0,1.11,6.1,1.22,4.0,1.48,2.47,1.77,1.95,2.27,1.56
Norway Eliteserien,2024-04-17,13:00:00,17,Molde,Odd,1.91,2.6,6.0,1.32,5.2,7.7,1.25,3.75,1.02,21.0,1.17,5.0,1.58,2.4,1.7,2.05,1.09,1.14,2.8,2.0,3.0,2.06,1.81,3.87,1.25,10.0,4.33,1.18,4.5,1.32,3.1,1.57,2.25,1.95,1.77,2.55,1.45
Estonia Meistriliiga,2024-04-17,13:00:00,19,Tallinna FC Flora,Paide,3.2,2.2,2.85,3.4,6.99,1.49,1.33,3.0,1.04,8.75,1.25,3.6,1.83,1.87,1.66,2.15,1.5,1.25,1.38,1.75,1.5,1.95,1.58,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia PrvaLiga,2024-04-17,13:30:00,26,Olimpija,Maribor,3.0,2.2,3.2,2.3,3.45,2.53,1.33,3.0,1.02,10.0,1.25,3.6,1.76,2.0,1.62,2.2,1.44,1.3,1.57,1.67,1.38,2.12,1.56,3.68,1.82,8.5,2.22,1.29,3.3,1.5,2.5,1.85,1.95,2.32,1.58,2.9,1.36
Egypt Egyptian Premier League,2024-04-17,14:00:00,18,ENPPI,El Daklyeh FC,2.5,1.83,6.0,1.73,3.1,5.0,1.83,1.96,1.2,4.2,1.91,1.8,2.75,1.4,2.63,1.44,1.09,1.33,2.01,1.6,0.33,1.15,0.99,2.14,1.53,8.2,2.92,1.46,2.65,1.8,2.0,2.29,1.6,2.9,1.36,3.8,1.22
Egypt Egyptian Premier League,2024-04-17,14:00:00,18,National Bank of Egypt,El Geish,3.2,1.91,3.75,2.38,2.75,3.2,1.54,2.42,1.09,6.0,1.49,2.52,2.5,1.5,2.1,1.67,1.32,1.34,1.4,1.0,1.44,1.47,1.24,2.71,1.67,8.2,2.53,1.36,2.9,1.63,2.25,2.03,1.77,2.5,1.48,3.3,1.29
Scotland Premiership,2024-04-17,16:00:00,30,Dundee,Rangers,7.0,2.6,1.83,8.2,5.3,1.3,1.29,3.5,1.02,17.0,1.18,5.0,1.45,2.55,1.8,1.95,3.1,1.12,1.07,1.44,2.19,1.33,1.87,3.2,4.46,11.0,1.26,1.11,6.0,1.19,3.96,1.36,2.79,1.68,2.14,2.04,1.75
Chile Primera División,2024-04-17,16:30:00,7,Palestino,Huachipato,2.7,2.1,3.65,2.29,3.4,2.96,1.38,2.8,1.05,8.5,1.28,3.45,1.85,1.85,1.67,2.0,1.33,1.25,1.67,1.33,1.25,1.38,1.15,2.53,1.95,8.0,2.05,1.25,3.6,1.36,2.9,1.7,2.03,2.12,1.64,2.8,1.38
