League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Austria 2. Liga,2024-08-04,05:30:00,1,Floridsdorfer AC,St. Pölten,3.1,2.2,3.1,2.6,3.25,2.5,1.38,2.9,1.01,9.2,1.26,3.34,1.89,1.85,1.67,2.1,1.46,1.3,1.48,3.0,0.0,0.0,0.0,0.0,2.01,6.6,2.19,1.18,4.6,1.33,2.93,2.1,2.22,2.01,1.77,2.57,1.42
Japan J2 League,2024-08-04,06:00:00,25,Iwaki,Blaublitz Akita,3.2,2.0,3.75,2.38,2.95,3.0,1.5,2.5,1.08,6.5,1.37,2.8,2.28,1.59,2.0,1.73,1.3,1.36,1.57,1.08,1.17,1.56,1.34,2.9,1.91,8.0,2.2,1.22,3.8,1.36,2.88,1.61,2.25,1.99,1.8,2.51,1.49
Sweden Superettan,2024-08-04,08:00:00,17,Skövde AIK,Örgryte,3.6,2.25,2.75,2.9,3.55,2.18,1.33,3.25,1.01,10.5,1.21,3.74,1.7,2.02,1.62,2.2,1.71,1.27,1.32,1.38,0.86,0.9,1.21,2.11,2.07,6.75,1.79,1.15,4.6,1.27,3.3,1.46,2.5,1.74,1.97,2.12,1.63
Belgium Pro League,2024-08-04,08:30:00,2,Royal Antwerp FC,RSC Anderlecht,3.25,2.25,3.0,2.75,3.55,2.45,1.33,3.25,1.03,12.0,1.24,3.95,1.72,2.12,1.62,2.2,1.52,1.3,1.45,0.0,0.0,0.0,0.0,0.0,1.8,8.0,2.38,1.38,2.8,1.58,2.23,1.95,1.77,2.63,1.43,4.1,1.18
Germany 2. Bundesliga,2024-08-04,08:30:00,1,Darmstadt 98,Fortuna Düsseldorf,3.2,2.3,3.0,2.5,3.4,2.5,1.33,3.25,1.05,9.5,1.22,4.0,1.7,2.07,1.57,2.25,1.55,1.25,1.45,0.0,0.0,0.0,0.0,0.0,1.91,8.0,2.2,1.24,3.55,1.5,2.4,1.82,1.98,2.2,1.6,3.0,1.32
Germany 2. Bundesliga,2024-08-04,08:30:00,1,Greuther Fürth,Preußen Münster,2.4,2.3,4.33,1.8,3.5,4.0,1.33,3.25,1.05,9.5,1.22,4.0,1.7,2.07,1.62,2.2,1.2,1.2,1.95,0.0,0.0,0.0,0.0,0.0,1.41,9.0,3.49,1.18,4.2,1.35,2.88,1.65,2.1,2.0,1.73,2.5,1.47
Germany 2. Bundesliga,2024-08-04,08:30:00,1,Ulm,Kaiserslautern,3.4,2.25,3.0,2.5,3.4,2.5,1.36,3.0,1.05,9.5,1.25,3.75,1.77,1.97,1.62,2.2,1.57,1.32,1.37,0.0,0.0,0.0,0.0,0.0,2.05,8.0,1.95,1.2,3.95,1.45,2.55,1.73,2.0,2.1,1.65,2.75,1.38
China Chinese Super League,2024-08-04,08:35:00,21,Beijing Guoan,Shanghai Shenhua,4.0,2.3,2.5,3.75,3.7,1.85,1.33,3.25,1.02,10.5,1.2,3.88,1.7,2.08,1.67,2.1,1.89,1.25,1.25,2.2,2.64,1.81,1.72,3.53,2.05,8.0,1.95,1.22,3.8,1.3,3.2,1.54,2.32,1.95,1.77,2.52,1.46
Sweden Allsvenskan,2024-08-04,09:00:00,17,Värnamo,Sirius,3.0,2.25,3.25,2.32,3.65,2.8,1.33,3.25,1.04,13.0,1.25,4.0,1.68,2.05,1.62,2.2,1.47,1.25,1.58,0.63,1.25,1.28,1.19,2.47,1.58,6.75,2.43,1.18,4.1,1.32,3.05,1.54,2.3,1.88,1.92,2.3,1.54
Sweden Allsvenskan,2024-08-04,09:00:00,17,Djurgården,IFK Göteborg,2.25,2.3,5.0,1.63,4.1,4.9,1.33,3.25,1.05,10.0,1.25,3.95,1.68,2.05,1.75,2.0,1.18,1.2,2.25,2.0,1.25,1.58,1.72,3.3,1.49,6.75,2.7,1.18,4.2,1.32,3.05,1.52,2.32,1.82,1.86,2.23,1.56
Denmark Superliga,2024-08-04,09:00:00,3,Silkeborg,Viborg,2.5,2.3,4.0,1.9,3.7,3.7,1.4,2.75,1.04,10.5,1.32,3.35,1.7,2.1,1.67,2.1,1.44,1.28,1.58,3.0,0.0,1.37,1.14,2.51,1.69,7.7,2.71,1.21,3.74,1.57,2.28,2.1,1.95,2.5,1.48,2.85,1.36
China Chinese Super League,2024-08-04,09:00:00,21,Nantong Zhiyun,Henan Jianye,5.0,2.25,2.3,4.75,3.65,1.65,1.36,3.0,1.01,9.2,1.26,3.34,1.9,1.85,1.91,1.91,2.1,1.25,1.17,0.5,1.11,1.21,1.49,2.7,3.1,8.5,1.5,1.18,4.15,1.35,2.84,1.8,2.0,2.06,1.68,2.67,1.39
Switzerland Challenge League,2024-08-04,09:15:00,3,Vaduz,Wil,2.75,2.38,3.1,2.33,3.5,2.6,1.29,3.5,1.03,12.0,1.13,4.75,1.53,2.35,1.5,2.5,1.41,1.24,1.56,1.0,0.0,1.95,0.83,2.78,1.81,6.3,2.46,1.22,3.65,1.43,2.54,1.75,1.92,2.23,1.55,2.98,1.32
Switzerland Super League,2024-08-04,09:15:00,3,Lausanne Sport,St. Gallen,3.0,2.4,3.0,2.6,3.45,2.52,1.25,3.75,1.04,10.0,1.17,5.0,1.7,2.03,1.44,2.63,1.47,1.28,1.45,3.0,0.0,1.45,2.01,3.46,1.91,8.0,2.2,1.12,4.95,1.26,3.34,1.65,2.1,2.0,1.73,2.5,1.47
Norway First Division,2024-08-04,09:30:00,17,Lyn,Stabæk,2.75,2.5,3.2,2.28,3.93,2.81,1.25,3.75,1.02,23.0,1.14,5.5,1.44,2.7,1.4,2.75,1.44,1.2,1.66,1.63,1.25,1.79,1.87,3.66,1.75,8.5,2.43,0.0,0.0,1.29,3.45,1.5,2.45,1.92,1.88,2.43,1.52
Czech Republic First League,2024-08-04,09:30:00,3,České Budějovice,Pardubice,2.6,2.25,4.0,1.95,3.55,3.55,1.35,3.04,1.01,10.0,1.22,3.65,1.71,2.07,1.7,2.05,1.27,1.27,1.8,0.0,0.0,1.33,1.03,2.36,1.55,9.0,2.9,1.11,5.9,1.24,3.85,1.36,2.79,1.77,1.95,2.04,1.69
