League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Bulgaria First League,2024-03-11,12:30:00,24,OFK Pirin,Hebar 1918,3.6,1.95,3.4,2.5,3.0,2.7,1.52,2.48,1.09,6.0,1.45,2.6,2.3,1.55,2.0,1.75,1.42,1.28,1.38,0.82,0.91,1.09,0.97,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey Süper Lig,2024-03-11,14:30:00,29,Gazişehir Gaziantep,Beşiktaş,4.0,2.25,2.6,3.95,3.63,1.95,1.36,3.0,1.01,9.7,1.24,3.5,1.88,1.97,1.73,2.0,1.81,1.29,1.32,1.0,1.43,1.2,1.3,2.5,2.35,8.9,1.8,1.27,3.35,1.49,2.4,1.9,1.9,2.38,1.5,3.2,1.29
Denmark Superliga,2024-03-11,15:00:00,21,Randers,Midtjylland,4.0,2.2,2.63,3.75,3.4,1.91,1.36,3.0,1.05,12.0,1.29,3.65,1.8,1.91,1.75,2.0,1.78,1.3,1.3,1.3,1.9,1.28,1.52,2.8,2.62,8.0,1.69,1.36,2.8,1.65,2.08,1.92,1.88,2.8,1.37,3.85,1.21
Poland Ekstraklasa,2024-03-11,15:00:00,24,Warta Poznań,ŁKS Łódź,2.6,2.0,4.4,2.01,3.26,3.88,1.48,2.45,1.08,9.2,1.41,2.92,2.3,1.57,1.95,1.75,1.27,1.32,1.8,0.91,0.0,1.08,1.21,2.29,1.75,8.0,2.44,1.24,3.45,1.45,2.45,1.78,1.87,2.28,1.52,3.05,1.3
Romania Liga I,2024-03-11,15:00:00,30,Oţelul Galaţi,CSM Iaşi,2.66,2.02,4.47,2.04,3.18,3.72,1.46,2.6,1.04,7.8,1.48,2.45,2.38,1.53,1.92,1.84,1.26,1.3,1.75,0.93,0.93,1.45,1.38,2.83,1.75,8.0,2.44,1.47,2.59,2.0,1.8,2.2,1.65,2.84,1.35,3.5,1.24
Portugal LigaPro,2024-03-11,15:00:00,25,CF Os Belenenses,Leixões,3.72,1.98,3.12,2.7,3.05,2.74,1.5,2.5,1.1,6.5,1.44,2.62,2.25,1.57,2.0,1.73,1.52,1.33,1.39,0.83,1.25,1.35,1.24,2.59,1.87,9.1,2.17,1.16,4.33,1.33,2.93,1.59,2.16,1.99,1.73,2.57,1.42
Netherlands Eerste Divisie,2024-03-11,16:00:00,31,Emmen,Oss,1.8,2.5,6.0,1.35,5.38,8.01,1.27,3.4,1.04,13.5,1.17,3.15,1.49,2.32,1.8,1.88,1.03,1.15,3.1,1.77,0.53,1.81,1.19,3.0,1.26,11.0,4.55,1.18,4.3,1.31,3.04,1.55,2.23,1.93,1.78,2.45,1.46
Netherlands Eerste Divisie,2024-03-11,16:00:00,31,Eindhoven,Utrecht II,2.2,2.2,4.75,1.68,4.02,4.88,1.34,3.0,1.01,10.5,1.2,3.9,1.7,2.0,1.73,1.95,1.18,1.25,2.15,0.93,0.4,1.5,1.34,2.84,1.48,9.5,3.08,1.2,3.9,1.39,2.67,1.7,2.03,2.12,1.61,2.79,1.36
Netherlands Eerste Divisie,2024-03-11,16:00:00,31,ADO Den Haag,Dordrecht,1.77,2.75,5.0,1.5,4.97,5.51,1.2,4.33,1.02,4.2,1.08,3.9,1.24,2.48,1.5,2.5,1.14,1.14,2.4,2.0,1.43,1.71,1.46,3.17,1.38,10.25,3.54,1.17,4.5,1.29,3.14,1.53,2.28,1.89,1.81,2.42,1.47
Netherlands Eerste Divisie,2024-03-11,16:00:00,31,De Graafschap,Ajax II,1.93,2.87,5.19,1.54,4.8,5.2,1.2,4.33,1.01,11.0,1.07,6.5,1.32,3.1,1.47,2.7,1.17,1.19,2.55,1.93,0.53,1.75,1.46,3.21,1.41,10.25,3.35,1.16,4.6,1.28,3.2,1.55,2.39,1.92,1.88,2.4,1.54
Netherlands Eerste Divisie,2024-03-11,16:00:00,31,Helmond Sport,AZ II,2.55,2.38,4.1,2.15,3.58,3.34,1.33,3.0,1.04,8.5,1.2,3.9,1.7,2.05,1.63,2.28,1.3,1.29,1.82,1.73,1.0,1.58,1.28,2.86,1.62,9.0,2.65,1.22,3.64,1.43,2.54,1.77,1.94,2.23,1.55,2.98,1.32
Netherlands Eerste Divisie,2024-03-11,16:00:00,31,PSV II,Groningen,4.75,2.6,2.05,5.12,4.54,1.58,1.25,3.75,1.03,17.5,1.13,4.8,1.27,2.22,1.53,2.38,2.46,1.22,1.18,1.07,1.54,1.53,1.64,3.17,3.32,10.0,1.42,1.18,4.3,1.31,3.04,1.55,2.23,1.94,1.77,2.5,1.44
Spain Segunda División,2024-03-11,16:30:00,30,SD Amorebieta,Leganés,4.0,1.91,3.25,3.34,2.98,2.48,1.62,2.2,1.11,6.75,1.57,2.25,2.8,1.37,2.25,1.57,1.52,1.42,1.25,1.13,1.5,1.12,0.99,2.11,2.02,8.3,2.09,1.39,2.76,1.73,2.04,2.19,1.6,2.93,1.33,4.2,1.17
Italy Serie B,2024-03-11,16:30:00,29,Sampdoria,Ascoli,3.0,1.95,4.33,2.0,2.9,4.0,1.53,2.38,1.08,6.2,1.55,2.3,2.18,1.54,2.1,1.67,1.28,1.3,1.68,1.07,0.93,1.47,1.15,2.62,1.89,8.5,2.28,1.37,2.75,1.69,2.04,2.19,1.63,2.93,1.35,4.15,1.18
Egypt Egyptian Premier League,2024-03-11,16:30:00,16,Masr,Al Masry,2.88,2.0,3.75,2.2,2.7,3.5,1.48,2.6,1.01,2.72,1.42,2.72,2.3,1.6,1.91,1.8,1.57,1.43,1.4,1.5,1.67,1.91,1.1,3.01,1.98,8.2,2.04,1.34,2.88,1.68,2.14,2.1,1.71,2.75,1.37,3.86,1.2
Egypt Egyptian Premier League,2024-03-11,16:30:00,16,Al Ittihad,Coca-Cola,3.5,1.83,3.5,2.75,2.7,2.75,1.57,2.23,1.11,5.5,1.5,2.4,2.75,1.4,2.25,1.57,1.4,1.44,1.44,1.86,2.0,1.48,1.45,2.93,2.09,8.1,1.94,1.33,2.93,1.67,2.17,2.08,1.72,2.71,1.38,3.74,1.21
Italy Serie A,2024-03-11,16:45:00,28,Lazio,Udinese,2.6,2.05,4.75,1.59,3.81,5.56,1.44,2.63,1.1,8.8,1.36,2.88,2.2,1.67,2.0,1.75,1.27,1.31,1.8,1.62,0.92,1.2,1.08,2.28,1.55,8.0,2.8,1.33,2.85,1.6,2.14,2.0,1.7,2.5,1.48,3.45,1.29
France Ligue 2,2024-03-11,16:45:00,28,Grenoble Foot 38,Laval,3.12,2.01,4.19,2.3,2.88,3.25,1.54,2.48,1.11,6.89,1.57,2.4,2.4,1.5,2.06,1.72,1.33,1.36,1.64,1.77,1.92,1.64,1.24,2.88,1.82,7.5,2.34,1.36,3.0,1.66,2.15,2.12,1.66,2.88,1.38,4.1,1.22
England Premier League,2024-03-11,17:00:00,28,Chelsea,Newcastle United,2.4,2.5,3.75,1.72,4.2,4.06,1.25,3.75,1.03,22.0,1.12,5.5,1.44,2.53,1.44,2.63,1.32,1.25,1.85,1.5,0.85,1.56,1.21,2.77,1.6,9.5,2.9,1.2,4.3,1.36,2.95,1.62,2.2,1.97,1.78,2.5,1.48
Spain La Liga,2024-03-11,17:00:00,28,Almería,Sevilla FC,3.6,2.1,3.0,2.63,3.29,2.63,1.4,2.75,1.07,12.0,1.32,3.4,1.83,1.97,1.75,2.0,1.55,1.32,1.38,0.54,0.77,1.56,1.31,2.87,2.07,8.9,2.03,1.21,3.74,1.43,2.66,1.76,2.02,2.22,1.6,2.91,1.33
Portugal LigaPro,2024-03-11,17:15:00,25,AVS,CD Feirense,2.01,2.22,6.77,1.56,3.9,5.84,1.4,2.75,1.07,7.5,1.33,3.25,1.91,1.8,2.1,1.67,1.08,1.24,2.61,2.08,0.42,1.62,1.22,2.84,1.4,10.25,3.4,1.17,4.5,1.3,3.2,1.5,2.4,1.98,1.82,2.23,1.64
