League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Serbia SuperLiga,2024-05-07,09:00:00,4,IMT Novi Beograd,Novi Pazar,3.1,2.1,3.2,2.4,2.98,2.5,1.4,2.75,1.02,8.75,1.3,3.18,1.86,1.68,1.8,1.91,1.43,1.31,1.43,1.18,0.94,1.56,1.27,2.83,1.41,9.1,3.34,1.29,3.29,1.51,2.4,1.88,1.92,2.33,1.53,3.0,1.33
Egypt Egyptian Premier League,2024-05-07,13:00:00,9,Al Ahly,Al Ittihad,1.8,2.4,7.5,1.3,4.75,8.5,1.34,3.1,1.04,10.25,1.22,3.65,1.7,2.1,2.1,1.67,1.04,1.13,3.0,2.33,1.4,1.72,1.19,2.91,1.19,11.25,5.3,1.23,3.56,1.48,2.6,1.81,1.99,2.3,1.6,2.98,1.32
Serbia SuperLiga,2024-05-07,13:00:00,4,Spartak Subotica,Radnički Niš,3.2,2.0,3.4,2.3,2.95,2.65,1.44,2.63,1.06,8.0,1.36,3.0,1.98,1.6,1.83,1.83,1.44,1.28,1.48,1.29,0.81,1.2,1.31,2.51,1.96,8.7,2.03,1.21,3.9,1.4,2.7,1.67,2.07,2.07,1.67,2.6,1.43
Serbia SuperLiga,2024-05-07,13:00:00,4,Radnik Surdulica,Javor Ivanjica,3.4,1.95,3.4,4.5,3.3,1.6,1.53,2.38,1.08,7.0,1.47,2.55,2.23,1.47,2.1,1.67,1.47,1.28,1.47,0.44,0.47,1.29,1.04,2.33,2.71,8.1,1.6,1.49,2.43,1.9,1.9,2.36,1.52,3.11,1.32,4.4,1.17
Germany 2. Bundesliga,2024-05-07,13:30:00,32,Osnabrück,Schalke 04,3.6,2.25,2.5,3.5,3.55,1.84,1.27,3.5,1.03,19.25,1.17,5.15,1.49,2.28,1.48,2.5,1.73,1.22,1.33,0.93,0.6,1.4,1.32,2.72,2.43,8.5,1.75,1.1,5.4,1.23,3.56,1.44,2.58,1.85,1.95,2.19,1.6
Sweden Superettan,2024-05-07,14:00:00,6,Örgryte,Helsingborg,3.25,2.1,3.25,2.47,3.2,2.32,1.4,2.75,1.06,10.75,1.33,3.35,1.91,1.69,1.8,1.95,1.47,1.3,1.46,0.33,1.5,1.79,1.21,3.0,2.2,8.5,1.91,1.17,4.35,1.3,3.05,1.52,2.32,1.84,1.84,2.43,1.52
Serbia SuperLiga,2024-05-07,14:00:00,4,Voždovac,Železničar Pančevo,2.75,2.05,4.0,2.2,3.0,2.75,1.44,2.63,1.06,8.0,1.36,2.95,1.8,1.8,1.91,1.8,1.27,1.28,1.68,1.5,0.65,1.58,1.35,2.93,2.01,8.1,2.01,1.36,2.9,1.62,2.15,1.98,1.82,2.6,1.44,3.49,1.26
England EFL League Two,2024-05-07,15:30:00,0,Crawley Town,Milton Keynes Dons,2.88,2.4,3.1,2.43,3.63,2.28,1.25,3.75,1.01,14.8,1.15,5.42,1.6,2.1,1.44,2.63,1.5,1.2,1.6,1.52,1.7,1.53,1.38,2.91,1.85,6.5,2.45,1.22,3.8,1.32,3.1,1.6,2.2,2.03,1.7,2.65,1.42
England EFL League One,2024-05-07,16:00:00,0,Bolton Wanderers,Barnsley,2.3,2.3,4.75,1.57,3.83,4.45,1.33,3.25,1.04,13.0,1.2,4.33,1.64,2.04,1.7,2.05,1.18,1.25,2.05,1.91,1.62,1.6,1.37,2.97,1.48,10.2,3.21,1.17,4.35,1.32,3.0,1.57,2.23,1.95,1.77,2.5,1.46
Brazil Serie B,2024-05-07,21:00:00,3,Botafogo SP,Mirassol,3.75,1.91,3.4,2.9,3.1,2.5,1.62,2.2,1.09,6.5,1.5,2.4,2.6,1.48,2.2,1.62,1.38,1.3,1.53,1.0,0.0,1.04,1.76,2.8,2.0,8.9,2.03,1.19,3.94,1.38,2.71,2.1,2.04,2.11,1.62,2.79,1.36
