League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Bulgaria First League,2024-08-05,13:00:00,3,Septemvri Sofia,CSKA 1948 Sofia,5.5,2.05,2.4,5.0,3.5,1.7,1.44,2.63,1.04,7.8,1.38,2.9,2.2,1.65,2.1,1.67,2.15,1.22,1.12,0.0,1.0,1.04,0.91,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2024-08-05,13:00:00,4,Unirea Slobozia,UTA Arad,3.3,1.9,3.4,2.62,2.9,2.5,1.56,2.31,1.06,6.55,1.5,2.45,2.37,1.53,2.05,1.72,1.42,1.3,1.45,1.0,0.0,1.0,1.13,2.13,2.43,7.0,1.83,1.4,2.65,1.71,1.97,2.2,1.57,2.95,1.32,4.2,1.17
Poland Ekstraklasa,2024-08-05,14:00:00,3,Cracovia Kraków,Widzew Łódź,3.0,2.2,3.5,2.25,3.2,2.8,1.38,2.8,1.05,9.5,1.28,3.5,1.83,1.85,1.7,2.05,1.42,1.25,1.55,1.0,1.0,0.72,1.51,2.23,1.87,7.6,2.36,1.25,3.6,1.35,2.84,2.1,2.05,2.09,1.71,2.67,1.39
Denmark Superliga,2024-08-05,14:00:00,3,Vejle,Nordsjælland,4.5,2.4,2.25,4.33,4.0,1.73,1.3,3.4,1.01,11.0,1.17,4.15,1.6,2.3,1.62,2.2,2.2,1.22,1.17,0.0,0.0,1.07,0.0,1.07,3.35,7.7,1.51,1.22,3.75,1.41,2.65,2.1,2.05,2.05,1.7,2.85,1.36
Argentina Primera División,2024-08-05,14:30:00,9,Deportivo Riestra,Central Córdoba SdE,3.0,1.91,4.5,2.2,3.0,3.75,1.53,2.38,1.03,9.4,1.45,2.67,2.7,1.44,2.2,1.62,1.22,1.28,1.9,1.13,0.13,1.13,1.15,2.28,1.65,7.4,2.86,1.4,2.7,1.65,2.05,2.2,1.58,2.95,1.34,4.1,1.19
Egypt Egyptian Premier League,2024-08-05,15:00:00,22,Zamalek,ENPPI,2.6,1.95,4.75,1.91,3.1,3.7,1.4,2.65,1.07,6.8,1.18,2.62,2.05,1.67,2.2,1.62,1.22,1.34,1.9,2.07,1.33,1.54,1.43,2.97,1.51,6.65,3.28,1.33,3.0,1.57,2.32,1.97,1.83,2.51,1.5,3.2,1.3
Bulgaria First League,2024-08-05,15:15:00,3,Botev Vratsa,Beroe,3.6,2.0,3.25,2.8,3.25,2.5,1.53,2.38,1.06,7.0,1.44,2.65,2.35,1.57,2.0,1.73,1.25,1.35,1.5,0.0,3.0,0.89,1.35,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia PrvaLiga,2024-08-05,15:15:00,3,Olimpija,Nafta,1.67,2.5,8.5,1.25,5.0,9.0,1.3,3.4,1.02,12.0,1.2,4.0,1.65,2.15,2.25,1.57,1.01,1.12,3.52,3.0,0.0,1.3,1.33,2.63,1.07,11.75,10.5,1.26,3.5,1.47,2.5,1.78,1.93,2.23,1.58,2.85,1.37
Republic of Ireland Premier Division,2024-08-05,15:45:00,26,Shelbourne,Derry City,4.0,1.91,3.4,2.7,3.0,2.45,1.53,2.38,1.09,7.0,1.5,2.55,2.45,1.5,2.1,1.67,1.5,1.3,1.38,2.0,1.25,1.33,1.41,2.74,2.47,7.1,1.84,1.38,2.8,1.74,2.08,2.18,1.67,2.88,1.34,3.6,1.25
Romania Liga I,2024-08-05,16:00:00,4,Rapid Bucureşti,Sepsi,2.61,2.3,3.95,2.05,3.4,3.0,1.33,3.2,1.02,10.0,1.25,3.6,1.75,1.95,1.65,2.1,1.29,1.29,1.72,1.0,3.0,1.69,1.75,3.44,1.61,7.5,2.9,1.32,3.05,1.57,2.2,1.97,1.71,2.6,1.42,3.5,1.24
Scotland Premiership,2024-08-05,16:00:00,1,St. Johnstone,Aberdeen,3.6,2.1,3.0,2.9,3.4,2.37,1.4,2.75,1.05,10.0,1.33,3.25,2.0,1.75,1.75,2.0,1.6,1.25,1.4,0.0,0.0,0.0,0.0,0.0,2.33,8.0,1.82,1.21,3.8,1.4,2.65,1.7,2.05,2.0,1.7,2.8,1.36
Iceland Úrvalsdeild,2024-08-05,16:15:00,17,FH,Víkingur Reykjavík,3.44,2.44,2.48,3.0,3.65,2.05,1.23,3.9,1.01,15.5,1.09,5.8,1.45,2.55,1.4,2.72,1.7,1.25,1.28,1.88,1.75,2.01,1.82,3.83,2.26,6.75,1.94,1.15,4.75,1.21,3.74,1.39,2.67,1.67,2.02,1.95,1.77
Argentina Primera División,2024-08-05,17:00:00,9,Gimnasia La Plata,Rosario Central,3.1,1.95,4.0,2.3,3.2,3.3,1.49,2.48,1.07,7.92,1.43,2.75,2.4,1.53,2.1,1.67,1.32,1.3,1.7,1.25,1.13,1.44,1.24,2.68,1.62,7.7,2.91,1.25,3.42,1.49,2.44,1.91,1.8,2.39,1.51,3.2,1.28
Brazil Serie B,2024-08-05,18:30:00,19,Chapecoense,Mirassol,3.75,1.83,3.6,2.9,2.88,2.7,1.67,2.1,1.12,5.6,1.6,2.2,3.1,1.36,2.38,1.53,1.45,1.33,1.4,1.0,0.67,1.61,1.18,2.79,1.9,7.6,2.27,1.22,4.0,1.35,2.84,2.2,2.12,2.04,1.69,2.64,1.4
Argentina Primera División,2024-08-05,20:00:00,9,Platense,Banfield,3.4,1.8,4.5,2.38,2.88,3.5,1.71,2.04,1.15,5.24,1.68,2.1,2.88,1.4,2.38,1.53,1.38,1.38,1.52,1.38,0.75,1.25,1.36,2.61,1.95,6.9,2.27,1.5,2.41,1.91,1.8,2.49,1.47,3.42,1.25,5.0,1.12
Brazil Serie A,2024-08-05,21:00:00,21,Cruzeiro,Fortaleza,2.63,2.05,4.75,1.95,3.5,4.0,1.5,2.5,1.05,8.6,1.44,2.8,2.25,1.62,2.05,1.7,1.25,1.28,1.85,3.0,1.13,1.56,1.09,2.65,1.45,9.9,3.34,1.11,5.1,1.25,3.42,1.83,2.49,1.85,1.85,2.27,1.56
Brazil Serie B,2024-08-05,21:00:00,19,Vila Nova,Paysandu,2.75,2.0,4.5,1.95,3.3,4.0,1.5,2.5,1.08,7.5,1.48,2.47,2.35,1.57,2.1,1.67,1.25,1.28,1.78,2.56,1.0,1.3,1.42,2.72,2.05,7.4,2.1,1.2,4.25,1.23,3.9,1.83,2.75,1.71,2.06,2.17,1.64
