League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
China Chinese Super League,2024-06-18,08:35:00,7,Meizhou Hakka,Shanghai SIPG,7.0,2.6,1.8,14.5,7.8,1.15,1.29,3.5,1.02,12.0,1.16,4.75,1.31,3.15,1.91,1.91,3.25,1.11,1.03,0.56,2.5,1.25,2.38,3.63,6.9,11.0,1.16,1.35,3.0,1.6,2.24,2.0,1.75,2.55,1.47,3.5,1.28
Egypt Egyptian Premier League,2024-06-18,10:00:00,26,Smouha SC,El Daklyeh FC,2.2,2.05,6.5,1.55,3.4,6.25,1.49,2.51,1.05,7.2,1.4,2.64,2.3,1.6,2.38,1.53,1.1,1.25,2.2,2.0,0.23,1.49,1.08,2.57,1.28,7.5,4.85,1.36,2.79,1.71,2.11,2.18,1.67,2.84,1.35,3.6,1.25
Estonia Meistriliiga,2024-06-18,12:00:00,16,Paide,Vaprus,1.6,2.6,7.8,1.25,5.0,8.5,1.27,3.3,1.02,12.0,1.14,4.7,1.53,2.3,1.85,1.8,1.02,1.09,3.5,1.5,1.13,2.16,1.4,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia Meistriliiga,2024-06-18,12:00:00,16,Nõmme Kalju,Tallinna Kalev,1.75,2.55,5.7,1.35,4.35,6.25,1.27,3.3,1.02,12.0,1.14,4.7,1.52,2.38,1.67,2.0,1.01,1.16,2.8,2.13,0.75,2.04,1.22,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2024-06-18,13:00:00,26,Al Ittihad,Al Ahly,7.0,2.1,2.0,7.0,3.9,1.42,1.45,2.63,1.03,7.9,1.32,2.98,2.05,1.75,2.38,1.53,2.42,1.22,1.07,1.38,2.2,1.42,1.75,3.17,4.6,7.6,1.3,1.28,3.18,1.61,2.27,1.99,1.81,2.52,1.5,3.48,1.24
Egypt Egyptian Premier League,2024-06-18,13:00:00,26,Masr,Pharco,2.88,1.95,4.0,2.15,3.1,3.25,1.6,2.25,1.08,5.9,1.46,2.45,2.35,1.57,2.0,1.73,1.25,1.32,1.52,1.25,0.92,1.64,1.33,2.97,1.59,6.4,3.0,1.34,2.88,1.68,2.16,2.12,1.71,2.75,1.37,3.88,1.2
Iceland Úrvalsdeild,2024-06-18,15:00:00,10,Fylkir,Vestri,2.31,2.49,3.7,1.78,3.9,3.3,1.22,4.0,1.01,11.0,1.09,5.6,1.38,2.81,1.4,2.72,1.28,1.22,1.89,1.17,0.57,1.94,1.25,3.19,1.64,9.0,2.63,1.11,5.5,1.18,4.3,1.35,2.9,1.59,2.2,2.0,1.8
Iceland Úrvalsdeild,2024-06-18,16:15:00,10,Fram,HK,2.1,2.46,4.5,1.61,4.05,4.05,1.25,3.72,1.02,12.0,1.12,5.05,1.45,2.56,1.52,2.36,1.18,1.2,2.2,1.17,1.4,1.64,1.44,3.08,1.31,8.2,4.55,1.11,5.5,1.16,4.3,1.32,2.98,1.6,2.28,1.97,1.82
Iceland Úrvalsdeild,2024-06-18,16:15:00,10,Stjarnan,FH,2.5,2.4,3.5,1.98,3.65,2.91,1.24,3.8,1.02,10.5,1.11,5.25,1.43,2.62,1.41,2.69,1.35,1.25,1.62,2.17,1.43,1.74,1.76,3.5,1.95,8.5,2.1,1.13,5.0,1.21,3.9,1.4,2.75,1.67,2.07,2.1,1.66
Iceland Úrvalsdeild,2024-06-18,16:15:00,10,ÍA,KR,2.9,2.5,2.8,2.36,3.7,2.34,1.2,4.0,1.01,11.0,1.1,5.75,1.36,2.89,1.36,2.99,1.53,1.29,1.5,1.8,2.0,1.93,2.04,3.97,2.1,8.5,1.91,1.1,5.75,1.16,4.6,1.31,3.1,1.53,2.33,1.92,1.88
Iceland Úrvalsdeild,2024-06-18,17:15:00,10,Valur,Víkingur Reykjavík,3.1,2.68,2.79,2.53,3.65,2.22,1.22,3.8,1.01,11.25,1.1,5.75,1.36,2.89,1.35,3.08,1.58,1.23,1.46,2.0,1.83,1.76,1.83,3.59,2.05,8.5,1.95,1.11,5.5,1.25,3.6,1.31,3.15,1.64,2.21,2.01,1.78
Brazil Serie B,2024-06-18,19:00:00,11,Guarani,Ituano,2.6,2.05,5.0,1.85,3.2,4.75,1.48,2.56,1.09,7.0,1.5,2.4,2.25,1.62,2.0,1.73,1.15,1.25,2.05,0.83,0.2,1.9,1.09,2.99,1.47,9.0,3.34,1.2,3.9,1.39,2.67,2.2,2.03,2.12,1.61,2.84,1.35
