League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Bulgaria First League,2024-04-03,08:30:00,27,Levski Krumovgrad,Hebar 1918,2.63,2.05,4.75,1.97,3.0,4.25,1.48,2.5,1.06,6.65,1.42,2.75,2.45,1.48,2.0,1.75,1.18,1.25,1.83,1.93,0.79,1.43,1.0,2.43,1.63,8.5,2.67,1.4,2.7,1.68,2.13,2.11,1.69,2.62,1.42,3.6,1.25
Turkey Süper Lig,2024-04-03,11:00:00,31,Sivasspor,Fatih Karagümrük,3.25,2.1,3.4,2.5,3.1,2.6,1.44,2.63,1.03,7.9,1.33,2.92,2.18,1.68,1.83,1.83,1.44,1.33,1.52,1.47,0.38,1.46,1.17,2.63,2.3,7.5,1.8,1.36,2.89,1.67,2.13,2.11,1.65,2.79,1.36,3.92,1.19
Bulgaria First League,2024-04-03,11:00:00,27,CSKA Sofia,Lokomotiv Plovdiv,2.05,2.2,7.0,1.3,4.4,8.5,1.44,2.63,1.02,8.5,1.31,3.04,1.98,1.72,2.2,1.62,1.04,1.17,3.16,2.0,1.79,1.89,1.39,3.28,1.25,10.25,4.8,1.38,2.8,1.64,2.22,2.06,1.74,2.6,1.44,3.3,1.29
Serbia SuperLiga,2024-04-03,11:30:00,28,Mladost Lučani,Radnički Kragujevac,0.0,0.0,0.0,2.4,3.1,2.75,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.62,0.0,0.0,0.0,0.0,0.0,1.79,1.14,1.15,1.51,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2024-04-03,11:55:00,28,Voždovac,Partizan,6.0,2.3,1.95,7.0,4.2,1.4,1.33,3.25,1.04,9.9,1.26,3.73,1.84,1.96,1.91,1.8,2.2,1.24,1.17,1.64,2.36,1.55,1.88,3.43,3.7,9.3,1.35,1.33,2.93,1.6,2.14,2.03,1.67,2.67,1.39,3.74,1.21
Greece Super League,2024-04-03,13:00:00,3,Olympiakos Piraeus,Aris,1.91,2.38,7.5,1.4,4.7,7.5,1.36,3.0,1.05,12.0,1.3,3.6,1.68,2.05,2.2,1.62,1.06,1.16,3.0,2.2,1.2,2.03,1.07,3.1,1.26,9.5,4.88,1.49,2.44,1.92,1.88,2.46,1.48,3.34,1.26,4.85,1.13
Serbia SuperLiga,2024-04-03,13:30:00,28,Spartak Subotica,Radnički Niš,3.1,2.05,3.4,3.05,2.85,2.3,1.53,2.35,1.09,6.5,1.45,2.6,2.48,1.48,1.93,1.73,1.42,1.33,1.45,1.07,0.79,1.18,1.31,2.49,2.18,8.4,1.85,1.29,3.14,1.54,2.25,1.92,1.75,2.54,1.43,3.48,1.24
Greece Super League,2024-04-03,13:30:00,3,PAOK,Lamia,1.62,2.75,11.0,1.2,6.5,15.0,1.29,3.5,1.02,19.0,1.19,4.75,1.58,2.25,2.38,1.53,1.02,1.09,4.33,2.33,0.93,1.8,1.09,2.89,1.07,13.0,10.7,1.46,2.52,1.85,1.95,2.34,1.53,3.14,1.29,4.5,1.15
Bulgaria First League,2024-04-03,13:30:00,27,Ludogorets,Levski Sofia,2.2,2.2,6.0,1.53,3.75,6.5,1.4,2.75,1.04,7.6,1.3,3.3,1.95,1.74,2.0,1.73,1.09,1.2,2.35,2.5,1.57,2.41,1.72,4.13,1.33,9.7,3.96,1.42,2.62,1.73,2.08,2.2,1.65,2.7,1.4,3.6,1.25
Netherlands Eredivisie,2024-04-03,13:45:00,28,Heracles,AZ,5.5,2.5,2.0,6.75,4.7,1.43,1.29,3.5,1.03,11.0,1.15,4.45,1.6,2.23,1.7,2.05,2.53,1.21,1.14,1.5,1.64,1.42,1.47,2.89,3.2,8.0,1.48,1.24,3.3,1.46,2.4,1.8,1.89,2.28,1.53,3.0,1.3
