League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Turkey Süper Lig,2024-01-24,11:00:00,22,Ankaragücü,Fatih Karagümrük,2.95,2.05,3.5,2.36,3.3,2.75,1.42,2.65,1.07,10.25,1.33,3.33,1.96,1.72,1.78,1.95,1.38,1.35,1.58,1.42,0.45,1.31,1.14,2.45,1.83,7.5,2.25,1.43,2.55,1.8,2.0,2.37,1.49,3.3,1.26,3.65,1.22
Turkey Süper Lig,2024-01-24,11:00:00,22,Gazişehir Gaziantep,Konyaspor,2.8,2.15,3.6,2.56,3.15,2.61,1.38,2.8,1.04,10.06,1.29,3.44,1.97,1.72,1.73,1.98,1.36,1.31,1.6,1.09,0.75,1.25,1.08,2.33,1.8,8.0,2.3,1.3,3.1,1.55,2.2,1.98,1.7,2.65,1.39,3.75,1.21
Croatia Prva HNL,2024-01-24,13:00:00,4,Gorica,Rijeka,3.6,2.1,2.8,2.95,3.25,2.16,1.4,2.75,1.04,11.75,1.27,3.4,1.86,1.84,1.7,2.0,1.6,1.27,1.35,1.8,1.67,1.36,1.39,2.75,2.8,5.25,1.58,1.45,2.55,1.88,1.93,2.15,1.69,3.2,1.28,4.5,1.16
Turkey Süper Lig,2024-01-24,14:00:00,22,İstanbul Başakşehir,Fenerbahçe,5.25,2.38,2.05,5.2,4.1,1.53,1.3,3.25,1.04,15.0,1.19,4.5,1.63,2.1,1.7,2.0,2.38,1.22,1.17,1.55,2.82,1.24,2.04,3.28,3.6,9.0,1.36,1.34,2.9,1.62,2.05,2.1,1.61,2.87,1.34,3.34,1.26
Turkey Süper Lig,2024-01-24,14:00:00,22,Antalyaspor,Sivasspor,2.38,2.05,5.25,1.91,3.35,3.75,1.44,2.6,1.05,9.0,1.34,3.12,1.97,1.72,1.98,1.72,1.18,1.28,2.0,1.75,1.33,1.31,1.24,2.55,1.44,8.5,3.25,1.25,3.5,1.47,2.4,1.93,1.88,2.4,1.47,3.4,1.26
Netherlands Eredivisie,2024-01-24,14:45:00,18,Almere City,Fortuna Sittard,3.0,2.2,3.4,2.54,3.5,2.44,1.36,3.0,1.05,12.0,1.28,3.52,1.72,1.97,1.7,2.05,1.44,1.26,1.6,1.0,0.33,1.41,1.22,2.63,2.04,7.5,2.02,1.22,3.5,1.43,2.5,1.75,1.94,2.2,1.56,2.85,1.33
Germany Bundesliga,2024-01-24,16:30:00,13,Bayern München,Union Berlin,1.5,3.25,11.0,1.22,5.45,11.5,1.18,4.5,1.02,34.0,1.09,7.5,1.28,3.27,1.95,1.8,1.04,1.04,6.0,2.44,0.5,2.35,1.31,3.66,1.14,14.0,8.0,1.17,4.1,1.32,2.9,1.57,2.18,1.93,1.76,2.4,1.46
England Championship,2024-01-24,16:45:00,29,Leeds United,Norwich City,1.95,2.4,6.5,1.42,4.55,6.3,1.33,3.25,1.03,15.0,1.22,4.33,1.54,2.29,1.83,1.83,1.11,1.19,2.7,2.43,1.07,1.84,1.26,3.1,1.26,10.0,4.86,1.11,5.3,1.28,3.25,1.51,2.3,2.0,1.8,2.45,1.46
Scotland Premiership,2024-01-24,16:45:00,18,St. Johnstone,Aberdeen,4.5,2.1,2.63,3.65,3.3,1.94,1.44,2.63,1.06,9.5,1.36,3.1,1.93,1.75,1.95,1.8,1.75,1.31,1.27,1.5,1.22,1.11,1.16,2.27,2.43,8.5,1.75,1.14,4.6,1.3,3.08,1.55,2.29,1.88,1.93,2.49,1.47
Scotland Premiership,2024-01-24,16:45:00,18,Hibernian,Rangers,7.0,2.5,1.91,6.9,4.4,1.39,1.33,3.25,1.02,15.0,1.22,4.2,1.68,2.02,1.95,1.8,2.85,1.18,1.09,1.3,2.2,1.43,1.93,3.36,4.65,10.0,1.26,1.13,4.85,1.27,3.28,1.5,2.41,2.0,1.8,2.34,1.53
