League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Norway First Division,2024-08-19,13:00:00,19,Raufoss,Egersund,3.62,2.3,2.54,3.25,3.75,2.05,1.29,3.4,1.03,17.25,1.16,4.3,1.62,2.25,1.55,2.4,1.72,1.26,1.33,1.11,2.22,1.14,1.58,2.72,2.67,9.0,1.59,0.0,0.0,1.16,4.5,1.28,3.2,1.54,2.43,1.87,1.93
Bulgaria First League,2024-08-19,13:00:00,5,Botev Vratsa,Septemvri Sofia,2.88,2.0,4.33,1.9,3.3,4.0,1.5,2.5,1.08,8.25,1.42,2.65,2.3,1.57,2.0,1.73,1.28,1.25,1.7,0.0,0.0,1.12,0.9,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2024-08-19,13:00:00,6,Universitatea Cluj,Sepsi,2.86,2.0,3.92,2.2,3.2,3.2,1.47,2.57,1.04,7.6,1.36,2.79,2.15,1.65,1.89,1.81,1.32,1.32,1.62,3.0,2.0,1.57,1.93,3.5,1.64,8.0,2.67,1.35,2.85,1.63,2.08,1.98,1.82,2.75,1.37,3.8,1.2
Italy Serie A,2024-08-19,13:30:00,1,Lecce,Atalanta,4.5,2.2,2.5,4.1,3.7,1.85,1.4,2.75,1.01,9.2,1.27,3.38,1.96,1.85,1.8,1.95,1.96,1.25,1.24,0.0,0.0,0.0,0.0,0.0,2.55,6.5,1.64,1.3,3.05,1.48,2.47,1.9,1.8,2.47,1.48,3.15,1.3
Spain La Liga,2024-08-19,14:00:00,1,Real Valladolid,RCD Espanyol,3.1,2.0,3.75,2.45,3.1,3.25,1.5,2.5,1.06,6.6,1.41,2.69,2.3,1.62,1.95,1.8,1.35,1.36,1.6,0.0,0.0,0.0,0.0,0.0,1.73,8.0,2.5,1.33,3.1,1.51,2.37,1.9,1.8,2.5,1.47,3.3,1.3
Serbia SuperLiga,2024-08-19,14:00:00,5,Radnički Kragujevac,Vojvodina,3.2,2.0,3.25,2.25,3.4,2.95,1.42,2.65,1.06,8.35,1.32,3.3,2.0,1.75,1.7,1.95,1.4,1.3,1.4,1.5,1.5,1.63,1.81,3.44,0.0,0.0,0.0,0.0,0.0,1.82,1.98,0.0,0.0,0.0,0.0,0.0,0.0
Denmark Superliga,2024-08-19,14:00:00,5,AGF,Vejle,2.25,2.2,5.5,1.65,3.9,5.25,1.4,2.75,1.02,8.9,1.28,3.22,1.95,1.85,1.95,1.8,1.15,1.22,2.3,2.0,0.0,1.74,1.26,3.0,1.32,8.5,4.66,1.25,3.5,1.43,2.65,2.25,2.0,2.1,1.67,2.75,1.41
Poland Ekstraklasa,2024-08-19,14:00:00,5,Stal Mielec,Piast Gliwice,4.75,2.05,2.63,4.0,3.25,1.95,1.5,2.4,1.08,8.3,1.41,2.69,2.3,1.6,1.95,1.8,1.75,1.35,1.28,0.5,2.0,1.43,1.6,3.03,2.96,8.2,1.55,1.3,3.08,1.56,2.21,2.38,1.86,2.57,1.42,3.48,1.24
Portugal LigaPro,2024-08-19,14:00:00,2,CD Tondela,Porto II,2.79,2.11,3.68,2.25,3.4,3.0,1.39,2.86,1.02,9.0,1.27,3.28,1.9,1.83,1.73,1.99,1.35,1.3,1.62,0.0,0.0,0.0,0.0,0.0,1.87,6.7,2.38,1.17,4.5,1.3,3.2,1.46,2.52,1.8,1.9,2.3,1.55
Norway First Division,2024-08-19,14:00:00,19,Sandnes Ulf,Stabæk,3.4,2.75,2.25,3.4,4.5,1.83,1.17,4.9,1.01,37.0,1.09,7.75,1.25,3.35,1.3,3.2,1.95,1.17,1.3,0.89,1.11,1.66,1.89,3.55,2.66,8.5,1.64,0.0,0.0,1.26,3.65,1.36,2.79,1.8,2.0,2.04,1.76
Norway First Division,2024-08-19,14:00:00,19,Moss,Sogndal,2.95,2.25,3.4,2.35,3.5,2.85,1.32,3.1,1.04,15.0,1.19,4.0,1.72,2.1,1.57,2.35,1.42,1.25,1.6,2.11,1.33,1.48,1.19,2.67,1.82,8.5,2.32,1.19,4.5,1.31,3.04,1.61,2.29,1.97,1.83,2.5,1.52
Norway First Division,2024-08-19,14:00:00,19,Lyn,Start,1.8,2.65,4.9,1.47,4.75,6.0,1.22,3.7,1.02,25.5,1.09,5.65,1.37,2.71,1.45,2.45,1.14,1.17,2.1,1.78,0.22,1.87,1.37,3.24,1.34,9.5,3.86,1.18,4.6,1.24,3.48,1.48,2.58,2.0,1.8,2.25,1.61
Norway First Division,2024-08-19,14:00:00,19,Bryne,Kongsvinger,2.48,2.31,3.72,2.05,3.75,3.3,1.29,3.4,1.03,9.0,1.16,4.4,1.6,2.3,1.53,2.34,1.29,1.24,1.81,2.44,1.33,1.8,1.48,3.28,1.75,8.5,2.41,1.18,4.6,1.25,3.42,1.46,2.45,2.0,1.8,2.15,1.69
Norway First Division,2024-08-19,14:00:00,19,Ranheim,Mjøndalen,2.0,2.6,4.5,1.55,4.75,5.0,1.22,4.25,1.01,28.0,1.11,5.5,1.34,2.82,1.48,2.6,1.2,1.2,2.3,1.75,0.63,1.5,1.43,2.93,1.64,8.5,2.66,0.0,0.0,1.21,3.74,1.39,2.67,1.88,1.92,2.09,1.72
Netherlands Eerste Divisie,2024-08-19,15:00:00,2,Ajax II,MVV,2.63,2.6,3.2,2.2,4.1,2.8,1.22,4.0,1.01,28.0,1.08,6.2,1.4,2.88,1.36,3.0,1.3,1.25,1.67,0.0,0.0,0.0,0.0,0.0,1.64,6.65,2.89,1.26,3.65,1.51,2.5,1.86,1.93,2.35,1.57,3.15,1.31
Greece Super League,2024-08-19,15:00:00,1,Panaitolikos,Lamia,2.88,2.05,4.0,2.02,3.25,3.6,1.44,2.63,1.03,8.1,1.33,2.93,2.1,1.67,1.95,1.8,1.26,1.28,1.8,0.0,0.0,0.0,0.0,0.0,1.69,8.0,2.65,1.4,2.8,1.7,2.1,2.15,1.65,2.8,1.4,3.8,1.24
Iceland Úrvalsdeild,2024-08-19,15:00:00,19,FH,Valur,3.25,2.6,2.4,2.95,4.0,2.05,1.22,4.0,1.01,11.25,1.11,5.75,1.39,2.56,1.36,3.0,1.73,1.2,1.36,1.67,1.44,1.93,2.23,4.16,2.08,8.0,1.98,0.0,0.0,1.11,5.25,1.33,2.85,1.53,2.25,1.85,1.85
Turkey Süper Lig,2024-08-19,15:00:00,2,Hatayspor,Kasımpaşa,2.88,2.15,3.25,2.5,3.45,2.68,1.35,2.95,1.05,13.0,1.25,3.82,1.75,2.03,1.6,2.2,1.42,1.25,1.55,0.0,0.0,0.0,0.0,0.0,1.83,8.0,2.25,1.22,3.65,1.47,2.58,1.77,1.95,2.23,1.62,2.98,1.32
Turkey Süper Lig,2024-08-19,15:00:00,2,Eyüpspor,BB Bodrumspor,2.55,2.05,4.2,2.02,3.7,3.85,1.42,2.62,1.05,8.7,1.32,3.25,1.77,1.94,1.83,1.85,1.25,1.25,1.77,0.0,0.0,0.0,0.0,0.0,1.67,8.0,2.5,1.37,2.8,1.65,2.05,2.12,1.62,2.8,1.36,3.95,1.2
Bulgaria First League,2024-08-19,15:15:00,5,Lokomotiv Plovdiv,Cherno More,4.0,2.0,2.88,3.4,3.1,2.15,1.5,2.5,1.05,7.1,1.38,2.71,2.3,1.57,1.91,1.8,1.7,1.35,1.3,1.5,0.0,1.14,1.64,2.78,2.52,6.8,1.78,1.33,2.91,1.69,2.11,2.12,1.68,2.78,1.36,3.92,1.19
Spain Segunda División,2024-08-19,15:30:00,1,CD Eldense,CD Tenerife,3.25,1.91,4.0,2.45,2.95,3.1,1.57,2.25,1.11,6.5,1.48,2.45,2.35,1.52,2.2,1.62,1.35,1.3,1.53,0.0,0.0,0.0,0.0,0.0,1.59,8.0,2.9,1.38,2.85,1.65,2.15,2.05,1.7,2.65,1.42,3.6,1.26
France Ligue 2,2024-08-19,15:45:00,1,Martigues,Lorient,4.33,2.05,2.75,4.0,3.4,1.9,1.44,2.63,1.07,8.0,1.36,2.95,2.1,1.68,1.91,1.8,1.83,1.25,1.25,0.0,0.0,0.0,0.0,0.0,2.45,7.5,1.75,1.38,2.85,1.72,2.05,2.23,1.61,3.05,1.34,4.35,1.19
France Ligue 2,2024-08-19,15:45:00,1,Metz,Bastia,2.6,2.1,4.75,1.95,3.4,3.75,1.44,2.63,1.07,7.5,1.34,2.89,2.1,1.68,2.0,1.73,1.2,1.25,1.85,0.0,0.0,0.0,0.0,0.0,1.64,8.0,2.77,1.35,3.05,1.64,2.17,2.1,1.68,2.85,1.38,4.0,1.22
Italy Serie A,2024-08-19,15:45:00,1,Juventus,Como,1.83,2.4,8.5,1.34,4.9,9.8,1.36,3.0,1.04,13.0,1.28,3.75,1.85,1.96,2.2,1.62,1.04,1.14,3.3,0.0,0.0,0.0,0.0,0.0,1.24,8.0,4.4,1.36,2.85,1.47,2.5,1.85,1.85,2.37,1.51,3.2,1.3
Romania Liga I,2024-08-19,16:00:00,6,SSC Farul,Hermannstadt,2.38,2.17,4.75,1.8,3.5,4.2,1.36,2.88,1.02,8.5,1.3,3.08,2.05,1.72,1.91,1.85,1.18,1.28,2.02,1.0,0.0,1.7,0.92,2.62,1.69,8.0,2.62,1.4,2.65,1.71,1.97,2.2,1.57,2.95,1.33,4.1,1.18
England Premier League,2024-08-19,16:00:00,1,Leicester City,Tottenham Hotspur,4.75,2.5,2.1,5.5,4.65,1.58,1.25,3.75,1.04,21.0,1.14,6.0,1.5,2.35,1.57,2.25,2.41,1.21,1.18,0.0,0.0,0.0,0.0,0.0,3.2,7.5,1.4,1.16,4.4,1.28,3.2,1.48,2.43,1.76,1.94,2.15,1.61
Iceland Úrvalsdeild,2024-08-19,16:15:00,19,Víkingur Reykjavík,ÍA,1.91,2.75,4.75,1.58,4.55,4.55,1.2,4.0,1.01,11.25,1.09,6.0,1.29,2.97,1.48,2.5,1.15,1.18,2.6,2.56,1.11,2.25,1.55,3.8,1.36,13.5,3.5,1.11,5.5,1.16,4.4,1.31,3.04,1.53,2.28,1.88,1.82
Iceland Úrvalsdeild,2024-08-19,16:15:00,19,Breidablik,Fram,2.0,2.5,4.75,1.48,4.55,5.6,1.29,3.5,1.03,10.0,1.17,4.75,1.43,2.43,1.62,2.2,1.12,1.18,2.38,2.22,1.11,2.18,1.59,3.77,1.35,10.25,3.74,0.0,0.0,1.14,4.7,1.27,3.28,1.49,2.53,1.91,1.8
Portugal Liga NOS,2024-08-19,16:15:00,2,Estrela Amadora,Famalicão,3.1,2.0,3.5,2.55,3.25,2.8,1.46,2.61,1.08,9.05,1.39,3.03,2.15,1.68,1.9,1.88,1.4,1.35,1.55,0.0,0.0,0.0,0.0,0.0,1.57,6.4,2.48,1.25,3.4,1.44,2.5,1.72,1.96,2.12,1.6,2.7,1.38
Spain La Liga,2024-08-19,16:30:00,1,Villarreal,Atlético Madrid,3.75,2.3,2.63,3.25,3.75,2.15,1.33,3.25,1.05,16.0,1.25,4.6,1.68,2.2,1.62,2.2,1.75,1.24,1.36,0.0,0.0,0.0,0.0,0.0,2.25,6.5,2.0,1.22,3.65,1.44,2.61,1.79,1.98,2.28,1.57,2.98,1.32
Argentina Primera División,2024-08-19,18:45:00,11,Godoy Cruz,Deportivo Riestra,2.5,1.91,6.5,1.73,3.3,5.75,1.57,2.25,1.1,6.6,1.52,2.35,2.88,1.4,2.5,1.5,1.15,1.33,2.0,1.33,1.5,1.22,1.3,2.52,1.47,7.8,3.55,1.42,2.62,1.85,1.95,2.1,1.65,2.7,1.4,3.6,1.17
Argentina Primera División,2024-08-19,18:45:00,11,Unión Santa Fe,Argentinos Juniors,3.2,1.83,4.5,2.3,2.88,3.75,1.62,2.2,1.09,5.7,1.58,2.25,3.1,1.36,2.25,1.57,1.28,1.35,1.68,1.9,1.3,1.41,1.59,3.0,1.89,6.9,2.42,1.4,2.7,1.77,1.95,2.2,1.58,2.95,1.34,4.1,1.19
Paraguay Division Profesional,2024-08-19,19:30:00,6,Sportivo Ameliano,Libertad,5.0,2.1,2.5,4.33,3.5,1.75,1.4,2.83,1.06,7.2,1.28,3.3,2.15,1.67,2.0,1.73,1.97,1.26,1.17,0.96,1.96,1.43,1.51,2.94,2.85,7.6,1.62,1.36,2.9,1.7,2.03,2.2,1.6,3.0,1.34,3.6,1.25
Brazil Serie A,2024-08-19,20:00:00,23,Vitória,Cruzeiro,3.75,2.0,3.25,3.0,3.1,2.5,1.5,2.5,1.05,6.95,1.42,2.57,2.35,1.57,1.95,1.8,1.58,1.35,1.35,1.18,1.0,1.24,1.24,2.48,1.93,6.25,1.97,1.21,3.74,1.42,2.65,2.38,2.02,2.19,1.6,2.88,1.34
Argentina Primera División,2024-08-19,21:00:00,11,Defensa y Justicia,Banfield,3.0,1.95,4.33,2.2,3.2,3.5,1.53,2.38,1.06,6.7,1.45,2.55,2.4,1.53,2.05,1.7,1.3,1.3,1.62,0.5,1.0,1.31,1.31,2.62,1.92,7.0,2.3,1.32,2.98,1.6,2.19,2.08,1.65,2.69,1.41,3.65,1.22
