League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Serbia SuperLiga,2024-10-21,11:00:00,12,Novi Pazar,Partizan,3.6,2.25,2.5,3.84,3.73,1.85,1.33,3.25,1.04,9.0,1.22,4.0,1.7,2.05,1.62,2.2,1.9,1.2,1.2,1.83,2.0,1.84,1.58,3.42,2.39,8.0,1.82,1.38,2.7,1.67,2.08,2.07,1.64,2.6,1.41,3.5,1.23
Bulgaria First League,2024-10-21,12:00:00,8,CSKA 1948 Sofia,Arda,2.5,2.05,5.5,1.79,3.3,4.75,1.44,2.63,1.03,6.85,1.4,2.8,2.2,1.57,2.1,1.67,1.15,1.25,1.9,1.0,0.33,1.62,1.14,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,1.95,0.0,0.0,0.0,0.0
Romania Liga I,2024-10-21,12:30:00,13,CSM Iaşi,Unirea Slobozia,2.6,2.05,4.75,1.99,3.27,3.83,1.44,2.63,1.07,7.5,1.38,2.9,2.25,1.57,2.0,1.73,1.18,1.25,1.87,1.67,1.17,1.5,1.29,2.79,1.57,6.65,3.14,1.26,3.08,1.51,2.26,1.92,1.79,2.43,1.44,3.28,1.23
Sweden Allsvenskan,2024-10-21,14:00:00,27,Norrköping,Brommapojkarna,3.0,2.38,3.1,2.55,3.53,2.53,1.29,3.5,1.02,17.0,1.19,4.75,1.53,2.25,1.5,2.5,1.48,1.24,1.58,1.23,1.23,1.37,1.46,2.83,1.86,6.75,2.35,1.15,4.6,1.26,3.5,1.46,2.55,1.72,2.02,2.08,1.68
Norway First Division,2024-10-21,14:00:00,27,Mjøndalen,Sogndal,2.88,2.3,3.4,2.36,3.53,2.75,1.33,3.25,1.04,11.9,1.21,4.26,1.62,2.2,1.57,2.25,1.45,1.25,1.57,0.96,1.15,1.41,1.32,2.73,1.73,8.9,2.41,1.17,4.7,1.22,3.35,1.55,2.33,1.92,1.8,2.5,1.48
Norway First Division,2024-10-21,14:00:00,27,Sandnes Ulf,Lyn,4.75,2.6,2.1,4.3,4.6,1.62,1.25,3.75,1.01,15.0,1.14,5.46,1.44,2.59,1.53,2.38,2.35,1.16,1.18,0.65,1.54,1.29,1.82,3.11,3.15,9.7,1.46,0.0,0.0,1.24,3.8,1.43,2.65,1.74,2.0,2.23,1.6
Norway First Division,2024-10-21,14:00:00,27,Vålerenga,Egersund,1.73,2.88,6.5,1.28,6.2,7.9,1.2,4.33,1.01,18.5,1.05,6.2,1.32,3.09,1.62,2.2,1.03,1.1,3.6,2.27,1.58,1.9,1.75,3.65,1.27,10.75,4.45,0.0,0.0,1.24,3.8,1.43,2.65,1.74,2.0,2.23,1.6
Norway First Division,2024-10-21,14:00:00,27,Åsane,Ranheim,3.1,2.38,3.0,2.21,3.6,2.93,1.3,3.4,1.02,12.8,1.17,4.79,1.55,2.3,1.53,2.38,1.44,1.22,1.62,1.08,1.27,1.41,1.47,2.88,2.01,8.9,2.02,0.0,0.0,1.18,3.68,1.45,2.55,1.77,1.96,2.28,1.57
Denmark Superliga,2024-10-21,14:00:00,12,AGF,Brøndby,3.1,2.25,3.2,2.45,3.75,2.5,1.36,3.0,1.03,12.5,1.27,3.7,1.75,2.05,1.67,2.1,1.5,1.24,1.55,2.0,1.33,1.58,1.91,3.49,2.0,6.9,2.08,1.17,3.8,1.38,2.71,2.2,2.11,2.05,1.7,2.61,1.44
Norway First Division,2024-10-21,14:00:00,27,Bryne,Raufoss,2.2,2.25,5.5,1.55,4.1,5.7,1.36,3.0,1.01,10.4,1.26,3.74,1.82,1.92,1.83,1.83,1.12,1.18,2.45,1.88,1.54,1.78,1.33,3.11,1.27,11.0,4.4,0.0,0.0,1.16,4.3,1.26,3.08,1.5,2.45,1.85,1.87
