League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Japan J2 League,2024-11-04,02:00:00,37,Roasso Kumamoto,Vegalta Sendai,3.6,2.2,3.0,2.75,3.2,2.25,1.4,2.75,0.0,0.0,0.0,0.0,1.88,1.8,1.73,2.0,0.0,0.0,0.0,0.78,1.67,1.52,1.21,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2024-11-04,12:30:00,14,Mladost Lučani,Spartak Subotica,0.0,0.0,0.0,1.83,3.3,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.73,2.0,0.0,0.0,0.0,0.0,0.0,1.71,0.29,0.69,1.43,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria First League,2024-11-04,12:30:00,14,Septemvri Sofia,Botev Plovdiv,7.0,2.1,2.1,6.5,4.0,1.5,1.44,2.63,1.02,7.4,1.36,2.95,2.15,1.67,2.25,1.57,2.5,1.2,1.06,0.57,2.57,1.07,1.46,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece Super League,2024-11-04,12:30:00,10,Asteras Tripolis,OFI,2.75,2.1,4.0,2.0,3.4,3.3,1.44,2.63,1.01,7.7,1.35,3.25,2.2,1.6,1.91,1.91,1.28,1.29,1.63,1.0,2.0,1.51,0.94,2.45,1.5,6.9,3.15,1.46,2.45,1.87,1.87,2.4,1.48,3.22,1.24,0.0,0.0
Romania Liga I,2024-11-04,13:00:00,15,Unirea Slobozia,Botoşani,3.2,2.0,3.75,2.3,3.1,2.9,1.5,2.5,1.08,7.0,1.42,2.75,2.35,1.52,1.91,1.8,1.38,1.3,1.5,0.83,0.71,1.37,1.13,2.5,1.85,6.8,2.39,1.26,3.08,1.52,2.24,1.94,1.77,2.49,1.42,3.35,1.22
Poland Ekstraklasa,2024-11-04,14:00:00,14,GKS Katowice,Korona Kielce,2.88,2.1,4.0,2.1,3.3,3.3,1.4,2.75,1.06,8.5,1.33,3.2,1.93,1.75,1.8,1.95,1.33,1.25,1.66,1.29,0.86,1.75,1.58,3.33,1.74,7.0,2.6,1.25,3.3,1.48,2.38,1.85,1.85,2.35,1.49,3.15,1.28
Turkey Süper Lig,2024-11-04,14:00:00,11,Samsunspor,Antalyaspor,2.38,2.2,4.75,1.62,4.0,5.0,1.36,3.0,1.04,10.06,1.29,3.44,1.84,1.87,1.8,1.91,1.22,1.3,2.1,1.4,0.8,1.54,1.03,2.57,1.52,6.1,2.65,1.47,2.43,1.81,1.88,2.32,1.52,3.0,1.32,4.1,1.18
Italy Serie A,2024-11-04,14:30:00,11,Parma,Genoa,2.5,2.25,4.33,1.95,3.6,3.8,1.36,3.0,1.04,12.0,1.28,3.75,1.82,1.82,1.7,2.05,1.24,1.24,1.96,1.0,0.75,1.36,0.73,2.09,1.49,6.75,2.9,1.38,2.75,1.65,2.08,2.04,1.68,2.63,1.41,3.4,1.26
Italy Serie A,2024-11-04,14:30:00,11,Empoli,Como,3.5,2.05,3.25,2.62,3.25,2.75,1.44,2.63,1.08,8.5,1.42,2.9,2.09,1.61,1.91,1.91,1.5,1.3,1.47,0.6,0.67,0.82,1.31,2.13,2.15,6.1,2.0,1.25,3.55,1.44,2.58,1.72,1.95,2.18,1.6,2.85,1.36
Serbia SuperLiga,2024-11-04,14:30:00,14,Čukarički,Železničar Pančevo,2.3,2.2,4.75,1.65,3.6,4.4,1.4,2.75,1.03,9.0,1.25,3.6,1.73,2.0,1.83,1.83,1.15,1.22,2.04,1.86,1.29,1.53,1.31,2.84,1.51,8.0,3.17,0.0,0.0,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden Superettan,2024-11-04,15:00:00,29,Örgryte,Östersunds FK,3.5,2.2,2.88,3.0,3.6,2.0,1.36,3.0,0.0,0.0,0.0,0.0,1.59,2.23,1.67,2.1,0.0,0.0,0.0,1.5,0.43,1.69,1.54,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark Superliga,2024-11-04,15:00:00,14,København,Silkeborg,1.91,2.5,6.0,1.4,4.2,6.7,1.29,3.5,1.03,18.5,1.19,4.7,1.55,2.2,1.7,2.05,1.11,1.15,2.75,2.33,1.5,1.76,1.19,2.95,1.2,9.4,5.25,1.16,4.45,1.35,2.92,2.25,2.1,2.12,1.62,2.88,1.36
Portugal LigaPro,2024-11-04,15:00:00,10,CD Tondela,UD Oliveirense,2.3,2.25,5.0,1.6,3.7,4.6,1.36,3.0,1.05,8.5,1.28,3.4,1.8,1.85,1.83,1.83,1.15,1.2,2.05,2.0,0.33,1.48,1.46,2.94,1.56,8.9,2.84,1.1,4.9,1.23,3.28,1.44,2.43,1.73,2.0,2.19,1.54
Sweden Allsvenskan,2024-11-04,15:10:00,29,Norrköping,AIK,4.33,2.2,2.63,3.4,3.4,1.95,1.4,2.75,0.0,0.0,0.0,0.0,1.87,1.77,1.8,1.95,0.0,0.0,0.0,1.21,1.64,1.38,1.26,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2024-11-04,16:00:00,15,Rapid Bucureşti,Hermannstadt,2.2,2.25,5.5,1.57,3.75,5.0,1.4,2.75,1.05,8.5,1.28,3.4,1.95,1.78,1.83,1.83,1.11,1.2,2.2,1.17,0.17,1.46,1.41,2.87,1.4,8.6,3.64,1.29,2.92,1.56,2.16,2.0,1.72,2.56,1.4,3.44,1.21
