League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
China Chinese Super League,2024-09-20,08:35:00,26,Meizhou Hakka,Beijing Guoan,3.84,2.36,2.38,3.0,3.65,2.05,1.27,3.54,1.01,13.0,1.14,4.65,1.55,2.3,1.5,2.41,1.83,1.24,1.28,1.08,1.31,1.27,1.1,2.37,2.25,8.0,1.83,1.13,4.35,1.29,3.04,1.53,2.4,1.88,1.92,2.33,1.57
Bulgaria First League,2024-09-20,11:00:00,9,Hebar 1918,Septemvri Sofia,3.0,2.0,4.33,2.05,3.0,3.4,1.5,2.5,1.07,7.0,1.4,2.7,2.25,1.57,2.0,1.73,1.28,1.28,1.66,1.0,0.0,0.93,0.99,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2024-09-20,12:00:00,10,Botoşani,SCM Gloria Buzău,2.6,2.0,4.33,1.8,3.25,3.9,1.45,2.6,1.09,6.5,1.36,3.0,2.1,1.65,1.9,1.83,1.22,1.28,1.8,1.0,0.8,1.78,1.13,2.91,1.51,8.5,3.16,1.35,2.95,1.71,2.11,2.17,1.67,2.9,1.36,0.0,0.0
Finland Veikkausliiga,2024-09-20,12:00:00,2,Haka,SJK,3.6,2.4,2.6,3.1,3.6,1.95,1.25,3.75,1.01,13.0,1.16,5.0,1.45,2.55,1.45,2.65,1.8,1.3,1.38,1.73,1.33,1.66,1.61,3.27,2.75,7.5,1.65,1.13,4.3,1.3,3.3,1.55,2.38,2.0,1.8,2.5,1.49
Poland Ekstraklasa,2024-09-20,13:00:00,9,Radomiak Radom,Korona Kielce,3.0,2.2,3.6,2.1,3.25,3.0,1.4,2.7,1.06,8.5,1.33,3.3,1.9,1.8,1.75,2.0,1.33,1.25,1.67,1.0,0.75,1.59,1.52,3.11,2.0,6.45,2.22,1.17,3.84,1.36,2.7,2.2,1.91,2.07,1.61,2.69,1.34
Croatia Prva HNL,2024-09-20,13:00:00,7,Varaždin,Istra 1961,2.88,2.0,4.33,2.1,3.1,3.4,1.45,2.63,1.05,8.0,1.3,3.2,2.25,1.62,1.91,1.8,1.28,1.25,1.72,2.0,1.0,1.2,0.91,2.11,1.6,7.5,3.01,1.38,2.8,1.64,2.19,2.05,1.74,2.6,1.44,3.4,1.29
Austria 2. Liga,2024-09-20,13:00:00,7,Voitsberg,St. Pölten,3.6,2.25,2.6,3.1,3.5,1.95,1.32,3.22,1.01,11.0,1.22,4.0,1.65,2.1,1.62,2.2,1.63,1.23,1.26,0.0,0.0,1.13,1.28,2.41,2.48,6.55,1.82,1.18,3.7,1.42,2.65,2.1,2.03,2.12,1.64,2.7,1.41
Austria 2. Liga,2024-09-20,13:00:00,7,SV Stripfing Weiden,Schwarz-Weiß Bregenz,2.75,2.25,3.4,2.24,3.6,2.9,1.32,3.22,1.01,11.0,1.17,4.5,1.65,2.1,1.62,2.2,1.39,1.27,1.61,1.33,1.67,0.94,1.24,2.18,2.16,6.45,2.05,0.0,0.0,1.33,2.72,2.2,2.11,2.1,1.7,2.66,1.37
Austria 2. Liga,2024-09-20,13:00:00,7,Lafnitz,Kapfenberger SV,3.2,2.4,2.6,2.89,3.88,2.15,1.3,3.2,1.01,13.0,1.14,4.8,1.57,2.25,1.44,2.63,1.52,1.28,1.37,0.33,3.0,1.3,1.14,2.44,2.06,6.55,2.14,0.0,0.0,1.27,3.04,1.83,2.29,1.96,1.83,2.46,1.51
Austria 2. Liga,2024-09-20,13:00:00,7,First Vienna,Rapid Wien II,2.5,2.38,3.5,2.1,3.45,2.8,1.3,3.4,0.0,0.0,0.0,0.0,1.53,2.35,1.53,2.38,0.0,0.0,0.0,1.0,1.33,1.15,1.4,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0
Germany 2. Bundesliga,2024-09-20,13:30:00,6,Schalke 04,Darmstadt 98,2.2,2.3,4.33,1.85,3.75,3.65,1.28,3.48,1.04,10.0,1.15,4.55,1.57,2.25,1.53,2.3,1.22,1.22,2.05,1.5,0.0,1.7,1.59,3.29,1.55,8.5,2.91,1.13,4.3,1.28,2.94,1.56,2.21,2.0,1.8,2.51,1.44
Italy Serie A,2024-09-20,13:30:00,5,Cagliari,Empoli,3.0,2.05,4.0,2.25,3.2,3.25,1.44,2.63,1.06,8.0,1.38,3.0,2.15,1.67,1.95,1.8,1.35,1.35,1.62,0.67,2.0,1.4,0.9,2.3,1.73,6.75,2.32,1.21,3.8,1.38,2.7,1.65,2.08,2.0,1.71,2.55,1.44
Germany 2. Bundesliga,2024-09-20,13:30:00,6,Paderborn,Hannover 96,2.64,2.33,3.5,2.15,3.5,2.95,1.29,3.42,1.01,13.0,1.16,4.4,1.55,2.3,1.52,2.43,1.38,1.27,1.69,2.0,0.5,1.4,1.09,2.49,1.69,8.5,2.53,1.13,4.3,1.28,2.94,1.56,2.21,2.0,1.8,2.51,1.44
Finland Veikkausliiga,2024-09-20,14:00:00,2,VPS,HJK,4.33,2.35,2.35,3.85,3.65,1.7,1.3,3.5,1.02,15.0,1.2,4.5,1.57,2.25,1.6,2.3,2.1,1.28,1.28,1.64,1.55,1.81,1.7,3.51,3.1,8.0,1.53,1.18,4.5,1.34,3.1,1.61,2.23,2.02,1.74,2.7,1.44
Turkey Süper Lig,2024-09-20,14:00:00,6,Hatayspor,BB Bodrumspor,3.25,2.0,3.6,2.5,3.1,2.8,1.5,2.5,1.03,10.0,1.41,2.92,2.15,1.62,1.91,1.8,1.4,1.3,1.5,0.5,0.0,0.7,1.37,2.07,1.95,6.25,1.95,1.44,2.55,1.75,1.95,2.18,1.58,2.8,1.37,3.8,1.21
Denmark Superliga,2024-09-20,14:00:00,9,Viborg,Nordsjælland,3.4,2.38,2.75,3.1,3.65,2.05,1.3,3.4,1.01,11.0,1.14,4.8,1.62,2.15,1.5,2.5,1.76,1.27,1.34,1.33,1.0,1.51,1.47,2.98,2.27,7.6,1.9,1.17,4.6,1.3,3.1,1.91,2.3,2.0,1.8,2.43,1.48
Switzerland Challenge League,2024-09-20,14:30:00,7,FC Schaffhausen,Neuchâtel Xamax,3.0,2.25,3.0,2.5,3.25,2.4,1.31,3.26,1.01,11.0,1.18,4.05,1.65,2.1,1.62,2.2,1.48,1.25,1.45,0.67,1.0,1.52,1.86,3.38,0.0,0.0,0.0,0.0,0.0,1.5,2.53,1.83,1.96,2.29,1.6,0.0,0.0
Switzerland Challenge League,2024-09-20,14:30:00,7,Stade Lausanne-Ouchy,Wil,2.75,2.38,3.2,2.15,3.4,2.8,1.29,3.3,1.01,11.0,1.18,4.33,1.6,2.2,1.5,2.5,1.38,1.27,1.55,0.5,0.0,1.43,1.21,2.64,1.8,7.4,2.34,1.53,2.16,1.98,1.7,2.6,1.36,3.66,1.18,0.0,0.0
Switzerland Challenge League,2024-09-20,14:30:00,7,Stade Nyonnais,Étoile Carouge,2.88,2.25,3.1,2.3,3.45,2.55,1.29,3.3,1.01,11.0,1.18,4.33,1.6,2.2,1.57,2.25,1.45,1.27,1.48,1.0,1.33,1.62,1.68,3.3,2.18,8.2,1.86,1.21,3.44,1.48,2.52,2.25,1.97,2.29,1.59,2.94,1.28
Netherlands Eerste Divisie,2024-09-20,15:00:00,7,Den Bosch,Emmen,3.0,2.5,2.88,2.5,3.5,2.4,1.25,3.75,1.01,12.0,1.13,5.0,1.4,2.88,1.36,3.0,1.53,1.25,1.49,2.33,3.0,2.12,2.04,4.16,2.17,6.7,2.02,1.16,4.6,1.25,3.14,1.56,2.38,1.91,1.89,2.39,1.56
Netherlands Eerste Divisie,2024-09-20,15:00:00,7,ADO Den Haag,Telstar,2.3,2.4,4.0,1.75,3.6,4.1,1.29,3.5,1.01,13.0,1.15,4.75,1.57,2.35,1.53,2.38,1.29,1.22,2.0,1.33,2.0,1.41,1.59,3.0,1.61,6.85,2.95,1.19,4.2,1.29,2.92,1.63,2.24,2.01,1.77,2.49,1.42
France Ligue 2,2024-09-20,15:00:00,5,Martigues,Grenoble Foot 38,3.4,2.1,3.2,3.0,3.15,2.25,1.44,2.63,1.05,8.0,1.3,3.2,2.0,1.7,1.83,1.83,1.51,1.33,1.45,0.0,0.0,0.8,1.08,1.88,2.39,6.35,1.96,1.32,3.2,1.58,2.28,2.02,1.74,2.7,1.43,3.8,1.24
Netherlands Eerste Divisie,2024-09-20,15:00:00,7,Dordrecht,Excelsior,2.6,2.5,3.4,2.05,3.4,3.2,1.22,4.0,1.01,17.0,1.11,5.5,1.44,2.7,1.36,3.0,1.38,1.25,1.75,2.0,1.33,1.48,1.9,3.38,2.35,6.6,1.89,1.17,4.4,1.34,3.0,1.57,2.25,1.93,1.78,2.4,1.5
Netherlands Eerste Divisie,2024-09-20,15:00:00,7,Helmond Sport,Volendam,2.1,2.5,4.5,1.62,3.75,4.75,1.25,3.75,1.01,14.7,1.12,5.05,1.5,2.5,1.53,2.38,1.16,1.19,2.28,2.33,0.33,1.46,1.45,2.91,1.63,6.8,2.9,1.22,3.9,1.41,2.7,1.68,2.06,2.1,1.66,2.65,1.42
Netherlands Eerste Divisie,2024-09-20,15:00:00,7,VVV,PSV II,2.6,2.4,3.6,2.0,3.4,3.3,1.29,3.5,1.01,17.0,1.11,5.5,1.53,2.4,1.44,2.63,1.28,1.22,1.89,1.33,2.0,1.68,1.83,3.51,1.49,7.1,3.4,1.2,4.1,1.31,2.82,1.65,2.2,2.04,1.75,2.56,1.4
France Ligue 2,2024-09-20,15:00:00,5,Bastia,Paris,3.72,2.11,3.13,2.95,2.95,2.35,1.44,2.7,1.08,8.95,1.4,3.0,2.15,1.62,1.89,1.87,1.52,1.35,1.42,2.0,3.0,1.41,1.29,2.7,2.1,7.5,1.95,1.36,3.0,1.65,2.16,2.12,1.67,2.88,1.38,4.1,1.22
Netherlands Eredivisie,2024-09-20,15:00:00,6,PEC Zwolle,AZ,6.0,2.5,2.0,5.75,4.4,1.45,1.3,3.4,1.03,17.0,1.19,4.45,1.65,2.1,1.8,1.95,2.7,1.17,1.12,1.5,2.33,1.06,1.63,2.69,2.8,6.4,1.56,1.33,2.95,1.58,2.2,1.95,1.75,2.45,1.48,3.2,1.29
France Ligue 2,2024-09-20,15:00:00,5,Red Star,Laval,2.75,2.2,3.75,1.95,3.4,3.4,1.4,2.75,1.03,9.0,1.25,3.6,2.0,1.7,1.73,2.0,1.36,1.31,1.66,3.0,0.5,0.8,1.14,1.94,1.91,6.45,2.46,1.27,3.55,1.5,2.48,1.9,1.9,2.45,1.5,3.4,1.29
France Ligue 2,2024-09-20,15:00:00,5,Dunkerque,Pau,3.25,2.0,3.2,2.45,3.05,2.75,1.44,2.6,1.07,8.0,1.36,3.1,2.0,1.7,1.75,1.93,1.48,1.3,1.44,1.5,1.0,1.75,1.42,3.17,2.19,6.4,2.08,1.29,3.4,1.53,2.4,1.98,1.82,2.55,1.48,3.5,1.27
France Ligue 2,2024-09-20,15:00:00,5,Troyes,Rodez,3.2,2.0,3.25,2.55,3.2,2.55,1.42,2.62,1.06,8.5,1.33,3.2,1.9,1.8,1.73,1.95,1.45,1.28,1.48,0.0,0.0,1.59,0.84,2.43,2.24,6.6,2.02,1.22,4.0,1.42,2.75,1.74,2.02,2.23,1.61,3.0,1.35
