League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Estonia Meistriliiga,2024-07-19,13:00:00,20,Tammeka,Tallinna FC Flora,4.33,2.2,2.4,3.58,3.7,1.8,1.35,2.95,1.03,13.0,1.24,3.7,1.8,1.9,1.7,2.05,1.9,1.24,1.23,1.22,1.6,2.12,1.78,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia Meistriliiga,2024-07-19,13:30:00,20,Nõmme United,Nõmme Kalju,6.0,2.38,1.91,5.93,4.4,1.41,1.32,3.2,1.02,10.0,1.22,4.0,1.68,2.06,1.8,1.95,2.35,1.19,1.14,1.0,1.7,1.13,1.77,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden Allsvenskan,2024-07-19,14:00:00,15,Sirius,Malmö FF,5.0,2.4,2.0,5.38,4.3,1.5,1.25,3.45,1.04,11.0,1.18,5.0,1.46,2.52,1.57,2.2,2.4,1.17,1.14,1.57,1.75,1.66,1.66,3.32,2.9,6.75,1.43,1.23,3.65,1.4,2.7,1.65,2.08,2.0,1.7,2.55,1.45
Norway Eliteserien,2024-07-19,14:00:00,15,FK Bodo - Glimt,Odd,1.5,3.0,8.5,1.17,7.8,9.79,1.18,4.33,1.01,36.0,1.09,7.0,1.3,3.21,1.75,1.93,1.03,1.08,5.0,2.14,1.14,1.59,0.9,2.49,1.08,13.0,8.5,1.13,4.75,1.28,3.2,1.53,2.34,1.95,1.77,2.41,1.5
Argentina Primera División,2024-07-19,15:00:00,6,Barracas Central,Newell's Old Boys,3.75,1.95,3.25,3.0,3.1,2.5,1.57,2.25,1.1,6.6,1.5,2.4,2.5,1.5,2.05,1.7,1.6,1.32,1.36,1.5,1.42,1.37,1.42,2.79,2.2,7.3,1.97,1.36,2.8,1.7,2.05,2.05,1.7,2.8,1.37,3.85,1.21
Argentina Primera División,2024-07-19,19:00:00,6,Belgrano,Deportivo Riestra,2.63,1.91,5.5,1.85,3.1,5.0,1.57,2.25,1.11,6.2,1.55,2.3,2.7,1.44,2.38,1.53,1.18,1.3,1.9,1.16,1.0,1.34,1.14,2.48,1.51,7.7,3.35,1.36,2.8,1.7,2.05,2.05,1.7,2.8,1.37,3.85,1.21
Brazil Serie B,2024-07-19,19:00:00,16,Avaí,Ceará,2.75,1.95,4.75,2.1,3.05,3.56,1.53,2.35,1.1,6.5,1.48,2.6,2.36,1.52,2.1,1.67,1.25,1.3,1.7,1.75,0.57,1.39,1.56,2.95,1.95,7.6,2.2,1.15,4.75,1.27,3.55,1.48,2.55,1.82,1.98,2.35,1.55
Uruguay Primera División,2024-07-19,19:00:00,6,Defensor Sporting,River Plate,2.35,2.1,4.5,1.75,3.5,4.29,1.41,2.7,1.06,8.0,1.33,3.1,1.97,1.74,1.9,1.85,1.16,1.22,2.0,1.9,0.6,1.37,1.2,2.57,1.5,8.5,3.1,1.23,3.56,1.44,2.5,1.95,1.85,2.28,1.53,3.04,1.31
Paraguay Division Profesional,2024-07-19,19:30:00,1,Nacional Asunción,Sportivo Trinidense,2.88,2.25,3.5,2.28,3.35,2.79,1.36,3.02,1.04,9.0,1.22,4.0,1.71,2.02,1.62,2.2,1.36,1.26,1.59,1.0,0.95,1.36,1.25,2.61,1.9,7.5,2.28,1.25,3.42,1.47,2.42,1.85,1.85,2.34,1.5,3.18,1.28
Chile Primera División,2024-07-19,20:00:00,16,Huachipato,Cobreloa,2.05,2.45,5.5,1.52,4.0,5.34,1.29,3.35,1.02,15.0,1.2,4.33,1.64,2.12,1.75,2.05,1.13,1.17,2.08,1.38,0.86,1.63,0.99,2.62,1.25,8.7,5.55,1.18,4.1,1.36,2.79,1.65,2.11,2.04,1.66,2.67,1.39
Argentina Primera División,2024-07-19,21:00:00,6,Rosario Central,Sarmiento,2.75,1.83,5.5,1.95,3.0,4.75,1.57,2.25,1.11,6.28,1.53,2.3,2.88,1.4,2.5,1.5,1.22,1.3,1.88,1.11,0.84,1.28,1.29,2.57,1.49,7.7,3.45,1.32,3.0,1.58,2.18,2.05,1.7,2.63,1.42,3.6,1.24
Brazil Serie B,2024-07-19,21:00:00,16,Sport Recife,Operário PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,1.38,1.42,1.37,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie B,2024-07-19,21:30:00,16,Coritiba,Mirassol,2.75,1.95,5.0,1.9,3.25,3.98,1.56,2.29,1.09,7.0,1.48,2.37,2.52,1.46,2.2,1.62,1.25,1.28,1.75,2.13,0.38,1.77,1.19,2.96,1.6,8.3,2.91,1.2,4.25,1.38,2.88,2.1,2.12,2.12,1.66,2.85,1.38
