League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
England EFL League Two,2024-03-23,09:30:00,40,Mansfield Town,Colchester United,1.91,2.63,6.0,1.42,5.0,6.5,1.25,3.75,1.02,17.0,1.15,5.5,1.57,2.25,1.67,2.1,1.09,1.14,2.95,1.95,0.8,1.97,1.31,3.28,1.26,10.0,4.64,1.15,4.75,1.29,3.3,1.51,2.37,2.0,1.8,2.45,1.49
England EFL League Two,2024-03-23,10:00:00,40,Harrogate Town,Bradford City,4.0,2.2,2.75,3.6,3.5,2.0,1.4,2.75,1.04,12.0,1.3,3.5,2.0,1.8,1.73,2.0,1.78,1.25,1.33,1.21,1.26,1.29,1.38,2.67,2.54,7.0,1.75,1.2,4.0,1.29,3.3,1.49,2.45,2.0,1.8,2.45,1.49
Wales Welsh Premier League,2024-03-23,11:30:00,7,Caernarfon Town,Cardiff MU,2.6,2.25,3.4,2.1,3.4,2.9,1.3,3.4,1.04,10.0,1.22,4.0,1.65,2.0,1.6,2.25,1.33,1.25,1.67,1.57,0.93,1.53,0.98,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League One,2024-03-23,12:00:00,40,Northampton Town,Derby County,5.5,2.2,2.3,4.45,3.43,1.65,1.4,2.75,1.05,10.0,1.33,3.3,2.0,1.8,2.0,1.75,2.15,1.22,1.17,1.53,2.0,1.28,1.36,2.64,3.48,8.0,1.45,1.2,3.95,1.38,2.75,1.66,2.07,2.08,1.65,2.7,1.38
England EFL League One,2024-03-23,12:00:00,40,Carlisle United,Stevenage,5.0,2.05,2.5,7.0,4.2,1.47,1.44,2.63,1.07,9.0,1.42,2.85,2.1,1.7,2.05,1.7,2.05,1.25,1.2,0.74,1.58,1.27,1.26,2.53,2.52,8.0,1.75,1.36,2.85,1.64,2.1,2.08,1.65,2.75,1.38,3.85,1.21
England EFL League Two,2024-03-23,12:00:00,40,Tranmere Rovers,Crawley Town,2.63,2.3,3.75,2.01,3.3,3.1,1.33,3.25,1.03,13.0,1.22,4.0,1.8,1.99,1.57,2.25,1.33,1.22,1.78,1.84,1.33,1.46,1.29,2.75,1.75,8.5,2.43,1.15,4.75,1.24,3.48,1.48,2.47,1.9,1.9,2.35,1.52
England EFL League Two,2024-03-23,12:00:00,40,Sutton United,Accrington Stanley,2.75,2.1,4.0,2.0,3.12,3.11,1.4,2.75,1.05,11.0,1.33,3.3,1.95,1.85,1.73,2.0,1.33,1.25,1.75,0.89,1.06,1.32,1.26,2.58,1.59,7.5,2.85,1.2,4.0,1.43,2.62,1.8,2.0,2.32,1.54,3.1,1.32
England EFL League Two,2024-03-23,12:00:00,40,Notts County,Salford City,2.4,2.38,4.0,1.98,3.43,2.84,1.29,3.5,1.02,17.0,1.18,4.75,1.4,2.75,1.53,2.38,1.28,1.25,1.85,1.72,1.16,1.47,1.42,2.89,1.51,9.0,3.06,1.17,4.5,1.32,3.1,1.56,2.27,1.99,1.73,2.6,1.44
England EFL League One,2024-03-23,12:00:00,40,Burton Albion,Port Vale,3.1,2.0,3.75,2.29,3.05,2.8,1.5,2.5,1.07,9.0,1.4,3.0,2.0,1.73,1.95,1.8,1.36,1.28,1.63,1.22,0.83,1.26,1.12,2.38,2.05,8.0,2.0,1.22,3.75,1.41,2.65,1.71,2.0,2.16,1.6,2.85,1.36
England EFL League Two,2024-03-23,12:00:00,40,Grimsby Town,Wrexham,4.33,2.3,2.4,3.27,3.15,1.84,1.33,3.25,1.03,13.0,1.22,4.2,1.68,2.05,1.67,2.1,1.9,1.22,1.28,1.32,1.32,1.33,1.41,2.74,2.78,7.5,1.64,1.15,4.75,1.29,3.4,1.44,2.6,1.82,1.98,2.3,1.55
England EFL League Two,2024-03-23,12:00:00,40,Doncaster Rovers,Forest Green Rovers,2.5,2.2,4.33,1.82,3.17,3.63,1.4,2.75,1.04,12.0,1.3,3.5,1.9,1.9,1.8,1.91,1.25,1.22,1.9,1.61,0.94,1.32,1.18,2.5,1.41,8.0,3.61,1.22,3.8,1.41,2.7,1.73,1.99,2.2,1.6,2.9,1.36
England EFL League Two,2024-03-23,12:00:00,40,Crewe Alexandra,AFC Wimbledon,3.2,2.1,3.4,2.3,2.96,2.51,1.4,2.75,1.05,11.0,1.33,3.3,1.93,1.83,1.73,2.0,1.47,1.25,1.55,1.95,1.32,1.27,1.34,2.61,2.1,8.0,1.95,1.2,4.0,1.4,2.75,1.67,2.07,2.12,1.64,2.77,1.39
England EFL League Two,2024-03-23,12:00:00,8,Barrow,Newport County,2.38,2.2,5.0,1.7,3.27,4.0,1.4,2.75,1.05,10.0,1.33,3.25,1.98,1.78,1.91,1.8,2.05,1.22,1.2,1.89,1.16,1.35,1.19,2.54,1.51,8.5,3.07,1.22,3.65,1.48,2.47,1.9,1.9,2.37,1.51,3.2,1.3
