League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Estonia Meistriliiga,2024-04-16,13:00:00,19,Tallinna Kalev,Tallinna FC Levadia,7.5,2.56,1.79,10.0,5.5,1.18,1.25,3.52,1.01,9.7,1.16,4.48,1.54,2.33,1.73,2.05,3.2,1.1,1.04,1.0,3.0,1.47,2.28,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway Eliteserien,2024-04-16,14:00:00,3,KFUM,Strømsgodset,3.2,2.1,3.0,2.58,3.4,2.51,1.36,2.88,1.05,9.5,1.25,3.75,1.86,2.0,1.62,2.1,1.53,1.25,1.45,1.0,0.0,2.18,1.25,3.43,1.91,8.0,2.1,1.18,4.35,1.31,3.15,1.57,2.25,2.0,1.73,2.6,1.44
Sweden Superettan,2024-04-16,14:00:00,3,Öster,Örebro,2.01,2.35,5.5,1.54,4.1,5.4,1.32,3.22,1.04,15.25,1.19,3.98,1.68,2.12,1.77,1.94,1.16,1.23,2.4,1.0,0.0,1.95,1.23,3.18,1.41,9.0,3.49,1.2,4.0,1.34,3.0,1.6,2.22,2.0,1.74,2.65,1.43
England EFL League One,2024-04-16,15:45:00,18,Burton Albion,Cheltenham Town,3.4,1.95,3.6,2.37,3.15,2.63,1.53,2.38,1.04,7.6,1.36,2.8,2.12,1.65,2.05,1.7,1.5,1.33,1.42,1.05,0.76,1.25,1.05,2.3,1.91,8.0,2.1,1.23,3.95,1.39,2.77,1.73,1.99,2.2,1.6,2.95,1.35
England EFL League Two,2024-04-16,15:45:00,29,Notts County,Stockport County,3.2,2.3,3.0,3.45,3.55,1.82,1.3,3.4,1.02,17.0,1.2,4.5,1.61,2.2,1.57,2.25,1.57,1.22,1.5,1.67,1.86,1.47,1.45,2.92,1.82,8.0,2.39,1.24,3.5,1.46,2.45,1.95,1.85,2.37,1.47,3.3,1.27
England EFL League Two,2024-04-16,15:45:00,36,Crawley Town,Barrow,3.1,2.2,3.4,2.43,3.3,2.46,1.36,3.0,1.04,12.0,1.28,3.6,1.86,1.86,1.67,2.1,1.5,1.25,1.52,1.52,1.29,1.54,1.33,2.87,2.05,8.0,1.95,1.25,3.6,1.5,2.4,1.85,1.95,2.4,1.5,3.2,1.3
England EFL League Two,2024-04-16,15:45:00,40,Walsall,Swindon Town,2.45,2.35,3.7,1.81,3.55,3.5,1.28,3.48,1.02,10.0,1.14,4.6,1.68,2.08,1.5,2.41,1.31,1.25,1.78,1.86,0.76,1.48,1.41,2.89,1.59,7.5,2.92,1.21,3.9,1.4,2.7,1.73,2.0,2.07,1.67,2.6,1.43
England EFL League Two,2024-04-16,15:45:00,42,Mansfield Town,Accrington Stanley,1.91,2.4,7.0,1.27,5.1,7.4,1.33,3.25,1.03,13.0,1.22,4.2,1.44,2.6,2.0,1.73,1.07,1.15,3.0,1.9,1.05,1.95,1.28,3.23,1.18,10.0,6.22,1.18,4.33,1.24,3.48,1.44,2.51,1.98,1.82,2.18,1.66
England EFL League Two,2024-04-16,15:45:00,33,Colchester United,Grimsby Town,2.88,2.38,3.25,2.12,3.3,2.87,1.29,3.5,1.02,13.0,1.17,4.5,1.8,2.0,1.5,2.5,1.41,1.26,1.6,1.05,0.81,1.47,1.32,2.79,1.82,8.5,2.32,1.13,5.0,1.28,3.2,1.51,2.32,1.87,1.83,2.38,1.49
England EFL League One,2024-04-16,15:45:00,29,Port Vale,Wycombe Wanderers,3.25,2.05,3.5,2.34,3.25,2.6,1.44,2.63,1.06,9.5,1.38,3.0,2.02,1.72,1.95,1.8,1.45,1.25,1.55,1.0,1.2,1.5,1.15,2.65,1.63,10.2,2.67,1.15,4.75,1.2,3.9,1.28,3.2,1.5,2.3,1.98,1.83
