League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
South Korea K League 2,2024-05-22,07:30:00,14,Busan I'Park,Cheonan City,2.05,2.25,5.25,1.5,4.29,5.75,1.35,2.95,1.04,9.0,1.25,3.7,1.81,1.98,1.8,1.83,1.1,1.18,2.4,0.43,2.0,1.88,1.36,3.24,1.55,7.0,3.3,1.33,3.0,1.57,2.25,1.91,1.8,2.4,1.5,3.2,1.3
South Korea K League 2,2024-05-22,07:30:00,14,Gimpo Citizen,Seongnam,3.1,1.95,3.5,2.56,3.12,2.83,1.51,2.4,1.08,8.0,1.4,2.75,2.27,1.59,1.95,1.8,1.4,1.28,1.5,1.5,0.86,1.36,1.39,2.75,2.02,8.05,2.17,1.6,2.3,2.01,1.79,2.61,1.47,3.69,1.23,4.75,1.15
South Korea K League 2,2024-05-22,07:30:00,14,Gyeongnam,Ansan Greeners,2.39,2.16,4.25,1.67,3.98,4.54,1.36,2.99,1.01,9.7,1.24,3.48,1.86,1.88,1.7,1.98,1.23,1.25,1.83,1.0,0.86,1.88,1.07,2.95,1.61,9.0,2.78,1.22,3.78,1.4,2.64,1.76,2.02,2.22,1.64,2.88,1.34
China Chinese Super League,2024-05-22,08:35:00,13,Qingdao Youth Island,Changchun Yatai,3.2,2.1,3.0,2.37,3.29,2.86,1.36,2.9,1.02,10.0,1.22,3.8,1.77,2.05,1.6,2.2,1.5,1.25,1.44,0.86,1.14,1.0,0.97,1.97,2.03,8.3,2.03,1.35,2.84,1.65,2.11,2.09,1.63,2.79,1.36,3.92,1.19
China Chinese Super League,2024-05-22,09:00:00,13,Shanghai SIPG,Chengdu Better City FC,1.88,2.7,5.0,1.45,4.75,5.25,1.21,4.15,1.01,28.5,1.1,5.75,1.36,2.88,1.5,2.4,1.15,1.18,2.6,2.67,1.5,2.01,1.45,3.46,1.4,9.5,3.5,1.28,3.2,1.53,2.28,1.92,1.79,2.5,1.44,3.42,1.25
Bulgaria First League,2024-05-22,10:00:00,4,Levski Krumovgrad,Levski Sofia,4.9,2.05,2.43,4.23,3.13,1.91,1.48,2.43,1.06,6.75,1.4,2.7,2.22,1.64,2.08,1.65,2.0,1.3,1.19,1.94,1.56,1.49,1.72,3.21,3.22,8.7,1.47,1.47,2.42,1.86,1.84,2.42,1.47,3.34,1.26,4.9,1.13
Finland Veikkausliiga,2024-05-22,12:00:00,19,HJK,Gnistan,1.91,2.6,6.0,1.37,5.0,8.2,1.25,3.75,1.02,19.0,1.16,5.0,1.5,2.4,1.7,2.05,1.12,1.2,3.0,2.0,1.0,2.34,0.95,3.29,1.4,10.0,3.58,1.21,3.74,1.42,2.65,1.75,2.01,2.19,1.6,2.88,1.34
Finland Veikkausliiga,2024-05-22,12:00:00,15,VPS,KuPS,3.1,2.05,3.6,2.3,3.1,2.7,1.44,2.63,1.04,8.5,1.33,3.0,2.05,1.7,1.8,1.95,1.42,1.37,1.56,1.75,1.67,2.08,1.55,3.63,2.04,8.8,2.04,1.23,3.56,1.45,2.55,1.8,1.95,2.29,1.55,3.04,1.31
Bulgaria First League,2024-05-22,12:30:00,4,Ludogorets,Lokomotiv Plovdiv,1.95,2.4,6.0,1.59,3.95,5.2,1.31,3.28,1.01,12.9,1.18,4.05,1.7,2.0,1.85,1.91,1.09,1.18,2.75,2.5,1.44,2.41,1.45,3.86,1.29,12.0,4.34,1.35,2.9,1.6,2.2,2.0,1.72,2.55,1.45,3.4,1.27
Estonia Meistriliiga,2024-05-22,13:00:00,12,Paide,Nõmme Kalju,2.88,2.25,3.2,2.28,3.9,2.6,1.3,3.2,1.01,9.35,1.23,3.76,1.6,2.1,1.57,2.34,1.4,1.2,1.53,2.4,2.0,2.43,1.88,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia Meistriliiga,2024-05-22,13:00:00,12,Tallinna FC Levadia,Tallinna Kalev,1.67,2.75,7.5,1.21,6.0,12.0,1.23,3.76,1.01,9.7,1.11,5.46,1.54,2.44,1.73,2.05,1.04,1.12,3.75,2.33,1.0,2.2,1.36,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
