League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Bulgaria First League,2024-09-23,11:30:00,9,Levski Krumovgrad,Botev Vratsa,2.5,2.1,5.0,2.2,3.16,3.4,1.44,2.63,1.05,10.0,1.32,3.05,2.0,1.7,2.0,1.73,1.19,1.28,1.93,1.2,1.0,1.58,0.92,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2024-09-23,12:00:00,9,Radnički Kragujevac,Tekstilac Odžaci,2.2,2.3,4.5,1.62,3.85,4.5,1.3,3.4,1.01,11.0,1.17,4.5,1.66,2.18,1.73,2.0,1.17,1.17,2.1,1.0,1.0,1.54,1.27,2.81,1.78,6.1,2.63,1.41,2.45,1.79,1.87,2.26,1.48,3.08,1.26,0.0,0.0
Romania Liga I,2024-09-23,12:00:00,10,UTA Arad,CSM Iaşi,2.7,2.0,4.0,1.99,3.25,3.7,1.47,2.57,1.05,8.0,1.3,3.2,2.05,1.65,1.87,1.9,1.27,1.32,1.71,1.0,0.75,1.56,1.53,3.09,1.69,6.55,2.77,1.22,3.35,1.52,2.5,1.85,1.94,2.34,1.58,3.02,1.27
Serbia SuperLiga,2024-09-23,14:00:00,9,Partizan,Red Star Belgrade,4.33,2.2,2.3,4.2,3.6,1.71,1.36,3.0,1.02,10.0,1.2,4.0,1.79,1.99,1.8,1.91,1.91,1.2,1.2,2.0,3.0,1.36,2.09,3.45,2.62,8.0,1.69,1.27,3.04,1.51,2.2,2.0,1.8,2.45,1.41,3.35,1.22
Turkey Süper Lig,2024-09-23,14:00:00,6,Göztepe,Kayserispor,2.3,2.2,4.4,1.95,3.55,3.65,1.4,2.8,1.02,10.5,1.25,3.6,1.91,1.87,1.78,1.9,1.18,1.3,1.9,2.0,1.0,1.55,1.17,2.72,1.49,6.4,2.7,1.33,2.95,1.57,2.23,1.92,1.77,2.43,1.48,3.15,1.3
Turkey Süper Lig,2024-09-23,14:00:00,6,Gazişehir Gaziantep,Trabzonspor,3.97,2.26,2.76,3.0,3.2,2.15,1.38,3.08,1.03,9.5,1.25,3.6,1.8,1.83,1.65,2.1,1.7,1.32,1.25,0.0,1.0,1.55,1.33,2.88,2.05,6.25,1.86,1.36,2.8,1.64,2.1,2.02,1.7,2.55,1.43,3.4,1.26
Denmark Superliga,2024-09-23,14:00:00,9,København,AaB,1.67,2.88,7.5,1.41,5.1,6.8,1.22,4.0,1.01,13.75,1.12,5.45,1.4,2.75,1.8,1.95,1.07,1.13,3.3,2.0,0.75,1.59,1.36,2.95,1.26,10.0,4.64,0.0,0.0,1.3,3.1,1.91,2.3,2.0,1.8,2.43,1.48
Bulgaria First League,2024-09-23,14:00:00,9,Arda,Botev Plovdiv,3.4,2.05,3.4,2.63,3.2,2.66,1.44,2.63,1.05,8.0,1.3,3.2,2.0,1.7,1.83,1.83,1.53,1.25,1.42,3.0,3.0,1.47,1.46,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden Superettan,2024-09-23,14:00:00,24,Sandviken,Degerfors,2.85,2.3,3.4,2.25,3.6,2.92,1.29,3.3,1.02,15.0,1.22,4.2,1.67,2.1,1.57,2.3,1.4,1.22,1.65,2.27,1.55,1.51,1.36,2.87,1.75,8.8,2.38,0.0,0.0,1.25,3.14,1.53,2.44,1.88,1.92,2.33,1.57
Sweden Superettan,2024-09-23,14:00:00,24,GIF Sundsvall,Öster,4.75,2.35,2.25,4.12,3.8,1.79,1.3,3.2,1.02,15.0,1.22,4.2,1.7,2.0,1.72,2.1,1.93,1.22,1.16,1.64,1.18,1.49,1.92,3.41,4.11,10.0,1.31,0.0,0.0,1.21,3.44,1.4,2.56,1.8,1.91,2.12,1.58
