League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Bulgaria First League,2024-02-23,10:00:00,22,Botev Vratsa,OFK Pirin,2.75,2.0,4.75,1.9,3.3,4.0,1.51,2.46,1.05,7.0,1.41,2.6,2.3,1.57,2.04,1.69,1.23,1.31,1.81,0.82,0.91,1.33,1.01,2.34,1.48,7.5,3.55,1.38,2.8,1.68,2.13,2.1,1.69,2.65,1.42,3.6,1.24
Romania Liga I,2024-02-23,12:00:00,27,Hermannstadt,U Craiova 1948,3.04,1.94,3.85,2.05,3.25,3.5,1.5,2.48,1.05,7.1,1.38,2.71,2.3,1.57,1.9,1.8,1.35,1.35,1.55,1.85,0.85,1.56,1.32,2.88,1.76,8.3,2.4,1.39,2.67,1.72,2.0,2.19,1.57,2.98,1.32,4.5,1.19
Bulgaria First League,2024-02-23,12:30:00,22,Botev Plovdiv,Etar,1.83,2.5,7.5,1.28,5.0,8.5,1.33,3.15,1.01,9.9,1.21,3.74,1.6,2.2,2.09,1.66,1.05,1.15,3.22,1.6,0.5,1.98,0.8,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia Prva HNL,2024-02-23,13:00:00,24,Lokomotiva Zagreb,Osijek,2.8,2.2,3.2,2.19,3.1,2.62,1.33,3.25,1.05,9.0,1.25,3.75,1.7,2.05,1.62,2.2,1.4,1.33,1.53,1.27,0.9,1.58,1.27,2.85,1.95,7.5,2.1,1.31,3.15,1.63,2.13,2.07,1.67,2.77,1.39,3.92,1.19
Serbia SuperLiga,2024-02-23,13:00:00,22,IMT Novi Beograd,Radnički Niš,3.0,2.1,3.2,2.4,2.88,2.58,1.4,2.75,1.06,8.0,1.3,3.4,1.95,1.65,1.7,2.05,1.44,1.3,1.5,1.1,0.5,1.33,1.34,2.67,1.91,8.0,2.1,1.29,3.3,1.46,2.52,1.95,1.85,2.37,1.51,3.2,1.3
Slovakia Super Liga,2024-02-23,13:30:00,21,FK Košice,Skalica,3.04,2.12,3.76,2.24,3.2,2.76,1.43,2.76,1.04,7.6,1.34,2.88,2.08,1.68,1.84,1.86,1.36,1.33,1.55,0.9,0.5,1.12,1.19,2.31,0.0,0.0,0.0,1.38,2.8,1.98,1.82,2.2,1.6,2.9,1.37,0.0,0.0
Egypt Egyptian Premier League,2024-02-23,14:00:00,14,Baladiyyat Al Mehalla,Ceramica Cleopatra,5.0,2.05,2.38,4.85,3.15,1.8,1.5,2.48,1.05,7.1,1.41,2.6,2.3,1.55,2.1,1.67,1.91,1.28,1.16,1.17,0.83,1.24,1.77,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland Ekstraklasa,2024-02-23,14:00:00,22,Piast Gliwice,Cracovia Kraków,2.82,2.0,4.92,2.1,3.1,3.75,1.56,2.44,1.09,7.0,1.49,2.55,2.28,1.61,2.15,1.65,1.25,1.28,1.75,1.44,1.1,1.61,1.41,3.02,1.64,8.6,2.72,1.35,2.84,1.65,2.11,2.07,1.64,2.79,1.36,3.25,1.3
Turkey Süper Lig,2024-02-23,14:00:00,27,Samsunspor,Rizespor,2.5,2.15,3.8,1.91,3.45,3.4,1.44,2.8,1.04,10.06,1.29,3.44,1.9,1.8,1.75,2.05,1.2,1.3,1.83,1.77,0.75,1.45,1.15,2.6,1.6,9.1,2.79,1.31,3.04,1.59,2.21,2.02,1.74,2.65,1.42,3.64,1.22
Austria 2. Liga,2024-02-23,14:10:00,17,Leoben,SV Stripfing Weiden,2.38,2.25,4.33,1.79,3.65,3.75,1.32,3.26,1.04,10.25,1.22,3.65,1.87,2.01,1.73,2.0,1.22,1.25,1.97,1.63,1.25,1.57,1.37,2.94,1.52,9.0,3.34,1.3,3.2,1.66,2.16,2.09,1.71,2.65,1.42,3.74,1.21
