IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.216593105,Mexican Ascenso MX,2023-08-06,00:05:00,Cimarrones de Sonora,Dorados,1.44,4.1,6.6,1.78,2.02,1.95,1.88,18.5,27.0,70.0,250.0,9.2,12.0,32.0,130.0,9.8,11.0,28.0,120.0,15.0,18.0,42.0,160.0,8.4,160.0
1.216764106,Chinese League 2,2023-08-06,05:00:00,Weifang Juexiaoya,Hubei Chufeng Heli,4.8,2.94,1.94,2.66,1.48,2.16,1.64,8.8,7.0,11.5,27.0,15.0,8.2,12.5,32.0,42.0,26.0,30.0,1.01,1.01,1.01,1.01,1.01,1.01,27.0
1.216764196,Chinese League 2,2023-08-06,05:00:00,Taian Tiankuang,Haimen Codion,4.9,3.3,1.69,2.02,1.77,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216721392,Czech 2 Liga,2023-08-06,05:15:00,Sigma Olomouc B,Prostejov,1.92,3.5,3.65,1.75,2.18,1.65,2.12,20.0,20.0,1.01,1.01,12.5,10.5,19.0,1.01,14.5,12.0,19.5,1.01,1.01,22.0,1.01,1.01,12.0,1.01
1.216721122,Czech 2 Liga,2023-08-06,05:30:00,Sparta Prague B,MFK Chrudim,1.62,3.8,5.0,1.82,2.08,1.79,2.0,18.5,23.0,48.0,1.01,10.0,10.5,24.0,75.0,11.5,11.0,23.0,80.0,19.0,19.0,36.0,1.01,10.5,85.0
1.216652262,Slovakian 2 Liga,2023-08-06,05:30:00,Samorin,FK Puchov,2.08,3.35,3.0,1.63,2.26,1.55,1.01,1.01,1.01,1.01,1.01,1.01,10.5,1.01,1.01,1.01,12.5,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216651859,Slovakian 2 Liga,2023-08-06,05:30:00,Slovan Bratislava II,FC Petrzalka,2.94,3.5,2.32,1.69,2.06,1.6,2.3,19.0,13.5,18.0,36.0,17.0,9.6,12.5,25.0,26.0,15.5,18.0,36.0,1.01,36.0,44.0,1.01,27.0,17.0
1.216450971,Austrian Erste Liga,2023-08-06,05:30:00,First Vienna Fc 1894,SK Sturm Graz II,1.83,4.2,3.7,1.58,2.48,1.6,2.24,1.01,23.0,34.0,75.0,14.0,12.5,19.5,1.01,15.0,11.5,19.0,1.01,23.0,20.0,29.0,75.0,9.8,1.01
1.216652442,Slovakian 2 Liga,2023-08-06,05:30:00,MSK Zilina II,FK Humenne,2.02,3.85,3.05,1.55,2.5,1.54,2.4,25.0,21.0,30.0,1.01,16.0,12.0,16.5,36.0,18.5,12.5,17.0,38.0,27.0,22.0,29.0,1.01,11.0,23.0
1.216515912,Romanian Liga II,2023-08-06,06:00:00,FC Hunedoara,Ceahlaul,2.02,3.25,3.55,2.06,1.84,1.82,2.0,15.0,16.0,32.0,90.0,11.0,9.4,19.0,60.0,15.0,13.0,23.0,70.0,30.0,27.0,48.0,130.0,19.5,60.0
1.216573900,Japanese J League 2,2023-08-06,06:00:00,Nagasaki,Iwaki SC,2.32,3.35,2.98,1.94,1.95,1.73,2.14,17.0,16.0,26.0,60.0,13.0,9.6,16.5,42.0,18.0,13.5,20.0,55.0,36.0,30.0,44.0,110.0,22.0,36.0
1.216573810,Japanese J League 2,2023-08-06,06:00:00,Tokyo-V,Shimizu,2.88,3.45,2.56,1.95,1.9,1.77,2.08,14.5,12.0,18.5,42.0,13.0,8.8,13.5,32.0,22.0,14.5,20.0,48.0,55.0,38.0,55.0,110.0,34.0,26.0
1.216575861,Japanese J League 2,2023-08-06,06:00:00,Kofu,Kanazawa,1.96,3.4,3.4,1.76,2.14,1.68,2.22,21.0,20.0,36.0,90.0,13.0,10.5,19.0,50.0,15.5,12.5,21.0,60.0,27.0,23.0,38.0,100.0,13.5,44.0
1.216348334,Japanese J League,2023-08-06,06:00:00,Kashima,Sapporo,2.18,3.7,3.35,1.71,2.12,1.68,2.16,18.5,17.5,27.0,65.0,13.0,9.8,16.5,42.0,16.5,12.5,18.5,48.0,29.0,25.0,36.0,90.0,15.5,34.0
