IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.214097074,Mexican Liga MX,2023-05-14,00:16:00,CF America,Atletico San Luis,1.36,5.2,8.4,1.01,1.34,1.01,1.01,1.01,1.01,1.01,1.01,1.01,15.0,1.01,1.01,1.01,11.5,27.0,1.01,13.5,1.01,1.01,1.01,5.0,1.01
1.213915077,Japanese J League,2023-05-14,01:30:00,Albirex Niigata,Yokohama FM,3.7,4.1,1.98,1.58,2.44,1.61,1.97,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.214114706,South Korean K League 2,2023-05-14,01:30:00,Gyeongnam,Seongnam FC,2.16,3.3,3.4,2.04,1.78,1.82,1.92,13.0,14.0,27.0,1.01,10.0,8.2,17.0,1.01,15.0,11.0,1.01,1.01,1.01,29.0,50.0,1.01,22.0,1.01
1.213914897,Japanese J League,2023-05-14,01:30:00,Kyoto,C-Osaka,3.5,3.4,2.22,2.1,1.8,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.213915437,Japanese J League,2023-05-14,01:30:00,Fukuoka,Tosu,2.06,3.3,4.3,2.46,1.63,2.04,1.75,11.0,14.0,34.0,120.0,7.8,8.2,21.0,80.0,13.0,12.5,27.0,110.0,28.0,30.0,60.0,210.0,25.0,120.0
1.213915347,Japanese J League,2023-05-14,01:30:00,Kashima,Nagoya,2.98,3.0,2.84,2.46,1.57,2.04,1.79,9.8,10.0,19.5,55.0,10.0,7.4,15.0,46.0,20.0,15.5,25.0,80.0,55.0,48.0,80.0,200.0,55.0,55.0
1.213976449,Japanese J League 2,2023-05-14,01:30:00,Iwaki SC,Blaublitz Akita,2.28,3.05,3.35,2.46,1.56,1.99,1.74,9.6,11.5,26.0,80.0,8.8,8.0,17.5,60.0,15.5,13.5,25.0,85.0,38.0,36.0,70.0,190.0,36.0,75.0
1.213948627,South Korean K League 1,2023-05-14,02:30:00,Ulsan Hyundai Horang-i,FC Seoul,1.86,3.45,4.4,1.94,2.04,1.82,1.98,14.5,18.5,36.0,110.0,9.8,9.0,21.0,65.0,13.0,11.0,20.0,75.0,21.0,22.0,42.0,130.0,14.5,75.0
1.214101749,South Korean K League 2,2023-05-14,04:00:00,Chungnam Asan,Gimpo Citizen,2.64,2.8,2.78,2.38,1.59,1.88,1.83,11.0,11.0,21.0,55.0,10.5,7.6,15.0,44.0,19.5,14.5,23.0,1.01,48.0,42.0,70.0,1.01,44.0,48.0
1.213955451,Japanese J League,2023-05-14,04:00:00,Urawa,G-Osaka,1.95,3.6,4.2,1.96,1.92,1.83,1.01,14.0,16.5,34.0,1.01,9.4,9.0,19.5,1.01,13.0,11.0,23.0,1.01,25.0,24.0,44.0,1.01,16.0,70.0
