ID_Evento,IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
32742139,1.220153453,Mexican Liga MX,2023-11-02,00:00:00,Mazatlan FC,Santos Laguna,2.86,3.9,2.42,1.62,2.52,1.57,2.62,25.0,16.0,19.0,34.0,18.0,9.6,11.5,23.0,27.0,13.5,14.5,28.0,46.0,28.0,32.0,55.0,17.5,13.5
32742248,1.220156039,Mexican Liga MX,2023-11-02,00:00:00,Atletico San Luis,CF America,4.7,4.3,1.77,1.58,2.56,1.6,2.5,23.0,13.0,17.5,19.5,25.0,10.5,10.5,16.0,42.0,18.5,16.5,26.0,110.0,55.0,50.0,75.0,42.0,8.0
32742148,1.220155097,Mexican Liga MX,2023-11-02,00:06:00,Tijuana,Tigres,3.25,3.55,2.32,1.88,2.06,1.72,2.26,15.5,12.0,16.0,32.0,15.5,8.8,12.0,25.0,24.0,15.5,17.5,38.0,55.0,38.0,48.0,90.0,34.0,17.5
32765093,1.220600326,Indonesian Liga 2,2023-11-02,03:00:00,Persipura Jayapura,Kalteng Putra FC,1.04,1.01,1.04,1.09,1.08,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32764505,1.220581887,Indonesian Liga 1,2023-11-02,05:00:00,Arema Cronus,Dewa United FC,2.66,3.0,2.24,1.8,1.81,1.66,1.99,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,1.01,1.01,1.01,1.01,980.0,980.0
32764919,1.220599827,Azerbaijan 1st Division,2023-11-02,06:00:00,Qaradag Lokbatan,MOIK Baku,1.01,1.01,1.01,1.02,1.05,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32765144,1.220599551,Myanmar Matches,2023-11-02,06:00:00,Kachin United,Myawady FC,3.0,3.5,1.9,1.54,1.47,1.54,1.01,1.01,1.01,1.01,1.01,1.01,12.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,13.0
32765151,1.220599461,Myanmar Matches,2023-11-02,06:30:00,GFA FC,Ayeyawady United,1.04,1.01,1.04,1.01,1.08,1.48,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32764521,1.220582297,Turkish Cup,2023-11-02,07:00:00,Sivasspor,Artvin Hopaspor,1.09,10.0,21.0,1.4,2.62,2.74,1.37,980.0,980.0,1.01,1.01,980.0,980.0,980.0,1.01,980.0,980.0,1.01,1.01,980.0,980.0,1.01,1.01,3.3,1.01
32763588,1.220562372,Kenyan Premier League,2023-11-02,08:00:00,Kakamega Homeboyz,Posta Rangers,1.05,1.01,1.05,1.01,1.05,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32764779,1.220592973,Indonesian Liga 1,2023-11-02,09:00:00,Pusamania Borneo FC,Persik Kediri,1.39,4.3,6.0,1.53,2.22,1.72,1.9,980.0,980.0,1.01,1.01,980.0,980.0,1.01,1.01,980.0,980.0,980.0,1.01,980.0,980.0,1.01,1.01,980.0,1.01
32704243,1.219511275,Romanian Cup,2023-11-02,09:00:00,FCM Alexandria,Botosani,6.0,3.85,1.53,2.0,1.77,2.04,1.74,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,1.01,1.01,1.01,1.01,980.0
32764780,1.220592883,Indonesian Liga 1,2023-11-02,09:00:00,Bhayangkara FC,PSIS Semarang,3.25,3.7,2.0,1.68,2.08,1.64,1.01,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0
32765268,1.220616485,Bhutan Premier League,2023-11-02,09:00:00,Transport United FC,Thimphu City,1.04,1.01,1.04,1.01,1.05,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32764520,1.220582387,Turkish Cup,2023-11-02,09:00:00,Gaziantep FK,Efeler 09,1.23,6.0,11.0,1.5,2.44,2.0,1.71,980.0,980.0,1.01,1.01,980.0,980.0,1.01,1.01,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,1.01
32765823,1.220615002,Omani Sultan Cup,2023-11-02,09:45:00,Bahla,Ibri,1.01,1.03,1.01,1.01,1.02,1.48,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32761787,1.220531552,UAE Arabian Gulf League,2023-11-02,09:45:00,Al Jazira,Al Sharjah,1.01,1.03,1.5,1.01,1.02,1.83,1.99,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32766135,1.220617025,Slovenian Cup,2023-11-02,10:00:00,NK Brinje Grosuplje,Olimpija,1.04,1.01,1.04,1.01,1.83,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32766130,1.220617115,Slovenian Cup,2023-11-02,10:00:00,NK Primorje,Tolmin,1.05,1.01,1.04,1.01,1.05,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32765259,1.220601131,Malaysian Cup,2023-11-02,10:00:00,Johor Darul Takzim,Perak,1.04,5.0,36.0,1.06,1.08,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32764984,1.220599737,Jordanian Premier League,2023-11-02,11:00:00,Shabab Al Ordon,Al Aqaba,2.36,2.68,2.82,2.22,1.52,1.01,1.01,11.0,12.0,1.01,1.01,10.5,8.0,17.0,1.01,1.01,15.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32763518,1.220562098,Polish Cup,2023-11-02,11:00:00,Cracovia Krakow,Zaglebie Lubin,2.3,2.86,2.74,1.02,1.32,1.7,1.01,15.0,13.5,23.0,1.01,12.0,8.6,14.5,1.01,1.01,13.0,1.01,1.01,1.01,1.01,1.01,1.01,23.0,32.0
32765207,1.220600186,Qatari Stars League,2023-11-02,11:30:00,Al Mu Aidar SC,Umm Salal,3.4,3.5,1.97,1.5,1.02,1.95,1.97,27.0,16.0,17.5,1.01,24.0,11.5,12.0,20.0,1.01,17.5,17.5,1.01,1.01,1.01,1.01,1.01,26.0,9.8
32759183,1.220474359,Qatari Stars League,2023-11-02,11:30:00,Al-Sadd,Al Markhiya,1.01,1.03,1.39,1.01,1.02,1.95,1.95,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32764515,1.220582477,Turkish Cup,2023-11-02,11:30:00,Konyaspor,Erbaaspor,1.25,5.7,10.5,1.56,2.28,2.02,1.71,1.01,1.01,1.01,1.01,1.01,16.5,1.01,1.01,9.0,1.01,40.0,1.01,11.0,16.0,42.0,1.01,1.01,1.01
32764719,1.220599351,Kuwaiti Premier League,2023-11-02,11:30:00,Al Nasar (KUW),Al Arabi Kuwait,3.45,1.01,1.83,1.01,1.57,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32764404,1.220580863,Indian Super League,2023-11-02,11:30:00,Mumbai City FC,Punjab FC,1.32,5.5,9.2,1.51,2.56,1.91,1.92,28.0,40.0,95.0,1.01,11.0,15.5,38.0,140.0,9.8,11.0,29.0,110.0,11.5,15.0,32.0,140.0,4.8,150.0
32766162,1.220616935,Slovenian Cup,2023-11-02,12:00:00,Krsko,NK Celje,1.04,1.01,1.04,1.01,1.83,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32765933,1.220617401,Ukrainian Cup,2023-11-02,12:00:00,Obolon-Brovar Kiev,Vorskla,1.05,1.16,1.05,1.07,1.08,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32765830,1.220614957,Omani Sultan Cup,2023-11-02,12:15:00,Al Seeb,Al Nahdha,1.01,1.03,1.01,1.01,1.02,1.48,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32704242,1.219511366,Romanian Cup,2023-11-02,12:30:00,Gloria Buzau,Farul Constanta,5.5,3.9,1.47,1.74,1.89,1.85,1.78,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,1.01,1.01,1.01,1.01,1.01,980.0
32760094,1.220498469,UAE Arabian Gulf League,2023-11-02,12:30:00,Al Wasl,Al Ain,1.01,1.03,1.01,1.01,1.02,1.84,1.99,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32741989,1.220152039,Bulgarian A League,2023-11-02,13:00:00,Slavia Sofia,Ludogorets,11.0,5.0,1.33,1.79,1.2,2.2,1.68,1.01,8.0,1.01,1.01,1.01,13.5,10.5,15.5,1.01,1.01,1.01,46.0,1.01,1.01,1.01,1.01,1.01,1.01
32764959,1.220600506,Bahraini Premier,2023-11-02,13:00:00,Al Riffa,Al-Shabbab (BRN),1.39,4.1,6.8,1.73,1.93,1.96,1.69,20.0,28.0,80.0,1.01,9.2,13.5,36.0,160.0,9.4,12.0,34.0,150.0,15.0,19.0,48.0,1.01,8.8,1.01
32764553,1.220582659,Bahraini King's Cup,2023-11-02,13:00:00,Al Tadamun Buri,Al Hala,1.09,1.09,1.04,1.01,1.08,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32764554,1.220582569,Bahraini King's Cup,2023-11-02,13:00:00,Um Al Hassam,Al Budaiya,1.05,1.04,1.05,1.08,1.08,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32756145,1.220416395,Qatari Stars League,2023-11-02,13:30:00,Al-Duhail SC,Al Rayyan,1.25,1.25,2.0,1.01,1.01,1.95,1.95,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32765122,1.220599647,Jordanian Premier League,2023-11-02,13:30:00,Al Faisaly SC,Al-Jalil,1.38,4.4,8.6,1.88,1.83,2.16,1.62,17.0,29.0,1.01,1.01,7.4,12.5,42.0,1.01,8.6,11.0,40.0,1.01,12.5,19.5,55.0,1.01,8.8,1.01
32763514,1.220562188,Polish Cup,2023-11-02,14:00:00,LKS Lodz,Rakow Czestochowa,4.6,3.55,1.58,1.72,1.9,1.73,1.89,18.5,11.0,12.0,20.0,1.01,11.0,12.0,21.0,50.0,1.01,25.0,40.0,1.01,1.01,1.01,1.01,1.01,11.0
32764545,1.220582205,Turkish Cup,2023-11-02,14:00:00,Kayserispor,76 Igdir Belediyespor,1.38,4.4,9.0,1.58,2.24,1.86,1.86,23.0,34.0,1.01,1.01,12.0,13.0,36.0,1.01,10.0,12.0,29.0,1.01,12.5,16.0,1.01,1.01,6.2,1.01
32766063,1.220616575,Bosnian Cup,2023-11-02,14:00:00,Celik Zenica,Zrinjski,1.05,1.04,1.04,1.01,1.05,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32765283,1.220607512,Estonian Esiliiga,2023-11-02,14:00:00,Kohtla-Jarve,FC Elva,2.94,4.6,1.88,1.24,4.0,1.36,3.45,65.0,32.0,27.0,34.0,40.0,17.5,15.0,20.0,44.0,19.5,17.0,22.0,1.01,32.0,29.0,40.0,12.0,6.0
32765282,1.220607602,Estonian Esiliiga,2023-11-02,14:00:00,Tabasalu JK,Paide Linnameeskond II,2.08,5.2,2.52,1.01,2.5,1.3,3.6,1.01,40.0,1.01,55.0,1.01,26.0,17.0,29.0,32.0,17.0,18.0,22.0,38.0,23.0,19.5,34.0,5.9,8.2
32749819,1.220285290,Italian Cup,2023-11-02,14:00:00,Sassuolo,Spezia,1.51,4.7,7.2,1.68,2.22,1.87,1.97,19.5,28.0,65.0,270.0,9.8,11.5,27.0,100.0,9.8,9.4,23.0,90.0,14.0,15.0,32.0,130.0,7.2,120.0
32765074,1.220600236,German Junioren Bundesliga,2023-11-02,14:00:00,Nurnberg U19,SpVgg Greuther Furth U19,2.0,2.7,1.5,1.02,1.05,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32764893,1.220593180,Austrian Cup,2023-11-02,14:00:00,SCR Altach,FC Blau Weiss Linz,2.12,3.05,2.88,1.86,1.79,1.69,1.94,15.5,15.0,26.0,65.0,12.0,9.2,17.0,46.0,17.5,13.5,21.0,60.0,36.0,32.0,48.0,120.0,24.0,42.0
