IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.215352002,Japanese J League,2023-06-30,07:00:00,C-Osaka,Fukuoka,2.04,3.45,4.4,2.3,1.7,2.08,1.86,10.5,13.5,32.0,110.0,7.6,8.0,19.0,70.0,11.5,11.5,23.0,90.0,28.0,25.0,55.0,190.0,21.0,95.0
1.215618623,Lithuanian A Lyga,2023-06-30,12:00:00,Panevezys,Riteriai,1.37,5.0,9.2,1.93,1.87,2.24,1.59,18.5,32.0,1.01,1.01,7.4,14.5,1.01,1.01,7.8,11.5,44.0,1.01,12.0,18.5,55.0,1.01,8.0,1.01
1.215476586,Egyptian Premier,2023-06-30,13:00:00,ENPPI,Pharco FC,2.5,2.86,3.35,2.78,1.46,2.2,1.74,8.0,9.8,24.0,80.0,7.8,7.0,17.5,65.0,15.5,13.5,27.0,110.0,42.0,44.0,85.0,1.01,50.0,95.0
1.215620971,Estonian Premier League,2023-06-30,14:00:00,Parnu JK Vaprus,Paide Linnameeskond,6.6,4.3,1.45,1.88,1.95,1.97,1.79,18.0,8.8,10.0,15.5,28.0,12.0,11.5,21.0,75.0,36.0,34.0,48.0,1.01,150.0,150.0,1.01,1.01,9.6
1.215620440,Uruguayan Segunda Division,2023-06-30,15:00:00,Progreso,Atenas,1.58,3.85,6.2,2.22,1.73,2.24,1.68,13.0,20.0,1.01,1.01,7.0,10.0,30.0,1.01,9.4,10.5,1.01,1.01,16.5,22.0,1.01,1.01,13.5,1.01
1.215620338,Uruguayan Segunda Division,2023-06-30,15:00:00,Uruguay Montevideo FC,Juventud De Las Piedras,2.12,3.1,3.85,2.54,1.58,1.94,1.68,11.0,1.01,1.01,1.01,8.4,8.4,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.215479270,Egyptian Premier,2023-06-30,15:30:00,Al Mokawloon,El Daklyeh,2.02,3.1,4.5,2.48,1.54,2.18,1.77,9.0,13.0,36.0,130.0,7.2,8.0,22.0,85.0,11.5,12.0,27.0,110.0,26.0,29.0,65.0,1.01,25.0,130.0
1.215479360,Egyptian Premier,2023-06-30,15:30:00,El Geish,Ceramica Cleopatra,2.62,2.94,3.3,2.64,1.49,2.16,1.77,8.4,9.8,22.0,65.0,8.4,6.8,16.0,55.0,17.0,13.5,24.0,90.0,44.0,44.0,75.0,1.01,48.0,70.0
1.215468197,Irish Premier Division,2023-06-30,15:45:00,St Patricks,UCD,1.13,10.5,23.0,1.43,2.88,2.4,1.62,42.0,80.0,290.0,1.01,13.0,27.0,95.0,520.0,9.0,15.5,65.0,360.0,9.4,17.0,60.0,380.0,3.55,760.0
1.215360910,Irish Premier Division,2023-06-30,15:45:00,Dundalk,Shamrock Rovers,3.85,3.75,1.97,1.92,1.91,1.86,2.02,17.0,10.0,13.0,24.0,17.0,9.0,12.0,23.0,34.0,18.0,21.0,42.0,90.0,55.0,65.0,120.0,60.0,16.0
1.215360640,Irish Premier Division,2023-06-30,15:45:00,Shelbourne,Derry City,3.95,3.25,2.14,2.66,1.53,2.16,1.75,8.8,7.4,13.0,29.0,11.5,7.6,12.0,32.0,30.0,18.5,26.0,65.0,100.0,75.0,110.0,230.0,110.0,30.0
1.215360730,Irish Premier Division,2023-06-30,15:45:00,Cork City,Drogheda,2.3,3.45,3.15,1.97,1.89,1.77,2.1,14.5,13.5,24.0,60.0,11.0,8.4,15.0,40.0,15.0,12.0,19.0,50.0,34.0,27.0,42.0,100.0,19.5,36.0
1.215360550,Irish Premier Division,2023-06-30,15:45:00,Sligo Rovers,Bohemians,3.65,3.2,2.28,2.36,1.63,1.99,1.86,11.5,9.2,15.5,34.0,13.5,8.4,13.5,34.0,30.0,19.5,26.0,65.0,90.0,70.0,95.0,200.0,85.0,32.0
1.215575209,Icelandic 1 Deild,2023-06-30,16:15:00,Grindavik,Throttur,1.66,4.3,4.8,1.53,2.6,1.58,2.5,26.0,32.0,55.0,1.01,13.5,12.0,24.0,1.01,14.5,10.5,17.0,1.01,21.0,16.5,26.0,65.0,7.4,46.0
1.215585905,Peruvian Primera Division,2023-06-30,17:30:00,UTC Cajamarca,Sport Huancayo,2.44,3.15,2.86,1.94,1.87,1.8,2.02,14.5,14.0,22.0,50.0,12.5,8.6,15.0,38.0,18.5,13.5,19.0,55.0,38.0,32.0,48.0,1.01,26.0,34.0
1.215496989,Argentinian Primera Division,2023-06-30,19:00:00,CA Platense,Lanus,2.98,2.92,2.82,2.8,1.46,2.2,1.75,8.2,9.2,20.0,60.0,9.6,7.8,16.5,55.0,22.0,17.0,32.0,100.0,70.0,60.0,110.0,290.0,80.0,70.0
1.215574939,Canadian Premier League,2023-06-30,19:00:00,HFX Wanderers,Forge,2.94,3.1,2.52,1.96,1.81,1.76,2.02,14.0,11.5,18.0,1.01,13.0,8.2,13.0,32.0,21.0,14.5,19.0,1.01,1.01,38.0,1.01,1.01,1.01,26.0
1.215612434,Venezuelan Primera Division,2023-06-30,19:00:00,Portuguesa FC,Carabobo FC,3.1,2.7,2.44,2.82,1.47,2.12,1.72,8.8,8.6,17.0,1.01,10.5,7.2,14.5,44.0,24.0,17.0,26.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.215589231,Argentinian Primera B Nacional,2023-06-30,21:00:00,Gimnasia Jujuy,Quilmes,2.2,2.96,4.1,2.74,1.49,2.18,1.7,8.2,11.5,30.0,1.01,7.2,7.0,20.0,1.01,13.5,12.5,27.0,1.01,34.0,36.0,1.01,1.01,38.0,1.01
1.215588690,Argentinian Primera B Nacional,2023-06-30,21:00:00,CA Guemes,San Martin De San Juan,2.56,2.82,3.3,2.9,1.48,2.26,1.71,8.0,9.6,22.0,70.0,8.2,7.4,16.5,60.0,16.0,14.0,26.0,1.01,46.0,42.0,80.0,1.01,48.0,1.01
1.215589321,Argentinian Primera B Nacional,2023-06-30,21:10:00,Ferro Carril Oeste,Brown de Adrogue,1.94,2.92,5.1,2.68,1.49,2.3,1.64,8.4,15.5,44.0,1.01,6.8,8.2,28.0,1.01,11.0,12.5,32.0,1.01,27.0,32.0,75.0,1.01,28.0,1.01
1.215612524,Venezuelan Primera Division,2023-06-30,21:15:00,Angostura FC,Deportivo Tachira,4.0,3.05,1.9,2.12,1.77,1.88,1.93,13.5,9.6,14.0,27.0,17.5,8.8,12.5,28.0,36.0,22.0,24.0,55.0,1.01,75.0,1.01,1.01,1.01,20.0
1.215537372,Brazilian Serie B,2023-06-30,21:30:00,Tombense MG,Chapecoense,2.18,3.15,4.2,2.64,1.58,2.06,1.81,9.8,12.5,29.0,95.0,7.8,7.6,18.5,70.0,13.0,12.0,25.0,95.0,30.0,32.0,60.0,200.0,28.0,95.0
1.215496897,Argentinian Primera Division,2023-06-30,21:30:00,Atl Tucuman,Union Santa Fe,2.1,3.1,3.9,2.5,1.54,2.16,1.71,10.5,13.0,32.0,110.0,8.2,8.4,21.0,80.0,14.5,13.5,30.0,110.0,34.0,36.0,75.0,250.0,34.0,120.0
1.215496807,Argentinian Primera Division,2023-06-30,21:30:00,Velez Sarsfield,Arsenal de Sarandi,1.75,3.3,5.7,2.56,1.52,2.44,1.62,9.4,18.0,60.0,280.0,6.4,9.6,34.0,180.0,10.0,13.0,38.0,210.0,22.0,30.0,80.0,350.0,23.0,330.0
1.215317314,Mexican Liga MX,2023-06-30,22:00:00,CF America,FC Juarez,1.43,5.3,8.4,1.65,2.36,1.9,1.99,23.0,32.0,80.0,260.0,10.5,12.5,32.0,120.0,9.6,11.0,26.0,100.0,13.0,15.5,34.0,130.0,5.9,130.0
1.215317404,Mexican Liga MX,2023-06-30,22:00:00,Mazatlan FC,Pachuca,4.9,4.1,1.67,1.62,2.32,1.66,2.3,25.0,13.5,14.5,21.0,28.0,12.5,12.0,19.0,50.0,24.0,21.0,32.0,120.0,65.0,65.0,85.0,55.0,9.0
1.215632199,Canadian Premier League,2023-06-30,22:30:00,Pacific,Atletico Ottawa,1.77,3.55,4.8,1.33,1.3,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
