IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.216305625,South Korean K League 1,2023-08-04,07:30:00,Gwangju FC,Daejeon Citizen,2.18,3.5,3.55,2.04,1.92,1.81,2.12,15.5,16.0,30.0,80.0,11.5,9.4,18.0,55.0,16.0,13.0,22.0,65.0,34.0,28.0,46.0,130.0,21.0,50.0
1.216620098,South Korean K League 1,2023-08-04,07:30:00,FC Seoul,Pohang Steelers,2.52,3.4,3.05,2.08,1.81,1.75,2.04,14.0,13.5,25.0,65.0,12.0,8.6,16.0,44.0,18.5,14.0,22.0,60.0,42.0,34.0,55.0,130.0,28.0,42.0
1.216611086,Chinese Super League,2023-08-04,08:35:00,Zhejiang Greentown,Wuhan Three Towns,3.55,3.8,2.08,1.68,2.4,1.57,2.44,22.0,14.5,990.0,29.0,990.0,10.0,11.5,21.0,29.0,15.5,990.0,30.0,65.0,36.0,40.0,70.0,26.0,11.5
1.216579675,Chinese Super League,2023-08-04,08:35:00,Qingdao Jonoon,Chengdu Rongcheng,3.5,3.5,2.24,2.04,1.79,1.84,2.0,13.5,10.5,15.5,32.0,13.0,8.0,12.5,30.0,26.0,16.5,22.0,50.0,65.0,50.0,65.0,130.0,55.0,23.0
1.216579765,Chinese Super League,2023-08-04,08:35:00,Shandong Taishan,Meizhou Hakka,1.23,7.2,14.5,1.54,2.4,2.1,1.73,29.0,50.0,170.0,1.01,10.5,18.0,60.0,280.0,9.0,11.5,44.0,210.0,10.5,15.5,46.0,250.0,4.6,1.01
1.216543098,Chinese Super League,2023-08-04,08:35:00,Changchun Yatai,Nantong Zhiyun F.C,1.87,3.8,4.2,1.93,2.0,1.76,2.06,17.5,19.0,36.0,95.0,11.0,9.8,20.0,60.0,13.5,11.0,21.0,65.0,23.0,21.0,38.0,110.0,13.0,60.0
1.216579855,Chinese Super League,2023-08-04,08:35:00,Beijing Guoan,Henan Songshan Longmen,1.51,4.4,7.0,1.77,2.12,1.82,1.99,22.0,28.0,65.0,200.0,10.5,12.0,29.0,100.0,10.5,10.5,25.0,95.0,16.0,16.5,36.0,130.0,15.0,110.0
1.216604798,Ukrainian Premier League,2023-08-04,11:00:00,Obolon-Brovar Kiev,Dynamo Kiev,5.3,4.3,1.27,1.15,1.22,1.95,1.84,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216713772,Brazilian U20,2023-08-04,11:00:00,Minas Boca U20,Pouso Alegre U20,1.46,4.5,2.84,1.63,2.26,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216378556,Romanian Liga I,2023-08-04,12:30:00,UTA Arad,CSMS Iasi,1.95,3.55,4.6,2.26,1.68,2.06,1.88,12.5,16.5,42.0,150.0,8.8,9.0,23.0,90.0,12.5,13.0,28.0,110.0,25.0,27.0,60.0,200.0,19.5,130.0
