ID_Evento,IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
32720586,1.219782559,Mexican Women's Matches,2023-10-17,00:10:00,Santos Laguna (W),FC Juarez (W),6.6,5.1,1.43,1.47,2.72,1.69,2.14,980.0,15.0,13.0,990.0,980.0,15.0,12.0,16.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,5.6
32712141,1.219639881,FIFA World Cup Qualifiers - Asia,2023-10-17,01:45:00,Guam,Singapore,8.0,4.4,1.47,1.74,2.08,2.02,1.84,18.5,9.4,990.0,990.0,30.0,11.0,11.0,15.5,990.0,990.0,990.0,42.0,1.01,140.0,130.0,170.0,180.0,9.2
32712613,1.219650659,FIFA World Cup Qualifiers - Asia,2023-10-17,04:00:00,Mongolia,Afghanistan,3.9,3.15,1.96,2.5,1.55,2.04,1.7,11.0,7.2,990.0,29.0,990.0,990.0,990.0,32.0,32.0,990.0,29.0,65.0,110.0,80.0,110.0,1.01,120.0,29.0
32712188,1.219641568,FIFA World Cup Qualifiers - Asia,2023-10-17,06:00:00,Pakistan,Cambodia,2.48,3.0,3.1,2.44,1.56,1.96,1.76,9.6,11.0,23.0,70.0,990.0,7.8,990.0,55.0,990.0,990.0,25.0,80.0,44.0,40.0,70.0,1.01,40.0,65.0
32712735,1.219657739,FIFA World Cup Qualifiers - Asia,2023-10-17,06:30:00,Sri Lanka,Yemen,4.3,3.3,1.93,2.24,1.6,2.06,1.79,11.0,990.0,11.5,990.0,990.0,8.0,11.5,34.0,34.0,990.0,990.0,60.0,140.0,90.0,120.0,200.0,140.0,32.0
32713489,1.219664772,Friendlies International,2023-10-17,07:10:00,Japan,Tunisia,1.47,4.8,8.4,1.84,2.14,2.02,1.92,18.5,27.0,75.0,990.0,8.4,10.5,32.0,130.0,8.4,10.0,26.0,120.0,12.5,15.0,38.0,160.0,7.2,160.0
32719879,1.219769749,Friendlies International,2023-10-17,08:00:00,South Korea,Vietnam,1.08,15.5,50.0,1.31,3.3,3.05,1.42,50.0,160.0,780.0,1.01,15.0,40.0,230.0,1.01,9.0,24.0,120.0,1.01,8.0,22.0,110.0,750.0,2.4,1.01
32717554,1.219736980,FIFA World Cup Qualifiers - Asia,2023-10-17,08:00:00,Timor-Leste,Chinese Taipei,1.1,9.0,1.13,1.42,2.68,2.34,1.56,42.0,990.0,990.0,990.0,85.0,25.0,990.0,990.0,1.01,95.0,70.0,65.0,1.01,1.01,1.01,1.01,1.01,3.6
32712135,1.219639971,FIFA World Cup Qualifiers - Asia,2023-10-17,08:30:00,Macau,Myanmar,12.0,7.2,1.17,1.55,2.34,2.56,1.54,28.0,990.0,990.0,990.0,70.0,990.0,990.0,990.0,1.01,100.0,65.0,65.0,1.01,1.01,1.01,1.01,1.01,4.3
32712153,1.219641658,FIFA World Cup Qualifiers - Asia,2023-10-17,08:45:00,Bangladesh,Republic of Maldives,1.75,3.45,6.6,2.54,1.54,2.38,1.6,9.4,16.5,990.0,260.0,6.2,9.0,30.0,160.0,8.6,16.5,46.0,190.0,17.5,25.0,70.0,300.0,19.0,320.0
32722795,1.219815704,English U21 Pro Development League,2023-10-17,09:00:00,Peterborough United U21,Burnley U21,2.2,4.0,1.45,1.12,1.1,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32721497,1.219797127,English U21 Pro Development League,2023-10-17,09:00:00,Bristol City U21,Queens Park Rangers U21,2.38,4.4,2.2,1.26,2.14,1.32,1.01,1.01,1.01,1.01,1.01,1.01,990.0,990.0,1.01,1.01,990.0,990.0,1.01,1.01,1.01,1.01,1.01,990.0,990.0
32715061,1.219686492,FIFA World Cup Qualifiers - Asia,2023-10-17,09:00:00,Laos,Nepal,2.32,3.3,3.5,2.42,1.53,2.04,1.71,9.4,11.5,24.0,85.0,8.0,7.8,17.0,65.0,13.5,12.5,26.0,120.0,34.0,36.0,70.0,990.0,44.0,90.0
32708484,1.219590666,UEFA U21 Euro Qualifiers,2023-10-17,09:00:00,Latvia U21,Turkey U21,10.0,6.0,1.29,1.46,2.68,1.86,1.98,34.0,13.0,11.0,12.0,46.0,16.5,11.5,15.0,120.0,42.0,30.0,34.0,380.0,180.0,140.0,140.0,160.0,4.5
32712189,1.219641478,FIFA World Cup Qualifiers - Asia,2023-10-17,09:00:00,Bhutan,Hong Kong,9.6,6.8,1.22,1.35,3.15,1.9,1.98,42.0,990.0,990.0,990.0,60.0,22.0,990.0,990.0,1.01,50.0,32.0,29.0,1.01,1.01,120.0,1.01,1.01,3.55
32722837,1.219816834,Friendlies International,2023-10-17,09:00:00,Mauritania,Burkina Faso,1.11,1.11,1.05,1.09,1.05,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32722370,1.219808386,English Central League Cup,2023-10-17,09:00:00,Carlisle (Res),Blackpool (Res),1.05,4.1,1.05,1.13,2.8,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32712214,1.219642616,FIFA World Cup Qualifiers - Asia,2023-10-17,09:15:00,Brunei,Indonesia,110.0,34.0,1.01,1.01,3.85,2.84,1.34,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32708504,1.219590756,UEFA U21 Euro Qualifiers,2023-10-17,09:30:00,Albania U21,Montenegro U21,1.94,3.7,3.75,1.74,1.96,1.68,2.1,18.5,18.0,36.0,90.0,11.0,9.0,18.5,55.0,13.5,11.0,21.0,60.0,27.0,23.0,38.0,110.0,14.5,48.0
32722794,1.219815799,English U21 Pro Development League,2023-10-17,09:30:00,Ipswich Town U21,Watford U21,1.65,4.0,1.05,1.11,3.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32721620,1.219798232,Friendlies International,2023-10-17,10:00:00,Cape Verde,Comoros,1.23,5.5,16.0,2.1,1.72,3.0,1.4,16.5,42.0,230.0,1.01,5.6,17.5,95.0,690.0,6.6,14.0,85.0,630.0,9.8,24.0,110.0,910.0,8.4,1.01
32719600,1.219766067,Friendlies International,2023-10-17,10:00:00,North Macedonia,Armenia,1.85,3.75,4.8,2.08,1.82,2.0,1.92,12.5,15.5,36.0,130.0,8.2,8.4,19.5,75.0,10.5,10.5,22.0,85.0,20.0,21.0,42.0,140.0,14.5,90.0
32719706,1.219769839,Friendlies International,2023-10-17,10:00:00,Malaysia,Tajikistan,1.6,4.1,6.4,2.06,1.83,2.08,1.8,12.5,21.0,60.0,240.0,7.6,9.2,28.0,220.0,8.8,10.5,27.0,130.0,15.5,18.5,46.0,190.0,11.0,180.0
32722186,1.219803414,Egyptian 2nd Division,2023-10-17,10:00:00,Olympic El Qanal,Dekernes,1.05,1.04,1.05,1.09,1.06,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32722187,1.219803324,Egyptian 2nd Division,2023-10-17,10:00:00,La Viena FC,Petrojet,1.05,1.04,1.05,1.1,1.06,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32722208,1.219803140,Egyptian 2nd Division,2023-10-17,10:00:00,Tanta,El Seka Elhadeed,1.05,1.04,1.05,1.09,1.06,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32722209,1.219803050,Egyptian 2nd Division,2023-10-17,10:00:00,Abo Qair Semads,Wadi Degla,2.0,1.5,1.5,1.09,1.06,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32721597,1.219797962,German Regionalliga Bavaria,2023-10-17,10:30:00,Nurnberg II,Bayreuth,2.04,3.35,2.9,1.49,2.48,1.52,2.4,1.01,990.0,1.01,1.01,990.0,990.0,990.0,1.01,990.0,990.0,990.0,1.01,1.01,980.0,1.01,1.01,990.0,990.0
32721982,1.219801188,UEFA U19 Euro Qualifiers,2023-10-17,10:30:00,Kazakhstan U19,N Macedonia U19,6.8,4.0,1.34,1.52,1.49,1.78,1.83,1.01,990.0,990.0,1.01,1.01,990.0,990.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,990.0
32708492,1.219590846,UEFA U21 Euro Qualifiers,2023-10-17,10:30:00,Kazakhstan U21,Spain U21,20.0,8.4,1.15,1.35,3.15,2.16,1.72,46.0,14.5,9.8,9.2,80.0,26.0,14.5,16.0,240.0,80.0,50.0,44.0,1.01,350.0,210.0,220.0,360.0,3.1
32721980,1.219801278,UEFA U19 Euro Qualifiers,2023-10-17,10:30:00,Poland U19,Germany U19,6.0,3.85,1.42,1.63,1.45,1.8,1.89,1.01,990.0,990.0,1.01,1.01,990.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,990.0
32708578,1.219590936,UEFA U21 Euro Qualifiers,2023-10-17,11:00:00,Azerbaijan U21,Luxembourg U21,1.64,3.65,5.0,1.87,1.88,1.84,1.88,16.5,21.0,44.0,140.0,9.2,10.0,24.0,80.0,11.5,11.0,24.0,90.0,18.5,21.0,42.0,140.0,11.5,95.0
32723373,1.219826337,Friendlies International,2023-10-17,11:30:00,Angola,DR Congo,1.05,1.04,1.05,1.11,1.05,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32723030,1.219822257,Friendlies International,2023-10-17,11:30:00,Jordan,Iraq,1.05,1.12,1.05,1.09,1.05,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32712017,1.219638494,Friendlies International,2023-10-17,12:00:00,Saudi Arabia,Mali,5.2,3.4,1.91,2.54,1.58,2.26,1.73,9.8,6.6,9.6,21.0,14.0,7.8,11.0,25.0,38.0,23.0,27.0,60.0,160.0,100.0,130.0,220.0,160.0,19.5
32708840,1.219595429,UEFA U21 Euro Qualifiers,2023-10-17,12:00:00,Moldova U21,North Macedonia U21,5.5,4.1,1.61,1.82,1.98,1.88,1.97,16.5,9.4,10.5,17.0,21.0,10.0,10.5,18.0,50.0,24.0,990.0,38.0,160.0,85.0,90.0,140.0,100.0,9.8
32708574,1.219591116,UEFA U21 Euro Qualifiers,2023-10-17,12:00:00,Romania U21,Finland U21,1.61,3.65,4.3,1.61,2.04,1.63,2.02,22.0,25.0,48.0,1.01,990.0,990.0,23.0,70.0,990.0,990.0,23.0,70.0,21.0,990.0,36.0,110.0,10.5,65.0
32708385,1.219591210,UEFA U21 Euro Qualifiers,2023-10-17,12:00:00,Georgia U21,Sweden U21,4.0,3.7,1.74,1.72,2.24,1.68,2.08,990.0,990.0,990.0,22.0,21.0,990.0,990.0,21.0,38.0,990.0,990.0,34.0,1.01,55.0,60.0,1.01,55.0,990.0
32708801,1.219593134,UEFA U21 Euro Qualifiers,2023-10-17,12:00:00,Lithuania U21,Iceland U21,8.6,6.0,1.31,1.48,2.6,1.88,1.9,32.0,12.5,10.5,12.0,42.0,17.0,12.0,15.5,100.0,38.0,32.0,34.0,340.0,150.0,120.0,150.0,150.0,4.7
32721900,1.219818040,Friendlies International,2023-10-17,12:00:00,Zambia,Uganda,1.09,1.1,1.1,1.1,1.07,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32708576,1.219591026,UEFA U21 Euro Qualifiers,2023-10-17,12:00:00,Armenia U21,Switzerland U21,12.5,6.4,1.25,1.51,2.56,2.02,1.79,29.0,11.0,8.8,10.5,48.0,16.5,12.0,14.5,140.0,50.0,36.0,40.0,1.01,220.0,170.0,1.01,270.0,4.3
32718789,1.219753126,UEFA U21 Euro Qualifiers,2023-10-17,12:30:00,Gibraltar U21,Netherlands U21,130.0,50.0,1.01,1.01,4.3,3.9,1.11,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32718089,1.219743427,UEFA U21 Euro Qualifiers,2023-10-17,12:30:00,Croatia U21,Belarus U21,1.16,7.6,17.5,1.47,2.56,2.38,1.6,32.0,70.0,1.01,1.01,990.0,990.0,1.01,1.01,990.0,990.0,60.0,1.01,990.0,990.0,55.0,1.01,3.8,1.01
32708569,1.219591339,UEFA U21 Euro Qualifiers,2023-10-17,12:30:00,Bulgaria U21,Kosovo U21,1.72,3.75,4.6,1.89,1.86,1.87,1.99,16.0,19.0,42.0,130.0,9.4,9.4,22.0,70.0,12.0,11.5,23.0,80.0,22.0,21.0,40.0,130.0,13.0,80.0
32722190,1.219803230,Egyptian 2nd Division,2023-10-17,12:30:00,Telecom Egypt SC,Ghazl El Mahallah,1.05,1.04,1.05,1.09,1.06,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32708333,1.219591429,UEFA U21 Euro Qualifiers,2023-10-17,12:45:00,Hungary U21,Belgium U21,4.7,4.0,1.7,1.67,2.2,1.71,2.2,20.0,11.5,12.0,19.0,21.0,10.0,10.5,17.5,42.0,21.0,19.0,32.0,120.0,60.0,60.0,90.0,55.0,9.0
32708329,1.219591519,UEFA U21 Euro Qualifiers,2023-10-17,12:45:00,Italy U21,Norway U21,1.48,4.4,6.8,1.74,2.1,1.9,1.94,19.0,1.01,65.0,220.0,9.4,11.0,28.0,110.0,9.6,11.0,25.0,100.0,14.5,16.5,38.0,140.0,7.6,130.0
32708730,1.219591609,UEFA U21 Euro Qualifiers,2023-10-17,13:00:00,Poland U21,Estonia U21,1.04,19.5,70.0,1.24,4.4,3.3,1.35,80.0,280.0,1.01,1.01,990.0,65.0,400.0,1.01,1.01,28.0,170.0,1.01,7.8,22.0,1.01,1.01,1.95,1.01
32722148,1.219802773,Friendlies International,2023-10-17,13:00:00,UAE,Lebanon,1.33,5.2,11.0,1.86,1.96,2.36,1.61,990.0,34.0,120.0,1.01,7.0,13.5,48.0,1.01,7.8,11.0,42.0,1.01,10.5,990.0,55.0,1.01,7.0,1.01
32720271,1.219780241,Friendlies International,2023-10-17,13:00:00,Bahrain,Philippines,1.34,5.3,11.5,1.86,2.08,2.38,1.66,16.5,38.0,130.0,660.0,7.8,13.0,990.0,290.0,7.2,11.0,990.0,230.0,9.8,15.5,990.0,260.0,6.0,390.0
32717121,1.219736247,Friendlies International,2023-10-17,13:00:00,Estonia,Thailand,1.31,6.0,11.5,1.6,2.38,2.08,1.77,990.0,38.0,130.0,1.01,9.8,13.5,50.0,1.01,8.4,12.0,36.0,1.01,10.5,15.5,990.0,170.0,4.9,1.01
32721979,1.219801368,UEFA U19 Euro Qualifiers,2023-10-17,13:00:00,Austria U19,England U19,4.5,3.7,1.78,1.89,1.86,1.82,1.91,15.0,990.0,11.5,990.0,990.0,9.0,10.5,21.0,40.0,990.0,22.0,40.0,1.01,80.0,1.01,140.0,1.01,17.0
32702873,1.219476639,UEFA Euro Qualifiers,2023-10-17,13:00:00,Finland,Kazakhstan,1.63,4.0,6.8,2.22,1.69,2.28,1.72,11.0,17.5,55.0,250.0,6.4,9.0,29.0,140.0,8.2,10.5,30.0,150.0,15.0,21.0,55.0,240.0,13.0,990.0
32722835,1.219818094,Friendlies International,2023-10-17,13:00:00,Syria,Kuwait,1.07,1.09,1.13,1.1,1.06,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32708799,1.219593224,UEFA U21 Euro Qualifiers,2023-10-17,13:00:00,Czech Republic U21,Denmark U21,2.2,3.3,2.74,1.74,1.99,1.65,2.1,1.01,17.0,1.01,55.0,14.0,9.6,16.0,38.0,18.5,13.5,19.0,48.0,34.0,28.0,40.0,90.0,19.0,1.01
32708638,1.219591699,UEFA U21 Euro Qualifiers,2023-10-17,13:00:00,Slovenia U21,Austria U21,3.05,3.65,2.04,1.71,2.12,1.64,2.26,19.5,13.5,17.0,32.0,17.5,1.01,12.5,24.0,29.0,1.01,18.5,36.0,65.0,40.0,46.0,85.0,32.0,15.0
32717594,1.219736157,Friendlies International,2023-10-17,13:00:00,Albania,Bulgaria,1.77,3.7,5.7,2.24,1.67,2.18,1.75,11.0,16.0,42.0,170.0,7.2,8.6,23.0,110.0,9.4,10.5,27.0,120.0,18.5,22.0,55.0,200.0,15.5,160.0
32708568,1.219591790,UEFA U21 Euro Qualifiers,2023-10-17,13:30:00,Scotland U21,Malta U21,1.1,12.0,40.0,1.44,2.64,3.1,1.36,44.0,130.0,1.01,1.01,12.0,44.0,220.0,1.01,7.8,25.0,140.0,1.01,7.6,22.0,130.0,1.01,3.05,1.01
32721717,1.219799275,German Regionalliga Bavaria,2023-10-17,13:30:00,Wurzburger Kickers,Schalding-Heining,1.1,11.0,26.0,1.31,3.55,2.42,1.58,980.0,1.01,1.01,1.01,990.0,980.0,1.01,1.01,990.0,990.0,980.0,1.01,990.0,990.0,980.0,1.01,2.58,1.01
32708835,1.219595519,UEFA U21 Euro Qualifiers,2023-10-17,13:30:00,France U21,Cyprus U21,1.05,18.5,70.0,1.23,3.75,3.0,1.37,85.0,1.01,1.01,1.01,990.0,60.0,1.01,1.01,10.5,26.0,160.0,1.01,8.4,990.0,140.0,1.01,2.24,1.01
32723052,1.219821811,Austrian Amateur Cup,2023-10-17,14:00:00,Sportunion Schonbrunn,Mannsworth,1.09,1.09,1.01,1.09,1.08,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32722636,1.219813324,German Regionalliga Bavaria,2023-10-17,14:00:00,Burghausen,FC Memmingen,1.59,3.85,4.2,1.54,2.2,1.61,2.06,980.0,980.0,1.01,980.0,990.0,990.0,980.0,1.01,990.0,990.0,980.0,980.0,990.0,990.0,980.0,980.0,9.0,980.0
32716412,1.219724414,Costa Rican Liga de Ascenso,2023-10-17,14:00:00,ADR Jicaral,A.D. Cofutpa,1.04,1.01,1.04,1.01,1.05,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32722634,1.219813504,German Regionalliga Bavaria,2023-10-17,14:00:00,Buchbach,Illertissen,3.2,3.25,1.94,1.56,2.28,1.57,2.26,1.01,990.0,990.0,1.01,980.0,990.0,990.0,1.01,1.01,990.0,990.0,1.01,1.01,1.01,1.01,1.01,1.01,990.0
32722635,1.219813414,German Regionalliga Bavaria,2023-10-17,14:00:00,Viktoria Aschaffenburg,TSV Aubstadt,2.92,3.55,2.3,1.76,2.08,1.65,2.24,990.0,990.0,990.0,980.0,990.0,990.0,990.0,980.0,980.0,990.0,990.0,980.0,980.0,1.01,980.0,1.01,980.0,990.0
32722627,1.219813595,German Regionalliga Bavaria,2023-10-17,14:00:00,SV Turkgucu-Ataspor,DJK Vilzing,1.93,3.75,3.6,1.67,2.18,1.64,2.28,990.0,990.0,980.0,1.01,990.0,990.0,990.0,980.0,990.0,990.0,990.0,980.0,980.0,990.0,980.0,980.0,990.0,980.0
32723054,1.219821721,German Matches,2023-10-17,14:00:00,FC Nottingen,FC Astoria Walldorf,1.05,1.04,1.05,1.1,1.21,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32722191,1.219803909,Friendlies International,2023-10-17,15:00:00,Qatar,Iran,4.4,3.7,1.71,2.26,1.73,2.1,1.84,990.0,990.0,1.01,1.01,990.0,990.0,990.0,24.0,1.01,26.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32722823,1.219819181,English U21 Pro Development League,2023-10-17,15:00:00,Hull City U21,Barnsley U21,1.05,1.04,1.05,1.14,1.21,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32708599,1.219591970,UEFA U21 Euro Qualifiers,2023-10-17,15:00:00,Andorra U21,Faroe Islands U21,2.72,3.4,2.24,1.73,2.1,1.64,2.3,19.0,13.0,19.0,38.0,16.0,9.2,13.0,27.0,24.0,14.5,18.5,38.0,55.0,34.0,44.0,85.0,26.0,18.5
32708607,1.219591880,UEFA U21 Euro Qualifiers,2023-10-17,15:00:00,Portugal U21,Greece U21,1.2,7.0,17.0,1.58,2.38,2.42,1.58,26.0,55.0,210.0,1.01,8.8,18.0,70.0,1.01,7.8,12.0,50.0,1.01,8.6,16.0,55.0,1.01,4.2,1.01
