ID_Evento,IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
33001489,1.224538097,Costa Rican Primera Division,2024-02-11,00:00:00,Municipal Perez Zeledon,Puntarenas F.C.,2.26,3.4,3.15,1.95,1.93,1.71,2.02,17.0,16.0,980.0,980.0,13.0,9.8,17.5,980.0,18.5,14.0,22.0,980.0,980.0,32.0,980.0,980.0,24.0,980.0
32995099,1.224426606,Mexican Liga MX,2024-02-11,00:10:00,Santos Laguna,Tigres,3.25,3.45,2.22,1.83,2.06,1.01,1.01,980.0,980.0,1.01,1.01,980.0,980.0,980.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32995107,1.224426245,Mexican Liga MX,2024-02-11,00:10:00,Monterrey,Pachuca,1.73,4.1,4.6,1.72,2.28,1.01,1.01,18.5,26.0,48.0,140.0,980.0,9.6,22.0,60.0,12.0,9.8,980.0,60.0,22.0,980.0,29.0,85.0,11.0,55.0
32977277,1.224158925,Australian A-League Men,2024-02-11,03:00:00,Western Sydney Wanderers,Newcastle Jets,1.7,4.7,4.8,1.5,2.84,1.57,2.62,27.0,27.0,44.0,110.0,14.5,11.0,19.5,50.0,13.5,10.0,16.0,46.0,19.0,14.5,24.0,65.0,6.4,36.0
32994493,1.224420315,Australian A-League Women,2024-02-11,03:00:00,Western United (W),Brisbane Roar FC (W),1.77,3.9,4.3,1.68,2.12,1.71,2.16,980.0,980.0,980.0,980.0,980.0,10.5,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,11.0,980.0
33010120,1.224664691,German Junioren Bundesliga,2024-02-11,07:00:00,1. FC Union Berlin U19,VfL Osnabruck U19,1.16,1.01,1.05,1.02,1.05,1.1,1.1,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
33010257,1.224670363,German Junioren Bundesliga,2024-02-11,07:00:00,Kaiserslautern U19,1. FSV Mainz 05 U19,1.05,1.01,1.16,1.02,1.05,1.1,1.1,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
33010326,1.224673488,German Junioren Bundesliga,2024-02-11,07:00:00,Dortmund U19,Wuppertaler SV U19,1.05,1.01,1.05,1.01,1.05,1.1,1.1,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
33010296,1.224671759,German Junioren Bundesliga,2024-02-11,07:00:00,FC Koln U19,Alemannia Aachen U19,1.16,1.01,1.05,1.02,1.05,1.68,1.1,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
33010566,1.224677710,Kenyan Premier League,2024-02-11,07:00:00,FC Talanta,Sofapaka,1.12,1.05,1.12,1.11,1.08,1.1,1.1,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
