IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.214271025,Japanese J League 2,2023-05-21,02:00:00,Fujieda Myfc,Tokushima,1.44,1.13,1.48,1.75,1.85,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.214271205,Japanese J League 2,2023-05-21,02:00:00,FC Machida,Shimizu,1.4,1.01,1.4,2.22,1.69,1.84,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.214270845,Japanese J League 2,2023-05-21,02:00:00,Yamagata,Blaublitz Akita,1.92,1.34,3.0,2.32,1.63,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.214271401,Japanese J League 2,2023-05-21,02:00:00,Jef Utd Chiba,Tochigi SC,1.94,2.98,1.41,2.72,1.44,1.01,1.01,8.4,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.214271311,Japanese J League 2,2023-05-21,02:00:00,Kanazawa,Kofu,3.1,3.4,2.16,1.88,1.98,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.214270485,Japanese J League 2,2023-05-21,02:00:00,Oita,Nagasaki,2.34,3.15,3.05,2.1,1.76,1.82,1.97,13.0,13.5,24.0,65.0,11.0,8.2,16.0,46.0,16.5,13.0,21.0,65.0,36.0,32.0,55.0,130.0,26.0,48.0
1.214270215,Japanese J League 2,2023-05-21,02:00:00,Omiya,Sendai,1.39,1.05,1.5,1.95,1.92,1.71,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.214270305,Japanese J League 2,2023-05-21,02:00:00,Renofa Yamaguchi,Tokyo-V,3.95,2.44,1.96,1.97,1.84,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.214270395,Japanese J League 2,2023-05-21,03:00:00,Mito,Kumamoto,1.4,1.01,1.4,1.99,1.84,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.214270665,Japanese J League 2,2023-05-21,04:00:00,Iwata,Iwaki SC,1.68,3.65,4.9,1.86,1.94,1.76,2.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.214297383,South Korean K League 2,2023-05-21,04:00:00,Gyeongnam,Busan IPark,1.04,1.01,1.04,2.08,1.72,1.01,1.01,12.0,12.5,25.0,70.0,10.0,8.4,16.5,48.0,16.0,13.0,22.0,65.0,38.0,32.0,55.0,140.0,28.0,55.0
1.214236055,South Korean K League 1,2023-05-21,04:30:00,Gangwon,Pohang Steelers,3.5,3.2,2.22,2.2,1.67,2.0,1.89,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.214235853,South Korean K League 1,2023-05-21,06:00:00,Suwon Bluewings,Ulsan Hyundai Horang-i,5.0,3.8,1.75,1.98,1.84,1.9,2.0,15.5,9.4,11.5,21.0,19.5,9.8,11.5,21.0,44.0,23.0,24.0,42.0,140.0,80.0,85.0,140.0,90.0,13.0
1.214262990,South Korean K League 1,2023-05-21,07:00:00,Jeonbuk Motors,Suwon FC,1.27,2.52,2.02,1.72,2.16,1.86,2.02,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.214316765,Japanese J League 2,2023-05-21,07:00:00,Okayama,Thespakusatsu Gunma,1.79,3.1,1.04,2.26,1.64,1.96,1.81,1.01,1.01,1.01,1.01,7.8,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.214325922,Portuguese Segunda Liga,2023-05-21,07:00:00,Club Football Estrela,CD Nacional Funchal,1.7,2.14,1.02,1.84,1.95,1.93,1.98,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.213944197,Italian Serie A,2023-05-21,07:30:00,Lecce,Spezia,2.28,3.3,3.75,2.34,1.73,2.0,1.94,10.0,11.5,24.0,75.0,8.4,7.4,16.0,50.0,12.5,11.0,21.0,70.0,29.0,28.0,48.0,130.0,24.0,60.0
1.214241545,Polish Ekstraklasa,2023-05-21,07:30:00,Slask Wroclaw,Miedz Legnica,1.51,1.14,1.27,2.08,1.7,2.3,1.63,13.0,21.0,1.01,1.01,6.6,10.5,1.01,1.01,9.0,10.5,1.01,1.01,1.01,22.0,1.01,1.01,12.5,1.01
1.213937413,French Ligue 1,2023-05-21,08:00:00,AC Ajaccio,Rennes,8.0,4.4,1.52,2.0,1.97,2.18,1.79,14.0,7.6,8.2,13.0,23.0,10.5,10.5,16.5,65.0,30.0,28.0,42.0,270.0,130.0,130.0,180.0,190.0,8.4
1.214220019,Scottish Premiership,2023-05-21,08:00:00,Hibernian,Rangers,6.2,4.4,1.57,1.66,2.3,1.73,2.14,23.0,990.0,990.0,1.01,1.01,990.0,990.0,1.01,1.01,1.01,1.01,32.0,1.01,1.01,70.0,990.0,1.01,990.0
