IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.214152748,Australian A-League Men,2023-05-19,06:45:00,Melbourne City,Sydney FC,1.94,4.1,4.0,1.67,2.36,1.63,2.42,22.0,22.0,34.0,80.0,13.5,11.0,19.0,42.0,15.5,11.0,18.0,50.0,24.0,19.0,32.0,75.0,11.0,38.0
1.214157569,Japanese J League,2023-05-19,07:30:00,Sapporo,Kyoto,1.69,4.4,4.9,1.61,2.34,1.66,2.38,25.0,25.0,46.0,120.0,13.0,11.5,22.0,60.0,13.5,11.5,20.0,60.0,20.0,18.0,32.0,85.0,8.4,50.0
1.214261866,Croatian 1 HNL,2023-05-19,11:00:00,Slaven Belupo,Hajduk Split,4.6,3.55,1.76,2.06,1.8,1.92,1.93,14.0,8.6,12.0,20.0,18.5,9.2,10.5,23.0,42.0,22.0,25.0,48.0,130.0,85.0,95.0,170.0,110.0,15.5
1.214298279,Bulgarian A League,2023-05-19,11:00:00,Slavia Sofia,Arda,2.4,2.94,3.2,2.4,1.58,2.0,1.82,9.8,11.5,24.0,70.0,9.2,7.8,16.5,55.0,16.5,14.0,25.0,80.0,42.0,38.0,70.0,190.0,38.0,65.0
1.214157692,Romanian Liga I,2023-05-19,11:30:00,Hermannstadt,Universitatea Cluj,1.75,3.45,5.3,2.36,1.59,2.22,1.67,11.5,17.0,50.0,200.0,7.0,9.0,27.0,120.0,10.5,11.5,32.0,150.0,21.0,26.0,65.0,1.01,18.5,220.0
1.214162050,Polish Ekstraklasa,2023-05-19,13:00:00,Zaglebie Lubin,Stal Mielec,1.96,3.55,4.1,1.72,2.18,1.73,2.22,17.5,21.0,34.0,80.0,12.5,10.0,19.5,50.0,15.0,12.0,18.5,55.0,24.0,22.0,34.0,85.0,12.5,44.0
1.214278255,Croatian 1 HNL,2023-05-19,13:05:00,Sibenik,Osijek,3.1,3.25,2.36,2.14,1.71,1.81,1.98,12.5,10.5,16.5,38.0,12.5,8.6,13.0,32.0,24.0,16.0,22.0,55.0,65.0,46.0,65.0,1.01,46.0,27.0
1.214297874,Hungarian NB I,2023-05-19,13:15:00,Paks,Puskas Akademia,2.16,3.5,3.2,1.63,2.26,1.52,2.42,22.0,20.0,29.0,65.0,15.5,9.6,16.5,36.0,18.5,12.5,16.5,42.0,34.0,23.0,32.0,70.0,13.5,26.0
1.214298369,Bulgarian A League,2023-05-19,13:15:00,Botev Plovdiv,Lokomotiv Sofia,1.65,3.7,5.6,1.98,1.84,1.94,1.91,14.5,21.0,55.0,1.01,8.4,10.0,27.0,110.0,10.0,11.5,27.0,120.0,18.0,21.0,46.0,180.0,12.0,150.0
1.214188417,German Bundesliga 2,2023-05-19,13:30:00,SV Darmstadt,FC Magdeburg,1.47,5.2,7.0,1.5,2.74,1.7,2.3,30.0,38.0,70.0,190.0,14.0,14.5,30.0,90.0,12.5,11.5,23.0,75.0,15.5,16.0,28.0,90.0,5.6,75.0
1.214213763,German Bundesliga 2,2023-05-19,13:30:00,Holstein Kiel,St Pauli,2.9,4.1,2.22,1.58,2.62,1.52,2.78,27.0,16.5,18.0,32.0,20.0,11.5,12.5,21.0,25.0,15.0,16.5,29.0,48.0,30.0,34.0,60.0,18.5,12.0
1.214189025,Romanian Liga I,2023-05-19,14:00:00,UTA Arad,FC U Craiova 1948,2.38,2.9,3.6,2.18,1.69,1.96,1.97,11.0,14.0,29.0,80.0,10.5,7.4,17.5,55.0,16.5,12.5,19.0,75.0,36.0,32.0,55.0,130.0,27.0,60.0
1.214253968,Portuguese Segunda Liga,2023-05-19,14:00:00,Benfica B,Farense,3.9,3.6,1.96,1.81,2.02,1.68,2.08,17.5,11.5,14.5,26.0,18.0,9.6,12.0,23.0,34.0,18.0,20.0,38.0,85.0,50.0,60.0,100.0,48.0,14.0
1.214249910,Romanian Liga I,2023-05-19,14:00:00,Arges Pitesti,ACS Petrolul 52,2.32,2.9,3.25,2.36,1.62,2.02,1.87,11.0,12.5,26.0,1.01,9.2,8.2,17.0,55.0,15.5,13.0,24.0,1.01,36.0,34.0,60.0,1.01,30.0,65.0
1.214155435,Romanian Liga I,2023-05-19,14:00:00,Chindia Targoviste,FC Voluntari,2.26,2.98,3.35,2.5,1.54,2.12,1.81,9.2,11.5,27.0,85.0,8.4,8.0,18.5,65.0,15.0,13.5,26.0,95.0,38.0,38.0,70.0,210.0,36.0,85.0
1.214261638,German 3 Liga,2023-05-19,14:00:00,1860 Munich,Waldhof Mannheim,2.22,3.65,3.0,1.67,2.24,1.6,2.4,22.0,18.0,27.0,60.0,14.5,10.5,15.0,34.0,18.5,12.5,18.0,42.0,34.0,24.0,34.0,80.0,15.0,25.0
1.214253878,Portuguese Segunda Liga,2023-05-19,14:00:00,Leixoes,Vilafranquense,2.56,3.15,2.9,2.18,1.7,1.89,2.0,12.0,12.0,22.0,55.0,11.0,8.2,15.0,42.0,18.0,1.01,1.01,60.0,44.0,36.0,55.0,140.0,34.0,42.0
1.214162140,French Ligue 2,2023-05-19,14:00:00,Grenoble,Rodez,2.58,3.2,2.94,2.26,1.7,1.96,1.96,11.0,11.0,21.0,55.0,9.8,7.6,15.0,42.0,18.0,13.0,22.0,65.0,44.0,36.0,60.0,140.0,34.0,42.0
1.214162230,Swedish Superettan,2023-05-19,14:00:00,IK Brage,Gefle,1.66,3.85,4.9,1.87,1.98,1.84,1.98,17.5,22.0,46.0,140.0,9.8,10.5,24.0,80.0,11.5,11.0,24.0,85.0,18.5,20.0,40.0,130.0,11.0,95.0
1.214127340,Danish Superliga,2023-05-19,14:00:00,AC Horsens,Silkeborg,3.15,3.7,2.22,1.78,2.1,1.66,2.26,19.0,13.5,17.0,30.0,17.0,10.0,12.5,25.0,26.0,16.0,18.5,36.0,60.0,38.0,46.0,85.0,32.0,16.0
1.214160079,Austrian Bundesliga,2023-05-19,14:30:00,SV Ried,SCR Altach,2.1,3.5,3.65,1.92,1.89,1.8,2.04,14.5,15.5,32.0,90.0,10.5,9.0,18.0,55.0,14.0,12.0,22.0,65.0,28.0,25.0,44.0,130.0,18.0,60.0
1.214254455,Dutch Eerste Divisie,2023-05-19,15:00:00,Roda JC,Willem II,4.1,3.85,1.87,1.71,2.2,1.63,2.26,19.5,12.5,14.0,25.0,21.0,10.0,11.5,21.0,36.0,19.0,19.0,34.0,95.0,55.0,60.0,90.0,46.0,12.0
1.214256462,Dutch Eerste Divisie,2023-05-19,15:00:00,Almere City,MVV Maastricht,1.52,4.8,5.3,1.35,3.15,1.49,2.52,38.0,40.0,60.0,130.0,18.5,16.5,26.0,65.0,15.5,12.5,20.0,48.0,18.5,16.0,24.0,60.0,5.1,38.0
1.214259828,Dutch Eerste Divisie,2023-05-19,15:00:00,Heracles,Jong Ajax Amsterdam,1.31,7.6,7.2,1.24,4.0,1.49,2.62,65.0,65.0,110.0,230.0,24.0,24.0,38.0,95.0,17.0,13.5,24.0,60.0,16.0,1.01,26.0,65.0,3.35,50.0
1.214254725,Dutch Eerste Divisie,2023-05-19,15:00:00,De Graafschap,Den Bosch,1.24,7.4,11.0,1.32,3.7,1.76,2.18,55.0,70.0,150.0,400.0,19.0,25.0,48.0,160.0,14.0,13.5,32.0,100.0,12.0,14.5,29.0,110.0,3.25,120.0
1.214256372,Dutch Eerste Divisie,2023-05-19,15:00:00,FC Dordrecht,FC Oss,2.06,3.9,3.25,1.59,2.5,1.55,2.56,27.0,23.0,34.0,65.0,17.0,11.5,15.5,36.0,19.5,12.0,17.0,38.0,30.0,21.0,29.0,70.0,11.5,24.0
1.214256282,Dutch Eerste Divisie,2023-05-19,15:00:00,SC Telstar,NAC Breda,2.48,3.6,2.76,1.73,2.14,1.62,2.28,18.5,15.5,22.0,44.0,14.5,9.8,14.5,32.0,19.5,13.5,18.0,42.0,38.0,29.0,38.0,80.0,19.5,24.0
1.214259558,Dutch Eerste Divisie,2023-05-19,15:00:00,Jong FC Utrecht,VVV Venlo,3.15,3.85,2.06,1.52,2.58,1.55,2.5,26.0,17.0,19.0,30.0,23.0,11.5,12.5,22.0,30.0,16.5,16.5,28.0,60.0,34.0,38.0,60.0,22.0,11.5
1.214254545,Dutch Eerste Divisie,2023-05-19,15:00:00,Helmond Sport,PEC Zwolle,7.6,6.4,1.4,1.38,3.4,1.64,2.44,46.0,18.0,14.5,15.0,50.0,18.5,12.0,15.0,95.0,34.0,24.0,25.0,230.0,95.0,70.0,80.0,65.0,4.0
1.214259648,Dutch Eerste Divisie,2023-05-19,15:00:00,Jong PSV Eindhoven,FC Eindhoven,2.62,3.65,2.52,1.65,2.34,1.58,2.54,24.0,17.0,22.0,42.0,17.5,10.5,13.5,27.0,23.0,14.0,17.5,36.0,44.0,28.0,36.0,70.0,18.0,17.0
1.214259738,Dutch Eerste Divisie,2023-05-19,15:00:00,Jong AZ Alkmaar,ADO Den Haag,2.3,3.95,2.76,1.49,2.68,1.43,2.86,32.0,23.0,28.0,50.0,20.0,12.0,15.0,1.01,23.0,13.5,16.5,32.0,38.0,23.0,29.0,55.0,1.01,15.5
1.214249015,Italian Serie B,2023-05-19,15:30:00,Parma,Venezia,2.36,3.25,3.35,2.08,1.78,1.81,2.04,13.0,14.0,26.0,70.0,10.5,8.2,17.0,46.0,16.5,13.0,21.0,65.0,36.0,30.0,48.0,120.0,25.0,46.0
